地域階層,地域コード,地域,District,項番 Item number,警察署,Police station,総数 Total,凶悪犯 Felonious offenses／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／殺人 Homicide,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／傷人 Bodily injury,凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／強姦 Rape),凶悪犯 Felonious offenses／侵入強盗 Breaking & entering／Robbery／普通 Others,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／殺人 Homicide,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／傷人 Bodily injury,凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／強姦 Rape),凶悪犯 Felonious offenses／非侵入強盗 Robbery without breaking and entering／普通 Others,凶悪犯 Felonious offenses／放火 Arson,凶悪犯 Felonious offenses／強姦 Rape),粗暴犯 Violent offenses／凶器準備集合 Unlawful assembly with dangerous weapons,粗暴犯 Violent offenses／暴行 Violence,粗暴犯 Violent offenses／傷害 Bodily injury,粗暴犯 Violent offenses／傷害致死 Bodily injury resulting in death,粗暴犯 Violent offenses／脅迫 Intimidation,粗暴犯 Violent offenses／恐喝 Extortion,窃盗犯 Larcenous offenses／侵入窃盗 Breaking & entering／theft,窃盗犯 Larcenous offenses／非侵入窃盗 Theft without breaking and entering,知能犯 Intellectual offenses／詐欺 Fraud,知能犯 Intellectual offenses／横領 Embezzlement,知能犯 Intellectual offenses／偽造 Counterfeiting,知能犯 Intellectual offenses／汚職 Corruption,知能犯 Intellectual offenses／背任 Breach of trust,風俗犯 Moral offenses／賭博 Gambling,風俗犯 Moral offenses／わいせつ Indecency,その他 Others／占有離脱物横領 Embezzlement of lost properties,その他 Others／公務執行妨害 Obstructing the execution of official duties,その他 Others／住居侵入 Trespassing,その他 Others／盗品等 Stolen properties， etc.,その他 Others／器物損壊等 Damage or destruction of structure， etc.,その他 Others／その他 Others
2,13108,江東区,Koto-ku,28,深川署,Fukagawa P. Sta.,2067,2, -, -, -, -, -,1, -,2, -,2, -,46,22, -,3,4,85,1407,90,2,15, -, -, -,20,138,4,10, -,198,16
2,13108,江東区,Koto-ku,29,城東署,Joto P. Sta. ,3126,3, -,1, -,3, -,3, -,3,5,2, -,60,51,1,7,8,85,2224,109,2,17, -, -, -,23,190,9,11, -,301,8
2,13108,江東区,Koto-ku,30,東京湾岸署,Tokyo Wangan P. Sta.,1025,3, -, -, -,1, -,1, -,2, -, -, -,32,26, -,5,7,20,725,21,2,6, -, -, -,3,37,9,6,2,112,5
2,13109,品川区,Shinagawa-ku,31,品川署,Shinagawa P. Sta.,617, -, -, -, -,1, -, -, -, -, -, -, -,17,9, -,3,2,22,403,28, -,2, -, -, -,4,33,1,6,2,51,33
2,13109,品川区,Shinagawa-ku,32,大井署,Oi P. Sta. ,1157,1, -, -, -,1, -,1, -,1,2,3, -,34,20, -,2,7,46,798,53,1,13, -, -, -,7,48,7,8,4,94,6
2,13109,品川区,Shinagawa-ku,33,大崎署,Osaki P. Sta.,1019, -, -, -, -, -, -, -, -,4, -,2, -,36,23, -,2,10,38,613,77,5,1, -, -, -,16,38,9,10, -,129,6
2,13109,品川区,Shinagawa-ku,34,荏原署,Ebara P. Sta.　,1350,1, -, -, -, -, -, -, -,2, -, -, -,36,16, -,3,1,38,950,74,8,2, -, -, -,4,41,10,12, -,149,3
2,13110,目黒区,Meguro-ku,35,目黒署,Meguro P. Sta.,1373,3, -, -, -,1, -,1, -,1, -,3, -,29,13, -,2,2,103,885,63,2,5, -, -, -,23,64,2,19, -,150,2
2,13110,目黒区,Meguro-ku,36,碑文谷署,Himon-ya P. Sta.　,1476,1, -, -, -,1, -,1, -,1,1,1, -,25,13, -, -,4,104,993,74,1,4, -, -, -,14,61,5,14,1,154,3
2,13111,大田区,Ota-ku,37,大森署,Omori P. Sta.,1980,2, -,1,1, -, -,2, -,1,1,2, -,58,49, -,1,16,62,1409,67,2,4, -, -,1,9,83,14,8,5,178,4
2,13111,大田区,Ota-ku,38,田園調布署,Den-en Chofu P. Sta.,1040,1, -, -, -,1, -,3, -,4,2,2, -,42,20, -,2,1,67,621,47,1,5, -, -, -,16,43,4,24, -,130,4
2,13111,大田区,Ota-ku,39,蒲田署,Kamata P. Sta.,3392,3, -, -, -,3, -,3, -,3,2,2, -,97,44,1,9,6,81,2518,81, -,14, -, -,2,13,191,13,14,6,282,4
2,13111,大田区,Ota-ku,40,池上署,Ikegami P. Sta.,1491, -, -, -, -,2, -,3, -, -, -,1, -,17,18, -,3,4,81,1025,38, -,3, -, -, -,11,64,2,13,1,201,4
2,13111,大田区,Ota-ku,41,東京空港署,Tokyo Airport P. Sta.,153, -, -, -, -, -, -, -, -, -, -, -, -,11,3, -,1, -,1,90,24, -,1, -, -, -,2,6,2,1, -,10,1
2,13112,世田谷区,Setagaya-ku,42,世田谷署,Setagaya P. Sta.,2143,3, -,1, -,2, -,3, -,1, -, -, -,26,31, -,3,1,89,1493,62, -,6, -, -,1,9,145,4,20,2,239,2
2,13112,世田谷区,Setagaya-ku,43,北沢署,Kitazawa P. Sta. ,2055,3, -, -, -,3, -,3, -,3,1,2, -,54,37, -, -,8,153,1380,76,3,1, -, -,2,18,116,5,15,2,169,1
2,13112,世田谷区,Setagaya-ku,44,玉川署,Tamagawa P. Sta. ,2241,1, -, -, -, -, -,1, -, -,1, -, -,30,30, -,1,5,110,1678,67,2,4, -, -, -,9,88,3,11,2,196,2
2,13112,世田谷区,Setagaya-ku,45,成城署,Seijo P. Sta.　,2901,2, -, -, -,2, -,4, -,5, -,1, -,45,28, -,2,4,130,2074,73, -,17, -, -, -,21,175,4,16,4,293,1
2,13113,渋谷区,Shibuya-ku,46,渋谷署,Shibuya P. Sta.,3736,1, -, -, -,6, -,3, -,3,1,2, -,113,91, -,6,23,65,2641,196,5,29, -, -,4,31,128,12,9,7,350,10
2,13113,渋谷区,Shibuya-ku,47,原宿署,Harajuku P. Sta. ,1143, -, -, -, -,1, -,1, -,1, -, -, -,18,12, -,3,7,38,807,59, -,5, -, -,2,8,66,11,5, -,97,2
2,13113,渋谷区,Shibuya-ku,48,代々木署,Yoyogi P. Sta.,1461,1,1, -, -,1, -,3, -,2,1,2, -,26,23, -,2,1,89,985,65,3,5, -, -, -,21,82,7,13, -,127,1
2,13114,中野区,Nakano-ku,49,中野署,Nakano P. Sta.,2316,1,1,1, -,1, -,2, -,5,1,4, -,54,43, -,8,5,136,1557,75,5,7, -, -,2,14,113,6,24,3,245,3
2,13114,中野区,Nakano-ku,50,野方署,Nogata P. Sta. ,2246,1, -, -, -,1, -,1, -,1, -,4, -,42,31, -,5,4,124,1535,72,2,11, -, -, -,11,79,3,32,2,276,9
2,13115,杉並区,Suginami-ku,51,杉並署,Suginami P. Sta.,2242, -, -, -, -,2, -,5, -,1, -,3, -,40,25,1,4,8,94,1611,79,1,9, -, -, -,24,79,9,21,3,220,3
2,13115,杉並区,Suginami-ku,52,高井戸署,Takaido P. Sta.,1989, -, -, -, -, -, -,1, -,1, -,3, -,28,30, -,5,4,63,1477,61,2,3, -, -, -,5,96,10,14,2,184, - 
2,13115,杉並区,Suginami-ku,53,荻窪署,Ogikubo P. Sta.,1999,1, -, -,1,2, -,1, -,2,1,2, -,36,23, -,7,4,85,1426,77, -,9, -, -, -,21,73,4,16,2,205,1
2,13116,豊島区,Toshima-ku,54,巣鴨署,Sugamo P. Sta.,1432, -, -,1, -,1, -,2, -,2,1,3, -,34,28, -,3,1,68,1020,46, -,14, -, -, -,11,70,6,11,1,105,4
2,13116,豊島区,Toshima-ku,55,池袋署,Ikebukuro P. Sta.,3593,3, -,1, -,1, -,3, -,3,1,9, -,111,76,1,7,25,70,2608,158,5,50, -, -,1,38,175,12,12,3,208,12
2,13116,豊島区,Toshima-ku,56,目白署,Mejiro P. Sta. ,1840, -,1,1,2,1, -,2, -,1,1,4, -,24,30, -, -,6,113,1263,59,4,24, -, -, -,11,89,5,28,2,165,4
2,13117,北区,Kita-ku,57,滝野川署,Takinogawa P. Sta.,945,2, -, -, -, -, -, -, -, -, -,1, -,21,13, -,2,4,57,594,52,1,7, -, -, -,7,72,8,4, -,95,5
2,13117,北区,Kita-ku,58,王子署,Oji P. Sta.,1586, -, -,1, -, -, -,1, -,1,2, -, -,38,15, -,2,5,74,1149,54,2,5, -, -, -,4,89,3,8,1,129,3
2,13117,北区,Kita-ku,59,赤羽署,Akabane P. Sta.　,2079, -, -, -, -,1, -,6, -,3, -,1, -,46,40, -,4,8,53,1489,77,2,13, -, -, -,22,112,9,7,1,184,1
2,13118,荒川区,Arakawa-ku,60,尾久署,Ogu P. Sta.,675,1, -, -, -,1, -,2, -,1,1, -, -,10,13, -,4,2,36,474,20,2,1, -, -,2,7,15,2,10, -,67,4
2,13118,荒川区,Arakawa-ku,61,南千住署,Minamisenju P. Sta.,619, -, -,1, -, -, -,1, -, -,1, -, -,21,16, -, -,1,9,435,16,1, -, -, -,1,7,34,2,3, -,69,1
2,13118,荒川区,Arakawa-ku,62,荒川署,Arakawa P. Sta.,1532,2, -, -, -, -, -, -, -,1, -,2, -,63,25, -,6,5,57,1062,53,1,3, -, -, -,14,73,5,9,1,147,3
2,13119,板橋区,Itabashi-ku,63,板橋署,Itabashi P. Sta.,3036,2, -, -, -,2, -,3, -,3, -,4, -,54,41, -,3,7,159,2152,88,1,16, -, -, -,21,172,14,12,2,272,8
2,13119,板橋区,Itabashi-ku,64,志村署,Shimura P. Sta.,1804,1, -, -, -, -, -,1, -,1,2,2, -,19,10, -,3,4,88,1305,58,1,7, -, -, -,9,80,7,11,1,192,2
2,13119,板橋区,Itabashi-ku,65,高島平署,Takashimadaira P. Sta.,2692,2, -, -, -,1, -,4, -, -, -,1, -,23,21, -,3,8,82,1973,78,1,8, -, -, -,25,206,10,7,3,235,1
2,13120,練馬区,Nerima-ku,66,練馬署,Nerima P. Sta.,2820, -, -, -, -,2, -, -, -,2,4,3, -,29,37, -,5,2,145,2049,95,1,15, -, -, -,16,105,8,9,3,287,3
2,13120,練馬区,Nerima-ku,67,光が丘署,Hikarigaoka P. Sta.,2241, -, -, -, -,2, -,2, -,3, -,1, -,24,35, -,5,3,70,1738,54,4,2, -, -, -,10,82,4,13,1,186,2
2,13120,練馬区,Nerima-ku,68,石神井署,Shakujii P. Sta. ,3083,2, -,1, -, -, -,4, -,3,1,3, -,59,44, -,4,5,111,2312,92,2,16, -, -,2,12,82,10,31,4,277,6
2,13121,足立区,Adachi-ku,69,千住署,Senju P. Sta.,1078,2, -, -, -,3, -,2, -,3, -,3, -,47,17, -,2,10,44,735,36, -,4, -, -, -,9,52,6,11, -,89,3
2,13121,足立区,Adachi-ku,70,西新井署,Nishiarai P. Sta.,3686,2, -, -, -,1, -,8, -,5,7,1, -,45,52, -,3,10,163,2715,62,2,14, -, -, -,21,110,7,16,3,429,10
2,13121,足立区,Adachi-ku,71,竹の塚署,Takenozuka P. Sta.,2516,2, -,1, -,1, -,2, -,4,2,1, -,57,40, -,2,14,151,1721,69,1,10, -, -, -,16,72,11,10,2,323,4
2,13121,足立区,Adachi-ku,72,綾瀬署,Ayase P. Sta.,3102,3,1, -, -,1, -,4, -,1,2,5, -,48,44, -,7,15,165,2190,54,1,9, -, -, -,26,119,9,6,2,387,3
2,13122,葛飾区,Katsushika-ku,73,亀有署,Kameari P. Sta.,2958,3, -,1, -,5, -, -, -,5,3,5, -,47,51, -,6,8,145,2079,77,1,7, -, -, -,15,109,9,14,9,355,4
2,13122,葛飾区,Katsushika-ku,74,葛飾署,Katsushika P. Sta.,2985,2, -,1, -,2, -,4,1,3,5,5, -,89,55, -,5,9,135,2066,82,2,13, -, -, -,21,128,8,25,2,316,6
2,13123,江戸川区,Edogawa-ku,75,小松川署,Komatsugawa P. Sta.,3452,2, -, -, -,3, -,6, -,3,2,3, -,54,58, -,3,7,178,2384,80,4,9, -, -, -,26,126,15,17,6,455,11
2,13123,江戸川区,Edogawa-ku,76,葛西署,Kasai P. Sta.　,4029, -, -,1, -, -, -,6, -, -,1,2, -,109,59, -,6,11,170,2890,80,3,12, -, -, -,26,174,14,22,5,432,6
2,13123,江戸川区,Edogawa-ku,77,小岩署,Koiwa P. Sta.　,2194,1, -, -, -,2, -,2, -,3,3,2, -,46,55,1,8,7,123,1479,60,1,29, -, -, -,17,85,11,17,3,233,6
1,,市，郡部,All shi and gun,,,,50951,24,1,4,2,49, -,49,2,52,25,50, -,730,630,3,67,158,2427,36562,1303,32,152, -,2,2,296,2030,125,340,44,5717,73
2,13205,青梅市,Ome-shi,1,青梅署,Ome P. Sta.,1257,3, -, -, -,3, -, -, -,4,1,3, -,13,12, -,2,4,54,895,40, -,1, -, -, -,8,23, -,21,1,165,4
2,13228,あきる野市,Akiruno-shi,2,五日市署,Itsukaichi P. Sta.,293, -, -, -, -, -, -, -, -,1,2, -, -,3,6, -, -,2,12,191,11,1,2, -, -, -,3,6,1,3, -,48,1
2,13218,福生市,Fussa-shi,3,福生署,Fussa P. Sta.,3227,1, -, -, -,4, -,1,1,2,1,3, -,21,62, -,3,11,203,2305,76,2,5, -,1, -,10,96,13,17,5,378,6
2,13201,八王子市,Hachioji-shi,4,八王子署,Hachioji P. Sta.,3292,2, -, -, -,3, -,4, -,5,3,4, -,58,50, -,6,8,200,2279,77,7,3, -, -, -,22,138,5,25,3,383,7
2,13201,八王子市,Hachioji-shi,5,高尾署,Takao P. Sta.,1736, -, -, -,1, -, -, -, -, -, -, -, -,24,25, -,5,9,69,1244,23, -,2, -, -, -,6,59,6,14,1,248, - 
2,13201,八王子市,Hachioji-shi,6,南大沢署,Minami-Osawa P. Sta.,2751,1, -, -, -,1, -,11, -,3,2,2, -,26,34, -,4,11,145,1956,31,1,3, -, -, -,18,117,4,10,3,363,5
2,13209,町田市,Machida-shi,7,町田署,Machida P. Sta.,4767,1, -, -, -,4, -,11,1,5, -,8, -,75,56, -,6,15,303,3219,106,2,7, -, -, -,55,179,9,31,4,660,10
2,13212,日野市,Hino-shi,8,日野署,Hino P. Sta.,1497,3, -, -, -,1, -, -, -,2,1,1, -,14,20,1, -,6,93,1018,41, -,2, -, -, -,14,96,3,11,1,167,2
2,13224,多摩市,Tama-shi,9,多摩中央署,Tamachuo P. Sta.,2128, -, -,1, -,1, -, -, -, -,3,1, -,23,21,1,1,7,65,1502,64, -,5, -, -, -,9,99,5,10,4,305,1
2,13207,昭島市,Akishima-shi,10,昭島署,Akishima P. Sta. ,1644,1, -, -, -,3, -,2, -,4, -, -, -,26,25, -,1,6,75,1168,29,2,3, -, -, -,11,74,4,10,1,196,3
2,13202,立川市,Tachikawa-shi,11,立川署,Tachikawa P. Sta.,4612,3, -,2, -,6, -,2, -,5,2,5, -,74,54,1,1,13,182,3509,98,4,18, -, -,1,13,211,13,24,3,365,3
2,13220,東大和市,Higashiyamato-shi,12,東大和署,Higashiyamato P. Sta.,2200, -, -, -, -,1, -, -, -,2,1,2, -,23,25, -,3,8,90,1587,44,2,6, -, -, -,15,59,8,12,2,308,2
2,13206,府中市,Fuchu-shi,13,府中署,Fuchu P. Sta.　,2721,2, -, -, -, -, -,4, -,1, -,2, -,32,34, -,9,6,139,1971,73,1,12, -, -, -,15,107,8,14,4,280,7
2,13210,小金井市,Koganei-shi,14,小金井署,Koganei P. Sta.,2788, -, -, -, -,2, -,5, -,2,3,5, -,67,27, -,6,11,147,1959,108,2,7, -, -, -,8,144,8,24, -,244,9
2,13229,西東京市,Nishitokyo-shi,15,田無署,Tanashi P. Sta.,3491,2, -, -, -,2, -,3, -,7,2,5, -,58,46, -,5,7,143,2568,122, -,18, -,1, -,29,118,11,28,1,312,3
2,13211,小平市,Kodaira-shi,16,小平署,Kodaira P. Sta.,2173,1, -, -, -,4, -,2, -,4,1,2, -,23,21, -,6,3,113,1529,62, -,8, -, -, -,9,89,5,11,6,270,4
2,13213,東村山市,Higashimurayama-shi,17,東村山署,Higashimurayama P. Sta.,2576,1, -, -, -,7, -,1, -,2,2,2, -,46,32, -,1,1,109,1807,47,2,23, -, -, -,13,101,4,28,1,342,4
2,13203,武蔵野市,Musashino-shi,18,武蔵野署,Musashino P. Sta.,2843,2,1, -, -,5, -, -, -,1,1,2, -,36,39, -,3,10,69,2237,90,2,18, -, -,1,11,111,4,12,2,184,2
2,13204,三鷹市,Mitaka-shi,19,三鷹署,Mitaka P. Sta.,1733,1, -,1, -,1, -,1, -,2, -, -, -,35,20, -,5,12,66,1236,65,2,1, -, -, -,11,62,8,10, -,194, - 
2,13208,調布市,Chofu-shi,20,調布署,Chofu P. Sta.,3222, -, -, -,1,1, -,2, -, -, -,3, -,53,21, -, -,8,150,2382,96,2,8, -, -, -,16,141,6,25,2,305, - 
1,13350,島部,All islands　　,,,,75,2, -, -, -, -, -, -, -, -, -, -, -,6,6, -, -,1,10,39,2,2, -, -, -, -,-,1, -,1, -,5, - 
2,13361,大島町,Oshima-machi,1,大島署,Oshima P. Sta. ,21,1, -, -, -, -, -, -, -, -, -, -, -,1,1, -, -, -,2,11,1, -, -, -, -, -,-,1, -,1, -,2, - 
2,13363,新島村,Niijima-mura,2,新島署,Niijima P. Sta.,10,1, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,1,6, -,1, -, -, -, -,-, -, -, -, -,1, - 
2,13381,三宅村,Miyake-mura,3,三宅島署,Miyakejima P. Sta.,5, -, -, -, -, -, -, -, -, -, -, -, -, -,1, -, -,1,1,2, -, -, -, -, -, -,-, -, -, -, -, -, - 
2,13401,八丈町,Hachijo-machi,4,八丈島署,Hachijojima P. Sta.,29, -, -, -, -, -, -, -, -, -, -, -, -,5,1, -, -, -,5,15,1,1, -, -, -, -,-, -, -, -, -,1, - 
2,13421,小笠原村,Ogasawara-mura,5,小笠原署,Ogasawara P. Sta.　,10, -, -, -, -, -, -, -, -, -, -, -, -, -,3, -, -, -,1,5, -, -, -, -, -, -,-, -, -, -, -,1, - 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 ) 20  司法・警察・消防 20  JUSTICE， POLICE， AND FIRE FIGHTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-10 警察署別刑法犯の罪種別認知状況（平成23年） 20-10 CRIMINAL OFFENSES KNOWN TO THE POLICE BY TYPE OF CRIME AND POLICE STATION ( 2011 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注 1) 業務上等過失致死傷 （交通関係） 事件は除く。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2) 区名の表示は各警察署の所在地による。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: 1) Excludes cases of professional negligence resulting in deaths and injuries (traffic related).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) ""ku"" indicates the locations of police stations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
資料：警視庁総務部文書課 「警視庁の統計」 Source: Metropolitan Police Department， TMG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層(0:東京都総数　1:区部・市郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
