地域階層,地域コード,項番 Item number,地域,District,出生 Livebirths／計 Total,出生 Livebirths／男 Male,出生 Livebirths／女 Female,死亡 Deaths／計 Total,死亡 Deaths／男 Male,死亡 Deaths／女 Female,自然増減 Natural change／計 Total,自然増減 Natural change／男 Male,自然増減 Natural change／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／女 Female,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／計 Total,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／男 Male,(再掲)乳児死亡 (relisted) Infant deaths／(うち)新生児(生後4週未満)死亡 (of which) Deaths of the newborn babies (under 4 weeks)／女 Female,死産 Foetal deaths／計 Total,死産 Foetal deaths／自然 Spontaneous,死産 Foetal deaths／人工 Artificial,合計特殊出生率 Total fertility rate,婚姻 Marriages,離婚 Divorces
2,13227,24,羽村市,Hamura-shi,458,237,221,451,248,203,7,-11,18,2,1,1,2,1,1,15,6,9,1.43,284,124
2,13228,25,あきる野市,Akiruno-shi,647,354,293,852,395,457,-205,-41,-164,-,-,-,-,-,-,17,7,10,1.43,326,168
2,13229,26,西東京市,Nishitokyo-shi,1712,853,859,1443,763,680,269,90,179,4,2,2,1,1,-,27,12,15,1.29,994,306
1,13300,,郡部,All gun,379,203,176,901,410,491,-522,-207,-315,1,-,1,-,-,-,8,1,7,1.24,264,118
2,13303,1,瑞穂町,Mizuho-machi,213,109,104,323,171,152,-110,-62,-48,-,-,-,-,-,-,5,1,4,1.15,166,82
2,13305,2,日の出町,Hinode-machi,137,80,57,320,123,197,-183,-43,-140,1,-,1,-,-,-,3,-,3,1.47,75,26
2,13307,3,檜原村,Hinohara-mura,10,4,6,66,33,33,-56,-29,-27,-,-,-,-,-,-,-,-,-,1.27,6,3
2,13308,4,奥多摩町,Okutama-machi,19,10,9,192,83,109,-173,-73,-100,-,-,-,-,-,-,-,-,-,0.99,17,7
1,13350,,島部,All islands,206,108,98,428,243,185,-222,-135,-87,-,-,-,-,-,-,7,3,4,1.74,133,74
2,13361,1,大島町,Oshima-machi,64,40,24,136,73,63,-72,-33,-39,-,-,-,-,-,-,3,2,1,1.85,40,17
2,13362,2,利島村,Toshima-mura,4,3,1,2,2,-,2,1,1,-,-,-,-,-,-,-,-,-,1.3,3,2
2,13363,3,新島村,Niijima-mura,24,9,15,51,27,24,-27,-18,-9,-,-,-,-,-,-,-,-,-,1.89,9,2
2,13364,4,神津島村,Kozushima-mura,13,6,7,35,18,17,-22,-12,-10,-,-,-,-,-,-,-,-,-,1.73,9,6
2,13381,5,三宅村,Miyake-mura,9,4,5,56,31,25,-47,-27,-20,-,-,-,-,-,-,-,-,-,0.87,12,8
2,13382,6,御蔵島村,Mikurajima-mura,5,5,-,6,4,2,-1,1,-2,-,-,-,-,-,-,-,-,-,2.72,3,1
2,13401,7,八丈町,Hachijo-machi,54,25,29,130,80,50,-76,-55,-21,-,-,-,-,-,-,4,1,3,1.82,33,27
2,13402,8,青ヶ島村,Aogashima-mura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1
2,13421,9,小笠原村,Ogasawara-mura,33,16,17,12,8,4,21,8,13,-,-,-,-,-,-,-,-,-,1.73,22,10
,,,,,,,,,,,,,,,,,,,,,,,,,
東京都統計年鑑（平成23年）TOKYO STATISTICAL YEARBOOK ( 2011 )　2  人口・世帯 2  POPULATION AND HOUSEHOLDS,,,,,,,,,,,,,,,,,,,,,,,,,
2-7  人口動態  (3) 地域，男女別（平成23年）  2-7  VITAL STATISTICS  (3) BY DISTRICT AND GENDER ( 2011 ),,,,,,,,,,,,,,,,,,,,,,,,,
資料：都福祉保健局総務部総務課 Source: Bureau of Social Welfare and Public Health， TMG,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:東京都総数　1:区部・市部・郡部・島部　2:区市町村),,,,,,,,,,,,,,,,,,,,,,,,,
