地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口（人）,面積（平方キロメートル） ,昼間人口密度（人／平方キロメートル） ,常住人口（人）,昼夜間人口比率
201217,1320110905,201,109,05,,,,,●,50,108005,八王子市,北野台,北野台５丁目,北野台５丁目,893,0.18,4961,1610,55.5
201218,1320111000,201,110,00,,,,●,○,41,1060,八王子市,長沼町,,長沼町,5497,1.57,3501,7843,70.1
201219,1320111100,201,111,00,,,,●,,40,1070,八王子市,絹ケ丘,,絹ケ丘,3382,0.68,4974,5785,58.5
201220,1320111101,201,111,01,,,,,●,50,107001,八王子市,絹ケ丘,絹ケ丘１丁目,絹ケ丘１丁目,1391,0.27,5152,2201,63.2
201221,1320111102,201,111,02,,,,,●,50,107002,八王子市,絹ケ丘,絹ケ丘２丁目,絹ケ丘２丁目,1168,0.21,5562,1982,58.9
201222,1320111103,201,111,03,,,,,●,50,107003,八王子市,絹ケ丘,絹ケ丘３丁目,絹ケ丘３丁目,823,0.20,4115,1602,51.4
201223,1320111200,201,112,00,,,,●,○,41,1090,八王子市,高倉町,,高倉町,6900,0.65,10615,3608,191.2
201224,1320111300,201,113,00,,,,●,○,41,1100,八王子市,石川町,,石川町,20227,2.66,7604,10288,196.6
201225,1320111400,201,114,00,,,,●,○,41,1110,八王子市,宇津木町,,宇津木町,3024,1.01,2994,3185,94.9
201226,1320111500,201,115,00,,,,●,○,41,1120,八王子市,平町,,平町,221,0.37,597,409,54.0
201227,1320111600,201,116,00,,,,●,○,41,1130,八王子市,小宮町,,小宮町,5240,1.18,4441,5464,95.9
201228,1320111700,201,117,00,,,,●,,40,1140,八王子市,久保山町,,久保山町,4466,0.75,5955,5100,87.6
201229,1320111701,201,117,01,,,,,●,50,114001,八王子市,久保山町,久保山町１丁目,久保山町１丁目,1435,0.27,5315,2566,55.9
201230,1320111702,201,117,02,,,,,●,50,114002,八王子市,久保山町,久保山町２丁目,久保山町２丁目,3031,0.48,6315,2534,119.6
201231,1320111800,201,118,00,,,,●,○,41,1150,八王子市,大谷町,,大谷町,2289,1.26,1817,3622,63.2
201232,1320111900,201,119,00,,,,●,○,41,1160,八王子市,丸山町,,丸山町,627,0.22,2850,1133,55.3
202001,1320200000,202,000,00,,,●,,,30,,立川市,,,立川市,207832,24.36,8532,183581,113.2
202002,1320200100,202,001,00,,,,●,,40,0160,立川市,富士見町,,富士見町,15474,1.75,8842,19323,80.1
202003,1320200101,202,001,01,,,,,●,50,016001,立川市,富士見町,富士見町１丁目,富士見町１丁目,3285,0.24,13688,3947,83.2
202004,1320200102,202,001,02,,,,,●,50,016002,立川市,富士見町,富士見町２丁目,富士見町２丁目,2831,0.24,11796,3089,91.6
202005,1320200103,202,001,03,,,,,●,50,016003,立川市,富士見町,富士見町３丁目,富士見町３丁目,654,0.29,2255,903,72.4
202006,1320200104,202,001,04,,,,,●,50,016004,立川市,富士見町,富士見町４丁目,富士見町４丁目,1581,0.17,9300,1696,93.2
202007,1320200105,202,001,05,,,,,●,50,016005,立川市,富士見町,富士見町５丁目,富士見町５丁目,892,0.15,5947,1425,62.6
202008,1320200106,202,001,06,,,,,●,50,016006,立川市,富士見町,富士見町６丁目,富士見町６丁目,3538,0.40,8845,4707,75.2
202009,1320200107,202,001,07,,,,,●,50,016007,立川市,富士見町,富士見町７丁目,富士見町７丁目,2693,0.26,10358,3556,75.7
202010,1320200200,202,002,00,,,,●,,40,0150,立川市,柴崎町,,柴崎町,18648,1.33,14021,10307,180.9
202011,1320200201,202,002,01,,,,,●,50,015001,立川市,柴崎町,柴崎町１丁目,柴崎町１丁目,2611,0.28,9325,2284,114.3
202012,1320200202,202,002,02,,,,,●,50,015002,立川市,柴崎町,柴崎町２丁目,柴崎町２丁目,5152,0.23,22400,2405,214.2
202013,1320200203,202,002,03,,,,,●,50,015003,立川市,柴崎町,柴崎町３丁目,柴崎町３丁目,7934,0.20,39670,1605,494.3
202014,1320200204,202,002,04,,,,,●,50,015004,立川市,柴崎町,柴崎町４丁目,柴崎町４丁目,1322,0.24,5508,2098,63.0
202015,1320200205,202,002,05,,,,,●,50,015005,立川市,柴崎町,柴崎町５丁目,柴崎町５丁目,774,0.16,4838,1062,72.9
202016,1320200206,202,002,06,,,,,●,50,015006,立川市,柴崎町,柴崎町６丁目,柴崎町６丁目,855,0.22,3886,853,100.2
202017,1320200300,202,003,00,,,,●,,40,0140,立川市,錦町,,錦町,24812,1.41,17597,18210,136.3
202018,1320200301,202,003,01,,,,,●,50,014001,立川市,錦町,錦町１丁目,錦町１丁目,7642,0.27,28304,5512,138.6
202019,1320200302,202,003,02,,,,,●,50,014002,立川市,錦町,錦町２丁目,錦町２丁目,5283,0.19,27805,2484,212.7
202020,1320200303,202,003,03,,,,,●,50,014003,立川市,錦町,錦町３丁目,錦町３丁目,3683,0.15,24553,2031,181.3
202021,1320200304,202,003,04,,,,,●,50,014004,立川市,錦町,錦町４丁目,錦町４丁目,2534,0.14,18100,1294,195.8
202022,1320200305,202,003,05,,,,,●,50,014005,立川市,錦町,錦町５丁目,錦町５丁目,2073,0.32,6478,2400,86.4
202023,1320200306,202,003,06,,,,,●,50,014006,立川市,錦町,錦町６丁目,錦町６丁目,3597,0.34,10579,4489,80.1
202024,1320200400,202,004,00,,,,●,,40,0130,立川市,羽衣町,,羽衣町,7720,0.74,10432,9162,84.3
202025,1320200401,202,004,01,,,,,●,50,013001,立川市,羽衣町,羽衣町１丁目,羽衣町１丁目,2160,0.18,12000,3018,71.6
202026,1320200402,202,004,02,,,,,●,50,013002,立川市,羽衣町,羽衣町２丁目,羽衣町２丁目,3442,0.32,10756,4449,77.4
202027,1320200403,202,004,03,,,,,●,50,013003,立川市,羽衣町,羽衣町３丁目,羽衣町３丁目,2118,0.24,8825,1695,125.0
202028,1320200500,202,005,00,,,,●,,40,0120,立川市,曙町,,曙町,37682,1.03,36585,12598,299.1
202029,1320200501,202,005,01,,,,,●,50,012001,立川市,曙町,曙町１丁目,曙町１丁目,6717,0.22,30532,4057,165.6
202030,1320200502,202,005,02,,,,,●,50,012002,立川市,曙町,曙町２丁目,曙町２丁目,25776,0.31,83148,3227,798.8
202031,1320200503,202,005,03,,,,,●,50,012003,立川市,曙町,曙町３丁目,曙町３丁目,5189,0.50,10378,5314,97.6
202032,1320200600,202,006,00,,,,●,,40,0110,立川市,高松町,,高松町,11377,0.84,13544,11552,98.5
202033,1320200601,202,006,01,,,,,●,50,011001,立川市,高松町,高松町１丁目,高松町１丁目,4740,0.44,10773,3755,126.2
202034,1320200602,202,006,02,,,,,●,50,011002,立川市,高松町,高松町２丁目,高松町２丁目,3026,0.23,13157,4221,71.7
202035,1320200603,202,006,03,,,,,●,50,011003,立川市,高松町,高松町３丁目,高松町３丁目,3611,0.17,21241,3576,101.0
202036,1320200700,202,007,00,,,,●,○,41,0050,立川市,緑町,,緑町,8364,1.81,4621,2591,322.8
202037,1320200800,202,008,00,,,,●,,40,0100,立川市,栄町,,栄町,13334,1.41,9457,12772,104.4
202038,1320200801,202,008,01,,,,,●,50,010001,立川市,栄町,栄町１丁目,栄町１丁目,1783,0.35,5094,1974,90.3
202039,1320200802,202,008,02,,,,,●,50,010002,立川市,栄町,栄町２丁目,栄町２丁目,3361,0.30,11203,2408,139.6
202040,1320200803,202,008,03,,,,,●,50,010003,立川市,栄町,栄町３丁目,栄町３丁目,955,0.20,4775,1364,70.0
202041,1320200804,202,008,04,,,,,●,50,010004,立川市,栄町,栄町４丁目,栄町４丁目,2231,0.18,12394,2340,95.3
202042,1320200805,202,008,05,,,,,●,50,010005,立川市,栄町,栄町５丁目,栄町５丁目,2617,0.23,11378,3266,80.1
202043,1320200806,202,008,06,,,,,●,50,010006,立川市,栄町,栄町６丁目,栄町６丁目,2387,0.15,15913,1420,168.1
202044,1320200900,202,009,00,,,,●,,40,0090,立川市,若葉町,,若葉町,8481,1.15,7375,11597,73.1
202045,1320200901,202,009,01,,,,,●,50,009001,立川市,若葉町,若葉町１丁目,若葉町１丁目,2964,0.33,8982,4453,66.6
202046,1320200902,202,009,02,,,,,●,50,009002,立川市,若葉町,若葉町２丁目,若葉町２丁目,1083,0.22,4923,2043,53.0
202047,1320200903,202,009,03,,,,,●,50,009003,立川市,若葉町,若葉町３丁目,若葉町３丁目,1828,0.37,4941,2228,82.0
202048,1320200904,202,009,04,,,,,●,50,009004,立川市,若葉町,若葉町４丁目,若葉町４丁目,2606,0.23,11330,2873,90.7
202049,1320201000,202,010,00,,,,●,,40,0080,立川市,幸町,,幸町,10713,1.71,6265,13490,79.4
202050,1320201001,202,010,01,,,,,●,50,008001,立川市,幸町,幸町１丁目,幸町１丁目,1104,0.20,5520,1121,98.5
202051,1320201002,202,010,02,,,,,●,50,008002,立川市,幸町,幸町２丁目,幸町２丁目,2358,0.26,9069,2753,85.7
202052,1320201003,202,010,03,,,,,●,50,008003,立川市,幸町,幸町３丁目,幸町３丁目,1309,0.15,8727,1474,88.8
202053,1320201004,202,010,04,,,,,●,50,008004,立川市,幸町,幸町４丁目,幸町４丁目,2394,0.38,6300,3791,63.1
202054,1320201005,202,010,05,,,,,●,50,008005,立川市,幸町,幸町５丁目,幸町５丁目,2802,0.49,5718,3090,90.7
202055,1320201006,202,010,06,,,,,●,50,008006,立川市,幸町,幸町６丁目,幸町６丁目,746,0.23,3244,1261,59.2
202056,1320201100,202,011,00,,,,●,,40,0070,立川市,柏町,,柏町,9493,1.15,8255,9467,100.3
202057,1320201101,202,011,01,,,,,●,50,007001,立川市,柏町,柏町１丁目,柏町１丁目,2211,0.21,10529,2099,105.3
202058,1320201102,202,011,02,,,,,●,50,007002,立川市,柏町,柏町２丁目,柏町２丁目,856,0.18,4756,1025,83.5
202059,1320201103,202,011,03,,,,,●,50,007003,立川市,柏町,柏町３丁目,柏町３丁目,1057,0.19,5563,1566,67.5
202060,1320201104,202,011,04,,,,,●,50,007004,立川市,柏町,柏町４丁目,柏町４丁目,3116,0.43,7247,4056,76.8
202061,1320201105,202,011,05,,,,,●,50,007005,立川市,柏町,柏町５丁目,柏町５丁目,2253,0.14,16093,721,312.5
202062,1320201200,202,012,00,,,,●,○,41,0060,立川市,泉町,,泉町,6707,2.26,2968,1708,392.7
202063,1320201300,202,013,00,,,,●,,40,0040,立川市,砂川町,,砂川町,10521,2.09,5034,17190,61.2
202064,1320201301,202,013,01,,,,,●,50,004001,立川市,砂川町,砂川町１丁目,砂川町１丁目,804,0.26,3092,1207,66.6
202065,1320201302,202,013,02,,,,,●,50,004002,立川市,砂川町,砂川町２丁目,砂川町２丁目,1706,0.33,5170,2404,71.0
202066,1320201303,202,013,03,,,,,●,50,004003,立川市,砂川町,砂川町３丁目,砂川町３丁目,766,0.23,3330,1250,61.3
202067,1320201304,202,013,04,,,,,●,50,004004,立川市,砂川町,砂川町４丁目,砂川町４丁目,1641,0.27,6078,2532,64.8
202068,1320201305,202,013,05,,,,,●,50,004005,立川市,砂川町,砂川町５丁目,砂川町５丁目,584,0.20,2920,986,59.2
202069,1320201306,202,013,06,,,,,●,50,004006,立川市,砂川町,砂川町６丁目,砂川町６丁目,901,0.23,3917,1897,47.5
202070,1320201307,202,013,07,,,,,●,50,004007,立川市,砂川町,砂川町７丁目,砂川町７丁目,1411,0.23,6135,2767,51.0
202071,1320201308,202,013,08,,,,,●,50,004008,立川市,砂川町,砂川町８丁目,砂川町８丁目,2708,0.34,7965,4147,65.3
202072,1320201400,202,014,00,,,,●,,40,0030,立川市,上砂町,,上砂町,8963,1.82,4925,10547,85.0
202073,1320201401,202,014,01,,,,,●,50,003001,立川市,上砂町,上砂町１丁目,上砂町１丁目,2358,0.25,9432,3203,73.6
202074,1320201402,202,014,02,,,,,●,50,003002,立川市,上砂町,上砂町２丁目,上砂町２丁目,1107,0.19,5826,785,141.0
202075,1320201403,202,014,03,,,,,●,50,003003,立川市,上砂町,上砂町３丁目,上砂町３丁目,1706,0.28,6093,1574,108.4
202076,1320201404,202,014,04,,,,,●,50,003004,立川市,上砂町,上砂町４丁目,上砂町４丁目,531,0.23,2309,737,72.0
202077,1320201405,202,014,05,,,,,●,50,003005,立川市,上砂町,上砂町５丁目,上砂町５丁目,3261,0.38,8582,4248,76.8
202078,1320201406,202,014,06,,,,,●,50,003006,立川市,上砂町,上砂町６丁目,上砂町６丁目,-,0.30,-,-,-
202079,1320201407,202,014,07,,,,,●,50,003007,立川市,上砂町,上砂町７丁目,上砂町７丁目,-,0.19,-,-,-
202080,1320201500,202,015,00,,,,●,,40,0020,立川市,一番町,,一番町,8381,1.48,5663,12919,64.9
202081,1320201501,202,015,01,,,,,●,50,002001,立川市,一番町,一番町１丁目,一番町１丁目,1349,0.27,4996,2606,51.8
202082,1320201502,202,015,02,,,,,●,50,002002,立川市,一番町,一番町２丁目,一番町２丁目,1197,0.29,4128,2165,55.3
202083,1320201503,202,015,03,,,,,●,50,002003,立川市,一番町,一番町３丁目,一番町３丁目,653,0.17,3841,983,66.4
202084,1320201504,202,015,04,,,,,●,50,002004,立川市,一番町,一番町４丁目,一番町４丁目,1693,0.33,5130,2257,75.0
202085,1320201505,202,015,05,,,,,●,50,002005,立川市,一番町,一番町５丁目,一番町５丁目,1703,0.15,11353,1839,92.6
202086,1320201506,202,015,06,,,,,●,50,002006,立川市,一番町,一番町６丁目,一番町６丁目,1786,0.27,6615,3069,58.2
202087,1320201600,202,016,00,,,,●,,40,0010,立川市,西砂町,,西砂町,7163,2.44,2936,10148,70.6
202088,1320201601,202,016,01,,,,,●,50,001001,立川市,西砂町,西砂町１丁目,西砂町１丁目,1095,0.36,3042,2231,49.1
202089,1320201602,202,016,02,,,,,●,50,001002,立川市,西砂町,西砂町２丁目,西砂町２丁目,1853,0.34,5450,1911,97.0
202090,1320201603,202,016,03,,,,,●,50,001003,立川市,西砂町,西砂町３丁目,西砂町３丁目,800,0.34,2353,1135,70.5
202091,1320201604,202,016,04,,,,,●,50,001004,立川市,西砂町,西砂町４丁目,西砂町４丁目,472,0.45,1049,594,79.5
202092,1320201605,202,016,05,,,,,●,50,001005,立川市,西砂町,西砂町５丁目,西砂町５丁目,1414,0.37,3822,2599,54.4
202093,1320201606,202,016,06,,,,,●,50,001006,立川市,西砂町,西砂町６丁目,西砂町６丁目,1529,0.40,3823,1678,91.1
202094,1320201607,202,016,07,,,,,●,50,001007,立川市,西砂町,西砂町７丁目,西砂町７丁目,-,0.18,-,-,-
203001,1320300000,203,000,00,,,●,,,30,,武蔵野市,,,武蔵野市,162221,10.98,14774,150149,108.0
203002,1320300100,203,001,00,,,,●,,40,0010,武蔵野市,吉祥寺東町,,吉祥寺東町,9693,0.92,10536,12987,74.6
203003,1320300101,203,001,01,,,,,●,50,001001,武蔵野市,吉祥寺東町,吉祥寺東町１丁目,吉祥寺東町１丁目,2623,0.24,10929,3054,85.9
203004,1320300102,203,001,02,,,,,●,50,001002,武蔵野市,吉祥寺東町,吉祥寺東町２丁目,吉祥寺東町２丁目,2800,0.31,9032,4805,58.3
203005,1320300103,203,001,03,,,,,●,50,001003,武蔵野市,吉祥寺東町,吉祥寺東町３丁目,吉祥寺東町３丁目,1996,0.23,8678,3575,55.8
203006,1320300104,203,001,04,,,,,●,50,001004,武蔵野市,吉祥寺東町,吉祥寺東町４丁目,吉祥寺東町４丁目,2274,0.14,16243,1553,146.4
203007,1320300200,203,002,00,,,,●,,40,0020,武蔵野市,吉祥寺南町,,吉祥寺南町,18051,0.99,18233,13507,133.6
203008,1320300201,203,002,01,,,,,●,50,002001,武蔵野市,吉祥寺南町,吉祥寺南町１丁目,吉祥寺南町１丁目,7363,0.20,36815,2243,328.3
203009,1320300202,203,002,02,,,,,●,50,002002,武蔵野市,吉祥寺南町,吉祥寺南町２丁目,吉祥寺南町２丁目,5496,0.20,27480,2884,190.6
203010,1320300203,203,002,03,,,,,●,50,002003,武蔵野市,吉祥寺南町,吉祥寺南町３丁目,吉祥寺南町３丁目,2494,0.29,8600,3735,66.8
203011,1320300204,203,002,04,,,,,●,50,002004,武蔵野市,吉祥寺南町,吉祥寺南町４丁目,吉祥寺南町４丁目,1789,0.20,8945,2971,60.2
203012,1320300205,203,002,05,,,,,●,50,002005,武蔵野市,吉祥寺南町,吉祥寺南町５丁目,吉祥寺南町５丁目,909,0.10,9090,1674,54.3
203013,1320300300,203,003,00,,,,●,,40,0030,武蔵野市,御殿山,,御殿山,3581,0.40,8953,4494,79.7
203014,1320300301,203,003,01,,,,,●,50,003001,武蔵野市,御殿山,御殿山１丁目,御殿山１丁目,2528,0.26,9723,2417,104.6
203015,1320300302,203,003,02,,,,,●,50,003002,武蔵野市,御殿山,御殿山２丁目,御殿山２丁目,1053,0.14,7521,2077,50.7
203016,1320300400,203,004,00,,,,●,,40,0040,武蔵野市,吉祥寺本町,,吉祥寺本町,27048,0.86,31451,12373,218.6
203017,1320300401,203,004,01,,,,,●,50,004001,武蔵野市,吉祥寺本町,吉祥寺本町１丁目,吉祥寺本町１丁目,13916,0.21,66267,2185,636.9
203018,1320300402,203,004,02,,,,,●,50,004002,武蔵野市,吉祥寺本町,吉祥寺本町２丁目,吉祥寺本町２丁目,7715,0.20,38575,3077,250.7
203019,1320300403,203,004,03,,,,,●,50,004003,武蔵野市,吉祥寺本町,吉祥寺本町３丁目,吉祥寺本町３丁目,2725,0.20,13625,3122,87.3
203020,1320300404,203,004,04,,,,,●,50,004004,武蔵野市,吉祥寺本町,吉祥寺本町４丁目,吉祥寺本町４丁目,2692,0.25,10768,3989,67.5
203021,1320300500,203,005,00,,,,●,,40,0050,武蔵野市,吉祥寺北町,,吉祥寺北町,18350,1.44,12743,16370,112.1
203022,1320300501,203,005,01,,,,,●,50,005001,武蔵野市,吉祥寺北町,吉祥寺北町１丁目,吉祥寺北町１丁目,2444,0.24,10183,3921,62.3
203023,1320300502,203,005,02,,,,,●,50,005002,武蔵野市,吉祥寺北町,吉祥寺北町２丁目,吉祥寺北町２丁目,1968,0.19,10358,2981,66.0
203024,1320300503,203,005,03,,,,,●,50,005003,武蔵野市,吉祥寺北町,吉祥寺北町３丁目,吉祥寺北町３丁目,9449,0.54,17498,3980,237.4
203025,1320300504,203,005,04,,,,,●,50,005004,武蔵野市,吉祥寺北町,吉祥寺北町４丁目,吉祥寺北町４丁目,3056,0.24,12733,3709,82.4
203026,1320300505,203,005,05,,,,,●,50,005005,武蔵野市,吉祥寺北町,吉祥寺北町５丁目,吉祥寺北町５丁目,1433,0.23,6230,1779,80.6
203027,1320300600,203,006,00,,,,●,,40,0060,武蔵野市,中町,,中町,18725,0.70,26750,15006,124.8
203028,1320300601,203,006,01,,,,,●,50,006001,武蔵野市,中町,中町１丁目,中町１丁目,7266,0.17,42741,3772,192.6
203029,1320300602,203,006,02,,,,,●,50,006002,武蔵野市,中町,中町２丁目,中町２丁目,7789,0.26,29958,4516,172.5
203030,1320300603,203,006,03,,,,,●,50,006003,武蔵野市,中町,中町３丁目,中町３丁目,3670,0.27,13593,6718,54.6
203031,1320300700,203,007,00,,,,●,,40,0070,武蔵野市,西久保,,西久保,9060,0.65,13939,12213,74.2
203032,1320300701,203,007,01,,,,,●,50,007001,武蔵野市,西久保,西久保１丁目,西久保１丁目,2970,0.25,11880,2597,114.4
203033,1320300702,203,007,02,,,,,●,50,007002,武蔵野市,西久保,西久保２丁目,西久保２丁目,2827,0.19,14879,4717,59.9
203034,1320300703,203,007,03,,,,,●,50,007003,武蔵野市,西久保,西久保３丁目,西久保３丁目,3263,0.21,15538,4899,66.6
203035,1320300800,203,008,00,,,,●,,40,0080,武蔵野市,緑町,,緑町,7905,0.54,14639,8423,93.9
203036,1320300801,203,008,01,,,,,●,50,008001,武蔵野市,緑町,緑町１丁目,緑町１丁目,1855,0.14,13250,2271,81.7
203037,1320300802,203,008,02,,,,,●,50,008002,武蔵野市,緑町,緑町２丁目,緑町２丁目,4452,0.23,19357,5428,82.0
203038,1320300803,203,008,03,,,,,●,50,008003,武蔵野市,緑町,緑町３丁目,緑町３丁目,1598,0.17,9400,724,220.7
203039,1320300900,203,009,00,,,,●,,40,0090,武蔵野市,八幡町,,八幡町,3541,0.55,6438,4333,81.7
203040,1320300901,203,009,01,,,,,●,50,009001,武蔵野市,八幡町,八幡町１丁目,八幡町１丁目,854,0.14,6100,1251,68.3
203041,1320300902,203,009,02,,,,,●,50,009002,武蔵野市,八幡町,八幡町２丁目,八幡町２丁目,941,0.21,4481,708,132.9
203042,1320300903,203,009,03,,,,,●,50,009003,武蔵野市,八幡町,八幡町３丁目,八幡町３丁目,1223,0.14,8736,1435,85.2
203043,1320300904,203,009,04,,,,,●,50,009004,武蔵野市,八幡町,八幡町４丁目,八幡町４丁目,523,0.06,8717,939,55.7
203044,1320301000,203,010,00,,,,●,,40,0100,武蔵野市,関前,,関前,6395,1.10,5814,9570,66.8
203045,1320301001,203,010,01,,,,,●,50,010001,武蔵野市,関前,関前１丁目,関前１丁目,392,0.29,1352,520,75.4
203046,1320301002,203,010,02,,,,,●,50,010002,武蔵野市,関前,関前２丁目,関前２丁目,1628,0.21,7752,2468,66.0
203047,1320301003,203,010,03,,,,,●,50,010003,武蔵野市,関前,関前３丁目,関前３丁目,2507,0.28,8954,3349,74.9
203048,1320301004,203,010,04,,,,,●,50,010004,武蔵野市,関前,関前４丁目,関前４丁目,771,0.14,5507,1478,52.2
203049,1320301005,203,010,05,,,,,●,50,010005,武蔵野市,関前,関前５丁目,関前５丁目,1097,0.18,6094,1755,62.5
203050,1320301100,203,011,00,,,,●,,40,0110,武蔵野市,境,,境,17589,1.17,15033,16273,108.1
203051,1320301101,203,011,01,,,,,●,50,011001,武蔵野市,境,境１丁目,境１丁目,3193,0.22,14514,3859,82.7
203052,1320301102,203,011,02,,,,,●,50,011002,武蔵野市,境,境２丁目,境２丁目,3526,0.27,13059,3920,89.9
203053,1320301103,203,011,03,,,,,●,50,011003,武蔵野市,境,境３丁目,境３丁目,1056,0.14,7543,1926,54.8
203054,1320301104,203,011,04,,,,,●,50,011004,武蔵野市,境,境４丁目,境４丁目,2121,0.22,9641,2024,104.8
203055,1320301105,203,011,05,,,,,●,50,011005,武蔵野市,境,境５丁目,境５丁目,7693,0.32,24041,4544,169.3
203056,1320301200,203,012,00,,,,●,,40,0120,武蔵野市,境南町,,境南町,16599,1.05,15809,15429,107.6
203057,1320301201,203,012,01,,,,,●,50,012001,武蔵野市,境南町,境南町１丁目,境南町１丁目,4275,0.27,15833,2475,172.7
203058,1320301202,203,012,02,,,,,●,50,012002,武蔵野市,境南町,境南町２丁目,境南町２丁目,7430,0.29,25621,5206,142.7
203059,1320301203,203,012,03,,,,,●,50,012003,武蔵野市,境南町,境南町３丁目,境南町３丁目,1713,0.16,10706,2670,64.2
203060,1320301204,203,012,04,,,,,●,50,012004,武蔵野市,境南町,境南町４丁目,境南町４丁目,1502,0.18,8344,2806,53.5
203061,1320301205,203,012,05,,,,,●,50,012005,武蔵野市,境南町,境南町５丁目,境南町５丁目,1679,0.15,11193,2272,73.9
203062,1320301300,203,013,00,,,,●,,40,0130,武蔵野市,桜堤,,桜堤,5684,0.61,9318,9171,62.0
203063,1320301301,203,013,01,,,,,●,50,013001,武蔵野市,桜堤,桜堤１丁目,桜堤１丁目,2793,0.19,14700,2885,96.8
203064,1320301302,203,013,02,,,,,●,50,013002,武蔵野市,桜堤,桜堤２丁目,桜堤２丁目,2270,0.19,11947,5205,43.6
203065,1320301303,203,013,03,,,,,●,50,013003,武蔵野市,桜堤,桜堤３丁目,桜堤３丁目,621,0.23,2700,1081,57.4
204001,1320400000,204,000,00,,,●,,,30,,三鷹市,,,三鷹市,175413,16.42,10683,195391,89.8
204002,1320400100,204,001,00,,,,●,,40,0010,三鷹市,下連雀,,下連雀,49622,2.25,22054,47828,103.8
204003,1320400101,204,001,01,,,,,●,50,001001,三鷹市,下連雀,下連雀１丁目,下連雀１丁目,2876,0.33,8715,3056,94.1
204004,1320400102,204,001,02,,,,,●,50,001002,三鷹市,下連雀,下連雀２丁目,下連雀２丁目,2161,0.21,10291,3475,62.2
204005,1320400103,204,001,03,,,,,●,50,001003,三鷹市,下連雀,下連雀３丁目,下連雀３丁目,14098,0.33,42721,11003,128.1
204006,1320400104,204,001,04,,,,,●,50,001004,三鷹市,下連雀,下連雀４丁目,下連雀４丁目,4876,0.30,16253,6652,73.3
204007,1320400105,204,001,05,,,,,●,50,001005,三鷹市,下連雀,下連雀５丁目,下連雀５丁目,8440,0.25,33760,5355,157.6
204008,1320400106,204,001,06,,,,,●,50,001006,三鷹市,下連雀,下連雀６丁目,下連雀６丁目,4103,0.22,18650,4582,89.5
204009,1320400107,204,001,07,,,,,●,50,001007,三鷹市,下連雀,下連雀７丁目,下連雀７丁目,4895,0.23,21283,5133,95.4
204010,1320400108,204,001,08,,,,,●,50,001008,三鷹市,下連雀,下連雀８丁目,下連雀８丁目,3775,0.17,22206,3707,101.8
204011,1320400109,204,001,09,,,,,●,50,001009,三鷹市,下連雀,下連雀９丁目,下連雀９丁目,4398,0.21,20943,4865,90.4
204012,1320400200,204,002,00,,,,●,,40,0020,三鷹市,牟礼,,牟礼,17308,1.69,10241,22909,75.6
204013,1320400201,204,002,01,,,,,●,50,002001,三鷹市,牟礼,牟礼１丁目,牟礼１丁目,1441,0.28,5146,2146,67.1
204014,1320400202,204,002,02,,,,,●,50,002002,三鷹市,牟礼,牟礼２丁目,牟礼２丁目,2395,0.26,9212,3890,61.6
204015,1320400203,204,002,03,,,,,●,50,002003,三鷹市,牟礼,牟礼３丁目,牟礼３丁目,1326,0.18,7367,2346,56.5
204016,1320400204,204,002,04,,,,,●,50,002004,三鷹市,牟礼,牟礼４丁目,牟礼４丁目,4953,0.31,15977,3284,150.8
204017,1320400205,204,002,05,,,,,●,50,002005,三鷹市,牟礼,牟礼５丁目,牟礼５丁目,2027,0.23,8813,2842,71.3
204018,1320400206,204,002,06,,,,,●,50,002006,三鷹市,牟礼,牟礼６丁目,牟礼６丁目,3848,0.27,14252,6522,59.0
204019,1320400207,204,002,07,,,,,●,50,002007,三鷹市,牟礼,牟礼７丁目,牟礼７丁目,1318,0.16,8238,1879,70.1
204020,1320400300,204,003,00,,,,●,,40,0030,三鷹市,井の頭,,井の頭,10762,1.34,8031,16375,65.7
204021,1320400301,204,003,01,,,,,●,50,003001,三鷹市,井の頭,井の頭１丁目,井の頭１丁目,2718,0.34,7994,4945,55.0
204022,1320400302,204,003,02,,,,,●,50,003002,三鷹市,井の頭,井の頭２丁目,井の頭２丁目,2803,0.26,10781,3517,79.7
204023,1320400303,204,003,03,,,,,●,50,003003,三鷹市,井の頭,井の頭３丁目,井の頭３丁目,1416,0.23,6157,2369,59.8
204024,1320400304,204,003,04,,,,,●,50,003004,三鷹市,井の頭,井の頭４丁目,井の頭４丁目,1369,0.25,5476,2154,63.6
204025,1320400305,204,003,05,,,,,●,50,003005,三鷹市,井の頭,井の頭５丁目,井の頭５丁目,2456,0.26,9446,3390,72.4
204026,1320400400,204,004,00,,,,●,,40,0040,三鷹市,中原,,中原,9476,1.11,8537,14839,63.9
204027,1320400401,204,004,01,,,,,●,50,004001,三鷹市,中原,中原１丁目,中原１丁目,2526,0.31,8148,4408,57.3
