地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口（人）,面積（平方キロメートル） ,昼間人口密度（人／平方キロメートル） ,常住人口（人）,昼夜間人口比率
204028,1320400402,204,004,02,,,,,●,50,004002,三鷹市,中原,中原２丁目,中原２丁目,2804,0.25,11216,3216,87.2
204029,1320400403,204,004,03,,,,,●,50,004003,三鷹市,中原,中原３丁目,中原３丁目,1963,0.23,8535,3163,62.1
204030,1320400404,204,004,04,,,,,●,50,004004,三鷹市,中原,中原４丁目,中原４丁目,2183,0.32,6822,4052,53.9
204031,1320400500,204,005,00,,,,●,,40,0050,三鷹市,北野,,北野,5202,1.02,5100,7967,65.3
204032,1320400501,204,005,01,,,,,●,50,005001,三鷹市,北野,北野１丁目,北野１丁目,1132,0.24,4717,1669,67.8
204033,1320400502,204,005,02,,,,,●,50,005002,三鷹市,北野,北野２丁目,北野２丁目,1218,0.18,6767,2145,56.8
204034,1320400503,204,005,03,,,,,●,50,005003,三鷹市,北野,北野３丁目,北野３丁目,1515,0.33,4591,2049,73.9
204035,1320400504,204,005,04,,,,,●,50,005004,三鷹市,北野,北野４丁目,北野４丁目,1337,0.27,4952,2104,63.5
204036,1320400600,204,006,00,,,,●,,40,0060,三鷹市,新川,,新川,21359,1.78,11999,16901,126.4
204037,1320400601,204,006,01,,,,,●,50,006001,三鷹市,新川,新川１丁目,新川１丁目,1702,0.20,8510,2175,78.3
204038,1320400602,204,006,02,,,,,●,50,006002,三鷹市,新川,新川２丁目,新川２丁目,1714,0.27,6348,1573,109.0
204039,1320400603,204,006,03,,,,,●,50,006003,三鷹市,新川,新川３丁目,新川３丁目,1535,0.24,6396,2170,70.7
204040,1320400604,204,006,04,,,,,●,50,006004,三鷹市,新川,新川４丁目,新川４丁目,2206,0.26,8485,3331,66.2
204041,1320400605,204,006,05,,,,,●,50,006005,三鷹市,新川,新川５丁目,新川５丁目,2845,0.20,14225,2834,100.4
204042,1320400606,204,006,06,,,,,●,50,006006,三鷹市,新川,新川６丁目,新川６丁目,11357,0.61,18618,4818,235.7
204043,1320400700,204,007,00,,,,●,,40,0070,三鷹市,上連雀,,上連雀,20904,1.89,11060,26452,79.0
204044,1320400701,204,007,01,,,,,●,50,007001,三鷹市,上連雀,上連雀１丁目,上連雀１丁目,2143,0.24,8929,3376,63.5
204045,1320400702,204,007,02,,,,,●,50,007002,三鷹市,上連雀,上連雀２丁目,上連雀２丁目,1600,0.15,10667,2366,67.6
204046,1320400703,204,007,03,,,,,●,50,007003,三鷹市,上連雀,上連雀３丁目,上連雀３丁目,1313,0.17,7724,1816,72.3
204047,1320400704,204,007,04,,,,,●,50,007004,三鷹市,上連雀,上連雀４丁目,上連雀４丁目,3816,0.26,14677,3597,106.1
204048,1320400705,204,007,05,,,,,●,50,007005,三鷹市,上連雀,上連雀５丁目,上連雀５丁目,1862,0.18,10344,2726,68.3
204049,1320400706,204,007,06,,,,,●,50,007006,三鷹市,上連雀,上連雀６丁目,上連雀６丁目,3311,0.20,16555,3111,106.4
204050,1320400707,204,007,07,,,,,●,50,007007,三鷹市,上連雀,上連雀７丁目,上連雀７丁目,2510,0.25,10040,2920,86.0
204051,1320400708,204,007,08,,,,,●,50,007008,三鷹市,上連雀,上連雀８丁目,上連雀８丁目,2442,0.18,13567,3478,70.2
204052,1320400709,204,007,09,,,,,●,50,007009,三鷹市,上連雀,上連雀９丁目,上連雀９丁目,1907,0.26,7335,3062,62.3
204053,1320400800,204,008,00,,,,●,,40,0080,三鷹市,井口,,井口,8284,0.96,8629,13163,62.9
204054,1320400801,204,008,01,,,,,●,50,008001,三鷹市,井口,井口１丁目,井口１丁目,2253,0.27,8344,4089,55.1
204055,1320400802,204,008,02,,,,,●,50,008002,三鷹市,井口,井口２丁目,井口２丁目,1369,0.14,9779,2563,53.4
204056,1320400803,204,008,03,,,,,●,50,008003,三鷹市,井口,井口３丁目,井口３丁目,2442,0.26,9392,2311,105.7
204057,1320400804,204,008,04,,,,,●,50,008004,三鷹市,井口,井口４丁目,井口４丁目,1640,0.22,7455,3230,50.8
204058,1320400805,204,008,05,,,,,●,50,008005,三鷹市,井口,井口５丁目,井口５丁目,580,0.07,8286,970,59.8
204059,1320400900,204,009,00,,,,●,,40,0090,三鷹市,深大寺,,深大寺,5367,0.57,9416,8170,65.7
204060,1320400901,204,009,01,,,,,●,50,009001,三鷹市,深大寺,深大寺１丁目,深大寺１丁目,1138,0.15,7587,1821,62.5
204061,1320400902,204,009,02,,,,,●,50,009002,三鷹市,深大寺,深大寺２丁目,深大寺２丁目,3001,0.28,10718,4153,72.3
204062,1320400903,204,009,03,,,,,●,50,009003,三鷹市,深大寺,深大寺３丁目,深大寺３丁目,1228,0.14,8771,2196,55.9
204063,1320401000,204,010,00,,,,●,,40,0100,三鷹市,野崎,,野崎,9718,0.99,9816,6627,146.6
204064,1320401001,204,010,01,,,,,●,50,010001,三鷹市,野崎,野崎１丁目,野崎１丁目,3610,0.21,17191,1107,326.1
204065,1320401002,204,010,02,,,,,●,50,010002,三鷹市,野崎,野崎２丁目,野崎２丁目,1735,0.19,9132,2494,69.6
204066,1320401003,204,010,03,,,,,●,50,010003,三鷹市,野崎,野崎３丁目,野崎３丁目,3592,0.33,10885,2383,150.7
204067,1320401004,204,010,04,,,,,●,50,010004,三鷹市,野崎,野崎４丁目,野崎４丁目,781,0.26,3004,643,121.5
204068,1320401100,204,011,00,,,,●,,40,0110,三鷹市,大沢,,大沢,17413,2.82,6175,14160,123.0
204069,1320401101,204,011,01,,,,,●,50,011001,三鷹市,大沢,大沢１丁目,大沢１丁目,1744,0.26,6708,2834,61.5
204070,1320401102,204,011,02,,,,,●,50,011002,三鷹市,大沢,大沢２丁目,大沢２丁目,3260,0.69,4725,2261,144.2
204071,1320401103,204,011,03,,,,,●,50,011003,三鷹市,大沢,大沢３丁目,大沢３丁目,7488,0.91,8229,2178,343.8
204072,1320401104,204,011,04,,,,,●,50,011004,三鷹市,大沢,大沢４丁目,大沢４丁目,2546,0.30,8487,3292,77.3
204073,1320401105,204,011,05,,,,,●,50,011005,三鷹市,大沢,大沢５丁目,大沢５丁目,1190,0.34,3500,2040,58.3
204074,1320401106,204,011,06,,,,,●,50,011006,三鷹市,大沢,大沢６丁目,大沢６丁目,1185,0.32,3703,1555,76.2
205001,1320500000,205,000,00,,,●,,,30,,青梅市,,,青梅市,120804,103.31,1169,133535,90.5
205002,1320500100,205,001,00,,,,●,,40,0040,青梅市,勝沼,,勝沼,2387,0.64,3730,1904,125.4
205003,1320500101,205,001,01,,,,,●,50,004001,青梅市,勝沼,勝沼１丁目,勝沼１丁目,1295,0.07,18500,552,234.6
205004,1320500102,205,001,02,,,,,●,50,004002,青梅市,勝沼,勝沼２丁目,勝沼２丁目,445,0.46,967,723,61.5
205005,1320500103,205,001,03,,,,,●,50,004003,青梅市,勝沼,勝沼３丁目,勝沼３丁目,647,0.11,5882,629,102.9
205006,1320500200,205,002,00,,,,●,,40,0050,青梅市,西分町,,西分町,492,0.20,2460,735,66.9
205007,1320500201,205,002,01,,,,,●,50,005001,青梅市,西分町,西分町１丁目,西分町１丁目,187,0.05,3740,271,69.0
205008,1320500202,205,002,02,,,,,●,50,005002,青梅市,西分町,西分町２丁目,西分町２丁目,131,0.04,3275,155,84.5
205009,1320500203,205,002,03,,,,,●,50,005003,青梅市,西分町,西分町３丁目,西分町３丁目,174,0.11,1582,309,56.3
205010,1320500300,205,003,00,,,,●,○,41,0440,青梅市,住江町,,住江町,412,0.08,5150,518,79.5
205011,1320500400,205,004,00,,,,●,○,41,0450,青梅市,本町,,本町,1166,0.17,6859,812,143.6
205012,1320500500,205,005,00,,,,●,○,41,0460,青梅市,仲町,,仲町,349,0.12,2908,400,87.3
205013,1320500600,205,006,00,,,,●,○,41,0470,青梅市,上町,,上町,261,0.08,3263,209,124.9
205014,1320500700,205,007,00,,,,●,○,41,0480,青梅市,森下町,,森下町,299,0.16,1869,395,75.7
205015,1320500800,205,008,00,,,,●,○,41,0490,青梅市,裏宿町,,裏宿町,1378,0.41,3361,855,161.2
205016,1320500900,205,009,00,,,,●,○,41,0500,青梅市,天ヶ瀬町,,天ヶ瀬町,608,0.17,3577,1026,59.3
205017,1320501000,205,010,00,,,,●,○,41,0510,青梅市,滝ノ上町,,滝ノ上町,412,0.11,3746,558,73.8
205018,1320501100,205,011,00,,,,●,○,41,0520,青梅市,大柳町,,大柳町,768,0.21,3657,1071,71.7
205019,1320501200,205,012,00,,,,●,,40,0070,青梅市,日向和田,,日向和田,1383,1.27,1089,1574,87.9
205020,1320501201,205,012,01,,,,,●,50,007001,青梅市,日向和田,日向和田１丁目,日向和田１丁目,373,0.27,1382,387,96.4
205021,1320501202,205,012,02,,,,,●,50,007002,青梅市,日向和田,日向和田２丁目,日向和田２丁目,340,0.61,557,510,66.7
205022,1320501203,205,012,03,,,,,●,50,007003,青梅市,日向和田,日向和田３丁目,日向和田３丁目,670,0.39,1718,677,99.0
205023,1320501300,205,013,00,,,,●,,40,0080,青梅市,駒木町,,駒木町,1340,1.90,705,1810,74.0
205024,1320501301,205,013,01,,,,,●,50,008001,青梅市,駒木町,駒木町１丁目,駒木町１丁目,354,0.22,1609,490,72.2
205025,1320501302,205,013,02,,,,,●,50,008002,青梅市,駒木町,駒木町２丁目,駒木町２丁目,446,1.41,316,727,61.3
205026,1320501303,205,013,03,,,,,●,50,008003,青梅市,駒木町,駒木町３丁目,駒木町３丁目,540,0.27,2000,593,91.1
205027,1320501400,205,014,00,,,,●,,40,0090,青梅市,長淵,,長淵,7359,5.53,1331,8905,82.6
205028,1320501401,205,014,01,,,,,●,50,009001,青梅市,長淵,長淵１丁目,長淵１丁目,909,0.42,2164,1317,69.0
205029,1320501402,205,014,02,,,,,●,50,009002,青梅市,長淵,長淵２丁目,長淵２丁目,800,0.99,808,1607,49.8
205030,1320501403,205,014,03,,,,,●,50,009003,青梅市,長淵,長淵３丁目,長淵３丁目,479,0.20,2395,933,51.3
205031,1320501404,205,014,04,,,,,●,50,009004,青梅市,長淵,長淵４丁目,長淵４丁目,1821,0.23,7917,1634,111.4
205032,1320501405,205,014,05,,,,,●,50,009005,青梅市,長淵,長淵５丁目,長淵５丁目,1394,1.06,1315,1337,104.3
205033,1320501406,205,014,06,,,,,●,50,009006,青梅市,長淵,長淵６丁目,長淵６丁目,471,0.11,4282,499,94.4
205034,1320501407,205,014,07,,,,,●,50,009007,青梅市,長淵,長淵７丁目,長淵７丁目,594,0.15,3960,881,67.4
205035,1320501408,205,014,08,,,,,●,50,009008,青梅市,長淵,長淵８丁目,長淵８丁目,530,0.77,688,574,92.3
205036,1320501409,205,014,09,,,,,●,50,,青梅市,長淵,長淵９丁目,長淵９丁目,361,1.60,226,123,293.5
205037,1320501500,205,015,00,,,,●,,40,0100,青梅市,友田町,,友田町,2596,2.56,1014,3482,74.6
205038,1320501501,205,015,01,,,,,●,50,010001,青梅市,友田町,友田町１丁目,友田町１丁目,392,1.45,270,627,62.5
205039,1320501502,205,015,02,,,,,●,50,010002,青梅市,友田町,友田町２丁目,友田町２丁目,442,0.25,1768,568,77.8
205040,1320501503,205,015,03,,,,,●,50,010003,青梅市,友田町,友田町３丁目,友田町３丁目,590,0.20,2950,878,67.2
205041,1320501504,205,015,04,,,,,●,50,010004,青梅市,友田町,友田町４丁目,友田町４丁目,478,0.20,2390,715,66.9
205042,1320501505,205,015,05,,,,,●,50,010005,青梅市,友田町,友田町５丁目,友田町５丁目,694,0.46,1509,694,100.0
205043,1320501600,205,016,00,,,,●,,40,0130,青梅市,千ヶ瀬町,,千ヶ瀬町,4482,0.96,4669,6203,72.3
205044,1320501601,205,016,01,,,,,●,50,013001,青梅市,千ヶ瀬町,千ヶ瀬町１丁目,千ヶ瀬町１丁目,686,0.19,3611,1382,49.6
205045,1320501602,205,016,02,,,,,●,50,013002,青梅市,千ヶ瀬町,千ヶ瀬町２丁目,千ヶ瀬町２丁目,1078,0.16,6738,1126,95.7
205046,1320501603,205,016,03,,,,,●,50,013003,青梅市,千ヶ瀬町,千ヶ瀬町３丁目,千ヶ瀬町３丁目,765,0.19,4026,888,86.1
205047,1320501604,205,016,04,,,,,●,50,013004,青梅市,千ヶ瀬町,千ヶ瀬町４丁目,千ヶ瀬町４丁目,780,0.13,6000,937,83.2
205048,1320501605,205,016,05,,,,,●,50,013005,青梅市,千ヶ瀬町,千ヶ瀬町５丁目,千ヶ瀬町５丁目,641,0.14,4579,1074,59.7
205049,1320501606,205,016,06,,,,,●,50,013006,青梅市,千ヶ瀬町,千ヶ瀬町６丁目,千ヶ瀬町６丁目,532,0.15,3547,796,66.8
205050,1320501700,205,017,00,,,,●,○,41,0140,青梅市,吹上,,吹上,1257,0.57,2205,1306,96.2
205051,1320501800,205,018,00,,,,●,,40,0160,青梅市,野上町,,野上町,4428,0.70,6326,6476,68.4
205052,1320501801,205,018,01,,,,,●,50,016001,青梅市,野上町,野上町１丁目,野上町１丁目,394,0.16,2463,766,51.4
205053,1320501802,205,018,02,,,,,●,50,016002,青梅市,野上町,野上町２丁目,野上町２丁目,979,0.20,4895,1322,74.1
205054,1320501803,205,018,03,,,,,●,50,016003,青梅市,野上町,野上町３丁目,野上町３丁目,1863,0.22,8468,2877,64.8
205055,1320501804,205,018,04,,,,,●,50,016004,青梅市,野上町,野上町４丁目,野上町４丁目,1192,0.12,9933,1511,78.9
205056,1320501900,205,019,00,,,,●,,40,0180,青梅市,大門,,大門,5521,0.73,7563,4871,113.3
205057,1320501901,205,019,01,,,,,●,50,018001,青梅市,大門,大門１丁目,大門１丁目,2193,0.32,6853,2374,92.4
205058,1320501902,205,019,02,,,,,●,50,018002,青梅市,大門,大門２丁目,大門２丁目,1813,0.18,10072,769,235.8
205059,1320501903,205,019,03,,,,,●,50,018003,青梅市,大門,大門３丁目,大門３丁目,1515,0.23,6587,1728,87.7
205060,1320502000,205,020,00,,,,●,○,41,0190,青梅市,塩船,,塩船,640,0.69,928,1001,63.9
205061,1320502100,205,021,00,,,,●,○,41,0200,青梅市,谷野,,谷野,547,0.33,1658,1068,51.2
205062,1320502200,205,022,00,,,,●,,40,0210,青梅市,木野下,,木野下,643,0.52,1237,1297,49.6
205063,1320502201,205,022,01,,,,,●,50,021001,青梅市,木野下,木野下１丁目,木野下１丁目,315,0.27,1167,617,51.1
205064,1320502202,205,022,02,,,,,●,50,021002,青梅市,木野下,木野下２丁目,木野下２丁目,328,0.25,1312,680,48.2
205065,1320502300,205,023,00,,,,●,,40,0230,青梅市,今寺,,今寺,3772,0.97,3889,5664,66.6
205066,1320502301,205,023,01,,,,,●,50,023001,青梅市,今寺,今寺１丁目,今寺１丁目,748,0.22,3400,1562,47.9
205067,1320502302,205,023,02,,,,,●,50,023002,青梅市,今寺,今寺２丁目,今寺２丁目,197,0.19,1037,392,50.3
205068,1320502303,205,023,03,,,,,●,50,023003,青梅市,今寺,今寺３丁目,今寺３丁目,505,0.15,3367,961,52.5
205069,1320502304,205,023,04,,,,,●,50,023004,青梅市,今寺,今寺４丁目,今寺４丁目,839,0.17,4935,1475,56.9
205070,1320502305,205,023,05,,,,,●,50,023005,青梅市,今寺,今寺５丁目,今寺５丁目,1483,0.24,6179,1274,116.4
205071,1320502400,205,024,00,,,,●,,40,0010,青梅市,東青梅,,東青梅,9285,1.09,8518,8652,107.3
205072,1320502401,205,024,01,,,,,●,50,001001,青梅市,東青梅,東青梅１丁目,東青梅１丁目,2101,0.12,17508,897,234.2
205073,1320502402,205,024,02,,,,,●,50,001002,青梅市,東青梅,東青梅２丁目,東青梅２丁目,1163,0.15,7753,1514,76.8
205074,1320502403,205,024,03,,,,,●,50,001003,青梅市,東青梅,東青梅３丁目,東青梅３丁目,1608,0.18,8933,2180,73.8
205075,1320502404,205,024,04,,,,,●,50,001004,青梅市,東青梅,東青梅４丁目,東青梅４丁目,1986,0.14,14186,1373,144.6
205076,1320502405,205,024,05,,,,,●,50,001005,青梅市,東青梅,東青梅５丁目,東青梅５丁目,1544,0.19,8126,1892,81.6
205077,1320502406,205,024,06,,,,,●,50,001006,青梅市,東青梅,東青梅６丁目,東青梅６丁目,883,0.31,2848,796,110.9
205078,1320502500,205,025,00,,,,●,,40,0020,青梅市,根ヶ布,,根ヶ布,2101,1.37,1534,2124,98.9
205079,1320502501,205,025,01,,,,,●,50,002001,青梅市,根ヶ布,根ヶ布１丁目,根ヶ布１丁目,1157,0.94,1231,794,145.7
205080,1320502502,205,025,02,,,,,●,50,002002,青梅市,根ヶ布,根ヶ布２丁目,根ヶ布２丁目,944,0.43,2195,1330,71.0
205081,1320502600,205,026,00,,,,●,,40,0030,青梅市,師岡町,,師岡町,3401,0.60,5668,4247,80.1
205082,1320502601,205,026,01,,,,,●,50,003001,青梅市,師岡町,師岡町１丁目,師岡町１丁目,399,0.15,2660,768,52.0
205083,1320502602,205,026,02,,,,,●,50,003002,青梅市,師岡町,師岡町２丁目,師岡町２丁目,788,0.20,3940,1600,49.3
205084,1320502603,205,026,03,,,,,●,50,003003,青梅市,師岡町,師岡町３丁目,師岡町３丁目,1046,0.15,6973,1131,92.5
205085,1320502604,205,026,04,,,,,●,50,003004,青梅市,師岡町,師岡町４丁目,師岡町４丁目,1168,0.10,11680,748,156.1
205086,1320502700,205,027,00,,,,●,,40,0530,青梅市,新町,,新町,19222,3.66,5252,19259,99.8
205087,1320502701,205,027,01,,,,,●,50,053001,青梅市,新町,新町１丁目,新町１丁目,2986,0.38,7858,2693,110.9
205088,1320502702,205,027,02,,,,,●,50,053002,青梅市,新町,新町２丁目,新町２丁目,1318,0.33,3994,1835,71.8
205089,1320502703,205,027,03,,,,,●,50,053003,青梅市,新町,新町３丁目,新町３丁目,2620,0.42,6238,3209,81.6
205090,1320502704,205,027,04,,,,,●,50,053004,青梅市,新町,新町４丁目,新町４丁目,1070,0.20,5350,1560,68.6
205091,1320502705,205,027,05,,,,,●,50,053005,青梅市,新町,新町５丁目,新町５丁目,3106,0.44,7059,3001,103.5
205092,1320502706,205,027,06,,,,,●,50,053006,青梅市,新町,新町６丁目,新町６丁目,2449,0.79,3100,239,1024.7
205093,1320502707,205,027,07,,,,,●,50,053007,青梅市,新町,新町７丁目,新町７丁目,1660,0.35,4743,3007,55.2
205094,1320502708,205,027,08,,,,,●,50,053008,青梅市,新町,新町８丁目,新町８丁目,1739,0.25,6956,1297,134.1
205095,1320502709,205,027,09,,,,,●,50,053009,青梅市,新町,新町９丁目,新町９丁目,2274,0.50,4548,2418,94.0
205096,1320502800,205,028,00,,,,●,,40,0250,青梅市,末広町,,末広町,5402,0.51,10592,1757,307.5
205097,1320502801,205,028,01,,,,,●,50,025001,青梅市,末広町,末広町１丁目,末広町１丁目,3696,0.28,13200,687,538.0
205098,1320502802,205,028,02,,,,,●,50,025002,青梅市,末広町,末広町２丁目,末広町２丁目,1706,0.23,7417,1070,159.4
205099,1320502900,205,029,00,,,,●,,40,0120,青梅市,河辺町,,河辺町,11172,1.61,6939,15033,74.3
205100,1320502901,205,029,01,,,,,●,50,012001,青梅市,河辺町,河辺町１丁目,河辺町１丁目,769,0.28,2746,1648,46.7
205101,1320502902,205,029,02,,,,,●,50,012002,青梅市,河辺町,河辺町２丁目,河辺町２丁目,275,0.14,1964,667,41.2
205102,1320502903,205,029,03,,,,,●,50,012003,青梅市,河辺町,河辺町３丁目,河辺町３丁目,301,0.13,2315,508,59.3
205103,1320502904,205,029,04,,,,,●,50,012004,青梅市,河辺町,河辺町４丁目,河辺町４丁目,941,0.11,8555,1356,69.4
205104,1320502905,205,029,05,,,,,●,50,012005,青梅市,河辺町,河辺町５丁目,河辺町５丁目,1719,0.16,10744,1406,122.3
205105,1320502906,205,029,06,,,,,●,50,012006,青梅市,河辺町,河辺町６丁目,河辺町６丁目,1740,0.21,8286,2455,70.9
205106,1320502907,205,029,07,,,,,●,50,012007,青梅市,河辺町,河辺町７丁目,河辺町７丁目,1331,0.14,9507,2106,63.2
205107,1320502908,205,029,08,,,,,●,50,012008,青梅市,河辺町,河辺町８丁目,河辺町８丁目,977,0.21,4652,1568,62.3
205108,1320502909,205,029,09,,,,,●,50,012009,青梅市,河辺町,河辺町９丁目,河辺町９丁目,994,0.11,9036,1733,57.4
205109,1320502910,205,029,10,,,,,●,50,012010,青梅市,河辺町,河辺町１０丁目,河辺町１０丁目,2125,0.12,17708,1586,134.0
205110,1320503000,205,030,00,,,,●,,40,0270,青梅市,藤橋,,藤橋,2778,1.02,2724,3707,74.9
205111,1320503001,205,030,01,,,,,●,50,027001,青梅市,藤橋,藤橋１丁目,藤橋１丁目,197,0.27,730,393,50.1
205112,1320503002,205,030,02,,,,,●,50,027002,青梅市,藤橋,藤橋２丁目,藤橋２丁目,1327,0.52,2552,2481,53.5
205113,1320503003,205,030,03,,,,,●,50,027003,青梅市,藤橋,藤橋３丁目,藤橋３丁目,1254,0.23,5452,833,150.5
205114,1320503100,205,031,00,,,,●,,40,0290,青梅市,今井,,今井,8637,4.58,1886,7478,115.5
205115,1320503101,205,031,01,,,,,●,50,029001,青梅市,今井,今井１丁目,今井１丁目,2589,2.12,1221,3271,79.2
205116,1320503102,205,031,02,,,,,●,50,029002,青梅市,今井,今井２丁目,今井２丁目,1895,0.75,2527,2164,87.6
205117,1320503103,205,031,03,,,,,●,50,029003,青梅市,今井,今井３丁目,今井３丁目,3551,0.46,7720,1840,193.0
205118,1320503104,205,031,04,,,,,●,50,029004,青梅市,今井,今井４丁目,今井４丁目,12,0.61,20,-,-
205119,1320503105,205,031,05,,,,,●,50,029005,青梅市,今井,今井５丁目,今井５丁目,590,0.64,922,203,290.6
205120,1320503200,205,032,00,,,,●,,40,0300,青梅市,畑中,,畑中,1540,1.54,1000,2523,61.0
