事業所規模,和暦年,西暦年,年平均・月,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
100～499人,平成26,2014,年平均,511778,399603,365382,34221,112175,122421,118471,112010,6461,3950
100～499人,平成27,2015,年平均,526365,409821,378501,31320,116544,126580,122416,117655,4761,4164
100～499人,平成28,2016,年平均,528467,408695,377384,31311,119772,120832,117142,112247,4895,3690
100～499人,平成28,2016,1月,450988,410291,380066,30225,40697,116127,115205,110661,4544,922
100～499人,平成28,2016,2月,420980,409342,378314,31028,11638,114429,113323,109051,4272,1106
100～499人,平成28,2016,3月,500711,414496,380985,33511,86215,118648,117030,112286,4744,1618
100～499人,平成28,2016,4月,447267,413109,380124,32985,34158,121687,118972,114213,4759,2715
100～499人,平成28,2016,5月,424855,401968,370473,31495,22887,117751,116225,111306,4919,1526
100～499人,平成28,2016,6月,821271,405513,375183,30330,415758,127164,117829,112679,5150,9335
100～499人,平成28,2016,7月,567943,405179,374550,30629,162764,125807,119629,114692,4937,6178
100～499人,平成28,2016,8月,433520,406264,376341,29923,27256,119328,117636,112747,4889,1692
100～499人,平成28,2016,9月,435902,407592,377904,29688,28310,118836,117613,112841,4772,1223
100～499人,平成28,2016,10月,433737,409505,377702,31803,24232,119110,117379,112199,5180,1731
100～499人,平成28,2016,11月,459541,410903,378739,32164,48638,118237,117194,112135,5059,1043
100～499人,平成28,2016,12月,946908,410294,378348,31946,536614,131980,117398,111944,5454,14582
500人以上,平成23,2011,年平均,649369,483276,442072,41204,166093,164662,160337,150205,10132,4325
500人以上,平成24,2012,年平均,640525,486651,445847,40804,153874,134299,129245,121773,7472,5054
500人以上,平成25,2013,年平均,659109,493366,451838,41528,165743,134291,129526,121863,7663,4765
500人以上,平成26,2014,年平均,676183,497927,455044,42883,178256,125201,120635,113137,7498,4566
500人以上,平成27,2015,年平均,617118,458427,418657,39770,158691,137059,133192,125668,7524,3867
500人以上,平成28,2016,年平均,622429,460330,421093,39237,162099,133921,130001,123229,6772,3920
500人以上,平成28,2016,1月,490778,456842,418303,38539,33936,129028,128069,120934,7135,959
500人以上,平成28,2016,2月,463893,457241,417908,39333,6652,128835,127748,120846,6902,1087
500人以上,平成28,2016,3月,515402,461313,418707,42606,54089,138843,136057,128584,7473,2786
500人以上,平成28,2016,4月,495193,468824,425945,42879,26369,133722,132297,124961,7336,1425
500人以上,平成28,2016,5月,557461,457266,417446,39820,100195,135767,131734,124561,7173,4033
500人以上,平成28,2016,6月,1087221,458614,419191,39423,628607,143001,132722,126052,6670,10279
500人以上,平成28,2016,7月,706389,460170,420851,39319,246219,133495,128843,122132,6711,4652
500人以上,平成28,2016,8月,461187,455409,418882,36527,5778,128220,127636,121423,6213,584
500人以上,平成28,2016,9月,473401,459666,424132,35534,13735,135831,132877,126155,6722,2954
500人以上,平成28,2016,10月,483670,462744,422554,40190,20926,128615,127814,121497,6317,801
500人以上,平成28,2016,11月,517708,462261,423133,39128,55447,128231,125580,119533,6047,2651
500人以上,平成28,2016,12月,1198294,463531,425861,37670,734763,143648,128524,122013,6511,15124
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成28年年報,,,,,,,,,,,,,
第４表　規模、就業形態別常用労働者の１人平均月間現金給与額（調査産業計）,,,,,,,,,,,,,
