地域／分類コード／部門名,東京都地域／Ｐ71／都事業所家計外消費支出,東京都地域／Ｐ61／他県事業所家計外消費支出,東京都地域／Ｐ72／民間消費支出（他県民支出を除く。）,東京都地域／Ｐ92／他県民支出,東京都地域／Ｐ73／一般政府消費支出,東京都地域／Ｐ74／都内総固定資本形成（公的）,東京都地域／Ｐ75／都内総固定資本形成（民間）,東京都地域／Ｐ76／在庫純増,東京都地域／Ｐ77／調整項,東京都地域／Ｒ81／都：輸出計,東京都地域／東京都地域平均,その他地域／Ｑ71／都事業所家計外消費支出,その他地域／Ｑ61／他県事業所家計外消費支出,その他地域／Ｑ72／都民支出,その他地域／Ｑ92／民間消費支出（都民支出を除く。）,その他地域／Ｑ73／一般政府消費支出,その他地域／Ｑ74／他地域内総固定資本形成（公的）,その他地域／Ｑ75／他地域内総固定資本形成（民間）,その他地域／Ｑ76／在庫純増,その他地域／Ｑ77／調整項,その他地域／Ｓ81／他：輸出計,その他地域／その他地域平均
その他地域／Ｃ30／生産用機械,0.000821,0.000661,0.000881,0.000828,0.000953,0.007775,0.051134,0.021751,0.004133,0.004417,0.008645,0.00098,0.001161,0.001261,0.001439,0.001195,0.005536,0.092642,0.157229,0.111051,0.101682,0.027463
その他地域／Ｃ31／業務用機械,0.001442,0.000975,0.001386,0.001157,0.006261,0.007562,0.045254,0.127405,0.002028,0.003547,0.008874,0.001189,0.001665,0.001445,0.001872,0.007339,0.007916,0.041487,0.02179,0.025793,0.021605,0.01084
その他地域／Ｃ32／電子部品,0.003205,0.001101,0.005239,0.002909,0.005299,0.013747,0.026062,-0.115885,0.018034,0.015999,0.008735,0.001465,0.003207,0.002381,0.005875,0.003301,0.012972,0.024472,0.172228,0.111597,0.126112,0.025352
その他地域／Ｃ33／電気機械,0.004714,0.000709,0.009403,0.004321,0.002351,0.02556,0.035318,0.119789,0.007688,0.00754,0.01194,0.001027,0.004723,0.002089,0.011232,0.001838,0.024136,0.061962,0.141762,0.105073,0.089907,0.027657
その他地域／Ｃ34／情報・通信機器,0.004354,0.000209,0.006985,0.002467,0.001525,0.020731,0.035808,-0.816545,0.000701,0.001053,0.009881,0.000237,0.003888,0.001305,0.008294,0.000475,0.022881,0.02871,-0.061841,0.02968,0.035142,0.013507
その他地域／Ｃ35／輸送機械,0.004405,0.003714,0.026383,0.008254,0.011435,0.025329,0.101733,-2.219305,0.079638,0.08672,0.034906,0.005752,0.006861,0.021552,0.03859,0.010991,0.025512,0.118077,-0.547026,0.358757,0.355671,0.086343
その他地域／Ｃ39／その他の製造工業製品,0.015419,0.006191,0.00925,0.010341,0.007997,0.012987,0.019204,-0.062582,0.003315,0.008396,0.010878,0.009552,0.022835,0.012924,0.015884,0.009918,0.012679,0.018638,-0.000904,0.017566,0.019306,0.015603
その他地域／Ｃ41／建設,0.00386,0.002771,0.003323,0.003246,0.002372,0.005267,0.006024,-0.010621,0.002337,0.004685,0.003702,0.011193,0.010982,0.011677,0.019731,0.016293,0.829473,0.384588,0.013377,0.011103,0.013624,0.093211
その他地域／Ｃ46／電力・ガス・熱供給,0.017827,0.016991,0.022047,0.01392,0.013464,0.016926,0.018641,-0.042114,0.009159,0.017828,0.019043,0.041286,0.036438,0.029711,0.047174,0.020676,0.023599,0.024548,0.032897,0.033952,0.038632,0.037186
その他地域／Ｃ47／水道,0.00139,0.000973,0.001042,0.001236,0.000695,0.001232,0.001526,0.001623,0.000551,0.001313,0.001105,0.012307,0.009739,0.008088,0.012519,0.003894,0.00268,0.002616,0.003435,0.002807,0.003805,0.00804
その他地域／Ｃ48／廃棄物処理,0.002802,0.003522,0.001706,0.001759,0.002775,0.001156,0.001238,0.000111,0.000451,0.001614,0.00184,0.013422,0.009639,0.007502,0.004858,0.018115,0.00258,0.0021,0.00173,0.001668,0.002315,0.006559
その他地域／Ｃ51／商業,0.053014,0.03691,0.041348,0.047478,0.020421,0.050851,0.067731,0.314652,0.018117,0.074211,0.044686,0.085473,0.185992,0.140986,0.188616,0.040753,0.095685,0.132759,0.16123,0.06641,0.155428,0.146256
その他地域／Ｃ53／金融・保険,0.005425,0.003888,0.004819,0.005277,0.003086,0.006644,0.007874,-0.007875,0.002507,0.006604,0.005185,0.012461,0.013228,0.015747,0.071643,0.014586,0.014507,0.013174,0.010885,0.01107,0.023382,0.04355
その他地域／Ｃ55／不動産,0.005162,0.003704,0.004465,0.004889,0.002731,0.005962,0.007153,0.007267,0.002088,0.00672,0.004793,0.022986,0.022303,0.022102,0.223827,0.015755,0.013604,0.013091,0.011554,0.008497,0.01374,0.117147
その他地域／Ｃ57／運輸・郵便,0.053336,0.032832,0.035662,0.041967,0.027543,0.040097,0.043285,0.180742,0.014607,0.080663,0.038808,0.063747,0.084096,0.256365,0.087144,0.037688,0.065655,0.062349,0.088209,0.044674,0.129779,0.080755
その他地域／Ｃ59／情報通信,0.011125,0.009572,0.010248,0.010819,0.009754,0.021668,0.030524,0.002305,0.00419,0.019798,0.013998,0.026699,0.038116,0.030136,0.070447,0.023178,0.052505,0.069503,0.006252,0.015016,0.022674,0.053352
その他地域／Ｃ61／公務,0.000621,0.000468,0.000488,0.000564,0.000268,0.000668,0.000923,0.000413,0.000275,0.000624,0.00054,0.001227,0.00141,0.001582,0.005864,0.361826,0.003826,0.002754,0.002377,0.001564,0.001933,0.068764
その他地域／Ｃ63／教育・研究,0.007144,0.004146,0.007116,0.006101,0.006884,0.011798,0.020313,-0.120794,0.007882,0.010639,0.009193,0.006423,0.009665,0.042161,0.035002,0.178241,0.015715,0.026053,0.018917,0.04863,0.05032,0.060593
その他地域／Ｃ64／医療・福祉,0.000085,0.000061,0.000061,0.000072,0.00004,0.000067,0.000081,0.000263,0.000023,0.000104,0.000064,0.000165,0.048761,0.035281,0.049335,0.478285,0.000163,0.000157,0.000214,0.000086,0.000182,0.111373
その他地域／Ｃ65／その他の非営利団体サービス,0.000945,0.000783,0.001829,0.003392,0.000567,0.001066,0.001267,-0.000038,0.000396,0.000985,0.001568,0.00313,0.002707,0.022473,0.015995,0.00155,0.002234,0.002071,0.002091,0.001784,0.002376,0.008938
その他地域／Ｃ66／対事業所サービス,0.029289,0.022443,0.027465,0.027899,0.020983,0.035691,0.042406,-0.018735,0.013779,0.041916,0.029606,0.062764,0.073218,0.080561,0.088256,0.080298,0.130555,0.122669,0.060866,0.060409,0.093793,0.092929
その他地域／Ｃ67／対個人サービス,0.002241,0.00108,0.001156,0.00124,0.000218,0.000431,0.000598,0.004569,0.000137,0.000482,0.000926,0.985974,0.64551,0.441125,0.141687,0.009964,0.001129,0.001224,0.001058,0.001462,0.00667,0.087769
その他地域／Ｃ68／事務用品,0.000689,0.000495,0.000614,0.000673,0.000377,0.000844,0.001047,-0.00055,0.000311,0.000845,0.000665,0.002247,0.002234,0.002166,0.001915,0.003338,0.001642,0.001689,0.001456,0.001437,0.001891,0.002135
その他地域／Ｃ69／分類不明,0.002756,0.002077,0.002165,0.002506,0.001192,0.002964,0.004098,0.001836,0.001221,0.00277,0.002399,0.00545,0.006262,0.007026,0.007339,0.00602,0.016989,0.012228,0.010555,0.006946,0.008585,0.008219
その他地域／Ｄ10／本社,0.051578,0.03982,0.055257,0.057052,0.033949,0.076134,0.079372,-0.00702,0.022734,0.074245,0.056869,0.068061,0.077749,0.074906,0.077804,0.035001,0.121477,0.103883,0.064129,0.065824,0.088684,0.076383
その他地域／Ｇ70／他：財・サービス内生部門計,0.556239,0.395775,0.452767,0.513768,0.278626,0.643615,0.88125,-1.695524,0.333298,0.593989,0.508915,1.624345,1.569206,1.512934,1.444831,1.493171,1.763153,1.64676,1.57652,1.800716,2.051527,1.579287
その他地域／Ｇ71／他：内生部門計,0.607817,0.435595,0.508023,0.57082,0.312576,0.719749,0.960622,-1.702543,0.356032,0.668235,0.565784,1.692406,1.646955,1.58784,1.522635,1.528172,1.88463,1.750643,1.640649,1.86654,2.14021,1.65567
Ｈ71／内生部門計,1.749574,1.756933,1.625735,1.649119,1.747506,1.944484,1.88733,-0.456824,0.838191,1.977147,1.715232,1.808254,1.792806,1.745888,1.672449,1.609042,2.114858,2.016762,1.764743,1.984032,2.316099,1.813852
,,,,,,,,,,,,,,,,,,,,,,
東京都産業連関表,,,,,,,,,,,,,,,,,,,,,,
２-５　平成23年（2011年）最終需要項目別生産誘発係数表　（地域間表、統合大分類）,,,,,,,,,,,,,,,,,,,,,,
