区分／地域／分類コード／部門名,中間需要／東京都地域／Ｋ01／農林水産業（百万円）,中間需要／東京都地域／Ｋ06／鉱業（百万円）,中間需要／東京都地域／Ｋ11／飲食料品（百万円）,中間需要／東京都地域／Ｋ15／繊維製品（百万円）,中間需要／東京都地域／Ｋ16／パルプ・紙・木製品（百万円）,中間需要／東京都地域／Ｋ20／化学製品（百万円）,中間需要／東京都地域／Ｋ21／石油・石炭製品（百万円）,中間需要／東京都地域／Ｋ22／プラスチック・ゴム（百万円）,中間需要／東京都地域／Ｋ25／窯業・土石製品（百万円）,中間需要／東京都地域／Ｋ26／鉄鋼（百万円）,中間需要／東京都地域／Ｋ27／非鉄金属（百万円）,中間需要／東京都地域／Ｋ28／金属製品（百万円）,中間需要／東京都地域／Ｋ29／はん用機械（百万円）,中間需要／東京都地域／Ｋ30／生産用機械（百万円）,中間需要／東京都地域／Ｋ31／業務用機械（百万円）,中間需要／東京都地域／Ｋ32／電子部品（百万円）,中間需要／東京都地域／Ｋ33／電気機械（百万円）,中間需要／東京都地域／Ｋ34／情報・通信機器（百万円）,中間需要／東京都地域／Ｋ35／輸送機械（百万円）,中間需要／東京都地域／Ｋ39／その他の製造工業製品（百万円）,中間需要／東京都地域／Ｋ41／建設（百万円）,中間需要／東京都地域／Ｋ46／電力・ガス・熱供給（百万円）,中間需要／東京都地域／Ｋ47／水道（百万円）,中間需要／東京都地域／Ｋ48／廃棄物処理（百万円）,中間需要／東京都地域／Ｋ51／商業（百万円）,中間需要／東京都地域／Ｋ53／金融・保険（百万円）,中間需要／東京都地域／Ｋ55／不動産（百万円）,中間需要／東京都地域／Ｋ57／運輸・郵便（百万円）,中間需要／東京都地域／Ｋ59／情報通信（百万円）,中間需要／東京都地域／Ｋ61／公務（百万円）,中間需要／東京都地域／Ｋ63／教育・研究（百万円）,中間需要／東京都地域／Ｋ64／医療・福祉（百万円）,中間需要／東京都地域／Ｋ65／その他の非営利団体サービス（百万円）,中間需要／東京都地域／Ｋ66／対事業所サービス（百万円）,中間需要／東京都地域／Ｋ67／対個人サービス（百万円）,中間需要／東京都地域／Ｋ68／事務用品（百万円）,中間需要／東京都地域／Ｋ69／分類不明（百万円）,中間需要／東京都地域／Ｌ10／本社（百万円）,中間需要／東京都地域／Ｒ70／都：財・サービス内生部門計（百万円）,中間需要／東京都地域／Ｒ71／都：内生部門計（百万円）,中間需要／その他地域／Ｍ01／農林水産業（百万円）,中間需要／その他地域／Ｍ06／鉱業（百万円）,中間需要／その他地域／Ｍ11／飲食料品（百万円）,中間需要／その他地域／Ｍ15／繊維製品（百万円）,中間需要／その他地域／Ｍ16／パルプ・紙・木製品（百万円）,中間需要／その他地域／Ｍ20／化学製品（百万円）,中間需要／その他地域／Ｍ21／石油・石炭製品（百万円）,中間需要／その他地域／Ｍ22／プラスチック・ゴム（百万円）,中間需要／その他地域／Ｍ25／窯業・土石製品（百万円）,中間需要／その他地域／Ｍ26／鉄鋼（百万円）,中間需要／その他地域／Ｍ27／非鉄金属（百万円）,中間需要／その他地域／Ｍ28／金属製品（百万円）,中間需要／その他地域／Ｍ29／はん用機械（百万円）,中間需要／その他地域／Ｍ30／生産用機械（百万円）,中間需要／その他地域／Ｍ31／業務用機械（百万円）,中間需要／その他地域／Ｍ32／電子部品（百万円）,中間需要／その他地域／Ｍ33／電気機械（百万円）,中間需要／その他地域／Ｍ34／情報・通信機器（百万円）,中間需要／その他地域／Ｍ35／輸送機械（百万円）,中間需要／その他地域／Ｍ39／その他の製造工業製品（百万円）,中間需要／その他地域／Ｍ41／建設（百万円）,中間需要／その他地域／Ｍ46／電力・ガス・熱供給（百万円）,中間需要／その他地域／Ｍ47／水道（百万円）,中間需要／その他地域／Ｍ48／廃棄物処理（百万円）,中間需要／その他地域／Ｍ51／商業（百万円）,中間需要／その他地域／Ｍ53／金融・保険（百万円）,中間需要／その他地域／Ｍ55／不動産（百万円）,中間需要／その他地域／Ｍ57／運輸・郵便（百万円）,中間需要／その他地域／Ｍ59／情報通信（百万円）,中間需要／その他地域／Ｍ61／公務（百万円）,中間需要／その他地域／Ｍ63／教育・研究（百万円）,中間需要／その他地域／Ｍ64／医療・福祉（百万円）,中間需要／その他地域／Ｍ65／その他の非営利団体サービス（百万円）,中間需要／その他地域／Ｍ66／対事業所サービス（百万円）,中間需要／その他地域／Ｍ67／対個人サービス（百万円）,中間需要／その他地域／Ｍ68／事務用品（百万円）,中間需要／その他地域／Ｍ69／分類不明（百万円）,中間需要／その他地域／Ｎ10／本社（百万円）,中間需要／その他地域／Ｓ70／他：財・サービス内生部門計（百万円）,中間需要／その他地域／Ｓ71／他：内生部門計（百万円）,中間需要／Ｔ71／内生部門計（百万円）,最終需要／東京都地域／Ｐ71／都事業所家計外消費支出（百万円）,最終需要／東京都地域／Ｐ61／他県事業所家計外消費支出（百万円）,最終需要／東京都地域／Ｐ72／民間消費支出（他県民支出を除く。）（百万円）,最終需要／東京都地域／Ｐ92／他県民支出（百万円）,最終需要／東京都地域／Ｐ73／一般政府消費支出（百万円）,最終需要／東京都地域／Ｐ74／都内総固定資本形成（公的）（百万円）,最終需要／東京都地域／Ｐ75／都内総固定資本形成（民間）（百万円）,最終需要／東京都地域／Ｐ76／在庫純増（百万円）,最終需要／東京都地域／Ｐ77／調整項（百万円）,最終需要／東京都地域／Ｒ78／都内最終需要計（百万円）,最終需要／東京都地域／Ｒ79／都内需要合計（百万円）,最終需要／東京都地域／Ｐ80／輸出（百万円）,最終需要／東京都地域／Ｒ81／都：輸出計（百万円）,最終需要／東京都地域／Ｒ83／都：最終需要計（百万円）,最終需要／東京都地域／Ｒ84／都：需要合計（百万円）,最終需要／東京都地域／Ｐ84／（控除）輸入（百万円）,最終需要／東京都地域／Ｐ85／（控除）関税（百万円）,最終需要／東京都地域／Ｐ86／（控除）輸入品商品税（百万円）,最終需要／東京都地域／Ｒ87／都：（控除）輸入計（百万円）,最終需要／その他地域／Ｑ71／都事業所家計外消費支出（百万円）,最終需要／その他地域／Ｑ61／他県事業所家計外消費支出（百万円）,最終需要／その他地域／Ｑ72／都民支出（百万円）,最終需要／その他地域／Ｑ92／民間消費支出（都民支出を除く。）（百万円）,最終需要／その他地域／Ｑ73／一般政府消費支出（百万円）,最終需要／その他地域／Ｑ74／他地域内総固定資本形成（公的）（百万円）,最終需要／その他地域／Ｑ75／他地域内総固定資本形成（民間）（百万円）,最終需要／その他地域／Ｑ76／在庫純増（百万円）,最終需要／その他地域／Ｑ77／調整項（百万円）,最終需要／その他地域／Ｓ78／他地域内最終需要計（百万円）,最終需要／その他地域／Ｓ79／他地域内需要合計（百万円）,最終需要／その他地域／Ｑ80／輸出（百万円）,最終需要／その他地域／Ｓ81／他：輸出計（百万円）,最終需要／その他地域／Ｓ83／他：最終需要計（百万円）,最終需要／その他地域／Ｓ84／他：需要合計（百万円）,最終需要／その他地域／Ｑ84／（控除）輸入（百万円）,最終需要／その他地域／Ｑ85／（控除）関税（百万円）,最終需要／その他地域／Ｑ86／（控除）輸入品商品税（百万円）,最終需要／その他地域／Ｓ87／他：（控除）輸入計（百万円）,最終需要／Ｔ81／輸出計（百万円）,最終需要／Ｔ78／国内最終需要計（百万円）,最終需要／Ｔ79／国内需要合計（百万円）,最終需要／Ｔ83／最終需要計（百万円）,最終需要／Ｔ84／需要合計（百万円）,最終需要／Ｔ87／（控除）輸入計（百万円）,Ｔ97／生産額（百万円）
中間投入／その他地域／Ｃ51／商業（百万円）,1510,60,32120,3845,8591,10918,143,5709,2990,4465,1115,5077,4301,7310,9859,8800,14496,11191,13513,40692,160480,10565,4861,2732,104982,16153,3043,22135,89459,20521,19207,106698,4414,75685,194108,15896,4839,13946,1042483,1056429,561805,14925,2130700,271618,890082,1054541,125717,844899,247282,767425,381612,554710,437281,568796,290678,537085,703757,303072,1664619,587076,2623025,220795,64848,41793,1323717,133019,86916,1075873,299918,369359,453218,2201240,168858,971878,2793562,216853,50416,88079,26032968,26121047,27177476,41007,0,636112,99114,100,19466,272451,6078,0,1074328,2130757,153724,153724,1228052,2284481,0,0,0,0,0,1099720,147442,35233991,8460,317717,4093958,107189,0,41008477,67129524,5720778,5720778,46729255,72850302,-881451,0,0,-881451,5874502,42082805,69260281,47957307,75134783,-881451,74253332
中間投入／その他地域／Ｃ53／金融・保険（百万円）,0,0,5,4,6,3,0,0,4,2,1,6,4,5,6,4,5,4,8,14,60,37,4,4,294,618,2965,125,63,1502,15,84,59,161,87,0,17,4076,6176,10252,62322,17601,137615,38774,78296,113437,46999,30604,49686,90670,54000,74743,44537,68962,37435,53333,51164,24876,163930,70423,230222,177873,13047,17190,843857,628407,2470183,648365,110233,679130,53814,260058,225434,236250,218688,0,12970,1280525,8135128,9415653,9425905,0,0,0,0,0,0,0,0,0,0,10252,0,0,0,10252,0,0,0,0,0,128,1493,12238385,0,0,0,0,0,12240006,21655659,579878,579878,12819884,22235537,-747938,0,0,-747938,579878,12240006,21665911,12819884,22245789,-747938,21497851
中間投入／その他地域／Ｃ55／不動産（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21565,5695,71532,9122,23650,57020,4865,38112,16926,31722,7969,31884,23037,34895,9445,18306,32074,14305,38208,18717,157632,129448,6590,6440,2082705,365079,836502,575238,349547,42232,239257,945184,72224,282726,666222,0,156092,1116726,7422167,8538893,8538893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3298,48523726,57261,0,0,0,0,48584285,57123178,15123,15123,48599408,57138301,-1339,0,0,-1339,15123,48584285,57123178,48599408,57138301,-1339,57136962
中間投入／その他地域／Ｃ57／運輸・郵便（百万円）,880,55,20943,1120,4722,6013,316,1820,5339,2857,1068,2383,2136,3731,5442,4801,8098,7662,10110,62895,103542,39791,4159,10654,155396,106213,5896,288861,112234,102435,40465,46868,5230,74885,127090,7801,34802,202317,1418713,1621030,609101,184559,1042850,75536,407303,575758,407500,229348,320406,594477,258360,269629,185501,250584,121690,217683,276350,109771,701116,805424,1715155,714807,63633,146909,4216591,523640,135637,4087609,577489,1089511,686677,796052,121014,657439,1337430,50889,330690,1369099,24894118,26263217,27884247,49554,0,314445,45930,172,4406,64313,2586,0,481406,2102436,115445,115445,596851,2217881,0,0,0,0,3999,279283,377660,10513286,-35510,27462,521849,33011,0,11721040,37984257,4736154,4736154,16457194,42720411,-2873641,0,0,-2873641,4851599,12202446,40086693,17054045,44938292,-2873641,42064651
中間投入／その他地域／Ｃ59／情報通信（百万円）,47,1,336,36,145,372,3,106,56,34,21,80,108,347,291,369,854,559,222,647,3963,1686,2657,404,37595,40854,3735,4554,162539,11392,8347,11068,2412,464419,24876,0,1586,47521,786721,834242,26033,5039,100539,11703,35319,211858,8755,47449,24193,38458,18933,37901,38506,77466,24141,65997,89982,53143,78515,33240,309431,119879,91771,21664,2252623,804259,154149,287686,3314361,580605,471863,444710,165887,1407750,628266,0,169822,754086,12251896,13005982,13840224,46,0,9485,527,261,18838,155630,0,0,184787,1019029,10720,10720,195507,1029749,0,0,0,0,0,102485,10171,10129709,19618,483371,2594292,-9723,245,13330168,26336150,92578,92578,13422746,26428728,-543942,0,-1492,-545434,103298,13514955,27355179,13618253,27458477,-545434,26913043
中間投入／その他地域／Ｃ61／公務（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937843,0,937843,937843,937843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000038,31429361,0,0,0,0,32429399,33367242,0,0,32429399,33367242,0,0,0,0,0,32429399,33367242,32429399,33367242,0,33367242
中間投入／その他地域／Ｃ63／教育・研究（百万円）,3,0,107,22,27,806,0,26,6,9,15,21,27,229,467,474,1026,982,771,198,1318,2101,9,0,849,576,0,1066,17010,1365,1105,2179,0,467,157,0,38,33522,33456,66978,10320,4974,194635,38836,67077,1697679,38079,282066,113563,189904,131133,77290,211978,418940,274049,749783,648573,402631,1640373,111061,75015,124551,565,770,254777,16756,76,95891,450270,4942,78594,163239,0,129906,26378,0,101722,823881,8826396,9650277,9717255,0,0,0,0,0,0,0,0,0,0,66978,0,0,0,66978,0,0,0,0,0,0,61487,5638804,14692295,0,0,0,0,20392586,30042863,59922,59922,20452508,30102785,-109897,0,0,-109897,59922,20392586,30109841,20452508,30169763,-109897,30059866
中間投入／その他地域／Ｃ64／医療・福祉（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3548,0,0,0,20,392,0,11,0,46,0,0,0,0,0,0,0,0,0,82,64,885,812,0,1743,2696,389,37824,17880,674,617,1617924,43,432,1959,0,13231,0,1701272,1701272,1701272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455116,61773,11320619,40446388,0,0,0,0,52283896,53985168,171,171,52284067,53985339,-2911,0,0,-2911,171,52283896,53985168,52284067,53985339,-2911,53982428
中間投入／その他地域／Ｃ65／その他の非営利団体サービス（百万円）,8,1,44,7,8,48,1,14,13,4,2,7,33,48,32,18,38,37,21,74,454,103,103,85,359,1225,291,168,1362,1,734,769,0,2723,1796,0,67,3918,10698,14616,10137,1715,30141,3140,7754,34563,2897,6869,6881,19382,3174,7464,16277,18709,6617,8820,7625,3363,11405,6242,35856,21425,43889,4327,47074,45732,16761,39486,25935,126,44027,62351,0,71833,88417,0,9373,238169,769787,1007956,1022572,0,0,39108,14454,0,0,0,0,0,53562,68178,0,0,53562,68178,0,0,0,0,0,0,37013,3367245,0,0,0,0,0,3404258,4412214,14916,14916,3419174,4427130,-45164,0,0,-45164,14916,3457820,4480392,3472736,4495308,-45164,4450144
中間投入／その他地域／Ｃ66／対事業所サービス（百万円）,173,20,1957,201,520,988,69,562,884,160,134,440,692,1353,1133,2179,2636,1039,2747,3767,38351,15143,5888,3377,26600,20638,7510,139175,117751,32438,13862,23770,2043,177445,20685,0,1209,96869,667539,764408,259977,30804,786610,68114,197512,626135,78412,394346,270568,280034,133607,243788,309104,414423,147956,485049,451204,214723,914169,281663,3946320,1623207,491556,158884,4631984,1530250,1354213,4466958,2811313,2224126,1533486,2259590,263549,4704266,1106893,0,210987,1430507,39905780,41336287,42100695,0,0,81688,492,0,344,1402,0,0,83926,848334,0,0,83926,848334,0,0,0,0,0,44741,2634,3524823,0,147265,1707142,0,0,5426605,46762892,850712,850712,6277317,47613604,-1191072,0,0,-1191072,850712,5510531,47611226,6361243,48461938,-1191072,47270866
中間投入／その他地域／Ｃ67／対個人サービス（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,5847,0,11,0,0,486,1985,0,10,0,8349,8349,3141,156,90603,552,1144,3016,289,1127,427,2068,982,933,1133,2448,817,2580,2275,1018,4425,4044,12228,1667,1138,177,72294,5333,36711,28697,227336,16615,37242,1034795,11611,59001,579194,0,12743,0,2259960,2259960,2268309,4120,228,23081,2949,0,0,0,0,0,30378,38727,0,0,30378,38727,0,0,0,0,438382,6250670,804976,33248587,0,0,0,0,1334,40743949,43003909,387393,387393,41131342,43391302,-822564,0,-124,-822688,387393,40774327,43042636,41161720,43430029,-822688,42607341
中間投入／その他地域／Ｃ68／事務用品（百万円）,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6392,460,17676,2690,6977,10884,413,1920,6425,3688,3170,3470,6181,11469,2588,7008,11026,3618,13652,6639,14327,843,3144,3463,150811,39495,19292,48801,32105,105006,116289,108428,12653,40990,58502,0,806,203527,881301,1084828,1084828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084828,0,0,0,1084828,0,0,0,0,0,0,1084828,0,1084828,0,1084828
中間投入／その他地域／Ｃ69／分類不明（百万円）,8,0,17,6,11,3,1,7,22,2,2,5,11,15,9,4,9,10,23,21,430,32,21,4,531,154,301,226,538,46,182,153,14,648,130,1,0,0,3597,3597,159272,5711,89945,5928,22637,37310,11019,25866,52397,69754,39100,25081,90977,107410,25415,17391,62652,18255,70335,17872,680766,60574,36569,3420,546423,89563,272801,320314,175058,22925,316782,176538,16607,416704,81065,417,0,0,4170853,4170853,4174450,0,0,0,0,0,0,0,0,0,0,3597,0,0,0,3597,0,0,0,0,0,0,0,18864,0,0,0,0,0,18864,4189717,2882,2882,21746,4192599,-31789,0,0,-31789,2882,18864,4193314,21746,4196196,-31789,4164407
中間投入／その他地域／Ｄ10／本社（百万円）,288,146,15458,4492,3597,21442,91,3553,2772,658,662,4237,4781,6865,15758,10535,13512,12797,10548,69048,255147,35150,0,12531,1095904,646166,314697,178172,1438617,0,24243,9394,15411,948312,100489,0,0,0,5275473,5275473,66059,61063,908940,256412,285724,1371225,119848,292566,223420,173345,145110,334226,289178,461135,367854,590432,566670,428352,745522,642565,3494622,653777,0,312389,8705368,1719431,1173553,2430820,2941043,0,171889,153783,211528,4442833,1291666,0,0,0,36032348,36032348,41307821,0,0,0,0,0,0,0,0,0,0,5275473,0,0,0,5275473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36032348,0,0,0,36032348,0,0,0,0,0,0,41307821,0,41307821,0,41307821
中間投入／その他地域／Ｇ70／他：財・サービス内生部門計（百万円）,17887,672,519202,28878,82912,147517,3619,71656,47216,111886,11496,68985,77642,131306,150541,181218,248041,215679,558705,402631,1792540,213581,76094,51229,675831,314035,65509,1074453,1163720,521191,257972,986064,37736,1561258,1900367,154813,108940,521596,14033022,14554618,5986161,364165,20457304,1964365,6960788,18775352,15354609,8332633,3266591,24217011,6624640,5845854,5338401,7680849,3674498,8599698,9133167,4768863,34314986,4489516,22911415,14312214,1906903,746730,21264487,5061369,8598182,19120836,10073256,9014653,6634866,20256117,1535189,15486829,17559090,1024376,2447092,7885873,374103055,381988928,396543546,396428,228,5825966,982533,766,221288,3235507,-5633,0,10657083,25211701,306842,306842,10963925,25518543,0,0,0,0,442381,9496410,1766634,231846382,87175823,17364164,55267528,946259,1538885,405844466,787833394,66086104,66086104,471930570,853919498,-70127212,-719645,-4806890,-75653747,66392946,416501549,813045095,482894495,879438041,-75653747,803784294
中間投入／その他地域／Ｇ71／他：内生部門計（百万円）,18175,818,534660,33370,86509,168959,3710,75209,49988,112544,12158,73222,82423,138171,166299,191753,261553,228476,569253,471679,2047687,248731,76094,63760,1771735,960201,380206,1252625,2602337,521191,282215,995458,53147,2509570,2000856,154813,108940,521596,19308495,19830091,6052220,425228,21366244,2220777,7246512,20146577,15474457,8625199,3490011,24390356,6769750,6180080,5627579,8141984,4042352,9190130,9699837,5197215,35060508,5132081,26406037,14965991,1906903,1059119,29969855,6780800,9771735,21551656,13014299,9014653,6806755,20409900,1746717,19929662,18850756,1024376,2447092,7885873,410135403,418021276,437851367,396428,228,5825966,982533,766,221288,3235507,-5633,0,10657083,30487174,306842,306842,10963925,30794016,0,0,0,0,442381,9496410,1766634,231846382,87175823,17364164,55267528,946259,1538885,405844466,823865742,66086104,66086104,471930570,889951846,-70127212,-719645,-4806890,-75653747,66392946,416501549,854352916,482894495,920745862,-75653747,845092115
中間投入／Ｈ71／内生部門計（百万円）,37683,4109,800618,80133,154017,346755,7131,132993,99533,140429,69886,121642,139198,253413,341687,372563,556183,491518,876482,903366,3927345,1351981,338340,175292,6453527,4042415,3564953,3291595,11169640,2645216,1250343,3015674,261522,9326723,4731710,240208,488886,8099633,62204709,70304342,6245510,474367,22958109,2462954,7803728,21573037,15612674,9168922,3767525,24864116,7047641,6635092,6067174,8832532,4448362,9961477,10556231,5714261,36609176,5805704,29981744,15699820,2038256,1277250,37337888,8677248,11118851,23948369,16000556,9828066,7462260,21774703,2060490,24014039,20699367,1084828,2522642,9090744,452134969,461225713,531530055,2890754,642838,37772905,5753273,11546548,2381556,11078753,15672,24428,72106727,142411069,3302871,3302871,75409598,145713940,-7027159,-113056,-364115,-7504330,442381,9657323,1821706,237473561,87189919,18019491,59904606,964154,1538885,417012026,878237739,67641709,67641709,484653735,945879448,-70127212,-719645,-4806890,-75653747,70944580,489118753,1020648808,560063333,1091593388,-83158077,1008435311
粗付加価値／Ｅ71／家計外消費支出（行）（百万円）,2999,549,10510,1356,4093,7492,213,3990,2659,1059,601,4176,2816,6100,7501,8378,16303,12486,10470,29423,77171,19972,1478,19091,458351,301823,45634,86752,293343,134930,50349,86890,18273,283627,203960,0,2761,1115556,2217579,3333135,69537,27556,299597,35253,150739,251006,38570,177335,94162,173787,77481,124689,120591,166345,68688,145980,155531,42987,315750,97300,517626,186246,56654,42899,1500037,433296,151375,433928,201940,262132,280317,536233,106109,562272,809687,0,13588,1572938,8727223,10300161,13633296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｅ91／雇用者所得（百万円）,25599,2386,193901,34221,63977,79594,5833,118866,30883,23182,17684,98524,37496,104231,119758,94045,165191,91824,165106,448958,2530455,158479,85266,219997,6467912,2592540,618833,1663062,3484019,2544696,2759698,2649786,385559,4434916,2867419,0,22191,12126758,35406087,47532845,1298209,124129,4090723,826317,1752402,1885975,216744,2306719,1250568,1477971,806893,2626619,1870377,3152549,944702,2279164,2461827,992485,5494709,1513170,11762378,1552532,499166,1419371,20197345,6471383,3295291,10577409,3523942,11956683,19089109,25611019,2099090,12830228,11499093,0,156545,20975342,179912836,200888178,248421023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｅ92／営業余剰（百万円）,23698,249,72541,-10185,10501,15598,1118,-7243,6863,6662,1856,4881,6533,14034,11925,-37749,-27304,-13122,-33378,96617,106864,-138493,18399,5603,3899808,2447450,5144344,242869,2221992,0,34903,143127,-3238,1717528,1041068,0,278306,3347830,17304625,20652455,2807742,39188,2730226,-417434,334306,1172010,-167512,-304732,521487,2226534,614232,-335168,575329,984854,13191,-877220,-301506,-183673,-169854,147449,837363,-2804494,538086,147373,7650891,4033478,24269636,1809826,4642449,0,73049,1881785,-33186,3492271,3837076,0,1203873,5164725,60988925,66153650,86806105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｅ93／資本減耗引当（百万円）,5612,593,30533,1744,5526,25532,2396,11332,6202,3826,1733,14142,6090,15001,19716,19085,17306,20164,54306,51984,322983,276720,114240,12969,1283352,1133802,4067777,668663,1675818,647171,641447,376885,44493,2570808,787313,0,46435,1197228,14983699,16180927,1696642,57287,1402417,250203,512627,1863298,418636,963644,501038,1203663,332301,610939,519091,718013,391391,1291998,1346538,690290,2400704,631154,1273448,4122646,946361,377077,5179078,2298465,15323918,4341640,2182569,11263786,2844648,4088385,235573,5209584,3919655,0,228613,1889710,81637320,83527030,99707957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｅ94／間接税（関税・輸入品商品税を除く。）（百万円）,5843,489,49266,3282,8010,10217,5436,6799,7413,2590,2188,11785,3147,4559,10210,6480,10525,8234,20372,43796,184257,64455,30164,14506,852441,212547,613426,237993,403486,65939,56711,87843,18548,559743,515793,0,7293,1565629,4145786,5711415,512094,30024,3033690,86458,268798,403663,3765676,327734,151296,363673,89493,214251,77148,107818,56768,144465,86077,35105,-171146,187669,1292574,724013,142653,53772,2427101,297303,3014901,1157061,362654,56575,332960,834236,87227,1172325,1843057,0,39166,2614362,23608332,26222694,31934109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｅ95／（控除）経常補助金（百万円）,-432,-1,-5043,-11,-18,-20,-46,-17,-13,-8,-3,-28,-14,-27,-32,-34,-45,-36,-546,-227,-88954,-4395,-533,-21,-12910,-134515,-4396,-21551,-1084,0,-16213,-67542,-9703,-3019,-482,0,-4,0,-371923,-371923,-694774,-945,-126178,-149,-237,-243,-49662,-211,-133,-268,-95,-284,-175,-300,-107,-251,-204,-98,-649,-160,-210769,-22204,-241135,-55,-39008,-713322,-37010,-203582,-1067,0,-22477,-743933,-105159,-9853,-594,0,-20,0,-3225311,-3225311,-3597234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
粗付加価値／Ｈ96／粗付加価値部門計（百万円）,63319,4265,351708,30407,92089,138413,14950,133727,54007,37311,24059,133480,56068,143898,169078,90205,181976,119550,216330,670551,3132776,376738,249014,272145,12948954,6553647,10485618,2877788,8077574,3392736,3526895,3276989,453932,9563603,5415071,0,356982,19353001,73685853,93038854,5689450,277239,11430475,780648,3018635,5575709,4222452,3470489,2518418,5445360,1920305,3241046,3162361,5129279,1474633,2984136,3748263,1577096,7869514,2576582,15472620,3758739,1941785,2040437,36915444,12820603,46018111,18116282,10912487,23539176,22597606,32207725,2389654,23256827,21907974,0,1641765,32217077,351649325,383866402,476905256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ｈ97／生産額（百万円）,101002,8374,1152326,110540,246106,485168,22081,266720,153540,177740,93945,255122,195266,397311,510765,462768,738159,611068,1092812,1573917,7060121,1728719,587354,447437,19402481,10596062,14050571,6169383,19247214,6037952,4777238,6292663,715454,18890326,10146781,240208,845868,27452634,135890562,163343196,11934960,751606,34388584,3243602,10822363,27148746,19835126,12639411,6285943,30309476,8967946,9876138,9229535,13961811,5922995,12945613,14304494,7291357,44478690,8382286,45454364,19458559,3980041,3317687,74253332,21497851,57136962,42064651,26913043,33367242,30059866,53982428,4450144,47270866,42607341,1084828,4164407,41307821,803784294,845092115,1008435311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都産業連関表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
２-１(３)　平成23年（2011年）東京都産業連関表　地域間表 （取引基本表、統合大分類×２地域）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
