地域／分類コード／部門名,東京都地域／Ｋ01／農林水産業,東京都地域／Ｋ06／鉱業,東京都地域／Ｋ11／飲食料品,東京都地域／Ｋ15／繊維製品,東京都地域／Ｋ16／パルプ・紙・木製品,東京都地域／Ｋ20／化学製品,東京都地域／Ｋ21／石油・石炭製品,東京都地域／Ｋ22／プラスチック・ゴム,東京都地域／Ｋ25／窯業・土石製品,東京都地域／Ｋ26／鉄鋼,東京都地域／Ｋ27／非鉄金属,東京都地域／Ｋ28／金属製品,東京都地域／Ｋ29／はん用機械,東京都地域／Ｋ30／生産用機械,東京都地域／Ｋ31／業務用機械,東京都地域／Ｋ32／電子部品,東京都地域／Ｋ33／電気機械,東京都地域／Ｋ34／情報・通信機器,東京都地域／Ｋ35／輸送機械,東京都地域／Ｋ39／その他の製造工業製品,東京都地域／Ｋ41／建設,東京都地域／Ｋ46／電力・ガス・熱供給,東京都地域／Ｋ47／水道,東京都地域／Ｋ48／廃棄物処理,東京都地域／Ｋ51／商業,東京都地域／Ｋ53／金融・保険,東京都地域／Ｋ55／不動産,東京都地域／Ｋ57／運輸・郵便,東京都地域／Ｋ59／情報通信,東京都地域／Ｋ61／公務,東京都地域／Ｋ63／教育・研究,東京都地域／Ｋ64／医療・福祉,東京都地域／Ｋ65／その他の非営利団体サービス,東京都地域／Ｋ66／対事業所サービス,東京都地域／Ｋ67／対個人サービス,東京都地域／Ｋ68／事務用品,東京都地域／Ｋ69／分類不明,東京都地域／Ｌ10／本社,その他地域／Ｍ01／農林水産業,その他地域／Ｍ06／鉱業,その他地域／Ｍ11／飲食料品,その他地域／Ｍ15／繊維製品,その他地域／Ｍ16／パルプ・紙・木製品,その他地域／Ｍ20／化学製品,その他地域／Ｍ21／石油・石炭製品,その他地域／Ｍ22／プラスチック・ゴム,その他地域／Ｍ25／窯業・土石製品,その他地域／Ｍ26／鉄鋼,その他地域／Ｍ27／非鉄金属,その他地域／Ｍ28／金属製品,その他地域／Ｍ29／はん用機械,その他地域／Ｍ30／生産用機械,その他地域／Ｍ31／業務用機械,その他地域／Ｍ32／電子部品,その他地域／Ｍ33／電気機械,その他地域／Ｍ34／情報・通信機器,その他地域／Ｍ35／輸送機械,その他地域／Ｍ39／その他の製造工業製品,その他地域／Ｍ41／建設,その他地域／Ｍ46／電力・ガス・熱供給,その他地域／Ｍ47／水道,その他地域／Ｍ48／廃棄物処理,その他地域／Ｍ51／商業,その他地域／Ｍ53／金融・保険,その他地域／Ｍ55／不動産,その他地域／Ｍ57／運輸・郵便,その他地域／Ｍ59／情報通信,その他地域／Ｍ61／公務,その他地域／Ｍ63／教育・研究,その他地域／Ｍ64／医療・福祉,その他地域／Ｍ65／その他の非営利団体サービス,その他地域／Ｍ66／対事業所サービス,その他地域／Ｍ67／対個人サービス,その他地域／Ｍ68／事務用品,その他地域／Ｍ69／分類不明,その他地域／Ｎ10／本社
その他地域／Ｃ61／公務,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225204,0
その他地域／Ｃ63／教育・研究,0.00003,0,0.000093,0.000199,0.00011,0.001661,0,0.000097,0.000039,0.000051,0.00016,0.000082,0.000138,0.000576,0.000914,0.001024,0.00139,0.001607,0.000706,0.000126,0.000187,0.001215,0.000015,0,0.000044,0.000054,0,0.000173,0.000884,0.000226,0.000231,0.000346,0,0.000025,0.000015,0,0.000045,0.001221,0.000865,0.006618,0.00566,0.011973,0.006198,0.062533,0.00192,0.022316,0.018066,0.006265,0.014622,0.007826,0.022967,0.030006,0.046269,0.057918,0.045341,0.05522,0.03688,0.013249,0.00165,0.006401,0.000142,0.000232,0.003431,0.000779,0.000001,0.00228,0.016731,0.000148,0.002615,0.003024,0,0.002748,0.000619,0,0.024427,0.019945
その他地域／Ｃ64／医療・福祉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000297,0,0,0,0.000002,0.000014,0,0.000001,0,0.000002,0,0,0,0,0,0,0,0,0,0.00001,0.000001,0.000045,0.000204,0,0.000023,0.000125,0.000007,0.000899,0.000664,0.00002,0.000021,0.029971,0.00001,0.000009,0.000046,0,0.003177,0
その他地域／Ｃ65／その他の非営利団体サービス,0.000079,0.000119,0.000038,0.000063,0.000033,0.000099,0.000045,0.000052,0.000085,0.000023,0.000021,0.000027,0.000169,0.000121,0.000063,0.000039,0.000051,0.000061,0.000019,0.000047,0.000064,0.00006,0.000175,0.00019,0.000019,0.000116,0.000021,0.000027,0.000071,0,0.000154,0.000122,0,0.000144,0.000177,0,0.000079,0.000143,0.000849,0.002282,0.000876,0.000968,0.000716,0.001273,0.000146,0.000543,0.001095,0.000639,0.000354,0.000756,0.001764,0.00134,0.001117,0.000681,0.000533,0.000461,0.000256,0.000745,0.000789,0.001101,0.011027,0.001304,0.000634,0.002127,0.000293,0.000939,0.000964,0.000004,0.001465,0.001155,0,0.00152,0.002075,0,0.002251,0.005766
その他地域／Ｃ66／対事業所サービス,0.001713,0.002388,0.001698,0.001818,0.002113,0.002036,0.003125,0.002107,0.005757,0.0009,0.001426,0.001725,0.003544,0.003405,0.002218,0.004709,0.003571,0.0017,0.002514,0.002393,0.005432,0.00876,0.010025,0.007547,0.001371,0.001948,0.000534,0.022559,0.006118,0.005372,0.002902,0.003777,0.002856,0.009393,0.002039,0,0.001429,0.003529,0.021783,0.040984,0.022874,0.020999,0.01825,0.023063,0.003953,0.0312,0.043043,0.009239,0.014898,0.024685,0.033491,0.029683,0.02498,0.037468,0.031543,0.029449,0.020553,0.033602,0.086819,0.083419,0.123505,0.04789,0.062381,0.071182,0.023701,0.106193,0.104459,0.066656,0.051014,0.041858,0.059223,0.099517,0.025979,0,0.050664,0.03463
その他地域／Ｃ67／対個人サービス,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,0,0.000304,0,0.000002,0,0,0.000026,0.000196,0,0.000012,0,0.000263,0.000208,0.002635,0.00017,0.000106,0.000111,0.000015,0.000089,0.000068,0.000068,0.00011,0.000094,0.000123,0.000175,0.000138,0.000199,0.000159,0.00014,0.000099,0.000482,0.000269,0.000086,0.000286,0.000053,0.000974,0.000248,0.000643,0.000682,0.008447,0.000498,0.001239,0.019169,0.002609,0.001248,0.013594,0,0.00306,0
その他地域／Ｃ68／事務用品,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000536,0.000612,0.000514,0.000829,0.000645,0.000401,0.000021,0.000152,0.001022,0.000122,0.000353,0.000351,0.00067,0.000821,0.000437,0.000541,0.000771,0.000496,0.000307,0.000792,0.000315,0.000043,0.00079,0.001044,0.002031,0.001837,0.000338,0.00116,0.001193,0.003147,0.003869,0.002009,0.002843,0.000867,0.001373,0,0.000194,0.004927
その他地域／Ｃ69／分類不明,0.000079,0,0.000015,0.000054,0.000045,0.000006,0.000045,0.000026,0.000143,0.000011,0.000021,0.00002,0.000056,0.000038,0.000018,0.000009,0.000012,0.000016,0.000021,0.000013,0.000061,0.000019,0.000036,0.000009,0.000027,0.000015,0.000021,0.000037,0.000028,0.000008,0.000038,0.000024,0.00002,0.000034,0.000013,0.000004,0,0,0.013345,0.007598,0.002616,0.001828,0.002092,0.001374,0.000556,0.002046,0.008336,0.002301,0.00436,0.00254,0.009857,0.007693,0.004291,0.001343,0.00438,0.002504,0.001581,0.002132,0.014977,0.003113,0.009188,0.001031,0.007359,0.004166,0.004775,0.007615,0.006505,0.000687,0.010538,0.00327,0.003732,0.008815,0.001903,0.000384,0,0
その他地域／Ｄ10／本社,0.002851,0.017435,0.013415,0.040637,0.014616,0.044195,0.004121,0.013321,0.018054,0.003702,0.007047,0.016608,0.024485,0.017279,0.030852,0.022765,0.018305,0.020942,0.009652,0.04387,0.036139,0.020333,0,0.028006,0.056483,0.060982,0.022397,0.02888,0.074744,0,0.005075,0.001493,0.02154,0.050201,0.009904,0,0,0,0.005535,0.081243,0.026431,0.079052,0.026401,0.050508,0.006042,0.023147,0.035543,0.005719,0.016181,0.033842,0.031332,0.033028,0.062106,0.045609,0.039615,0.058748,0.016761,0.076657,0.076882,0.033598,0,0.094159,0.117239,0.079982,0.020539,0.057788,0.109279,0,0.005718,0.002849,0.047533,0.093987,0.030316,0,0,0
その他地域／Ｇ70／他：財・サービス内生部門計,0.177096,0.080248,0.450569,0.261245,0.336895,0.304053,0.163897,0.268656,0.307516,0.629493,0.122369,0.2704,0.397622,0.330487,0.294736,0.391596,0.336027,0.352954,0.511254,0.255815,0.253896,0.123549,0.129554,0.114494,0.034832,0.029637,0.004662,0.174159,0.060462,0.086319,0.054,0.156701,0.052744,0.082649,0.187288,0.644496,0.128791,0.019,0.501565,0.484516,0.594886,0.605612,0.643186,0.691573,0.774112,0.659258,0.519666,0.798991,0.738702,0.591917,0.578404,0.550133,0.620378,0.664294,0.638482,0.654043,0.771493,0.535596,0.504053,0.735523,0.479116,0.225075,0.286378,0.235436,0.150484,0.454558,0.374289,0.270165,0.220722,0.375235,0.344975,0.327619,0.412114,0.944275,0.587621,0.190905
その他地域／Ｇ71／他：内生部門計,0.179947,0.097683,0.463983,0.301882,0.351511,0.348248,0.168018,0.281977,0.32557,0.633195,0.129416,0.287008,0.422106,0.347765,0.325588,0.414361,0.354332,0.373896,0.520907,0.299685,0.290036,0.143882,0.129554,0.142501,0.091315,0.090619,0.02706,0.203039,0.135206,0.086319,0.059075,0.158193,0.074284,0.132849,0.197191,0.644496,0.128791,0.019,0.5071,0.565759,0.621318,0.684664,0.669587,0.742081,0.780154,0.682405,0.555209,0.804711,0.754883,0.625759,0.609736,0.583161,0.682484,0.709903,0.678097,0.712791,0.788254,0.612253,0.580935,0.769121,0.479116,0.319234,0.403616,0.315418,0.171023,0.512346,0.483568,0.270165,0.22644,0.378084,0.392508,0.421606,0.44243,0.944275,0.587621,0.190905
Ｈ71／内生部門計,0.373092,0.490685,0.694784,0.724923,0.625816,0.714711,0.322947,0.498624,0.648255,0.790081,0.743903,0.476799,0.712863,0.63782,0.668971,0.805075,0.753473,0.804359,0.802043,0.57396,0.556272,0.782071,0.576041,0.391769,0.332613,0.381502,0.253723,0.533537,0.580325,0.438098,0.261729,0.479237,0.365533,0.49373,0.466326,1,0.57797,0.29504,0.523295,0.631138,0.667608,0.759327,0.721074,0.794624,0.787123,0.725423,0.599357,0.820341,0.78587,0.671831,0.657365,0.632621,0.751033,0.769487,0.737966,0.783703,0.823072,0.692616,0.659601,0.806834,0.512119,0.384982,0.502845,0.403633,0.1946,0.569323,0.594528,0.294542,0.248247,0.403366,0.463016,0.508009,0.485817,1,0.605763,0.220073
粗付加価値／Ｅ71／家計外消費支出（行）,0.029692,0.06556,0.009121,0.012267,0.016631,0.015442,0.009646,0.01496,0.017318,0.005958,0.006397,0.016369,0.014421,0.015353,0.014686,0.018104,0.022086,0.020433,0.009581,0.018694,0.010931,0.011553,0.002516,0.042667,0.023623,0.028484,0.003248,0.014062,0.015241,0.022347,0.010539,0.013808,0.02554,0.015014,0.020101,0,0.003264,0.040636,0.005826,0.036663,0.008712,0.010868,0.013928,0.009246,0.001945,0.01403,0.01498,0.005734,0.00864,0.012625,0.013066,0.011914,0.011597,0.011276,0.010873,0.005896,0.007099,0.011608,0.011388,0.009571,0.014235,0.01293,0.020202,0.020155,0.002649,0.010316,0.007503,0.007856,0.009325,0.009933,0.023844,0.011895,0.019003,0,0.003263,0.038078
粗付加価値／Ｅ91／雇用者所得,0.25345,0.28493,0.168269,0.30958,0.259957,0.164055,0.264164,0.445658,0.20114,0.130426,0.188238,0.386184,0.192025,0.262341,0.234468,0.203223,0.223788,0.150268,0.151084,0.285249,0.358415,0.091674,0.14517,0.491683,0.333355,0.24467,0.044043,0.269567,0.181014,0.42145,0.577676,0.421091,0.538901,0.234772,0.282594,0,0.026235,0.441734,0.108774,0.165152,0.118956,0.254753,0.161924,0.069468,0.010927,0.182502,0.198947,0.048763,0.089975,0.265956,0.202651,0.225798,0.159497,0.176057,0.172102,0.136118,0.123536,0.18052,0.258773,0.079787,0.125417,0.427819,0.272006,0.301025,0.057674,0.251456,0.130938,0.358336,0.635036,0.474433,0.47169,0.271419,0.269885,0,0.037591,0.507781
粗付加価値／Ｅ92／営業余剰,0.234629,0.029735,0.062952,-0.092139,0.042669,0.03215,0.050632,-0.027156,0.044698,0.037482,0.019756,0.019132,0.033457,0.035322,0.023347,-0.081572,-0.036989,-0.021474,-0.030543,0.061386,0.015136,-0.080113,0.031325,0.012522,0.200995,0.230977,0.366131,0.039367,0.115445,0,0.007306,0.022745,-0.004526,0.090921,0.102601,0,0.329018,0.121949,0.235254,0.052139,0.079393,-0.128695,0.03089,0.04317,-0.008445,-0.02411,0.082961,0.07346,0.068492,-0.033937,0.062336,0.070539,0.002227,-0.067762,-0.021078,-0.025191,-0.003819,0.017591,0.018422,-0.144126,0.135196,0.04442,0.103038,0.187622,0.424762,0.043025,0.172498,0,0.00243,0.034859,-0.007457,0.073878,0.090057,0,0.289086,0.12503
粗付加価値／Ｅ93／資本減耗引当,0.055563,0.070814,0.026497,0.015777,0.022454,0.052625,0.10851,0.042487,0.040393,0.021526,0.018447,0.055432,0.031188,0.037756,0.038601,0.041241,0.023445,0.032998,0.049694,0.033028,0.045748,0.160072,0.194499,0.028985,0.066144,0.107002,0.28951,0.108384,0.087068,0.107184,0.134272,0.059893,0.062188,0.136091,0.077592,0,0.054896,0.043611,0.142157,0.076219,0.040781,0.077137,0.047367,0.068633,0.021106,0.076241,0.079708,0.039712,0.037054,0.06186,0.056242,0.051427,0.06608,0.099802,0.094134,0.094672,0.053974,0.075296,0.028016,0.211868,0.237777,0.113657,0.069749,0.106916,0.268196,0.103214,0.081097,0.33757,0.094633,0.075735,0.052936,0.110207,0.091995,0,0.054897,0.045747
粗付加価値／Ｅ94／間接税（関税・輸入品商品税を除く。）,0.05785,0.058395,0.042754,0.029691,0.032547,0.021059,0.246185,0.025491,0.048281,0.014572,0.02329,0.046194,0.016116,0.011475,0.01999,0.014003,0.014258,0.013475,0.018642,0.027826,0.026098,0.037285,0.051356,0.03242,0.043935,0.020059,0.043658,0.038576,0.020963,0.010921,0.011871,0.01396,0.025925,0.029631,0.050833,0,0.008622,0.05703,0.042907,0.039946,0.088218,0.026655,0.024837,0.014869,0.189849,0.02593,0.024069,0.011999,0.009979,0.021694,0.008359,0.007722,0.009584,0.011159,0.006017,0.004815,-0.003848,0.022389,0.028437,0.037208,0.035842,0.016208,0.032687,0.013829,0.052766,0.027507,0.013475,0.001696,0.011077,0.015454,0.019601,0.0248,0.043257,0,0.009405,0.06329
粗付加価値／Ｅ95／（控除）経常補助金,-0.004277,-0.000119,-0.004376,-0.0001,-0.000073,-0.000041,-0.002083,-0.000064,-0.000085,-0.000045,-0.000032,-0.00011,-0.000072,-0.000068,-0.000063,-0.000073,-0.000061,-0.000059,-0.0005,-0.000144,-0.0126,-0.002542,-0.000907,-0.000047,-0.000665,-0.012695,-0.000313,-0.003493,-0.000056,0,-0.003394,-0.010733,-0.013562,-0.00016,-0.000048,0,-0.000005,0,-0.058213,-0.001257,-0.003669,-0.000046,-0.000022,-0.000009,-0.002504,-0.000017,-0.000021,-0.000009,-0.000011,-0.000029,-0.000019,-0.000021,-0.000018,-0.000019,-0.000014,-0.000013,-0.000015,-0.000019,-0.004637,-0.001141,-0.060586,-0.000017,-0.000525,-0.033181,-0.000648,-0.00484,-0.00004,0,-0.000748,-0.013781,-0.02363,-0.000208,-0.000014,0,-0.000005,0
粗付加価値／Ｈ96／粗付加価値部門計,0.626908,0.509315,0.305216,0.275077,0.374184,0.285289,0.677053,0.501376,0.351745,0.209919,0.256097,0.523201,0.287137,0.36218,0.331029,0.194925,0.246527,0.195641,0.197957,0.42604,0.443728,0.217929,0.423959,0.608231,0.667387,0.618498,0.746277,0.466463,0.419675,0.561902,0.738271,0.520763,0.634467,0.50627,0.533674,0,0.42203,0.70496,0.476705,0.368862,0.332392,0.240673,0.278926,0.205376,0.212877,0.274577,0.400643,0.179659,0.21413,0.328169,0.342635,0.367379,0.248967,0.230513,0.262034,0.216297,0.176928,0.307384,0.340399,0.193166,0.487881,0.615018,0.497155,0.596367,0.8054,0.430677,0.405472,0.705458,0.751753,0.596634,0.536984,0.491991,0.514183,0,0.394237,0.779927
Ｈ97／生産額,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東京都産業連関表,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
２-２　平成23年（2011年）投入係数表　（地域間表、統合大分類）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
