地域／分類コード／部門名,東京都地域／Ｋ01／農林水産業,東京都地域／Ｋ06／鉱業,東京都地域／Ｋ11／飲食料品,東京都地域／Ｋ15／繊維製品,東京都地域／Ｋ16／パルプ・紙・木製品,東京都地域／Ｋ20／化学製品,東京都地域／Ｋ21／石油・石炭製品,東京都地域／Ｋ22／プラスチック・ゴム,東京都地域／Ｋ25／窯業・土石製品,東京都地域／Ｋ26／鉄鋼,東京都地域／Ｋ27／非鉄金属,東京都地域／Ｋ28／金属製品,東京都地域／Ｋ29／はん用機械,東京都地域／Ｋ30／生産用機械,東京都地域／Ｋ31／業務用機械,東京都地域／Ｋ32／電子部品,東京都地域／Ｋ33／電気機械,東京都地域／Ｋ34／情報・通信機器,東京都地域／Ｋ35／輸送機械,東京都地域／Ｋ39／その他の製造工業製品,東京都地域／Ｋ41／建設,東京都地域／Ｋ46／電力・ガス・熱供給,東京都地域／Ｋ47／水道,東京都地域／Ｋ48／廃棄物処理,東京都地域／Ｋ51／商業,東京都地域／Ｋ53／金融・保険,東京都地域／Ｋ55／不動産,東京都地域／Ｋ57／運輸・郵便,東京都地域／Ｋ59／情報通信,東京都地域／Ｋ61／公務,東京都地域／Ｋ63／教育・研究,東京都地域／Ｋ64／医療・福祉,東京都地域／Ｋ65／その他の非営利団体サービス,東京都地域／Ｋ66／対事業所サービス,東京都地域／Ｋ67／対個人サービス,東京都地域／Ｋ68／事務用品,東京都地域／Ｋ69／分類不明,東京都地域／Ｌ10／本社,その他地域／Ｍ01／農林水産業,その他地域／Ｍ06／鉱業,その他地域／Ｍ11／飲食料品,その他地域／Ｍ15／繊維製品,その他地域／Ｍ16／パルプ・紙・木製品,その他地域／Ｍ20／化学製品,その他地域／Ｍ21／石油・石炭製品,その他地域／Ｍ22／プラスチック・ゴム,その他地域／Ｍ25／窯業・土石製品,その他地域／Ｍ26／鉄鋼,その他地域／Ｍ27／非鉄金属,その他地域／Ｍ28／金属製品,その他地域／Ｍ29／はん用機械,その他地域／Ｍ30／生産用機械,その他地域／Ｍ31／業務用機械,その他地域／Ｍ32／電子部品,その他地域／Ｍ33／電気機械,その他地域／Ｍ34／情報・通信機器,その他地域／Ｍ35／輸送機械,その他地域／Ｍ39／その他の製造工業製品,その他地域／Ｍ41／建設,その他地域／Ｍ46／電力・ガス・熱供給,その他地域／Ｍ47／水道,その他地域／Ｍ48／廃棄物処理,その他地域／Ｍ51／商業,その他地域／Ｍ53／金融・保険,その他地域／Ｍ55／不動産,その他地域／Ｍ57／運輸・郵便,その他地域／Ｍ59／情報通信,その他地域／Ｍ61／公務,その他地域／Ｍ63／教育・研究,その他地域／Ｍ64／医療・福祉,その他地域／Ｍ65／その他の非営利団体サービス,その他地域／Ｍ66／対事業所サービス,その他地域／Ｍ67／対個人サービス,その他地域／Ｍ68／事務用品,その他地域／Ｍ69／分類不明,その他地域／Ｎ10／本社,行和,感応度係数
東京都地域／Ａ63／教育・研究,0.002961,0.004574,0.00761,0.012774,0.011218,0.079087,0.001805,0.019262,0.016514,0.006515,0.019614,0.005922,0.0279,0.046214,0.055881,0.07333,0.07032,0.079913,0.049161,0.013473,0.004551,0.008471,0.004521,0.00284,0.005396,0.004379,0.001704,0.005646,0.021904,0.003279,1.003939,0.006887,0.002974,0.008403,0.002826,0.003796,0.028152,0.019987,0.001032,0.002128,0.001533,0.002583,0.001968,0.00375,0.000289,0.002594,0.001873,0.001222,0.001527,0.001704,0.002306,0.002629,0.003883,0.00404,0.003615,0.004464,0.00352,0.002727,0.002253,0.001424,0.001474,0.001751,0.002514,0.002177,0.000651,0.001702,0.003242,0.000929,0.000836,0.001271,0.001904,0.002561,0.001341,0.002494,0.001506,0.00103,1.824153,0.910212
東京都地域／Ａ64／医療・福祉,0.000094,0.000162,0.000034,0.000076,0.000064,0.000051,0.000032,0.000039,0.000147,0.000031,0.000029,0.000035,0.00007,0.000054,0.000039,0.000035,0.00004,0.000041,0.000038,0.00005,0.000077,0.000049,0.000781,0.00005,0.00007,0.000161,0.000052,0.000539,0.000276,0.000098,0.00009,1.041539,0.000076,0.000104,0.000104,0.000034,0.003452,0.00004,0.000007,0.00001,0.000009,0.00001,0.00001,0.00001,0.000002,0.000009,0.000008,0.000006,0.000006,0.000008,0.000009,0.000009,0.00001,0.00001,0.00001,0.000011,0.000009,0.000012,0.000011,0.000008,0.000013,0.000007,0.000013,0.000015,0.000004,0.000015,0.000021,0.000008,0.000006,0.000048,0.000013,0.000012,0.000008,0.000013,0.000024,0.000007,1.049171,0.523513
東京都地域／Ａ65／その他の非営利団体サービス,0.001003,0.001641,0.000664,0.001076,0.000673,0.001474,0.00033,0.000766,0.001283,0.000409,0.000423,0.000482,0.002096,0.001571,0.00102,0.000863,0.000953,0.001076,0.000525,0.000832,0.001043,0.000987,0.00251,0.002311,0.000553,0.001668,0.00057,0.000704,0.001471,0.000522,0.001882,0.001713,1.000403,0.002083,0.002162,0.000276,0.001215,0.001883,0.000081,0.000194,0.000132,0.000198,0.000153,0.000173,0.000023,0.000151,0.000133,0.000085,0.000095,0.00013,0.000144,0.000146,0.000189,0.000176,0.000169,0.000194,0.000145,0.00021,0.000208,0.000126,0.000132,0.000162,0.000234,0.000205,0.000072,0.000165,0.00028,0.000086,0.000071,0.000088,0.000178,0.000216,0.000126,0.000184,0.000096,0.000084,1.048753,0.523305
東京都地域／Ａ66／対事業所サービス,0.03638,0.062135,0.046171,0.058322,0.053544,0.069733,0.027848,0.040612,0.08696,0.026301,0.027969,0.037446,0.070307,0.062632,0.058219,0.079324,0.073333,0.07153,0.056359,0.060157,0.107813,0.087095,0.207236,0.08538,0.076933,0.108435,0.048707,0.113911,0.192597,0.115142,0.082535,0.101708,0.100339,1.159364,0.058136,0.035209,0.083591,0.095859,0.013386,0.028593,0.023504,0.02346,0.022915,0.023776,0.00325,0.023672,0.02014,0.013077,0.01342,0.018148,0.02168,0.021928,0.024142,0.025966,0.026281,0.026828,0.024005,0.029654,0.034811,0.020997,0.029983,0.019127,0.032813,0.031354,0.011278,0.029454,0.043922,0.019039,0.014776,0.017537,0.026098,0.032851,0.021383,0.025628,0.020703,0.027442,4.852289,2.421185
東京都地域／Ａ67／対個人サービス,0.000643,0.000734,0.007671,0.000801,0.000682,0.000889,0.00023,0.000521,0.000848,0.000398,0.000356,0.00044,0.000821,0.000911,0.000765,0.001064,0.001036,0.001058,0.000639,0.000866,0.001019,0.00081,0.002261,0.000785,0.001748,0.001524,0.001111,0.001764,0.016427,0.002001,0.002142,0.025624,0.004301,0.005027,1.018498,0.000595,0.004095,0.000997,0.000182,0.000292,0.0003,0.000304,0.000307,0.000327,0.00004,0.000311,0.000257,0.000188,0.000191,0.000253,0.00028,0.000299,0.000322,0.000347,0.000354,0.000388,0.00029,0.000356,0.000345,0.000291,0.000544,0.000222,0.000477,0.000624,0.00013,0.000305,0.001055,0.000309,0.000259,0.000252,0.000559,0.000475,0.000384,0.000369,0.000319,0.000261,1.124866,0.561283
東京都地域／Ａ68／事務用品,0.001532,0.001033,0.000746,0.001198,0.000737,0.001066,0.000223,0.000499,0.001237,0.00038,0.000446,0.000462,0.00106,0.001083,0.000976,0.001068,0.001199,0.001178,0.000742,0.001258,0.000728,0.00049,0.001289,0.002525,0.001668,0.002146,0.000606,0.001324,0.001499,0.001773,0.003325,0.002852,0.002353,0.001367,0.001419,1.000605,0.000848,0.004759,0.000158,0.000401,0.000259,0.000436,0.000312,0.000356,0.000049,0.000303,0.000265,0.000171,0.000194,0.00027,0.000273,0.000274,0.000389,0.000348,0.000327,0.000387,0.000279,0.000438,0.000419,0.000241,0.000202,0.000357,0.000477,0.00038,0.000133,0.000319,0.00053,0.000131,0.000116,0.000155,0.000326,0.000427,0.000244,0.000383,0.000157,0.000103,1.060686,0.529259
東京都地域／Ａ69／分類不明,0.023173,0.013523,0.00481,0.016483,0.013329,0.004165,0.007293,0.007981,0.035084,0.005002,0.004726,0.006363,0.015239,0.010534,0.00625,0.004418,0.005651,0.006158,0.00683,0.005109,0.016366,0.00684,0.013661,0.00416,0.008155,0.00553,0.006678,0.011305,0.010152,0.004464,0.010867,0.008232,0.00691,0.011005,0.005048,0.003748,1.002877,0.00226,0.000352,0.000545,0.000581,0.000641,0.00074,0.000591,0.000081,0.000641,0.000546,0.000395,0.000415,0.000531,0.000609,0.000604,0.000672,0.000663,0.00068,0.0007,0.000667,0.000733,0.000749,0.000427,0.000625,0.000385,0.000665,0.000688,0.000221,0.000539,0.000916,0.00039,0.000318,0.000408,0.000668,0.000668,0.000494,0.001032,0.000442,0.000397,1.361798,0.679507
東京都地域／Ｂ10／本社,0.022866,0.047526,0.046422,0.087,0.051197,0.08884,0.014737,0.04155,0.055916,0.032386,0.026717,0.040553,0.061367,0.049877,0.068837,0.066551,0.057458,0.062984,0.046084,0.084661,0.073808,0.047773,0.042136,0.055861,0.087086,0.098631,0.046117,0.063352,0.130541,0.034371,0.024343,0.031734,0.052776,0.098464,0.03834,0.060618,0.027844,1.023622,0.026503,0.077342,0.04334,0.081079,0.051876,0.064605,0.008846,0.051426,0.047171,0.02793,0.032479,0.0469,0.046501,0.046803,0.069961,0.060848,0.055762,0.068665,0.045649,0.079774,0.076929,0.044368,0.031523,0.071453,0.092484,0.069778,0.023552,0.059861,0.099467,0.020222,0.018921,0.024557,0.056222,0.08109,0.042772,0.058625,0.024878,0.013874,5.034983,2.512345
その他地域／Ｃ01／農林水産業,0.020479,0.000483,0.256504,0.004661,0.011275,0.004201,0.000169,0.039135,0.001839,0.00057,0.000962,0.000476,0.000964,0.001065,0.001723,0.001767,0.001562,0.002061,0.001972,0.00863,0.002271,0.000438,0.001843,0.00088,0.000609,0.00059,0.000253,0.000734,0.00201,0.000874,0.001529,0.006287,0.002844,0.000976,0.047585,0.016011,0.001204,0.00036,1.131756,0.000816,0.217032,0.013112,0.035525,0.004531,0.000098,0.028244,0.001984,0.000649,0.001041,0.000789,0.000965,0.001224,0.002015,0.001659,0.002018,0.002074,0.002266,0.010888,0.003298,0.000551,0.001629,0.000707,0.001022,0.000747,0.000323,0.000784,0.00166,0.000674,0.001789,0.005223,0.003441,0.00107,0.044055,0.015671,0.001182,0.000349,1.990661,0.993296
その他地域／Ｃ06／鉱業,0.000996,0.001389,0.000743,0.00073,0.000959,0.001161,0.013121,0.000766,0.028528,0.004165,0.003595,0.001592,0.00176,0.001292,0.001023,0.00143,0.001142,0.001,0.001422,0.000729,0.004296,0.002108,0.001538,0.001075,0.000291,0.000215,0.000224,0.002103,0.00032,0.000589,0.000497,0.000685,0.000277,0.000317,0.00058,0.001099,0.001195,0.000191,0.001028,1.001687,0.000789,0.001018,0.001587,0.002958,0.020832,0.001288,0.003605,0.006652,0.006188,0.002613,0.001735,0.00141,0.001118,0.001371,0.001327,0.000934,0.001633,0.001021,0.001479,0.012435,0.001201,0.000976,0.000632,0.00027,0.000206,0.002584,0.000418,0.000565,0.000525,0.000678,0.000422,0.000469,0.000829,0.001108,0.001255,0.000243,1.172232,0.584918
その他地域／Ｃ11／飲食料品,0.0185,0.000375,0.215116,0.002077,0.00231,0.00926,0.000173,0.005093,0.00103,0.000345,0.000366,0.000274,0.000477,0.000502,0.000653,0.000809,0.000696,0.000808,0.000717,0.002511,0.000651,0.000263,0.000778,0.000448,0.000464,0.000356,0.000203,0.000701,0.002396,0.000959,0.001779,0.01175,0.002129,0.000914,0.1231,0.00326,0.002202,0.000244,0.107172,0.000461,1.189635,0.004803,0.006153,0.008603,0.000068,0.004658,0.001241,0.000361,0.000472,0.000405,0.000445,0.000493,0.000775,0.000774,0.000745,0.000763,0.000785,0.004223,0.000809,0.000275,0.000633,0.000336,0.000636,0.000388,0.000191,0.000577,0.001693,0.000625,0.001904,0.010566,0.002344,0.000586,0.123449,0.003227,0.002158,0.000199,1.89832,0.94722
その他地域／Ｃ15／繊維製品,0.004253,0.001312,0.001597,0.138561,0.003238,0.000922,0.00019,0.004127,0.001579,0.000806,0.000697,0.000697,0.001146,0.001695,0.001403,0.003248,0.001868,0.001807,0.001664,0.003368,0.002208,0.000477,0.00114,0.001136,0.001207,0.000791,0.000248,0.001115,0.001076,0.001472,0.000637,0.002457,0.003094,0.001329,0.001947,0.013265,0.00098,0.000407,0.003203,0.002468,0.001724,1.120751,0.004272,0.001243,0.000149,0.003082,0.002397,0.000857,0.001182,0.001317,0.001337,0.001425,0.001708,0.00326,0.002391,0.001991,0.002255,0.003192,0.002279,0.000624,0.001228,0.001336,0.002564,0.001276,0.000285,0.00145,0.001129,0.002315,0.000659,0.002031,0.011023,0.001784,0.002464,0.010635,0.001298,0.000539,1.414287,0.705698
その他地域／Ｃ16／パルプ・紙・木製品,0.022099,0.006264,0.028575,0.016865,0.247919,0.030418,0.002026,0.012733,0.034479,0.007666,0.011874,0.007194,0.009403,0.007891,0.013958,0.018973,0.015531,0.016564,0.009629,0.113285,0.040431,0.006853,0.013721,0.01049,0.010938,0.010064,0.003715,0.010282,0.02908,0.008378,0.014248,0.016167,0.01683,0.013421,0.014465,0.507518,0.008922,0.006998,0.033426,0.009421,0.030737,0.018466,1.337756,0.026914,0.001198,0.021423,0.034376,0.008281,0.01139,0.011613,0.00919,0.008525,0.015548,0.018642,0.018114,0.016133,0.011296,0.117984,0.058376,0.008825,0.012224,0.00844,0.016382,0.012353,0.004886,0.011701,0.028107,0.008399,0.013497,0.013577,0.028248,0.010309,0.015508,0.496064,0.009311,0.006785,3.899293,1.945661
その他地域／Ｃ20／化学製品,0.085134,0.016024,0.038634,0.102157,0.048951,0.290722,0.014173,0.183471,0.044501,0.011704,0.012089,0.012159,0.016392,0.017372,0.029283,0.037446,0.029698,0.035731,0.035785,0.054106,0.017778,0.005095,0.033822,0.02919,0.003096,0.003687,0.001688,0.005179,0.0092,0.006787,0.009582,0.136183,0.006974,0.009365,0.016941,0.065357,0.021046,0.002212,0.078985,0.019004,0.037613,0.150146,0.06901,1.39609,0.002791,0.296787,0.049319,0.012125,0.02269,0.018161,0.016178,0.018403,0.043295,0.041024,0.037891,0.035986,0.042726,0.065817,0.019691,0.005757,0.030089,0.022681,0.005795,0.005063,0.002153,0.006455,0.008922,0.006367,0.011827,0.152972,0.011887,0.015037,0.016835,0.066556,0.021518,0.002251,4.364614,2.177846
その他地域／Ｃ21／石油・石炭製品,0.041829,0.05213,0.024365,0.022741,0.021117,0.036461,0.122159,0.024037,0.041765,0.060897,0.011136,0.023222,0.025246,0.020027,0.016027,0.019974,0.017064,0.015475,0.025525,0.019792,0.021768,0.067686,0.032902,0.031289,0.007702,0.00584,0.003061,0.095354,0.008503,0.018188,0.013312,0.021583,0.009272,0.008846,0.017166,0.025801,0.045467,0.004802,0.038296,0.060067,0.023077,0.03027,0.029516,0.113879,1.060078,0.036303,0.047915,0.088778,0.018173,0.036679,0.025405,0.022052,0.01876,0.019718,0.019804,0.015189,0.027047,0.026957,0.031659,0.085895,0.029729,0.024992,0.014804,0.007472,0.004213,0.120418,0.010253,0.018199,0.013378,0.021011,0.013599,0.011343,0.019908,0.026414,0.04659,0.006273,3.343645,1.668405
その他地域／Ｃ22／プラスチック・ゴム,0.016788,0.005007,0.031542,0.015342,0.036638,0.030417,0.001606,0.094909,0.012169,0.005484,0.009372,0.005634,0.017873,0.023928,0.042636,0.036033,0.033786,0.051735,0.057618,0.053684,0.017027,0.003411,0.046105,0.013451,0.004371,0.005076,0.002028,0.006229,0.010628,0.007261,0.007055,0.008929,0.007254,0.007681,0.008939,0.071768,0.01266,0.002275,0.020473,0.011031,0.032143,0.021253,0.035894,0.03139,0.001089,1.229403,0.016873,0.006403,0.014576,0.011092,0.02204,0.033422,0.056495,0.034931,0.054267,0.058158,0.072463,0.072651,0.022244,0.005295,0.044463,0.014637,0.010632,0.008503,0.003111,0.009678,0.010086,0.007586,0.009056,0.009391,0.014763,0.022875,0.010559,0.080992,0.014541,0.002751,2.96156,1.477753
その他地域／Ｃ25／窯業・土石製品,0.002723,0.00145,0.003931,0.002239,0.010482,0.009982,0.003985,0.0042,0.153661,0.008129,0.002857,0.005437,0.015764,0.009396,0.035732,0.062498,0.020164,0.020007,0.016877,0.004815,0.046566,0.003258,0.011092,0.002186,0.001059,0.000966,0.001729,0.00209,0.001575,0.002425,0.003587,0.003331,0.001123,0.001812,0.002895,0.012262,0.008748,0.000791,0.004886,0.002522,0.005072,0.002961,0.009261,0.009492,0.000543,0.008406,1.086329,0.011562,0.010026,0.009195,0.013181,0.009232,0.032922,0.064942,0.019448,0.019552,0.017164,0.007963,0.056348,0.003405,0.009423,0.00185,0.00182,0.00129,0.003112,0.00223,0.001919,0.002773,0.003453,0.003064,0.001886,0.004589,0.00312,0.012539,0.009329,0.00074,1.969379,0.982677
その他地域／Ｃ26／鉄鋼,0.007928,0.01519,0.012075,0.006984,0.05966,0.01207,0.002058,0.01255,0.018003,1.2538,0.005312,0.355751,0.343073,0.257639,0.076616,0.038754,0.113399,0.045623,0.202182,0.015472,0.104641,0.008349,0.019854,0.004256,0.004108,0.002957,0.004204,0.010972,0.004946,0.01414,0.005005,0.005728,0.003682,0.00816,0.006097,0.024303,0.029042,0.002303,0.008365,0.026182,0.013883,0.006779,0.040234,0.011709,0.001483,0.017779,0.031913,2.183882,0.010095,0.58916,0.352746,0.289697,0.094785,0.040461,0.145271,0.051079,0.254571,0.0228,0.110006,0.00898,0.015863,0.00397,0.006954,0.004327,0.006688,0.011156,0.006624,0.010886,0.004692,0.005308,0.00626,0.022853,0.006597,0.023337,0.031155,0.002377,7.597792,3.79113
