"登録日","所管","町丁名","男[人]","女[人]","計[人]"
"20200601","赤坂地区総合支所管内","赤坂七丁目","964","1088","2052"
"20200601","赤坂地区総合支所管内","赤坂八丁目","1121","1498","2619"
"20200601","赤坂地区総合支所管内","赤坂九丁目","896","795","1691"
"20200601","赤坂地区総合支所管内","南青山一丁目","908","1157","2065"
"20200601","赤坂地区総合支所管内","南青山二丁目","832","995","1827"
"20200601","赤坂地区総合支所管内","南青山三丁目","424","561","985"
"20200601","赤坂地区総合支所管内","南青山四丁目","1174","1457","2631"
"20200601","赤坂地区総合支所管内","南青山五丁目","489","625","1114"
"20200601","赤坂地区総合支所管内","南青山六丁目","660","853","1513"
"20200601","赤坂地区総合支所管内","南青山七丁目","844","1093","1937"
"20200601","赤坂地区総合支所管内","北青山一丁目","463","722","1185"
"20200601","赤坂地区総合支所管内","北青山二丁目","204","256","460"
"20200601","赤坂地区総合支所管内","北青山三丁目","237","348","585"
"20200601","高輪地区総合支所管内","三田四丁目","1327","1676","3003"
"20200601","高輪地区総合支所管内","三田五丁目","2143","2803","4946"
"20200601","高輪地区総合支所管内","高輪一丁目","2394","3295","5689"
"20200601","高輪地区総合支所管内","高輪二丁目","2368","3063","5431"
"20200601","高輪地区総合支所管内","高輪三丁目","1748","2150","3898"
"20200601","高輪地区総合支所管内","高輪四丁目","1621","1845","3466"
"20200601","高輪地区総合支所管内","白金一丁目","1484","1988","3472"
"20200601","高輪地区総合支所管内","白金二丁目","850","1124","1974"
"20200601","高輪地区総合支所管内","白金三丁目","1455","1804","3259"
"20200601","高輪地区総合支所管内","白金四丁目","492","705","1197"
"20200601","高輪地区総合支所管内","白金五丁目","661","782","1443"
"20200601","高輪地区総合支所管内","白金六丁目","1312","1695","3007"
"20200601","高輪地区総合支所管内","白金台一丁目","352","479","831"
"20200601","高輪地区総合支所管内","白金台二丁目","994","1337","2331"
"20200601","高輪地区総合支所管内","白金台三丁目","1334","1789","3123"
"20200601","高輪地区総合支所管内","白金台四丁目","711","998","1709"
"20200601","高輪地区総合支所管内","白金台五丁目","660","876","1536"
"20200601","芝浦港南地区総合支所管内","芝浦一丁目","1289","1254","2543"
"20200601","芝浦港南地区総合支所管内","芝浦二丁目","1377","1580","2957"
"20200601","芝浦港南地区総合支所管内","芝浦三丁目","799","875","1674"
"20200601","芝浦港南地区総合支所管内","芝浦四丁目","6031","6488","12519"
"20200601","芝浦港南地区総合支所管内","海岸二丁目","380","400","780"
"20200601","芝浦港南地区総合支所管内","海岸三丁目","1750","1382","3132"
"20200601","芝浦港南地区総合支所管内","港南一丁目","116","143","259"
"20200601","芝浦港南地区総合支所管内","港南二丁目","944","1102","2046"
"20200601","芝浦港南地区総合支所管内","港南三丁目","2374","2686","5060"
"20200601","芝浦港南地区総合支所管内","港南四丁目","3680","4252","7932"
"20200601","芝浦港南地区総合支所管内","港南五丁目","263","171","434"
"20200601","芝浦港南地区総合支所管内","台場一丁目","1619","1832","3451"
"20200601","芝浦港南地区総合支所管内","台場二丁目","381","394","775"

"町丁別選挙人名簿登録者数　令和2年6月1日時点","Ver202006",,,,
