地域階層,地域コード,地域,年齢階層,年齢,総数／計(人),総数／男(人),総数／女(人),日本人／計(人),日本人／男(人),日本人／女(人),外国人／計(人),外国人／男(人),外国人／女(人)
4,13205,青梅市,1,30～34,5814,3142,2672,5580,3009,2571,234,133,101
4,13205,青梅市,1,35～39,6650,3500,3150,6475,3424,3051,175,76,99
4,13205,青梅市,1,40～44,7866,4118,3748,7690,4054,3636,176,64,112
4,13205,青梅市,1,45～49,10278,5422,4856,10115,5370,4745,163,52,111
4,13205,青梅市,1,50～54,10583,5571,5012,10390,5523,4867,193,48,145
4,13205,青梅市,1,55～59,9040,4721,4319,8873,4669,4204,167,52,115
4,13205,青梅市,1,60～64,8347,4318,4029,8244,4284,3960,103,34,69
4,13205,青梅市,1,65～69,8999,4527,4472,8929,4502,4427,70,25,45
4,13205,青梅市,1,70～74,11310,5448,5862,11267,5431,5836,43,17,26
4,13205,青梅市,1,75～79,8225,3771,4454,8204,3762,4442,21,9,12
4,13205,青梅市,1,80～84,6237,2764,3473,6222,2757,3465,15,7,8
4,13205,青梅市,1,85～89,3892,1486,2406,3883,1481,2402,9,5,4
4,13205,青梅市,1,90～94,1794,462,1332,1790,462,1328,4,-,4
4,13205,青梅市,1,95～99,533,104,429,533,104,429,-,-,-
4,13205,青梅市,1,100以上,87,7,80,87,7,80,-,-,-
4,13205,青梅市,1,不詳者,1,-,1,1,-,1,-,-,-
4,13206,府中市,0,総数,260253,130324,129929,255147,128018,127129,5106,2306,2800
4,13206,府中市,1,0～4,9588,4943,4645,9429,4855,4574,159,88,71
4,13206,府中市,1,5～9,11701,5951,5750,11538,5862,5676,163,89,74
4,13206,府中市,1,10～14,11923,6193,5730,11820,6137,5683,103,56,47
4,13206,府中市,1,15～19,12053,6199,5854,11900,6132,5768,153,67,86
4,13206,府中市,1,20～24,15075,7659,7416,14413,7356,7057,662,303,359
4,13206,府中市,1,25～29,15011,7799,7212,14240,7392,6848,771,407,364
4,13206,府中市,1,30～34,14704,7619,7085,14092,7281,6811,612,338,274
4,13206,府中市,1,35～39,17098,8855,8243,16588,8621,7967,510,234,276
4,13206,府中市,1,40～44,18883,9757,9126,18419,9568,8851,464,189,275
4,13206,府中市,1,45～49,22128,11465,10663,21764,11338,10426,364,127,237
4,13206,府中市,1,50～54,22513,11786,10727,22128,11660,10468,385,126,259
4,13206,府中市,1,55～59,17803,9369,8434,17499,9269,8230,304,100,204
4,13206,府中市,1,60～64,13884,7197,6687,13683,7124,6559,201,73,128
4,13206,府中市,1,65～69,12360,6203,6157,12272,6166,6106,88,37,51
4,13206,府中市,1,70～74,15131,7292,7839,15063,7258,7805,68,34,34
4,13206,府中市,1,75～79,11196,4873,6323,11153,4852,6301,43,21,22
4,13206,府中市,1,80～84,9064,3745,5319,9038,3736,5302,26,9,17
4,13206,府中市,1,85～89,6321,2338,3983,6302,2333,3969,19,5,14
4,13206,府中市,1,90～94,2912,878,2034,2906,875,2031,6,3,3
4,13206,府中市,1,95～99,777,190,587,773,190,583,4,-,4
4,13206,府中市,1,100以上,128,13,115,127,13,114,1,-,1
4,13206,府中市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13207,昭島市,0,総数,113829,56574,57255,111093,55341,55752,2736,1233,1503
4,13207,昭島市,1,0～4,4238,2187,2051,4154,2146,2008,84,41,43
4,13207,昭島市,1,5～9,4831,2421,2410,4756,2384,2372,75,37,38
4,13207,昭島市,1,10～14,4811,2446,2365,4749,2414,2335,62,32,30
4,13207,昭島市,1,15～19,4934,2546,2388,4866,2508,2358,68,38,30
4,13207,昭島市,1,20～24,5528,2801,2727,5262,2667,2595,266,134,132
4,13207,昭島市,1,25～29,6041,3109,2932,5689,2937,2752,352,172,180
4,13207,昭島市,1,30～34,6533,3410,3123,6188,3237,2951,345,173,172
4,13207,昭島市,1,35～39,7091,3669,3422,6849,3560,3289,242,109,133
4,13207,昭島市,1,40～44,8011,4248,3763,7787,4150,3637,224,98,126
4,13207,昭島市,1,45～49,9084,4739,4345,8855,4651,4204,229,88,141
4,13207,昭島市,1,50～54,8749,4552,4197,8510,4459,4051,239,93,146
4,13207,昭島市,1,55～59,7427,3848,3579,7257,3786,3471,170,62,108
4,13207,昭島市,1,60～64,6345,3183,3162,6216,3125,3091,129,58,71
4,13207,昭島市,1,65～69,6733,3307,3426,6653,3275,3378,80,32,48
4,13207,昭島市,1,70～74,8281,3974,4307,8219,3945,4274,62,29,33
4,13207,昭島市,1,75～79,5910,2668,3242,5865,2650,3215,45,18,27
4,13207,昭島市,1,80～84,4661,1929,2732,4622,1918,2704,39,11,28
4,13207,昭島市,1,85～89,2929,1079,1850,2910,1073,1837,19,6,13
4,13207,昭島市,1,90～94,1285,377,908,1282,376,906,3,1,2
4,13207,昭島市,1,95～99,353,76,277,350,75,275,3,1,2
4,13207,昭島市,1,100以上,54,5,49,54,5,49,-,-,-
4,13207,昭島市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13208,調布市,0,総数,237939,115778,122161,233554,113617,119937,4385,2161,2224
4,13208,調布市,1,0～4,9484,4849,4635,9353,4776,4577,131,73,58
4,13208,調布市,1,5～9,10284,5218,5066,10176,5169,5007,108,49,59
4,13208,調布市,1,10～14,9858,5092,4766,9784,5053,4731,74,39,35
4,13208,調布市,1,15～19,9752,4887,4865,9683,4857,4826,69,30,39
4,13208,調布市,1,20～24,13777,6861,6916,13376,6620,6756,401,241,160
4,13208,調布市,1,25～29,15017,7365,7652,14351,7000,7351,666,365,301
4,13208,調布市,1,30～34,14503,7098,7405,13889,6773,7116,614,325,289
4,13208,調布市,1,35～39,16804,8452,8352,16341,8215,8126,463,237,226
4,13208,調布市,1,40～44,18090,9164,8926,17698,8983,8715,392,181,211
4,13208,調布市,1,45～49,20197,10148,10049,19885,10001,9884,312,147,165
4,13208,調布市,1,50～54,20160,10119,10041,19855,9991,9864,305,128,177
4,13208,調布市,1,55～59,16099,8241,7858,15846,8149,7697,253,92,161
4,13208,調布市,1,60～64,12365,6251,6114,12187,6181,6006,178,70,108
4,13208,調布市,1,65～69,10825,5301,5524,10673,5229,5444,152,72,80
4,13208,調布市,1,70～74,13129,6113,7016,13034,6069,6965,95,44,51
4,13208,調布市,1,75～79,9538,4069,5469,9482,4044,5438,56,25,31
4,13208,調布市,1,80～84,8312,3312,5000,8255,3285,4970,57,27,30
4,13208,調布市,1,85～89,6094,2217,3877,6051,2203,3848,43,14,29
4,13208,調布市,1,90～94,2820,844,1976,2809,842,1967,11,2,9
4,13208,調布市,1,95～99,736,163,573,731,163,568,5,-,5
4,13208,調布市,1,100以上,95,14,81,95,14,81,-,-,-
4,13208,調布市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13209,町田市,0,総数,430385,210497,219888,423126,207001,216125,7259,3496,3763
4,13209,町田市,1,0～4,14029,7238,6791,13756,7096,6660,273,142,131
4,13209,町田市,1,5～9,17418,8976,8442,17152,8851,8301,266,125,141
4,13209,町田市,1,10～14,19718,10038,9680,19561,9952,9609,157,86,71
4,13209,町田市,1,15～19,21423,10992,10431,21253,10909,10344,170,83,87
4,13209,町田市,1,20～24,23504,11998,11506,22693,11600,11093,811,398,413
4,13209,町田市,1,25～29,19838,10114,9724,18812,9550,9262,1026,564,462
4,13209,町田市,1,30～34,20002,10336,9666,19069,9828,9241,933,508,425
4,13209,町田市,1,35～39,23898,12137,11761,23119,11753,11366,779,384,395
4,13209,町田市,1,40～44,28383,14299,14084,27705,13985,13720,678,314,364
4,13209,町田市,1,45～49,35856,18104,17752,35329,17875,17454,527,229,298
4,13209,町田市,1,50～54,37367,19135,18232,36838,18939,17899,529,196,333
4,13209,町田市,1,55～59,28456,14587,13869,28042,14419,13623,414,168,246
4,13209,町田市,1,60～64,23502,11618,11884,23242,11515,11727,260,103,157
4,13209,町田市,1,65～69,23010,11069,11941,22851,11000,11851,159,69,90
4,13209,町田市,1,70～74,29924,13674,16250,29800,13618,16182,124,56,68
4,13209,町田市,1,75～79,23912,10375,13537,23849,10338,13511,63,37,26
4,13209,町田市,1,80～84,20430,8769,11661,20386,8755,11631,44,14,30
4,13209,町田市,1,85～89,12654,4990,7664,12630,4981,7649,24,9,15
4,13209,町田市,1,90～94,5326,1682,3644,5312,1673,3639,14,9,5
4,13209,町田市,1,95～99,1505,338,1167,1498,336,1162,7,2,5
4,13209,町田市,1,100以上,230,28,202,229,28,201,1,-,1
4,13209,町田市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13210,小金井市,0,総数,124617,61271,63346,121930,59953,61977,2687,1318,1369
4,13210,小金井市,1,0～4,5296,2599,2697,5204,2551,2653,92,48,44
4,13210,小金井市,1,5～9,5496,2859,2637,5409,2824,2585,87,35,52
4,13210,小金井市,1,10～14,4978,2559,2419,4903,2521,2382,75,38,37
4,13210,小金井市,1,15～19,5001,2577,2424,4957,2550,2407,44,27,17
4,13210,小金井市,1,20～24,7567,3845,3722,7216,3674,3542,351,171,180
4,13210,小金井市,1,25～29,8464,4167,4297,7964,3887,4077,500,280,220
4,13210,小金井市,1,30～34,8609,4304,4305,8190,4095,4095,419,209,210
4,13210,小金井市,1,35～39,8941,4530,4411,8667,4397,4270,274,133,141
4,13210,小金井市,1,40～44,9164,4701,4463,8941,4608,4333,223,93,130
4,13210,小金井市,1,45～49,9534,4806,4728,9356,4720,4636,178,86,92
4,13210,小金井市,1,50～54,9690,4876,4814,9517,4804,4713,173,72,101
4,13210,小金井市,1,55～59,8434,4312,4122,8318,4263,4055,116,49,67
4,13210,小金井市,1,60～64,6969,3584,3385,6907,3554,3353,62,30,32
4,13210,小金井市,1,65～69,5953,3005,2948,5915,2986,2929,38,19,19
4,13210,小金井市,1,70～74,6849,3292,3557,6830,3281,3549,19,11,8
4,13210,小金井市,1,75～79,4759,2096,2663,4740,2086,2654,19,10,9
4,13210,小金井市,1,80～84,3925,1539,2386,3917,1535,2382,8,4,4
4,13210,小金井市,1,85～89,2973,1070,1903,2966,1068,1898,7,2,5
4,13210,小金井市,1,90～94,1514,442,1072,1512,441,1071,2,1,1
4,13210,小金井市,1,95～99,435,99,336,435,99,336,-,-,-
4,13210,小金井市,1,100以上,66,9,57,66,9,57,-,-,-
4,13210,小金井市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13211,小平市,0,総数,195361,95754,99607,190523,93463,97060,4838,2291,2547
4,13211,小平市,1,0～4,7751,3945,3806,7598,3863,3735,153,82,71
4,13211,小平市,1,5～9,8924,4625,4299,8809,4571,4238,115,54,61
4,13211,小平市,1,10～14,8599,4435,4164,8511,4393,4118,88,42,46
4,13211,小平市,1,15～19,9140,4662,4478,8824,4505,4319,316,157,159
4,13211,小平市,1,20～24,11629,5761,5868,10693,5300,5393,936,461,475
4,13211,小平市,1,25～29,10738,5371,5367,9995,4991,5004,743,380,363
4,13211,小平市,1,30～34,10910,5472,5438,10360,5188,5172,550,284,266
4,13211,小平市,1,35～39,12611,6470,6141,12171,6263,5908,440,207,233
4,13211,小平市,1,40～44,13662,7038,6624,13303,6875,6428,359,163,196
4,13211,小平市,1,45～49,15381,7870,7511,15124,7760,7364,257,110,147
4,13211,小平市,1,50～54,15657,7877,7780,15388,7775,7613,269,102,167
4,13211,小平市,1,55～59,13447,6821,6626,13205,6726,6479,242,95,147
4,13211,小平市,1,60～64,10958,5479,5479,10838,5429,5409,120,50,70
4,13211,小平市,1,65～69,9723,4818,4905,9627,4775,4852,96,43,53
4,13211,小平市,1,70～74,11578,5461,6117,11512,5429,6083,66,32,34
4,13211,小平市,1,75～79,8550,3776,4774,8510,3760,4750,40,16,24
4,13211,小平市,1,80～84,7448,2942,4506,7423,2935,4488,25,7,18
4,13211,小平市,1,85～89,5434,2028,3406,5420,2024,3396,14,4,10
4,13211,小平市,1,90～94,2480,748,1732,2472,746,1726,8,2,6
4,13211,小平市,1,95～99,635,147,488,635,147,488,-,-,-
4,13211,小平市,1,100以上,106,8,98,105,8,97,1,-,1
4,13211,小平市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13212,日野市,0,総数,187304,93665,93639,184069,92057,92012,3235,1608,1627
4,13212,日野市,1,0～4,6957,3627,3330,6863,3579,3284,94,48,46
4,13212,日野市,1,5～9,8040,4111,3929,7945,4061,3884,95,50,45
4,13212,日野市,1,10～14,8130,4147,3983,8059,4112,3947,71,35,36
4,13212,日野市,1,15～19,8504,4366,4138,8435,4327,4108,69,39,30
4,13212,日野市,1,20～24,10718,5570,5148,10201,5289,4912,517,281,236
4,13212,日野市,1,25～29,10653,5618,5035,10106,5282,4824,547,336,211
4,13212,日野市,1,30～34,10561,5536,5025,10170,5314,4856,391,222,169
4,13212,日野市,1,35～39,11876,6193,5683,11557,6034,5523,319,159,160
4,13212,日野市,1,40～44,12900,6732,6168,12610,6611,5999,290,121,169
4,13212,日野市,1,45～49,15253,7870,7383,15036,7782,7254,217,88,129
4,13212,日野市,1,50～54,15523,8210,7313,15301,8141,7160,222,69,153
4,13212,日野市,1,55～59,12199,6476,5723,12042,6412,5630,157,64,93
4,13212,日野市,1,60～64,9332,4768,4564,9241,4737,4504,91,31,60
4,13212,日野市,1,65～69,9228,4435,4793,9162,4406,4756,66,29,37
4,13212,日野市,1,70～74,11915,5541,6374,11875,5526,6349,40,15,25
4,13212,日野市,1,75～79,9449,4120,5329,9422,4110,5312,27,10,17
4,13212,日野市,1,80～84,7984,3416,4568,7968,3407,4561,16,9,7
4,13212,日野市,1,85～89,5188,2036,3152,5183,2035,3148,5,1,4
4,13212,日野市,1,90～94,2230,727,1503,2229,726,1503,1,1,-
4,13212,日野市,1,95～99,582,158,424,582,158,424,-,-,-
4,13212,日野市,1,100以上,82,8,74,82,8,74,-,-,-
4,13212,日野市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13213,東村山市,0,総数,151695,73803,77892,148687,72391,76296,3008,1412,1596
4,13213,東村山市,1,0～4,5261,2623,2638,5136,2559,2577,125,64,61
4,13213,東村山市,1,5～9,5904,3006,2898,5784,2939,2845,120,67,53
4,13213,東村山市,1,10～14,6672,3523,3149,6592,3489,3103,80,34,46
4,13213,東村山市,1,15～19,6724,3326,3398,6644,3283,3361,80,43,37
4,13213,東村山市,1,20～24,7780,3939,3841,7535,3788,3747,245,151,94
4,13213,東村山市,1,25～29,7270,3587,3683,6921,3383,3538,349,204,145
4,13213,東村山市,1,30～34,7807,3907,3900,7440,3737,3703,367,170,197
4,13213,東村山市,1,35～39,8961,4559,4402,8599,4387,4212,362,172,190
4,13213,東村山市,1,40～44,10021,5139,4882,9724,4999,4725,297,140,157
4,13213,東村山市,1,45～49,12083,6199,5884,11818,6092,5726,265,107,158
4,13213,東村山市,1,50～54,12711,6417,6294,12442,6324,6118,269,93,176
4,13213,東村山市,1,55～59,10514,5326,5188,10338,5265,5073,176,61,115
4,13213,東村山市,1,60～64,9027,4554,4473,8911,4514,4397,116,40,76
4,13213,東村山市,1,65～69,8291,4081,4210,8239,4055,4184,52,26,26
4,13213,東村山市,1,70～74,10376,4846,5530,10349,4839,5510,27,7,20
4,13213,東村山市,1,75～79,7878,3437,4441,7847,3420,4427,31,17,14
4,13213,東村山市,1,80～84,6894,2799,4095,6871,2792,4079,23,7,16
4,13213,東村山市,1,85～89,4748,1718,3030,4736,1712,3024,12,6,6
4,13213,東村山市,1,90～94,2133,690,1443,2125,688,1437,8,2,6
4,13213,東村山市,1,95～99,550,116,434,548,115,433,2,1,1
4,13213,東村山市,1,100以上,90,11,79,88,11,77,2,-,2
4,13213,東村山市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13214,国分寺市,0,総数,127792,62913,64879,125266,61686,63580,2526,1227,1299
4,13214,国分寺市,1,0～4,5235,2719,2516,5146,2671,2475,89,48,41
4,13214,国分寺市,1,5～9,5493,2842,2651,5420,2807,2613,73,35,38
4,13214,国分寺市,1,10～14,5212,2727,2485,5159,2695,2464,53,32,21
4,13214,国分寺市,1,15～19,5419,2751,2668,5376,2726,2650,43,25,18
4,13214,国分寺市,1,20～24,7687,3825,3862,7322,3638,3684,365,187,178
4,13214,国分寺市,1,25～29,8391,4267,4124,7884,4021,3863,507,246,261
4,13214,国分寺市,1,30～34,8398,4329,4069,8063,4149,3914,335,180,155
4,13214,国分寺市,1,35～39,8660,4502,4158,8390,4373,4017,270,129,141
4,13214,国分寺市,1,40～44,8903,4488,4415,8690,4386,4304,213,102,111
4,13214,国分寺市,1,45～49,10088,5044,5044,9942,4976,4966,146,68,78
4,13214,国分寺市,1,50～54,10284,5180,5104,10151,5127,5024,133,53,80
4,13214,国分寺市,1,55～59,8801,4448,4353,8683,4403,4280,118,45,73
4,13214,国分寺市,1,60～64,7248,3740,3508,7185,3712,3473,63,28,35
4,13214,国分寺市,1,65～69,5897,2922,2975,5843,2899,2944,54,23,31
4,13214,国分寺市,1,70～74,7039,3214,3825,7014,3203,3811,25,11,14
4,13214,国分寺市,1,75～79,5149,2258,2891,5133,2252,2881,16,6,10
4,13214,国分寺市,1,80～84,4454,1774,2680,4442,1770,2672,12,4,8
4,13214,国分寺市,1,85～89,3341,1265,2076,3333,1262,2071,8,3,5
4,13214,国分寺市,1,90～94,1617,515,1102,1615,513,1102,2,2,-
4,13214,国分寺市,1,95～99,404,92,312,403,92,311,1,-,1
4,13214,国分寺市,1,100以上,72,11,61,72,11,61,-,-,-
4,13214,国分寺市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13215,国立市,0,総数,76317,37105,39212,74660,36343,38317,1657,762,895
4,13215,国立市,1,0～4,2537,1308,1229,2499,1289,1210,38,19,19
4,13215,国立市,1,5～9,3030,1598,1432,2967,1564,1403,63,34,29
4,13215,国立市,1,10～14,2970,1559,1411,2924,1533,1391,46,26,20
4,13215,国立市,1,15～19,3326,1691,1635,3281,1670,1611,45,21,24
4,13215,国立市,1,20～24,4692,2250,2442,4503,2187,2316,189,63,126
4,13215,国立市,1,25～29,4637,2300,2337,4341,2151,2190,296,149,147
4,13215,国立市,1,30～34,4201,2159,2042,4005,2065,1940,196,94,102
4,13215,国立市,1,35～39,4689,2334,2355,4553,2264,2289,136,70,66
4,13215,国立市,1,40～44,5137,2578,2559,4983,2508,2475,154,70,84
4,13215,国立市,1,45～49,5797,2868,2929,5678,2819,2859,119,49,70
4,13215,国立市,1,50～54,6437,3163,3274,6334,3117,3217,103,46,57
4,13215,国立市,1,55～59,5872,2993,2879,5766,2946,2820,106,47,59
4,13215,国立市,1,60～64,4784,2438,2346,4717,2406,2311,67,32,35
4,13215,国立市,1,65～69,4108,2046,2062,4072,2029,2043,36,17,19
4,13215,国立市,1,70～74,4652,2203,2449,4627,2193,2434,25,10,15
4,13215,国立市,1,75～79,3395,1401,1994,3380,1396,1984,15,5,10
4,13215,国立市,1,80～84,2797,1125,1672,2785,1118,1667,12,7,5
4,13215,国立市,1,85～89,2033,753,1280,2027,752,1275,6,1,5
4,13215,国立市,1,90～94,931,275,656,927,273,654,4,2,2
4,13215,国立市,1,95～99,257,61,196,256,61,195,1,-,1
4,13215,国立市,1,100以上,35,2,33,35,2,33,-,-,-
4,13215,国立市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13218,福生市,0,総数,56274,28120,28154,52892,26457,26435,3382,1663,1719
4,13218,福生市,1,0～4,1708,886,822,1579,814,765,129,72,57
4,13218,福生市,1,5～9,1900,954,946,1822,915,907,78,39,39
4,13218,福生市,1,10～14,2057,1052,1005,1998,1019,979,59,33,26
4,13218,福生市,1,15～19,2237,1136,1101,2185,1111,1074,52,25,27
4,13218,福生市,1,20～24,3297,1729,1568,2734,1425,1309,563,304,259
4,13218,福生市,1,25～29,3481,1809,1672,2874,1498,1376,607,311,296
4,13218,福生市,1,30～34,3163,1681,1482,2799,1485,1314,364,196,168
4,13218,福生市,1,35～39,3229,1779,1450,2963,1636,1327,266,143,123
4,13218,福生市,1,40～44,3501,1864,1637,3235,1723,1512,266,141,125
4,13218,福生市,1,45～49,4226,2220,2006,4025,2127,1898,201,93,108
4,13218,福生市,1,50～54,4551,2331,2220,4272,2223,2049,279,108,171
4,13218,福生市,1,55～59,3873,1983,1890,3693,1911,1782,180,72,108
4,13218,福生市,1,60～64,3620,1836,1784,3483,1783,1700,137,53,84
4,13218,福生市,1,65～69,3591,1870,1721,3505,1838,1667,86,32,54
4,13218,福生市,1,70～74,4077,1966,2111,4022,1950,2072,55,16,39
4,13218,福生市,1,75～79,2933,1294,1639,2909,1285,1624,24,9,15
4,13218,福生市,1,80～84,2331,962,1369,2313,951,1362,18,11,7
4,13218,福生市,1,85～89,1542,549,993,1532,547,985,10,2,8
4,13218,福生市,1,90～94,737,179,558,732,177,555,5,2,3
4,13218,福生市,1,95～99,189,36,153,186,35,151,3,1,2
4,13218,福生市,1,100以上,31,4,27,31,4,27,-,-,-
4,13218,福生市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13219,狛江市,0,総数,83022,40175,42847,81720,39514,42206,1302,661,641
4,13219,狛江市,1,0～4,3261,1682,1579,3234,1668,1566,27,14,13
4,13219,狛江市,1,5～9,3457,1774,1683,3425,1755,1670,32,19,13
4,13219,狛江市,1,10～14,3104,1594,1510,3077,1582,1495,27,12,15
4,13219,狛江市,1,15～19,3118,1590,1528,3093,1581,1512,25,9,16
4,13219,狛江市,1,20～24,4636,2311,2325,4484,2219,2265,152,92,60
4,13219,狛江市,1,25～29,5021,2384,2637,4849,2286,2563,172,98,74
4,13219,狛江市,1,30～34,4949,2354,2595,4761,2262,2499,188,92,96
4,13219,狛江市,1,35～39,5605,2716,2889,5463,2648,2815,142,68,74
4,13219,狛江市,1,40～44,6209,3175,3034,6070,3104,2966,139,71,68
4,13219,狛江市,1,45～49,6673,3340,3333,6560,3289,3271,113,51,62
4,13219,狛江市,1,50～54,6807,3405,3402,6715,3365,3350,92,40,52
4,13219,狛江市,1,55～59,5631,2970,2661,5543,2926,2617,88,44,44
4,13219,狛江市,1,60～64,4416,2223,2193,4376,2206,2170,40,17,23
4,13219,狛江市,1,65～69,3976,1990,1986,3960,1982,1978,16,8,8
4,13219,狛江市,1,70～74,4907,2326,2581,4884,2315,2569,23,11,12
4,13219,狛江市,1,75～79,3946,1676,2270,3930,1666,2264,16,10,6
4,13219,狛江市,1,80～84,3369,1340,2029,3365,1337,2028,4,3,1
4,13219,狛江市,1,85～89,2491,908,1583,2487,907,1580,4,1,3
4,13219,狛江市,1,90～94,1107,331,776,1106,331,775,1,-,1
4,13219,狛江市,1,95～99,297,77,220,296,76,220,1,1,-
4,13219,狛江市,1,100以上,42,9,33,42,9,33,-,-,-
4,13219,狛江市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13220,東大和市,0,総数,85285,41846,43439,84077,41356,42721,1208,490,718
4,13220,東大和市,1,0～4,3018,1586,1432,2990,1574,1416,28,12,16
4,13220,東大和市,1,5～9,3653,1842,1811,3622,1831,1791,31,11,20
4,13220,東大和市,1,10～14,3891,1983,1908,3854,1959,1895,37,24,13
4,13220,東大和市,1,15～19,3948,1983,1965,3913,1963,1950,35,20,15
4,13220,東大和市,1,20～24,4164,2060,2104,4074,2014,2060,90,46,44
4,13220,東大和市,1,25～29,4098,2085,2013,3989,2022,1967,109,63,46
4,13220,東大和市,1,30～34,4227,2106,2121,4117,2042,2075,110,64,46
4,13220,東大和市,1,35～39,4790,2420,2370,4682,2373,2309,108,47,61
4,13220,東大和市,1,40～44,5515,2860,2655,5409,2821,2588,106,39,67
4,13220,東大和市,1,45～49,6821,3462,3359,6701,3422,3279,120,40,80
4,13220,東大和市,1,50～54,7229,3744,3485,7087,3713,3374,142,31,111
4,13220,東大和市,1,55～59,5937,3055,2882,5833,3025,2808,104,30,74
4,13220,東大和市,1,60～64,4579,2348,2231,4523,2331,2192,56,17,39
4,13220,東大和市,1,65～69,4601,2277,2324,4556,2259,2297,45,18,27
4,13220,東大和市,1,70～74,6118,2860,3258,6099,2855,3244,19,5,14
4,13220,東大和市,1,75～79,4772,2117,2655,4744,2109,2635,28,8,20
4,13220,東大和市,1,80～84,4051,1646,2405,4027,1633,2394,24,13,11
4,13220,東大和市,1,85～89,2662,1058,1604,2649,1056,1593,13,2,11
4,13220,東大和市,1,90～94,960,306,654,957,306,651,3,-,3
4,13220,東大和市,1,95～99,218,43,175,218,43,175,-,-,-
4,13220,東大和市,1,100以上,33,5,28,33,5,28,-,-,-
4,13220,東大和市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13221,清瀬市,0,総数,74948,36069,38879,73640,35477,38163,1308,592,716
4,13221,清瀬市,1,0～4,2566,1291,1275,2525,1270,1255,41,21,20
4,13221,清瀬市,1,5～9,2997,1518,1479,2953,1495,1458,44,23,21
4,13221,清瀬市,1,10～14,3223,1635,1588,3185,1612,1573,38,23,15
4,13221,清瀬市,1,15～19,3588,1824,1764,3547,1804,1743,41,20,21
4,13221,清瀬市,1,20～24,3931,1873,2058,3842,1819,2023,89,54,35
4,13221,清瀬市,1,25～29,3569,1697,1872,3434,1631,1803,135,66,69
4,13221,清瀬市,1,30～34,3665,1815,1850,3515,1732,1783,150,83,67
4,13221,清瀬市,1,35～39,4357,2206,2151,4230,2148,2082,127,58,69
4,13221,清瀬市,1,40～44,4769,2365,2404,4633,2310,2323,136,55,81
4,13221,清瀬市,1,45～49,5996,3075,2921,5850,3017,2833,146,58,88
4,13221,清瀬市,1,50～54,6194,3174,3020,6084,3131,2953,110,43,67
4,13221,清瀬市,1,55～59,4962,2522,2440,4864,2490,2374,98,32,66
4,13221,清瀬市,1,60～64,4092,2044,2048,4042,2028,2014,50,16,34
4,13221,清瀬市,1,65～69,4002,1958,2044,3957,1938,2019,45,20,25
4,13221,清瀬市,1,70～74,5239,2429,2810,5215,2419,2796,24,10,14
4,13221,清瀬市,1,75～79,4018,1716,2302,3999,1711,2288,19,5,14
4,13221,清瀬市,1,80～84,3825,1539,2286,3816,1537,2279,9,2,7
4,13221,清瀬市,1,85～89,2614,989,1625,2610,988,1622,4,1,3
4,13221,清瀬市,1,90～94,1025,330,695,1023,328,695,2,2,-
4,13221,清瀬市,1,95～99,267,64,203,267,64,203,-,-,-
4,13221,清瀬市,1,100以上,49,5,44,49,5,44,-,-,-
4,13221,清瀬市,1,不詳者,-,-,-,-,-,-,-,-,-
4,13222,東久留米市,0,総数,117091,56926,60165,114849,55902,58947,2242,1024,1218
4,13222,東久留米市,1,0～4,4187,2179,2008,4111,2140,1971,76,39,37
4,13222,東久留米市,1,5～9,4915,2453,2462,4832,2417,2415,83,36,47
4,13222,東久留米市,1,10～14,4838,2501,2337,4775,2470,2305,63,31,32
4,13222,東久留米市,1,15～19,5222,2671,2551,5132,2629,2503,90,42,48
4,13222,東久留米市,1,20～24,5729,2926,2803,5566,2818,2748,163,108,55
4,13222,東久留米市,1,25～29,5236,2567,2669,5006,2446,2560,230,121,109
4,13222,東久留米市,1,30～34,5764,2880,2884,5488,2737,2751,276,143,133
4,13222,東久留米市,1,35～39,6620,3366,3254,6381,3261,3120,239,105,134
4,13222,東久留米市,1,40～44,7638,3935,3703,7407,3831,3576,231,104,127
4,13222,東久留米市,1,45～49,9179,4662,4517,9004,4603,4401,175,59,116
4,13222,東久留米市,1,50～54,9543,4915,4628,9313,4831,4482,230,84,146
4,13222,東久留米市,1,55～59,7983,4086,3897,7840,4036,3804,143,50,93
4,13222,東久留米市,1,60～64,6718,3315,3403,6617,3276,3341,101,39,62
4,13222,東久留米市,1,65～69,6484,3209,3275,6412,3177,3235,72,32,40
4,13222,東久留米市,1,70～74,8367,3833,4534,8335,3816,4519,32,17,15
4,13222,東久留米市,1,75～79,6695,2904,3791,6677,2898,3779,18,6,12
4,13222,東久留米市,1,80～84,5955,2402,3553,5944,2397,3547,11,5,6
4,13222,東久留米市,1,85～89,3944,1519,2425,3939,1518,2421,5,1,4
