事業所規模,産業,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５人以上,"N 生活関連サービス業,娯楽業",令和２,2020,11月,18.8,153.9,144.2,9.7,11.8,66.1,64.5,1.6
５人以上,"N 生活関連サービス業,娯楽業",令和２,2020,12月,19,154.5,145.4,9.1,11.4,63.2,61.8,1.4
５人以上,"O 教育,学習支援業",平成27,2015,年平均,18.8,142.2,136.2,6,8.2,42.3,41.7,0.6
５人以上,"O 教育,学習支援業",平成28,2016,年平均,18.8,144,137.9,6.1,8.1,43,42.4,0.6
５人以上,"O 教育,学習支援業",平成29,2017,年平均,18.9,145.5,138.4,7.1,8.7,46.1,45.4,0.7
５人以上,"O 教育,学習支援業",平成30,2018,年平均,19.4,152.5,142,10.5,9.1,49.1,48.1,1
５人以上,"O 教育,学習支援業",平成31・令和元,2019,年平均,19.1,151.8,141.4,10.4,8,45.2,44.2,1
５人以上,"O 教育,学習支援業",令和２,2020,年平均,17.8,141.9,133.7,8.2,7.8,42.1,41.5,0.6
５人以上,"O 教育,学習支援業",令和２,2020,1月,17.2,137.9,128.8,9.1,7.8,42.7,42,0.7
５人以上,"O 教育,学習支援業",令和２,2020,2月,17.2,139.1,129.3,9.8,7.6,42.6,41.7,0.9
５人以上,"O 教育,学習支援業",令和２,2020,3月,17.7,139.9,131.3,8.6,6.3,37.4,36.7,0.7
５人以上,"O 教育,学習支援業",令和２,2020,4月,17.7,138.8,132.6,6.2,6.4,35.6,34.9,0.7
５人以上,"O 教育,学習支援業",令和２,2020,5月,17.3,134.4,129.2,5.2,6.7,37.2,36.8,0.4
５人以上,"O 教育,学習支援業",令和２,2020,6月,19.5,156.8,149,7.8,8.6,45,44.4,0.6
５人以上,"O 教育,学習支援業",令和２,2020,7月,19.5,155.2,146,9.2,8.7,44.7,44.3,0.4
５人以上,"O 教育,学習支援業",令和２,2020,8月,14.3,114.2,106.3,7.9,7.1,39.5,39,0.5
５人以上,"O 教育,学習支援業",令和２,2020,9月,17.5,140.9,131.8,9.1,8,42.9,42.4,0.5
５人以上,"O 教育,学習支援業",令和２,2020,10月,19.4,154.7,146.1,8.6,8.9,47.6,47,0.6
５人以上,"O 教育,学習支援業",令和２,2020,11月,18.4,147.7,138.8,8.9,8.4,43.9,43.4,0.5
５人以上,"O 教育,学習支援業",令和２,2020,12月,18,142.7,134.7,8,8.2,44.2,43.7,0.5
５人以上,"P 医療,福祉",平成27,2015,年平均,19.9,156.1,148.3,7.8,12.7,67.2,66,1.2
５人以上,"P 医療,福祉",平成28,2016,年平均,19.9,156.4,148.6,7.8,13,67.7,66.7,1
５人以上,"P 医療,福祉",平成29,2017,年平均,19.8,155.2,148.1,7.1,12.9,67.5,66.4,1.1
５人以上,"P 医療,福祉",平成30,2018,年平均,19.5,157.9,150.1,7.8,12.8,71.4,70.2,1.2
５人以上,"P 医療,福祉",平成31・令和元,2019,年平均,19.2,155.6,147.7,7.9,11.5,63.8,62.7,1.1
５人以上,"P 医療,福祉",令和２,2020,年平均,19.2,153.5,146.5,7,11.1,63.4,62.3,1.1
５人以上,"P 医療,福祉",令和２,2020,1月,18.5,148.7,140.6,8.1,10.3,59.4,58.3,1.1
５人以上,"P 医療,福祉",令和２,2020,2月,18.5,149.2,141.5,7.7,10.8,63.2,62.1,1.1
５人以上,"P 医療,福祉",令和２,2020,3月,19.2,153.3,145.4,7.9,10.8,63.2,62,1.2
５人以上,"P 医療,福祉",令和２,2020,4月,20,156.3,149.3,7,11.2,63.6,62.5,1.1
５人以上,"P 医療,福祉",令和２,2020,5月,18.2,144.9,139,5.9,9.8,55.4,54.3,1.1
５人以上,"P 医療,福祉",令和２,2020,6月,19.8,157.7,151.6,6.1,11.4,60.8,59.8,1
５人以上,"P 医療,福祉",令和２,2020,7月,20,159.3,152.8,6.5,11.9,65,63.9,1.1
５人以上,"P 医療,福祉",令和２,2020,8月,19,152.2,145.5,6.7,11.7,65,63.9,1.1
５人以上,"P 医療,福祉",令和２,2020,9月,19.2,153.3,146.7,6.6,11.7,67.2,66.1,1.1
５人以上,"P 医療,福祉",令和２,2020,10月,19.9,159.3,152.2,7.1,11.6,67.4,66.2,1.2
５人以上,"P 医療,福祉",令和２,2020,11月,19.2,154.6,147.4,7.2,11.5,66,64.7,1.3
５人以上,"P 医療,福祉",令和２,2020,12月,19.2,152.9,145.9,7,11.1,66.2,64.9,1.3
５人以上,Q 複合サービス事業,平成27,2015,年平均,18.8,153.7,144.7,9,16.3,111.2,108.9,2.3
５人以上,Q 複合サービス事業,平成28,2016,年平均,18.6,152.1,143.5,8.6,16.6,114.3,112,2.3
５人以上,Q 複合サービス事業,平成29,2017,年平均,18.8,152.7,144.4,8.3,18.5,127.3,125.1,2.2
５人以上,Q 複合サービス事業,平成30,2018,年平均,19.1,161.6,146.9,14.7,17.8,111,104.7,6.3
５人以上,Q 複合サービス事業,平成31・令和元,2019,年平均,18.5,156.1,142.4,13.7,17.5,106.9,101.1,5.8
５人以上,Q 複合サービス事業,令和２,2020,年平均,18.5,152.7,142.5,10.2,17.3,102.8,97.3,5.5
５人以上,Q 複合サービス事業,令和２,2020,1月,17.9,150.1,136.6,13.5,17,104.4,98.7,5.7
５人以上,Q 複合サービス事業,令和２,2020,2月,16.8,139.1,128.4,10.7,16.3,97.6,93,4.6
５人以上,Q 複合サービス事業,令和２,2020,3月,19.1,159.4,146.5,12.9,17.9,110.3,104.4,5.9
５人以上,Q 複合サービス事業,令和２,2020,4月,19.3,157.4,148.3,9.1,17.5,103.6,98.5,5.1
５人以上,Q 複合サービス事業,令和２,2020,5月,16.9,134.4,126.4,8,16.4,95.1,91.1,4
５人以上,Q 複合サービス事業,令和２,2020,6月,19.8,162.6,154.1,8.5,17.8,104.1,99.3,4.8
５人以上,Q 複合サービス事業,令和２,2020,7月,19.5,160.5,149.8,10.7,18.3,107.6,101.3,6.3
５人以上,Q 複合サービス事業,令和２,2020,8月,17.4,142.9,134.9,8,16.8,94.6,90.4,4.2
５人以上,Q 複合サービス事業,令和２,2020,9月,18.2,149.4,139.9,9.5,16.9,98.2,93.7,4.5
５人以上,Q 複合サービス事業,令和２,2020,10月,19.9,164.3,154.7,9.6,18,103.9,98.8,5.1
５人以上,Q 複合サービス事業,令和２,2020,11月,17.9,147,137.4,9.6,16.7,101.9,94.2,7.7
５人以上,Q 複合サービス事業,令和２,2020,12月,19.6,164.5,152.5,12,18.6,111,103.2,7.8
５人以上,R サービス業（他に分類されないもの）,平成27,2015,年平均,19.4,162.2,147.2,15,15.8,96,92.2,3.8
５人以上,R サービス業（他に分類されないもの）,平成28,2016,年平均,19.4,162.2,148.2,14,15.9,95.3,92.3,3
５人以上,R サービス業（他に分類されないもの）,平成29,2017,年平均,19.4,160.9,147.5,13.4,15.7,92.7,90.3,2.4
５人以上,R サービス業（他に分類されないもの）,平成30,2018,年平均,19.3,158.8,146.9,11.9,15.6,99.3,94.9,4.4
５人以上,R サービス業（他に分類されないもの）,平成31・令和元,2019,年平均,18.9,155.5,142.5,13,15,96.5,92.6,3.9
５人以上,R サービス業（他に分類されないもの）,令和２,2020,年平均,18.6,149.3,137.4,11.9,14.6,89.2,86.2,3
５人以上,R サービス業（他に分類されないもの）,令和２,2020,1月,18.2,147.9,135.1,12.8,14.4,88.3,84.9,3.4
５人以上,R サービス業（他に分類されないもの）,令和２,2020,2月,18.1,145.4,132.4,13,14.2,87.8,84.5,3.3
５人以上,R サービス業（他に分類されないもの）,令和２,2020,3月,18.8,150.4,137.8,12.6,14,84.1,81.4,2.7
５人以上,R サービス業（他に分類されないもの）,令和２,2020,4月,18.7,151.6,140.6,11,13.6,80.9,78.6,2.3
５人以上,R サービス業（他に分類されないもの）,令和２,2020,5月,16.6,131.8,123,8.8,13.3,84.6,81.7,2.9
５人以上,R サービス業（他に分類されないもの）,令和２,2020,6月,19.3,154,143.1,10.9,15,90.8,88.3,2.5
５人以上,R サービス業（他に分類されないもの）,令和２,2020,7月,19.4,155.4,143.2,12.2,15.4,94.8,91.8,3
５人以上,R サービス業（他に分類されないもの）,令和２,2020,8月,17.8,143.4,131.9,11.5,14.8,91.2,88.2,3
５人以上,R サービス業（他に分類されないもの）,令和２,2020,9月,18.5,148,136,12,15.2,94.3,91,3.3
５人以上,R サービス業（他に分類されないもの）,令和２,2020,10月,19.6,157.2,144.6,12.6,15.6,95.4,92.3,3.1
５人以上,R サービス業（他に分類されないもの）,令和２,2020,11月,18.8,154.8,141.7,13.1,14.9,90.6,87.5,3.1
５人以上,R サービス業（他に分類されないもの）,令和２,2020,12月,18.9,152,139.3,12.7,14.8,88.5,85.7,2.8
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年年報,,,,,,,,,,,,
第７－１表　産業、就業形態別常用労働者の１人平均月間出勤日数及び実労働時間　（事業所規模５人以上）,,,,,,,,,,,,
