規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
30人以上,平成26,2014,年平均,100.3,0.3,91.5,108,94.9,108.6,83.4,93.1,95.9,92.7,115.5,101.1,131.6,93.7,113.7,87.5,104.1
30人以上,平成27,2015,年平均,100,-0.3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,94.3,-5.7,91.5,96.9,111.2,96.6,94,91.1,96.5,96.5,95.9,105.1,58,98.4,98.9,78.4,91.8
30人以上,平成29,2017,年平均,92.2,-2.2,105,98.2,87.9,87.1,91,88.5,92.6,91.7,97.8,122.6,71.6,108.5,91.3,82.9,83.3
30人以上,平成30,2018,年平均,91,-1.3,112.3,110.4,97,74.2,91.8,89.3,84,101.1,90.6,126.6,99.2,160.5,105.8,153.3,82.5
30人以上,平成31・令和元,2019,年平均,96.4,5.9,112.3,107.2,112,84.8,106.1,96.7,89.8,101.7,94.6,120.6,80.6,161.3,99.3,142.5,90.3
30人以上,令和元,2019,5月,96.3,4.8,117.7,106.9,116,78.1,106.1,97,85,104.1,100.6,122.2,86.4,164.3,93.3,153.8,94.3
30人以上,令和元,2019,6月,95.6,2.5,109.3,103.8,ｘ,86.1,104,96,93.5,104.8,93.2,123.8,80.6,135.7,110,120.8,87
30人以上,令和元,2019,7月,96.3,7.5,111.5,103.8,ｘ,89.6,98.5,97,96.5,104.1,85.8,112.7,80.6,154.8,103.3,121.7,91.9
30人以上,令和元,2019,8月,91.9,7.9,105.3,103.1,84,83.6,100,94.1,94.5,95.9,82.4,112.7,74.8,109.5,100,96.2,88.6
30人以上,令和元,2019,9月,95.6,11.3,108.4,102.3,118.4,89.1,103.5,94.1,90.5,97.9,92,120.6,76.7,161.9,93.3,155.7,88.6
30人以上,令和元,2019,10月,99.3,7.2,108.4,100.8,128.8,93,108.6,102,93.5,110.3,104,107.9,77.7,161.9,101.7,136.8,90.2
30人以上,令和元,2019,11月,98.5,2.3,111.5,101.5,101.8,85.6,106.1,102,97.5,107.6,98.9,120.6,69.9,171.4,100,169.8,94.3
30人以上,令和元,2019,12月,94.8,4.1,103.1,105.3,74.8,84.1,111.1,95,90.5,95.2,97.2,125.4,83.5,145.2,98.3,155.7,86.2
30人以上,令和２,2020,1月,92.6,2.4,94.7,93.9,103.1,81.6,104,97,93,91,85.2,119,100,131,108.3,154.7,87
30人以上,令和２,2020,2月,94.1,-1.6,103.1,94.7,111,83.1,116.7,95,93,92.4,88.6,92.1,93.2,140.5,106.7,116,84.6
30人以上,令和２,2020,3月,94.1,-5.2,103.5,90.1,133.1,89.6,117.7,95,100.5,97.2,90.9,69.8,57.3,126.2,100,140.6,80.5
30人以上,令和２,2020,4月,84.4,-18.6,100.4,82.4,85.9,79.6,102,85.1,101,87.6,79,39.7,35.9,97.6,98.3,106.6,69.9
30人以上,令和２,2020,5月,71.1,-26.2,81,71.8,81.6,68.2,72.2,71.3,86,69.7,72.7,17.5,33,78.6,86.7,100,61.8
30人以上,令和２,2020,5月（前年同月比（％））,－,－,-31.2,-32.8,-29.7,-12.7,-32,-26.5,1.2,-33,-27.7,-85.7,-61.8,-52.2,-7.1,-35,-34.5
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年５月分,,,,,,,,,,,,,,,,,,,,
第19表　規模、産業別労働時間指数（所定外労働時間）,,,,,,,,,,,,,,,,,,,,
（平成２７年平均＝100）,,,,,,,,,,,,,,,,,,,,
