規模,和暦年,西暦年,年平均・月・前年同月比,調査産業計,調査産業計／前年比・前年同月比（％）,建設業,製造業,電気・ガス・熱供給・水道業,情報通信業,運輸業，郵便業,卸売業，小売業,金融業，保険業,不動産業，物品賃貸業,学術研究，専門・技術サービス業,宿泊業，飲食サービス業,生活関連サービス業，娯楽業,教育，学習支援業,医療，福祉,複合サービス事業,サービス業（他に分類されないもの）
５人以上,令和２,2020,3月,100.1,-0.8,106.2,98.6,114.9,105.9,91.4,105.8,103.9,97,105.1,82.3,105.6,95.7,100.6,103.1,99.1
５人以上,令和２,2020,4月,101,-1.2,104.4,100,109.9,106.4,90.8,106.4,104.9,100.5,107,75.3,106.9,102.1,101.6,103.9,99.2
５人以上,令和２,2020,5月,98.5,-1.8,101.7,98,107.5,102,86.8,105.1,100.6,98.3,104.7,71.4,100.2,98.6,98.2,99.9,96.8
５人以上,令和２,2020,6月,99.9,-0.7,101.1,97.6,106.8,104.1,86.5,106.4,102.6,98.7,104,78.8,107.1,95.4,101.1,99.8,99.3
５人以上,令和２,2020,7月,100.5,-0.7,104.4,100.3,107.8,104.9,86.4,106.5,104.6,98.2,102.5,81.9,106,96.6,100.4,104.2,99.9
５人以上,令和２,2020,8月,99.9,-1.3,103.2,100.7,108.1,105.2,85.5,106.7,101.9,99.1,100.8,81.4,100.8,93.6,101.4,104.8,98.2
５人以上,令和２,2020,8月（前年同月比（％））,－,－,-3.9,-0.3,-2.6,-0.3,-11.9,-1.2,-1.8,4.3,-5.4,-9.3,4.7,-3.4,1.4,1.5,-2
30人以上,平成26,2014,年平均,99.8,-0.4,99.6,99.8,99.4,100.4,100.6,98.7,99.3,97.1,99,103.1,108.2,98.4,101.4,96.8,99.9
30人以上,平成27,2015,年平均,100,0.2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
30人以上,平成28,2016,年平均,99.7,-0.3,99.6,99.8,106.9,100.4,101.1,98.9,99.1,100.6,101.5,102.1,86.7,101.9,97.2,104,98.5
30人以上,平成29,2017,年平均,100.1,0.4,101.1,100.9,107.9,101.3,101.1,102.4,98.1,103.5,98.3,99,84.6,102,98.4,99.6,96
30人以上,平成30,2018,年平均,100.6,0.5,95.7,101,116.3,102.6,97,109.7,101.9,104.9,99.6,105.3,92,99.1,101.4,114,95.9
30人以上,平成31・令和元,2019,年平均,100.7,0.1,105.5,101.7,118.6,104.8,96,105.1,104,101.5,105.1,96.8,92.1,95.5,100.1,102.4,98.6
30人以上,令和元,2019,8月,101.1,0.5,106.3,102.1,112,105.9,93.9,106.2,104.8,101.5,103.8,96.1,89.9,96.4,100.7,100.4,100.2
30人以上,令和元,2019,9月,101.2,0.1,103.8,102.4,115.2,106.1,93,106.6,106.5,103.5,103,96.7,89.1,97.3,99,103.1,99.9
30人以上,令和元,2019,10月,101.5,0,104.2,103.6,119.3,107.2,97.9,107.2,105.5,103,105.7,95.6,91.7,90.5,100.6,101.7,99.2
30人以上,令和元,2019,11月,100.8,-1.1,105.1,103.1,113,105.2,96.1,107,103.3,102.4,105.5,96.1,82.5,92.5,99.4,100.6,100.2
30人以上,令和元,2019,12月,100.4,-1,104.5,103.6,105.1,103.8,96.6,106,101.1,101,105.3,96.3,88.9,94.3,100.3,101.3,98.8
30人以上,令和２,2020,1月,99.4,0.5,106.2,97.7,108.5,102.8,89.3,105.6,104.1,101.2,102.3,97.2,111.4,91.3,100.2,100.3,98.2
30人以上,令和２,2020,2月,99.7,0.1,104.9,97.9,109.3,102.7,95.7,107.7,104.6,98.9,101.9,88,109.2,92,101.9,99.4,94.3
30人以上,令和２,2020,3月,99.9,-1.2,104.4,98,113.5,105.7,88.7,106.6,104.9,99.5,102,87.6,107.8,95.4,101.3,99.1,96.6
30人以上,令和２,2020,4月,101,-1.5,102.7,99.4,107.5,106.2,87.8,107.2,106.1,102.1,103.6,79.4,110,102.6,102.7,99.9,97.8
30人以上,令和２,2020,5月,98,-2.3,100,96.9,105.8,101.5,83.8,106,101.2,100.4,101.4,78.1,100.9,97.9,99.3,96,94.4
30人以上,令和２,2020,6月,99,-1.5,97.3,96,105.4,103.8,83,106.7,103.4,100.2,101.8,81.2,107.3,94.5,101.5,96.1,98
30人以上,令和２,2020,7月,99.8,-0.9,101.1,99,106.6,103.5,83.1,108,106.2,99.4,100.8,83.8,109.8,94.2,99.5,102.1,99.1
30人以上,令和２,2020,8月,99.3,-1.8,100.1,100.1,106.9,104,82,108.3,103.1,100.6,100,84.5,105.6,89.5,101.3,102.3,97.9
30人以上,令和２,2020,8月（前年同月比（％））,－,－,-5.8,-2,-4.6,-1.8,-12.7,2,-1.6,-0.9,-3.7,-12.1,17.5,-7.2,0.6,1.9,-2.3
,,,,,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）令和２年８月分,,,,,,,,,,,,,,,,,,,,
第13表　規模、産業別名目賃金指数（きまって支給する給与）,,,,,,,,,,,,,,,,,,,,
（平成２７年平均＝100）,,,,,,,,,,,,,,,,,,,,
