採水日,対象物質,下水排除基準,定量下限値,5街区／青果棟,6街区／水産仲卸売場棟／西,6街区／水産仲卸売場棟／東,6街区／加工パッケージ棟,7街区／水産卸売場棟
2017-08-29（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-08-29（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-08-29（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-08-29（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-08-29（火）,pH,5を超え9未満,－,,8.1,7.8,7.4,6.6
2017-09-05（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-05（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-09-05（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-05（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-05（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-09-05（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-09-05（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-09-05（火）,pH,5を超え9未満,－,,7.8,8.1,8.1,7
2017-09-12（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-12（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-09-12（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-12（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-12（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-09-12（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-09-12（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-09-12（火）,pH,5を超え9未満,－,,8,7.4,7.5,7.1
2017-09-19（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-19（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-09-19（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-19（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-19（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-09-19（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-09-19（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-09-19（火）,pH,5を超え9未満,－,,7.2,7.5,7.1,7.8
2017-09-26（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-26（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-09-26（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-26（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-09-26（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-09-26（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-09-26（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-09-26（火）,pH,5を超え9未満,－,,7.6,7.6,7.3,7.8
2017-10-03（火）,ベンゼン（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-03（火）,シアン（mg/L）,1,0.1,,,不検出,不検出,
2017-10-03（火）,ヒ素（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-03（火）,鉛（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-03（火）,水銀（mg/L）,0.005,0.0005,,,不検出,不検出,
2017-10-03（火）,六価クロム（mg/L）,0.5,0.05,,,不検出,不検出,
2017-10-03（火）,カドミウム（mg/L）,0.03,0.003,,,不検出,不検出,
2017-10-03（火）,pH,5を超え9未満,－,,,8.2,8,
2017-10-10（火）,ベンゼン（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-10（火）,シアン（mg/L）,1,0.1,,,不検出,不検出,
2017-10-10（火）,ヒ素（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-10（火）,鉛（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-10（火）,水銀（mg/L）,0.005,0.0005,,,不検出,不検出,
2017-10-10（火）,六価クロム（mg/L）,0.5,0.05,,,不検出,不検出,
2017-10-10（火）,カドミウム（mg/L）,0.03,0.003,,,不検出,不検出,
2017-10-10（火）,pH,5を超え9未満,－,,,8,7.5,
2017-10-17（火）,ベンゼン（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-17（火）,シアン（mg/L）,1,0.1,,,不検出,不検出,
2017-10-17（火）,ヒ素（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-17（火）,鉛（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-17（火）,水銀（mg/L）,0.005,0.0005,,,不検出,不検出,
2017-10-17（火）,六価クロム（mg/L）,0.5,0.05,,,不検出,不検出,
2017-10-17（火）,カドミウム（mg/L）,0.03,0.003,,,不検出,不検出,
2017-10-17（火）,pH,5を超え9未満,－,,,7.7,7.4,
2017-10-24（火）,ベンゼン（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-24（火）,シアン（mg/L）,1,0.1,,,不検出,不検出,
2017-10-24（火）,ヒ素（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-24（火）,鉛（mg/L）,0.1,0.01,,,不検出,不検出,
2017-10-24（火）,水銀（mg/L）,0.005,0.0005,,,不検出,不検出,
2017-10-24（火）,六価クロム（mg/L）,0.5,0.05,,,不検出,不検出,
2017-10-24（火）,カドミウム（mg/L）,0.03,0.003,,,不検出,不検出,
2017-10-24（火）,pH,5を超え9未満,－,,,7,7.4,
2017-10-31（火）※5街区は30日,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,
2017-10-31（火）※5街区は30日,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,
2017-10-31（火）※5街区は30日,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,
2017-10-31（火）※5街区は30日,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,
2017-10-31（火）※5街区は30日,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,
2017-10-31（火）※5街区は30日,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,
2017-10-31（火）※5街区は30日,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,
2017-10-31（火）※5街区は30日,pH,5を超え9未満,－,6.3,7.5,7,7.4,
2017-11-07（火）※5街区は6日,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-07（火）※5街区は6日,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-11-07（火）※5街区は6日,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-07（火）※5街区は6日,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-07（火）※5街区は6日,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-11-07（火）※5街区は6日,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-11-07（火）※5街区は6日,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-11-07（火）※5街区は6日,pH,5を超え9未満,－,6.5,7.2,7.2,7.9,7.7
2017-11-14（火）※5街区は13日,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-14（火）※5街区は13日,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-11-14（火）※5街区は13日,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-14（火）※5街区は13日,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-14（火）※5街区は13日,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-11-14（火）※5街区は13日,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-11-14（火）※5街区は13日,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-11-14（火）※5街区は13日,pH,5を超え9未満,－,6,7.1,7.1,7.3,7
2017-11-21（火）※5街区は20日,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-21（火）※5街区は20日,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-11-21（火）※5街区は20日,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-21（火）※5街区は20日,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-21（火）※5街区は20日,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-11-21（火）※5街区は20日,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-11-21（火）※5街区は20日,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-11-21（火）※5街区は20日,pH,5を超え9未満,－,7.1,7.2,7.2,7.1,6.6
2017-11-28（火）※5街区は27日,ベンゼン（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-28（火）※5街区は27日,シアン（mg/L）,1,0.1,不検出,不検出,不検出,不検出,不検出
2017-11-28（火）※5街区は27日,ヒ素（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-28（火）※5街区は27日,鉛（mg/L）,0.1,0.01,不検出,不検出,不検出,不検出,不検出
2017-11-28（火）※5街区は27日,水銀（mg/L）,0.005,0.0005,不検出,不検出,不検出,不検出,不検出
2017-11-28（火）※5街区は27日,六価クロム（mg/L）,0.5,0.05,不検出,不検出,不検出,不検出,不検出
2017-11-28（火）※5街区は27日,カドミウム（mg/L）,0.03,0.003,不検出,不検出,不検出,不検出,不検出
2017-11-28（火）※5街区は27日,pH,5を超え9未満,－,7.9,7.2,7.2,7.1,6.7
2017-12-05（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-12-05（火）,シアン（mg/L）,1,0.1,,不検出,不検出,不検出,不検出
2017-12-05（火）,ヒ素（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-12-05（火）,鉛（mg/L）,0.1,0.01,,不検出,不検出,不検出,不検出
2017-12-05（火）,水銀（mg/L）,0.005,0.0005,,不検出,不検出,不検出,不検出
2017-12-05（火）,六価クロム（mg/L）,0.5,0.05,,不検出,不検出,不検出,不検出
2017-12-05（火）,カドミウム（mg/L）,0.03,0.003,,不検出,不検出,不検出,不検出
2017-12-05（火）,pH,5を超え9未満,－,,7,6.6,7.1,6.9
2017-12-12（火）※6街区は15日,ベンゼン（mg/L）,0.1,0.01,,不検出,,,不検出
2017-12-12（火）※6街区は15日,シアン（mg/L）,1,0.1,,不検出,,,不検出
2017-12-12（火）※6街区は15日,ヒ素（mg/L）,0.1,0.01,,不検出,,,不検出
2017-12-12（火）※6街区は15日,鉛（mg/L）,0.1,0.01,,不検出,,,不検出
2017-12-12（火）※6街区は15日,水銀（mg/L）,0.005,0.0005,,不検出,,,不検出
2017-12-12（火）※6街区は15日,六価クロム（mg/L）,0.5,0.05,,不検出,,,不検出
2017-12-12（火）※6街区は15日,カドミウム（mg/L）,0.03,0.003,,不検出,,,不検出
2017-12-12（火）※6街区は15日,pH,5を超え9未満,－,,7.3,,,6.8
2017-12-20（水）,ベンゼン（mg/L）,0.1,0.01,,不検出,,,
2017-12-20（水）,シアン（mg/L）,1,0.1,,不検出,,,
2017-12-20（水）,ヒ素（mg/L）,0.1,0.01,,不検出,,,
2017-12-20（水）,鉛（mg/L）,0.1,0.01,,不検出,,,
2017-12-20（水）,水銀（mg/L）,0.005,0.0005,,不検出,,,
2017-12-20（水）,六価クロム（mg/L）,0.5,0.05,,不検出,,,
2017-12-20（水）,カドミウム（mg/L）,0.03,0.003,,不検出,,,
2017-12-20（水）,pH,5を超え9未満,－,,7,,,
2017-12-25（月）,ベンゼン（mg/L）,0.1,0.01,,不検出,,,
2017-12-25（月）,シアン（mg/L）,1,0.1,,不検出,,,
2017-12-25（月）,ヒ素（mg/L）,0.1,0.01,,不検出,,,
2017-12-25（月）,鉛（mg/L）,0.1,0.01,,不検出,,,
2017-12-25（月）,水銀（mg/L）,0.005,0.0005,,不検出,,,
2017-12-25（月）,六価クロム（mg/L）,0.5,0.05,,不検出,,,
2017-12-25（月）,カドミウム（mg/L）,0.03,0.003,,不検出,,,
2017-12-25（月）,pH,5を超え9未満,－,,6.8,,,
2018-01-04（木）,ベンゼン（mg/L）,0.1,0.01,,不検出,,,
2018-01-04（木）,シアン（mg/L）,1,0.1,,不検出,,,
2018-01-04（木）,ヒ素（mg/L）,0.1,0.01,,不検出,,,
2018-01-04（木）,鉛（mg/L）,0.1,0.01,,不検出,,,
2018-01-04（木）,水銀（mg/L）,0.005,0.0005,,不検出,,,
2018-01-04（木）,六価クロム（mg/L）,0.5,0.05,,不検出,,,
2018-01-04（木）,カドミウム（mg/L）,0.03,0.003,,不検出,,,
2018-01-04（木）,pH,5を超え9未満,－,,7.2,,,
2018-01-09（火）,ベンゼン（mg/L）,0.1,0.01,,不検出,,,
2018-01-09（火）,シアン（mg/L）,1,0.1,,不検出,,,
2018-01-09（火）,ヒ素（mg/L）,0.1,0.01,,不検出,,,
2018-01-09（火）,鉛（mg/L）,0.1,0.01,,不検出,,,
2018-01-09（火）,水銀（mg/L）,0.005,0.0005,,不検出,,,
2018-01-09（火）,六価クロム（mg/L）,0.5,0.05,,不検出,,,
2018-01-09（火）,カドミウム（mg/L）,0.03,0.003,,不検出,,,
2018-01-09（火）,pH,5を超え9未満,－,,7.4,,,
