地域階層,地域コード,地域,平成12年中／増減,平成12年中／転入,平成12年中／転出,平成13年中／増減,平成13年中／転入,平成13年中／転出,平成14年中／増減,平成14年中／転入,平成14年中／転出,平成15年中／増減,平成15年中／転入,平成15年中／転出,平成16年中／増減,平成16年中／転入,平成16年中／転出
4,13201,八王子市,2817,16236,13419,2999,16406,13407,2713,15898,13185,3186,16351,13165,3738,16422,12684
4,13202,立川市,421,4787,4366,619,4784,4165,653,4661,4008,754,4787,4033,623,4633,4010
4,13203,武蔵野市,637,5438,4801,941,5381,4440,755,5145,4390,762,5239,4477,1134,5106,3972
4,13204,三鷹市,1004,6554,5550,1283,6478,5195,1141,6349,5208,1017,6266,5249,974,5922,4948
4,13205,青梅市,-175,2070,2245,337,2325,1988,112,2250,2138,-116,2053,2169,121,2270,2149
4,13206,府中市,968,7437,6469,1388,8021,6633,2189,8629,6440,2323,8821,6498,2669,8844,6175
4,13207,昭島市,240,2204,1964,154,2087,1933,281,2191,1910,20,2087,2067,-27,1909,1936
4,13208,調布市,1745,8357,6612,1451,8041,6590,1539,7963,6424,1436,8010,6574,2076,8121,6045
4,13209,町田市,4120,17968,13848,4320,17951,13631,5384,18666,13282,4845,18171,13326,3211,16374,13163
4,13210,小金井市,759,4753,3994,641,4518,3877,769,4543,3774,806,4425,3619,785,4315,3530
4,13211,小平市,1038,6600,5562,1386,6844,5458,1352,6540,5188,920,5998,5078,1136,6021,4885
4,13212,日野市,412,4997,4585,572,5163,4591,572,5054,4482,995,5236,4241,673,4906,4233
4,13213,東村山市,212,4021,3809,62,3826,3764,332,3960,3628,370,4039,3669,58,3770,3712
4,13214,国分寺市,1191,4706,3515,1114,4703,3589,943,4483,3540,784,4316,3532,904,4219,3315
4,13215,国立市,303,2583,2280,306,2550,2244,247,2469,2222,267,2471,2204,475,2463,1988
4,13218,福生市,14,1170,1156,126,1229,1103,0,1057,1057,-123,986,1109,146,1121,975
4,13219,狛江市,172,3068,2896,260,3122,2862,544,3155,2611,231,2932,2701,355,2844,2489
4,13220,東大和市,26,1372,1346,155,1375,1220,22,1310,1288,-47,1255,1302,-62,1303,1365
4,13221,清瀬市,-161,1956,2117,270,2158,1888,319,2247,1928,599,2469,1870,1154,2962,1808
4,13222,東久留米市,-96,3112,3208,205,3355,3150,-260,2874,3134,166,2984,2818,140,2948,2808
4,13223,武蔵村山市,-431,978,1409,-317,1169,1486,-88,1007,1095,-171,997,1168,26,999,973
4,13224,多摩市,97,4263,4166,-41,4110,4151,273,4195,3922,432,4305,3873,295,4023,3728
4,13225,稲城市,549,2946,2397,442,2767,2325,768,2991,2223,1029,3281,2252,757,3010,2253
4,13227,羽村市,-198,982,1180,-130,1084,1214,143,1138,995,63,1076,1013,145,1165,1020
4,13228,あきる野市,232,1185,953,227,1077,850,109,1018,909,82,948,866,22,867,845
4,13229,西東京市,167,6185,6018,911,6299,5388,564,5875,5311,983,6303,5320,1171,6030,4859
1,13550,町村部,-184,1499,1683,-269,1413,1682,62,1527,1465,-182,1362,1544,-210,1276,1486
2,13300,郡部,-127,590,717,-148,605,753,31,646,615,-70,614,684,-107,575,682
4,13303,瑞穂町,-117,379,496,-113,388,501,63,440,377,-34,417,451,-59,402,461
4,13305,日の出町,0,168,168,-7,166,173,-45,126,171,-19,142,161,-50,102,152
4,13307,檜原村,-12,9,21,2,15,13,-1,15,16,-20,16,36,8,28,20
4,13308,奥多摩町,2,34,32,-30,36,66,14,65,51,3,39,36,-6,43,49
2,13350,島部,-57,909,966,-121,808,929,31,881,850,-112,748,860,-103,701,804
3,13360,大島支庁,-33,356,389,-28,335,363,73,405,332,-39,335,374,-13,306,319
4,13361,大島町,-6,257,263,-35,213,248,21,248,227,-25,219,244,-30,199,229
4,13362,利島村,-7,7,14,14,21,7,2,14,12,0,11,11,-1,6,7
4,13363,新島村,-2,67,69,-15,60,75,48,95,47,-13,67,80,6,53,47
4,13364,神津島村,-18,25,43,8,41,33,2,48,46,-1,38,39,12,48,36
3,13380,三宅支庁,-4,84,88,-75,18,93,-45,16,61,-38,19,57,-19,20,39
4,13381,三宅村,-18,69,87,-80,3,83,-48,6,54,-46,0,46,-17,1,18
4,13382,御蔵島村,14,15,1,5,15,10,3,10,7,8,19,11,-2,19,21
3,13400,八丈支庁,19,267,248,-43,249,292,20,275,255,-26,232,258,-16,227,243
4,13401,八丈町,19,255,236,-54,229,283,24,270,246,-29,216,245,-8,216,224
4,13402,青ヶ島村,0,12,12,11,20,9,-4,5,9,3,16,13,-8,11,19
3,13420,小笠原支庁,-39,202,241,25,206,181,-17,185,202,-9,162,171,-55,148,203
4,13421,小笠原村,-39,202,241,25,206,181,-17,185,202,-9,162,171,-55,148,203
,,,,,,,,,,,,,,,,,
人口の動き（平成16年中）,,,,,,,,,,,,,,,,,
第12表　区市町村別他県との移動による社会動態　（平成12年～16年）,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,,
