項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年増加率（％）,第1階層／実数（円）,第2階層／実数（円）,第3階層／実数（円）,第4階層／実数（円）,第5階層／実数（円）,第6階層／実数（円）,第7階層／実数（円）
2,7,9,4,4,877 878 881-886,884,文化施設入場料,360,8.1,275,336,253,265,359,495,529
2,7,9,4,4,877 878 881-886,886,遊園地入場・乗物代,462,-6.9,210,224,626,592,432,624,516
2,7,9,4,4,877 878 881-886,885,他の入場・ゲーム代,640,2.4,428,317,571,575,918,820,858
2,7,9,4,4,0,888,諸会費,228,-6.2,234,75,131,188,359,298,325
2,7,9,4,4,0,887,写真撮影・プリント代,503,-11.6,204,666,288,713,297,383,953
2,7,9,4,4,0,88X,教養娯楽賃借料,156,11.4,97,41,61,226,170,284,219
2,7,9,4,4,0,88Y,インターネット接続料,2727,-1.8,1823,2376,2792,2660,2957,3027,3443
2,7,9,4,4,0,889,他の教養娯楽サービスのその他,1184,9.5,480,736,648,581,1827,1348,2647
2,4,10,0,0,0,0,その他の消費支出,51873,-1.1,35469,39895,38708,46134,62771,73683,66653
2,5,10,1,0,0,0,諸雑費,26428,4.3,19036,23020,21795,23877,26137,36126,34951
2,6,10,1,1,0,0,理美容サービス,3787,6.6,2916,3298,2934,3631,4023,4678,5005
2,7,10,1,1,0,890,温泉・銭湯入浴料,181,-1.6,144,206,99,178,198,209,236
2,7,10,1,1,0,891,理髪料,399,13.4,445,270,370,441,458,378,424
2,7,10,1,1,0,892,パーマネント代,141,-16.1,179,102,125,89,164,105,221
2,7,10,1,1,0,894,カット代,627,21.3,428,530,465,630,770,777,785
2,7,10,1,1,0,899,他の理美容代,2438,4.5,1721,2190,1876,2293,2434,3209,3339
2,6,10,1,2,0,0,理美容用品,5857,5.6,4799,5872,4952,5709,6279,6682,6692
2,7,10,1,2,0,900,理美容用電気器具,183,-6.2,108,307,141,134,227,202,167
2,7,10,1,2,0,901,歯ブラシ,197,11.9,147,199,179,163,210,255,224
2,7,10,1,2,0,903,他の理美容用品,258,26.5,175,170,176,449,294,261,263
2,7,10,1,2,904-915,0,石けん類・化粧品,5219,5,4369,5196,4456,4962,5548,5964,6037
2,7,10,1,2,904-915,904,浴用・洗顔石けん,640,0.9,426,585,667,714,696,704,681
2,7,10,1,2,904-915,905,シャンプー,389,0.5,294,350,377,420,426,408,445
2,7,10,1,2,904-915,908,ヘアリンス・ヘアトリートメント,266,-4.3,181,225,176,323,309,302,344
2,7,10,1,2,904-915,906,歯磨き,277,2.6,269,295,237,217,280,364,274
2,7,10,1,2,904-915,907,整髪・養毛剤,219,-9.1,227,248,249,167,184,246,209
2,7,10,1,2,904-915,909,化粧クリーム,507,7.9,527,520,316,481,457,728,519
2,7,10,1,2,904-915,910,化粧水,371,-2.1,380,356,266,253,397,439,511
2,7,10,1,2,904-915,914,乳液,150,12.8,168,139,85,199,199,125,139
2,7,10,1,2,904-915,911,ファンデーション,223,0,142,177,158,201,203,322,360
2,7,10,1,2,904-915,912,口紅,126,3.3,89,74,98,162,138,157,166
2,7,10,1,2,904-915,915,ヘアカラーリング剤,126,5.9,147,97,136,134,135,95,137
2,7,10,1,2,904-915,913,他の化粧品,1926,12.1,1519,2131,1690,1692,2125,2072,2252
2,6,10,1,3,0,0,身の回り用品,3408,18.8,2307,2501,2979,2550,2479,5644,5387
2,7,10,1,3,0,920,傘,173,17.7,85,135,153,185,220,182,240
2,7,10,1,3,924-927,0,かばん類,1211,-10.2,919,974,720,1122,917,2366,1491
2,7,10,1,3,924-927,924,ハンドバッグ,625,-10.5,595,288,443,470,482,1463,660
2,7,10,1,3,924-927,925,通学用かばん,98,-22.8,6,122,68,235,53,11,187
2,7,10,1,3,924-927,926,旅行用かばん,144,-17.2,79,193,48,58,48,359,237
2,7,10,1,3,924-927,927,他のバッグ,343,-2,239,371,162,358,334,533,408
2,7,10,1,3,0,928,装身具,669,73.8,627,624,957,439,373,736,939
2,7,10,1,3,0,930,腕時計,405,94.7,210,242,175,91,164,653,1250
2,7,10,1,3,0,932,他の身の回り用品,755,9.9,342,521,861,670,791,1391,726
2,7,10,1,3,0,935,身の回り用品関連サービス,195,112,123,5,112,44,13,315,741
2,6,10,1,4,0,940,たばこ,805,-0.9,724,626,1484,990,807,494,487
2,6,10,1,5,0,0,他の諸雑費,12572,0.1,8290,10722,9445,10996,12549,18629,17380
2,7,10,1,5,0,950,信仰・祭祀費,543,-15.9,569,544,440,403,447,965,469
2,7,10,1,5,0,955,祭具・墓石,123,64,101,63,26,76,57,504,41
2,7,10,1,5,0,956,婚礼関係費,-,-,-,-,-,-,-,-,-
2,7,10,1,5,0,957,葬儀関係費,407,-76.2,590,173,420,87,-,1211,314
2,7,10,1,5,0,958,他の冠婚葬祭費,27,-28.9,135,32,8,8,4,-,-
2,7,10,1,5,0,95X,医療保険料,1789,6.5,1386,1486,1370,2057,1637,2144,2438
2,7,10,1,5,0,952,他の非貯蓄型保険料,5661,10.5,3485,5577,4858,5598,5610,7698,6843
2,7,10,1,5,0,953,寄付金,649,-11,195,62,217,492,732,1182,1701
2,7,10,1,5,0,954,保育費用,1717,51.8,515,1736,1356,1049,1522,3218,2565
2,7,10,1,5,0,951,介護サービス,43,-80,60,124,10,54,33,2,17
2,7,10,1,5,0,959,他の諸雑費のその他,1614,32.8,1254,926,741,1173,2506,1705,2991
2,5,10,2,0,0,0,こづかい,10653,-14.1,6116,6343,7992,11279,14662,13716,14567
2,6,10,2,0,0,960,世帯主こづかい,8319,-10.9,4559,5658,6719,8984,10893,10534,10907
2,6,10,2,0,0,961,他のこづかい,2335,-23.7,1558,686,1273,2294,3768,3182,3660
2,5,10,3,0,0,0,交際費,10751,-11.7,9074,9297,7988,10401,10761,13421,14511
2,6,10,3,6,0,970,贈与金,5338,-17.3,5995,4779,4224,4936,4673,5588,7314
2,7,10,3,6,0,0,贈与金,5338,-17.3,5995,4779,4224,4936,4673,5588,7314
2,6,10,3,7,0,0,他の交際費,5413,-5.3,3079,4518,3764,5466,6088,7832,7197
2,7,10,3,7,0,971,つきあい費,628,-12.4,85,227,528,663,747,997,1150
2,7,10,3,7,0,973,住宅関係負担費,3838,-4.1,2842,3882,2293,3988,4194,5309,4415
2,7,10,3,7,0,972,他の負担費,947,-5.1,152,409,943,815,1148,1527,1632
2,5,10,4,0,0,0,仕送り金,4041,58.9,1243,1235,932,578,11212,10420,2624
2,6,10,4,0,0,980,国内遊学仕送り金,1279,-0.4,-,111,287,-,854,6983,686
2,6,10,4,0,0,981,他の仕送り金,2762,119.4,1243,1124,645,578,10358,3437,1938
2,3,0,0,0,0,0,土地家屋購入,7430,...,-,755,-,-,47493,2390,1110
2,2,0,0,0,0,0,その他の実支出,133951,3.8,22480,46651,63719,99896,139069,182417,380541
2,3,0,0,0,0,0,直接税,63345,0.6,9568,17118,23492,39880,59738,86776,204999
2,4,0,0,0,0,0,勤労所得税,30342,0.8,1233,2925,6122,11126,20584,33852,135586
2,4,0,0,0,0,0,個人住民税,25761,3,2688,7806,13192,22221,32599,45793,55879
2,4,0,0,0,0,0,他の税,7243,-8,5647,6387,4178,6534,6554,7131,13535
2,3,0,0,0,0,0,社会保険料,70554,7,12882,29357,40226,59940,79296,95638,175497
2,4,0,0,0,0,0,公的年金保険料,42206,6.1,2913,14795,24163,37205,50017,59103,106572
2,4,0,0,0,0,0,健康保険料,23205,6.4,6515,11813,13460,19070,24334,30439,56528
2,4,0,0,0,0,0,介護保険料,3802,20.5,3411,2388,1867,2507,3430,4337,8605
2,4,0,0,0,0,0,他の社会保険料,1341,10,43,360,736,1158,1516,1759,3793
2,3,0,0,0,0,0,その他,52,-1.9,30,177,1,75,35,3,45
2,1,0,0,0,0,0,実支出以外の支払(繰越金を除く),704476,11.4,243742,378035,525496,599679,724971,870010,1580939
2,2,0,0,0,0,0,預貯金,547819,11.3,167550,307413,406203,451705,537541,658020,1298408
2,2,0,0,0,0,0,保険料,26356,-7.1,14392,11982,19784,20220,29559,37861,50665
2,3,0,0,0,0,0,個人・企業年金保険料,4877,-11.5,833,1131,2852,4167,4516,7916,12713
2,3,0,0,0,0,0,他の保険料,21479,-6,13558,10851,16933,16053,25043,29945,37952
2,2,0,0,0,0,0,有価証券購入,3401,6.9,299,1096,699,4963,2158,2780,11659
2,2,0,0,0,0,0,土地家屋借金返済,46472,2.5,15682,14818,38613,52567,60810,57005,86093
2,2,0,0,0,0,0,他の借金返済,2007,3.7,508,1599,2997,2218,960,2701,3016
2,2,0,0,0,0,0,分割払購入借入金返済,3857,-12.5,1431,1262,2546,3055,2991,7266,8296
2,2,0,0,0,0,0,一括払購入借入金返済,73765,32,42359,39391,54417,64443,90013,103116,122185
2,2,0,0,0,0,0,実支出以外の支払のその他,799,-11.5,1523,475,237,508,940,1261,616
2,1,0,0,0,0,0,繰越金,94813,47.4,57745,56337,94873,62680,182043,93973,115477
,,,,,,,,,,,,,,,,
東京都生計分析調査　平成31年・令和元年,,,,,,,,,,,,,,,,
第２５表　勤め先収入７分位階層別１世帯当たり年平均１か月間の収入と品目別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,
注）　平成30年１月に調査で使用する家計簿を改正し順次変更を行ったため、「対前年増加率」の値には当該改正の影響による変動が含まれ得る。　,,,,,,,,,,,,,,,,
項目（0：世帯数等　1：受取　2：支払）,,,,,,,,,,,,,,,,
