実数・増減率,年次コード,年次,調査世帯数(世帯）,世帯人員（人）,有業人員（人）,世帯主平均年齢（歳）,実収入（円）,実収入／経常収入（円）,実収入／経常収入／勤め先収入（円）,実収入／経常収入／勤め先収入／世帯主の配偶者の収入（円）,実収入／経常収入／勤め先収入／他の世帯員収入（円）,実収入／経常収入／事業・内職収入（円）,実収入／経常収入／他の経常収入（円）,実収入／経常収入／他の経常収入／社会保障給付（円）,実収入／特別収入（円）,可処分所得（円）,実支出（円）,実支出／生計支出（円）,実支出／生計支出／消費支出（円）,実支出／生計支出／消費支出／食料（円）,実支出／生計支出／消費支出／食料／穀類（円）,実支出／生計支出／消費支出／食料／魚介類（円）,実支出／生計支出／消費支出／食料／肉類（円）,実支出／生計支出／消費支出／食料／乳卵類（円）,実支出／生計支出／消費支出／食料／野菜・海藻（円）,実支出／生計支出／消費支出／食料／果物（円）,実支出／生計支出／消費支出／食料／油脂・調味料（円）,実支出／生計支出／消費支出／食料／菓子類（円）,実支出／生計支出／消費支出／食料／調理食品（円）,実支出／生計支出／消費支出／食料／飲料（円）,実支出／生計支出／消費支出／食料／酒類（円）,実支出／生計支出／消費支出／食料／外食（円）,実支出／生計支出／消費支出／住居（円）,実支出／生計支出／消費支出／住居／家賃地代（円）,実支出／生計支出／消費支出／住居／設備修繕・維持（円）,実支出／生計支出／消費支出／光熱・水道（円）,実支出／生計支出／消費支出／光熱・水道／電気代（円）,実支出／生計支出／消費支出／光熱・水道／ガス代（円）,実支出／生計支出／消費支出／光熱・水道／他の光熱（円）,実支出／生計支出／消費支出／光熱・水道／上下水道料（円）,実支出／生計支出／消費支出／家具・家事用品（円）,実支出／生計支出／消費支出／家具・家事用品／家庭用耐久財（円）,実支出／生計支出／消費支出／家具・家事用品／室内装備・装飾品（円）,実支出／生計支出／消費支出／家具・家事用品／寝具類（円）,実支出／生計支出／消費支出／家具・家事用品／家事雑貨（円）,実支出／生計支出／消費支出／家具・家事用品／家事用消耗品（円）,実支出／生計支出／消費支出／家具・家事用品／家事サービス（円）,実支出／生計支出／消費支出／被服及び履物（円）,実支出／生計支出／消費支出／被服及び履物／和服（円）,実支出／生計支出／消費支出／被服及び履物／洋服（円）,実支出／生計支出／消費支出／被服及び履物／シャツ・セーター類（円）,実支出／生計支出／消費支出／被服及び履物／下着類（円）,実支出／生計支出／消費支出／被服及び履物／生地・糸類（円）,実支出／生計支出／消費支出／被服及び履物／他の被服（円）,実支出／生計支出／消費支出／被服及び履物／履物類（円）,実支出／生計支出／消費支出／被服及び履物／被服関連サービス（円）,実支出／生計支出／消費支出／保健医療（円）,実支出／生計支出／消費支出／保健医療／医薬品（円）,実支出／生計支出／消費支出／保健医療／健康保持用摂取品（円）,実支出／生計支出／消費支出／保健医療／保健医療用品 ・器具（円）,実支出／生計支出／消費支出／保健医療／保健医療サービス（円）,実支出／生計支出／消費支出／交通・通信（円）,実支出／生計支出／消費支出／交通・通信／交通（円）,実支出／生計支出／消費支出／交通・通信／自動車等関係費（円）,実支出／生計支出／消費支出／交通・通信／通信（円）,実支出／生計支出／消費支出／教育（円）,実支出／生計支出／消費支出／教育／授業料等（円）,実支出／生計支出／消費支出／教育／教科書・学習参考教材（円）,実支出／生計支出／消費支出／教育／補習教育（円）,実支出／生計支出／消費支出／教養娯楽（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用耐久財（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽用品（円）,実支出／生計支出／消費支出／教養娯楽／書籍・他の印刷物（円）,実支出／生計支出／消費支出／教養娯楽／教養娯楽サービス（円）,実支出／生計支出／消費支出／その他の消費支出（円）,実支出／生計支出／消費支出／その他の消費支出／諸雑費（円）,実支出／生計支出／消費支出／その他の消費支出／こづかい（円）,実支出／生計支出／消費支出／その他の消費支出／交際費（円）,実支出／生計支出／消費支出／その他の消費支出／仕送り金（円）,実支出／生計支出／土地家屋購入（円）,実支出／その他の実支出（円）,平均消費性向（％）,エンゲル係数（％）
meimoku,nen,対前年（同月）名目増加率_平成31年・令和元年,-,-,-,-,9.4,10.3,30.6,14,39.4,22.9,7.6,8.5,-15.4,9.3,0.7,-0.4,0.5,-0.9,0,-6.4,-10.5,-1.3,-10.9,-7.5,-4.1,6.1,8.3,1.9,2.8,10,-9.9,-18.1,-5.4,-5.3,-3.2,-2.5,8.1,-13.6,9.5,15.1,-5.7,36.4,1.2,7.6,0.3,20.3,145.9,24.2,34.3,3.3,12.9,19.7,4.3,-2.4,4.5,6,1.9,16.7,2,-3.9,3.3,-15.6,7.6,69.9,54.3,37.5,194.2,7.2,7,16.9,6.4,4.7,-0.2,-3.4,3.4,3.8,-29.1,-100,9.8,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 1月,-,-,-,-,12.1,7.3,16.3,29.8,4.1,-49.4,26.8,11.3,54.9,16.5,3.2,3.2,3.2,0.5,2.4,-3.2,-11.2,-10.1,-16.3,5.9,5.5,8.7,3.3,17.4,-25.8,32.9,156.9,36.5,329,-10.4,-16.8,3.7,-12.5,-17,-0.5,-8.7,-4.1,34.3,1.5,1.8,12.7,5.2,-100,10.2,8.9,38.7,-19.9,20.3,-38.6,-2.5,6.1,-5.8,9,-25.5,21.6,-3.6,-5.3,-6.5,-0.5,-89.9,-70.1,-,-99.6,0.7,72.8,9.6,5.8,-10.3,-5,-4.3,38.3,-5.6,-92.1,-,4.4,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 2月,-,-,-,-,11.7,11.9,-2.2,87.7,-32.7,-34.5,13.7,13.2,1.4,12.8,4.8,4.9,4.9,-4.9,-0.8,-11.1,-12.9,-12,-17.6,-8.5,4,-2,2,-0.8,-9.8,17.3,102.8,56.6,147.1,-7.3,-6.9,-7.5,-11.8,-6.9,31.6,100.3,15.6,-68.3,-0.9,5.5,-32.7,-12.5,...,-1,-26.6,-48.3,62.2,14.9,-13.2,-13.1,-21.4,-12.6,-51.4,-59.9,2.1,7.6,-2.2,12.7,1.9,454.2,...,...,-99.2,10.9,-46,3.7,-1.7,26.6,6.7,0.4,37.5,10.7,-79.7,-,4.4,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 3月,-,-,-,-,21.9,21,1.4,27.1,-9,36.7,59.8,169.7,25.1,20.1,-4,-5.3,-5.3,2.4,5.8,-3.1,-4.6,-2.5,-13.5,-3.7,8.7,7.6,4.8,0.6,4.8,30.5,-70.5,-9.5,-86.2,-10.1,-7.4,-4.9,10.5,-27.1,22.7,139.8,29.1,211.1,-3.3,2.6,-83.2,10.2,-100,29.5,0.4,-10.1,183.1,-13.6,14,-29.8,-5.7,-26.7,-29.9,178.6,-8.6,-19.7,43,-56.3,3.6,...,...,...,...,21.8,-12.3,-1.7,20.1,32.5,1.9,-14.8,32.2,23.3,-90.2,-,26.6,,
meimoku,tuki,対前年（同月）名目増加率_平成31年 4月,-,-,-,-,21.1,21.5,24.4,66.2,11.2,33.1,21.2,20.7,-2.7,19,-4,-8.8,-8.8,1.3,5.7,4.7,-3.5,-4.8,-9,-6.7,-1.5,9.1,10.5,6.8,9.6,0.8,-31.3,-7.8,-48.6,-1.4,0.2,-10,287.6,2.3,-27.5,-82.6,-58,28.3,-24.9,-10.6,115.6,16.3,-,18.9,12.8,16.4,62.4,54.5,12.1,-1.8,-14.4,15.7,-39.9,-29,-15.8,-42.2,-11.4,-65.1,0.9,...,...,-50.6,...,-13.2,-54.5,-3.3,8.6,-16.2,-1.9,-25.7,34.1,27.7,-90.8,-,43.6,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 5月,-,-,-,-,-10.2,1,0.6,14.5,-4.2,62.3,-18.3,-64,-58.4,-56.9,7.8,6.4,6.4,-1.5,1.9,-6.3,-9.2,-6.2,-9,-11.2,-11,6.3,8,12.2,13.5,-0.9,-18.2,-7,-28.6,1.6,18.5,10.5,333.3,-35.5,-15.6,-42.8,-59.9,22,-17.9,2.8,69.3,19.4,...,12.4,67.3,11,55,-5.9,-40.7,27,27.8,4.6,74.3,232.7,-0.1,9.9,32.2,-10.6,22.2,...,...,...,-,14.4,227.2,2.2,30.7,9.5,3.3,-13.8,-2.7,49,-84.4,-,19.8,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 6月,-,-,-,-,20.5,21.1,88.2,38.8,105.2,58.3,15.4,15,-33,20.9,-1.4,-5.8,-5.8,-2.2,4,-5.2,-13,-5.8,-6.6,-19.7,-11.7,1.4,12.1,4.8,9.5,-0.5,-41,-47.2,-35.1,1.9,0.4,-9.5,413.3,12.4,22.7,157.4,-49.3,-28.2,29.3,-8.4,-32.4,42.8,-100,104.7,81.3,9.5,-20.5,48,1,-12.9,-11.3,17.8,3.6,-35.3,-15.8,-47.7,-29.2,-70.3,-0.5,-30.5,-32.3,-,...,8.6,-27.9,2.8,2,17.3,14.7,-3.5,43,37.1,-85.9,-,18.4,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 7月,-,-,-,-,-10.9,-11.9,-7.1,-44.4,16.6,124.4,-45.5,-44.4,-1.3,-62,4,2.8,8.8,-1.9,1.7,-11.1,-12.6,-1.1,-13.7,-20.3,-3.8,7.5,15.1,-9,-0.4,14.1,122.3,-26.8,308.1,-9.8,-1.8,-3,...,-28.9,-27.7,-42.6,-48.9,-33.4,-15.7,12.3,10.5,37.4,-100,137.4,14.3,-24.6,1.1,23.6,70.9,-10.5,-8.2,22.9,5.3,47.1,-28.5,75.7,12.3,156.1,34.2,12,-8,...,-,19.6,63.9,30.3,5.4,18.6,-15.2,-10.2,3.6,-28.2,...,-100,14.1,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 8月,-,-,-,-,15.3,15.8,47.4,8.1,67.9,22.8,14,14.5,-6,16.4,2.1,1.4,6.2,-1.3,-5.5,-4,-10.8,-1.8,-16.5,-7.8,-19.7,12.8,15,-0.5,1.6,13.9,25.3,-51.6,76.4,-10.5,-18.9,6.3,22,-4.5,-7.7,-19.8,-17.4,120.9,10.1,14.6,-33.9,29.6,...,10.2,6,6.3,60.2,81.3,22.9,-17.4,56,7,32.4,25.2,88.8,7.3,19.4,16,-4.9,-31.2,-31.2,...,-,-3.4,-8.1,5.6,11.2,-8.2,14.6,14.9,7.9,15.3,57.5,-100,7,,
meimoku,tuki,対前年（同月）名目増加率_令和元年 9月,-,-,-,-,12.7,2.5,60.3,37.9,73.7,31.8,-69.6,-58.7,142.6,-8.5,6.8,4.3,4.3,-1.5,-6.3,-14.8,-21.3,4.4,-13.6,-4.5,-12.4,15.7,10.3,5.3,57,5.5,-24.9,-30.3,-21.6,-4.1,0.4,-3.6,3.8,-14.6,42.4,31.3,288.5,142.9,15.7,57.6,54.6,0.4,-20,-16.3,30.1,30.4,-44.3,3.8,3.5,-20.7,51,35,44.8,17.7,71.1,25.5,30.6,7.9,39,-100,-100,-,-100,-4.2,317.1,17.2,1.3,-24,8.8,-1.1,-17.9,21.3,879.8,-,64.1,,
meimoku,tuki,対前年（同月）名目増加率_令和元年10月,-,-,-,-,-3.9,-3.8,57.9,-9.9,143,83.8,-7.5,-6.3,-12,-2.4,-11.2,-10.7,-10.7,-5.3,-9.6,-11.2,-13,3.9,-15.5,-9.8,-4.6,-1.3,10.8,-5.7,-7.8,-1.3,-56.5,-50.4,-59,-8.8,-1.2,-13,-42.3,-16.8,85.4,217.1,-13.2,273,7.7,-9,39.4,28.1,...,26.7,-7.4,-32.8,19.5,16.2,-17.9,-6.5,2.4,9.3,31.9,-44.7,6.9,-14.8,-24.9,-31.9,13.1,-99.6,-100,...,-100,14.6,53.7,2.3,-6.8,20.3,-21.1,-27.1,-25.2,-18.5,...,-,-13.5,,
meimoku,tuki,対前年（同月）名目増加率_令和元年11月,-,-,-,-,-35.6,-13.3,76.3,38,102.5,12.4,-81.5,-82.7,-81.4,-39.7,-8.5,-8.2,-8.2,0.4,5.8,-10.6,-10.4,13.7,-3.8,-5.2,-0.3,7.1,5.2,-0.5,4.5,5,-63.8,-38.7,-69.5,-0.7,-1.4,13,-17.8,-9.3,9.1,16.4,39.9,23.6,8.2,3.7,-17.7,16.9,...,-13.7,40.8,53.5,-59.5,10.5,35.7,29.8,-4.5,35.6,66,-38.2,-13.1,-7.9,6.3,-17.6,-7.3,-92,-100,20,-100,16.1,-24.8,32.5,-4.4,21.2,-14.7,2.1,-14.7,-29,65.7,-,-15.3,,
meimoku,tuki,対前年（同月）名目増加率_令和元年12月,-,-,-,-,4.2,4.1,24.4,-39.9,68.3,59,2.1,2.6,8.2,5.9,8.7,11.2,11.2,2.2,-4.3,-3.4,-4.2,7.7,4.6,3,0.5,2.2,4.8,-4,-8.8,16.6,30.6,27.1,31.7,0.9,10.1,-5.9,18.3,-8.5,18,25.5,19,-40.6,12.8,19.5,70,33,-100,29.8,191.2,4.8,73,14.7,39.8,35,21.4,-8.5,-42.9,235.7,7.1,23.6,3.4,72.6,-2.3,-93.1,-100,...,24.2,8.3,-49,83.9,10.9,-7.7,12.3,60.3,-42.4,-2.3,-65.6,-,-7.3,,
jissitu,nen,対前年（同月）実質増加率_平成20年,-,-,-,-,-15.7,-15.7,-50.5,-39,-58.1,-17.2,-11.1,-9.9,-15.8,-16.1,-,-,-7.2,-4.3,-3.9,-1.9,7.4,-6.4,-1,9.8,-6.6,-3.1,-2.4,-4.3,-7.2,-20.3,-19.2,-28.7,-9.4,0,-0.1,3.1,-20,-1.2,4.3,35,-51.3,4.6,-1,-4.4,-11,-21.8,-79.2,-22.9,-16.9,-8.9,-,-17.5,-26.7,-13.1,-12.8,10.4,20.2,-27.4,-17,-1.4,-5.9,1.5,0.4,-4,15.1,-20.8,-83.7,-5.6,18.1,-7.6,-0.1,-8.2,-,-12.9,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成21年,-,-,-,-,19.9,19.2,27.8,30.8,25.1,28.4,18.2,18.3,39.5,22.9,-,-,7.6,3,3.2,-2.5,-6,0.6,-3,1.2,3.3,4.3,1.7,9.3,16.6,20.8,29,8.7,45.9,-0.6,-1.6,0.3,13.5,-0.7,6.9,9.2,72,9.8,-9,4.1,9,2.5,66.4,-1.3,-0.4,-1.4,-,9.4,15.4,3.2,4.7,26.5,-10.1,18.8,0.3,18.8,13.7,36,6.2,-73.7,-75.8,-59.2,-27.2,3.1,45.3,2.8,4.2,-0.5,-,27.1,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成22年,-,-,-,-,-6.5,-5.6,28.8,-3.6,60.5,-31.4,-7.2,-7.1,-28.2,-8.5,-,-,-3,-2,0.7,-3.4,3.4,0.7,-1.8,-4.2,-3.5,3.3,3.9,-2.4,-14.5,-10,-8.5,-1.8,-12,3.7,7.2,1.2,14.7,-0.2,-3,-4.9,20.1,-42.7,2.7,0.5,2.7,-9.8,-51.5,-4.9,-9.4,-2.9,-,-12.5,-9.5,-21,-6.8,14.5,-11,-13.9,-10,1.9,-14.4,14.5,1.7,426.1,393.2,157.9,-,4.9,77.4,-2.4,-1.4,1,-,-21.3,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成23年,-,-,-,-,0.8,1.2,-13.8,8.1,-26.7,23.9,2.1,2.7,-12.5,2,-,-,-0.9,3.3,0.2,0.8,4.9,-3.7,5.5,4.4,7.7,-2,2.6,10.9,6.4,6.3,-10.4,-3.9,-14.4,-9.4,-10.7,-10.1,0.5,-8,13.2,24.1,0.7,61.1,10,7.6,-4.5,3.4,-18.4,6.7,-1.6,1.7,-,7.7,-5.5,9.2,4.5,8.5,17.1,2.9,2,-10.4,-1.3,-24.3,1.3,-7,2,-59.6,-35.8,-3.5,-12.6,7.5,-7.8,-4,-,0.3,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成24年,-,-,-,-,-2,-2.1,19.4,11.2,26.5,-4.9,-4,-3.7,2,-1.6,-,-,4,2.7,-0.3,0.7,-0.3,10.2,-1.7,-1.6,4.4,1.6,9.8,10.6,8.8,1.7,24.5,5.3,39.8,5.6,0.5,13.6,15.3,4.2,1.9,-7.3,6.8,3.1,6.6,15.2,9,5.2,16.9,0.7,2.1,28,-,17.6,1,-0.6,4.6,3.8,10.2,5.7,4,11,2.7,27.1,0.6,82.7,61.3,115.3,219.4,-4.6,-5.2,-4.7,1.7,-6.2,-,6.6,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成25年,-,-,-,-,1.4,-0.1,0.2,-32.6,25.2,10.9,-0.5,0,51.8,-0.7,-,-,2.8,-0.4,-2.2,-0.9,2.2,1.8,0.2,1.5,-0.7,-1.9,-7.5,-0.5,15.1,1.3,10.2,1.3,15,-1.6,2.5,-7.2,-25.2,2.5,9.7,44.2,-5.9,53,-17.9,-5.6,-4.6,-0.5,75.2,-6.3,14.9,-14.5,-,-8.2,28.8,-22.8,1.8,-0.1,8.3,23.1,-2.5,1.1,-0.5,4.7,-3.2,-64.8,-68.9,-28,-53.6,6.1,2.5,-0.8,-5.9,10.8,-,14,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成26年,-,-,-,-,-7.1,-5.5,-5.9,-40.8,8.4,16,-6.5,-8.5,-43,-6.7,-,-,-6.9,-2,-0.7,-10.1,3.3,2.4,-1.7,-7.2,3.4,-0.5,4.3,-2.2,-5.8,-6.7,-18.5,-27.1,-15.3,-6.1,-9.8,-0.6,13.6,-7.2,-4.9,-15.3,2,-25,4,4.4,14.2,-8.4,23.1,-7.7,-15,-12.1,-,4.5,-11.6,7.5,-4,4.7,-2.7,-13.6,-4.8,0,0.1,-2.3,3.7,-39.6,-50.2,-22.3,-17.7,-3.5,-16.1,14,5.7,-7.9,-,-9.6,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成27年,-,-,-,-,-2.5,-2.4,-2.1,84.1,-21.4,19,-3.6,-2.4,-7.7,-4.7,-,-,1.7,0.5,1.2,1.5,-0.5,5.4,2.3,2.7,-1.5,-2.6,1.8,2,-7.6,-2.1,4.4,46.6,-14.5,3.2,4.4,1.3,-21.3,7.5,-4,-5.8,-34.2,-17,6,-0.2,9.6,8.4,20.8,24.9,8,3.6,-,-12.1,-8.7,-5.8,-3.8,-6.8,-1,-25.2,0.9,7.2,2.2,8.4,11,338.1,641.2,-23.1,-27,-0.1,-19.9,-5.9,-9.3,5.9,-,-11.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成28年,-,-,-,-,-1,-2.9,-10.6,2.4,-17.5,-2.8,-2,-4,75.4,2.7,-,-,-9.1,-1.5,-5.5,0.3,0.1,-2.5,-4.1,-8.1,0,-1.4,7.6,2.5,2.4,-8.2,-5.1,-20.7,6.6,-3.3,-1.4,-1.8,-6.5,-7.8,-6.4,-7.8,0.6,-8.1,-8.7,3.2,-19.4,-10.3,102,-26.5,-4.7,-10.8,-,-8,7.1,-3.7,-16.1,-6.7,-9.9,-2.3,-21.9,-21.2,-19.1,-32.7,-7.9,-80.1,-84.6,9.1,-27.1,-14.7,-3.1,-15.3,-3.9,-17.6,-,-1.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成29年,-,-,-,-,-6.8,-4.9,-30.1,-34.4,-27.3,-15.7,-1.5,1.9,-48.4,-8.8,-,-,1.5,0.3,0.3,-9.6,0.5,9,0.7,5.1,2.8,0.1,-1.6,-1.7,12.4,0.1,-5,-9,-3,0.5,-1.4,-0.7,29.2,2.6,-2.7,-3.8,-17.1,26.2,-6.2,-0.3,-6.5,-6.8,-94.7,2.6,-7.3,-5,-,-5.5,2.1,-15.5,10,-0.6,-17.6,30.9,15.5,15.1,-5.9,24.9,20.2,-15,-27,-95.7,29.9,-0.8,-4.3,-0.9,-1.6,-0.3,-,-10.7,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成30年,-,-,-,-,20.6,19.3,74.8,63.2,81.6,-41.6,18.4,16.6,73.1,23.4,-,-,3.6,1.3,3.7,-4.4,4.7,-7.7,1.4,-1.2,2.5,8.4,0.7,10.1,-18.8,7.5,8.5,13.1,6.4,1.2,1.4,-1.2,-23.2,5.9,15,33.6,29.8,-26.4,6.3,9.1,9.2,-3.8,531.3,-9,-12.1,-4.6,-,0,-7.5,30.3,1.6,7.4,20.3,-1.3,-1.9,11,13.2,22.7,-2.5,127.7,229.6,699.2,-34.6,2.4,27.6,14.8,-4.6,-0.9,-,22.4,-,-,-,-,-,,
jissitu,nen,対前年（同月）実質増加率_平成31年・令和元年,-,-,-,-,8.4,9.3,29.4,13,38.2,21.8,6.6,7.5,-16.2,8.3,-,-,-0.4,-1.6,-1.2,-8.4,-10.9,-3.1,-7.6,-9.8,-3.8,3.1,7.4,1.8,3.3,8.2,-10.7,-18.4,-7.2,-8.3,-7,-6.7,4.2,-13.8,6.7,7.2,-3.8,34.3,2.4,5.5,-1.6,18.9,145.2,23.8,32.4,1.3,-,19.5,1,-4.9,3.6,5.7,1.6,16,1,-3.4,2.7,-16,10.9,71.6,57,37.1,189.9,5.4,6.3,16.3,3.1,2.6,-,-3.9,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成31年 1月,-,-,-,-,11.5,6.8,15.7,29.2,3.6,-49.7,26.2,10.7,54.1,15.9,-,-,2.7,2,1.6,-5.7,-12,-12.3,-0.8,8.3,5.5,8.9,2.1,18,-25.3,31.6,156.1,36.1,327.3,-16.3,-24.2,-4.6,-18.1,-17,-0.1,-9.2,0.7,35.5,1.2,2.3,12.7,4.3,-100,10.8,4,35.1,-,19.2,-37.7,-4.5,4.8,-5.9,8.9,-25.7,19.4,-3,-5.5,-7,2.2,-90,-70.4,-,-99.6,-1.7,73.1,10,3.1,-13.2,-,-5.1,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成31年 2月,-,-,-,-,11,11.2,-2.8,86.6,-33.1,-34.9,13,12.5,0.8,12.1,-,-,4.3,-3.6,-1.7,-13.6,-12.5,-14,-3.5,-8.3,4.1,-3.1,1.7,-0.7,-9.1,16.3,101.8,56.1,145.1,-14,-15.8,-15.8,-16.2,-6.9,30.4,90.8,20.5,-68.3,-0.6,6.5,-32.7,-13.5,-,-0.9,-29.3,-49.4,-,15.7,-14.8,-14.8,-22.3,-12.5,-51.4,-60.1,0.3,8.2,-2.4,12.1,4.7,449.8,-,-,-99.2,8.6,-46.4,3.4,-4.3,23.5,-,-0.2,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成31年 3月,-,-,-,-,20.8,19.9,0.5,26,-9.8,35.5,58.4,167.3,24,19,-,-,-6.1,2.5,5.3,-5.1,-5.3,-4.3,-6.2,-6.3,8.8,5.2,5.2,0.5,5.6,29.1,-70.6,-9.9,-86.3,-16.4,-16,-13.7,4.4,-27.1,19.8,117.6,32.8,210.5,-1.2,2.5,-83.2,9.5,-100,30.7,-2.1,-11.4,-,-13.9,11.8,-31.1,-6.9,-26.7,-29.9,176.9,-10.4,-19.2,42.9,-56.7,6.7,-,-,-,-,20.5,-12.9,-2.1,17.1,31.2,-,-15.6,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_平成31年 4月,-,-,-,-,19.3,19.7,22.6,63.7,9.6,31.1,19.4,18.9,-4.1,17.2,-,-,-10.1,0,4.2,2.2,-5.9,-5.9,-10.9,-8,-1.5,6.6,10.1,6.9,10.8,-0.3,-31.6,-8.3,-48.9,-7.3,-7.5,-17.2,265,2.3,-29.7,-84.6,-57.2,27,-22.1,-10.8,112,15.1,-,19.7,11,13.6,-,52.8,7.3,-4.1,-15.1,16.2,-39.7,-29.6,-16.9,-41.9,-11.4,-65.5,3.9,-,-,-50.7,-,-15.4,-55.7,-3.4,5.4,-18.8,-,-26.4,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和元年 5月,-,-,-,-,-11.3,-0.2,-0.6,13.1,-5.3,60.4,-19.3,-64.4,-58.9,-57.4,-,-,5.1,-2.8,0.3,-9.2,-10.5,-7.9,-10.7,-10.8,-10.6,2.9,7.5,11.6,14.8,-2.1,-18.7,-7.6,-29,-3,12.3,3,303.4,-35.5,-18.6,-49.8,-58.2,21.2,-15.4,1,66.5,18.2,-,12.9,65.3,8.4,-,-5.9,-43.2,24.1,26.5,4.4,74,230.1,-1.4,10.7,31.9,-11.7,27.3,-,-,-,-,12.8,218.6,2,26.8,8.1,-,-14.6,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和元年 6月,-,-,-,-,19.1,19.7,86,37.2,102.8,56.4,14,13.6,-33.8,19.5,-,-,-6.9,-3.9,1.9,-6.8,-13.7,-7.1,-9.6,-25.4,-11.5,-2,10.7,4.7,10.4,-1.6,-41.4,-47.5,-35.7,-1.6,-3.5,-14.5,395.9,12.4,19.8,138.6,-48.1,-28.8,31.1,-9.6,-33.5,41.7,-100,106.1,78.8,8.3,-,47,-3,-14.7,-11.8,18.9,4.5,-35.3,-16.9,-47,-29.2,-70.3,4.2,-31,-32.7,-,-,6.9,-28.3,2.6,-1.2,15.3,-,-4.5,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和元年 7月,-,-,-,-,-11.8,-12.8,-8,-45,15.4,122.2,-46,-45,-2.3,-62.4,-,-,7.7,-3.1,-0.1,-12.6,-13.8,-3.5,-13.9,-22.5,-3.8,3.7,14.6,-9.5,0.5,12.9,120.8,-27.2,304.5,-12.3,-5,-7,-,-28.9,-29.5,-46.4,-48.7,-34.6,-14.5,9.9,8.7,35.8,-100,137.4,13.5,-26.5,-,23.8,61.7,-12.3,-8.9,23.1,5.5,47.1,-29.4,77.7,12.4,157.1,38.2,11.2,-8.5,-,-,17.9,60.7,30.2,2.1,17,-,-11.3,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和元年 8月,-,-,-,-,14.6,15.1,46.5,7.5,66.9,22.1,13.3,13.8,-6.6,15.7,-,-,5.6,-1.6,-6.3,-4.3,-11.4,-3.2,-11.1,-12.3,-19.5,8,14.8,-0.6,2.6,12.7,24.4,-51.8,74.3,-12,-20.6,4,20.8,-4.5,-10.7,-27.5,-13.6,117.4,12.2,11,-35,28.1,-,9.8,5.5,3.7,-,82.6,17.5,-19.1,56.2,7.3,32.8,25.8,88.6,8.3,19,16.3,-2.2,-31.7,-31.6,-,-,-4.5,-9.8,5.4,7.5,-9.1,-,13.4,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和元年 9月,-,-,-,-,12.3,2.1,59.7,37.4,73,31.3,-69.7,-58.9,141.6,-8.9,-,-,3.9,-2.1,-7,-16.5,-20.6,2.6,-9.9,-8.7,-12.3,11.6,9,4.8,58.9,4.4,-25.4,-30.6,-22.5,-4.3,0,-3.4,2.2,-14.6,38,18.6,299.3,138.8,18.9,53.9,52,0.8,-20.1,-15.3,31.7,28.6,-,5.6,1.5,-22.4,50.7,34.3,44.1,17.9,70.9,26.9,30.3,8.6,43.2,-100,-100,-,-100,-5.1,325.2,17.4,-2,-24.8,-,-2.4,-,-,-,-,-,,
jissitu,tuki,対前年（同月）実質増加率_令和元年10月,-,-,-,-,-4.4,-4.3,57.1,-10.3,141.8,82.9,-8,-6.8,-12.4,-2.9,-,-,-11.1,-6.3,-10.4,-15.5,-12.8,2,-10.2,-11.3,-4,-4.4,8.6,-5.7,-8.8,-4.3,-57.3,-50.5,-61,-7.9,0,-11.7,-43.8,-16.8,79.3,202.3,-13.6,255.9,7.4,-13.2,34,26,-,25.9,-8.9,-34.7,-,16.3,-21.5,-10,1.4,7.4,29.6,-45.5,6.3,-14.5,-26.3,-32.2,17.2,-99.6,-100,-,-100,12.1,53.5,1.6,-10.5,17.4,-,-26.3,-,-,-,-,-,,
