事業所規模,産業,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),超過労働給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,5月,302121,390194,183456,300536,387985,182711,274968,25568,1585,2209,745
５人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,6月,549667,751542,278755,298084,384792,181724,274532,23552,251583,366750,97031
５人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,7月,420441,550792,243107,297169,382645,180885,274841,22328,123272,168147,62222
５人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,8月,301519,389373,181707,299298,386392,180521,276878,22420,2221,2981,1186
５人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,9月,292023,389342,170669,289262,385685,169026,267484,21778,2761,3657,1643
５人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,10月,292748,390763,170515,287639,383386,168235,265384,22255,5109,7377,2280
５人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,11月,298981,397048,177547,292893,388948,173951,269555,23338,6088,8100,3596
５人以上,"F09、10 食料品,飲料・たばこ・飼料製造業",平成19,2007,12月,704243,1011282,332750,288252,384713,171542,264116,24136,415991,626569,161208
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成17,2005,年平均,438305,504967,303532,326254,370740,236315,319428,6826,112051,134227,67217
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成18,2006,年平均,417223,530343,272297,311291,374050,230886,303092,8199,105932,156293,41411
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,年平均,544072,684378,328653,380451,459434,259185,353810,26641,163621,224944,69468
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,1月,367234,450505,261770,351535,435631,245026,322606,28929,15699,14874,16744
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,2月,367469,461600,247914,367469,461600,247914,337995,29474,0,0,0
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,3月,345741,439813,228406,345741,439813,228406,314768,30973,0,0,0
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,4月,353919,435399,252020,353919,435399,252020,321316,32603,0,0,0
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,5月,908377,1340878,412888,346839,434683,246202,317509,29330,561538,906195,166686
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,6月,872566,1331014,383287,334289,432622,229343,306447,27842,538277,898392,153944
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,7月,595364,672455,449747,422563,493666,288256,394309,28254,172801,178789,161491
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,8月,410971,478562,284566,410971,478562,284566,390114,20857,0,0,0
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,9月,407380,469969,288829,407380,469969,288829,383722,23658,0,0,0
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,10月,426021,493999,292890,410417,473998,285896,383975,26442,15604,20001,6994
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,11月,410327,471366,286606,410327,471366,286606,388412,21915,0,0,0
５人以上,F11 繊維工業（衣類、その他の繊維製品を除く）,平成19,2007,12月,1002288,1217396,565130,391740,459525,253981,370540,21200,610548,757871,311149
５人以上,F12 衣類・その他の繊維製品製造業,平成17,2005,年平均,332249,411079,267673,298663,369276,240818,291026,7637,33586,41803,26855
５人以上,F12 衣類・その他の繊維製品製造業,平成18,2006,年平均,341593,425273,276283,296749,361300,246369,291122,5627,44844,63973,29914
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,年平均,337885,411173,257998,297551,359921,229565,292989,4562,40334,51252,28433
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,1月,311709,392240,226924,289694,356382,219483,282988,6706,22015,35858,7441
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,2月,298088,355980,237088,295968,352478,236425,288343,7625,2120,3502,663
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,3月,291251,355834,222801,286308,346829,222163,278824,7484,4943,9005,638
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,4月,320898,387951,249024,306939,368869,240557,301010,5929,13959,19082,8467
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,5月,299179,366888,225931,292943,360190,220195,288867,4076,6236,6698,5736
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,6月,375515,425425,320618,296506,348800,238986,292297,4209,79009,76625,81632
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,7月,418349,522324,297281,304096,362362,236252,300690,3406,114253,159962,61029
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,8月,290250,370211,222689,288037,369349,219335,284665,3372,2213,862,3354
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,9月,307952,375475,229558,301418,364029,228727,298726,2692,6534,11446,831
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,10月,313415,373847,240872,300989,358559,231880,298017,2972,12426,15288,8992
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,11月,310401,368840,241261,302000,361902,231131,298645,3355,8401,6938,10130
５人以上,F12 衣類・その他の繊維製品製造業,平成19,2007,12月,516492,625485,390348,305470,369436,231439,302354,3116,211022,256049,158909
５人以上,F13 木材・木製品製造業（家具を除く）,平成17,2005,年平均,439403,463137,315969,361694,382062,255767,331569,30125,77709,81075,60202
５人以上,F13 木材・木製品製造業（家具を除く）,平成18,2006,年平均,457193,483627,337590,414601,438761,305284,383087,31514,42592,44866,32306
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,年平均,362425,411596,232724,341287,383504,229929,314644,26643,21138,28092,2795
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,1月,373876,394905,308838,373876,394905,308838,352326,21550,0,0,0
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,2月,391719,415280,317701,391719,415280,317701,351967,39752,0,0,0
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,3月,371405,389051,316020,371405,389051,316020,343501,27904,0,0,0
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,4月,408880,430451,341679,408880,430451,341679,374150,34730,0,0,0
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,5月,396742,416277,336615,396742,416277,336615,375423,21319,0,0,0
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,6月,390766,429753,270598,390766,429753,270598,364149,26617,0,0,0
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,7月,388729,483776,183409,298561,357453,171344,274169,24392,90168,126323,12065
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,8月,289725,346541,167352,289725,346541,167352,267141,22584,0,0,0
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,9月,297475,355272,173384,297475,355272,173384,267480,29995,0,0,0
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,10月,356377,442349,170150,293240,350065,170150,270939,22301,63137,92284,0
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,11月,286701,345689,147039,286701,345689,147039,262042,24659,0,0,0
５人以上,F13 木材・木製品製造業（家具を除く）,平成19,2007,12月,393821,489178,146105,287634,350006,125607,264143,23491,106187,139172,20498
５人以上,F14 家具・装備品製造業,平成17,2005,年平均,372693,403495,267603,342721,371019,246173,317192,25529,29972,32476,21430
５人以上,F14 家具・装備品製造業,平成18,2006,年平均,369650,396139,274905,331347,351735,258425,305872,25475,38303,44404,16480
５人以上,F14 家具・装備品製造業,平成19,2007,年平均,410549,450275,234425,363141,397982,208675,358288,4853,47408,52293,25750
５人以上,F14 家具・装備品製造業,平成19,2007,1月,365421,401600,224311,365421,401600,224311,361108,4313,0,0,0
５人以上,F14 家具・装備品製造業,平成19,2007,2月,370521,407552,222358,370521,407552,222358,361308,9213,0,0,0
５人以上,F14 家具・装備品製造業,平成19,2007,3月,367576,403249,222459,367576,403249,222459,360216,7360,0,0,0
５人以上,F14 家具・装備品製造業,平成19,2007,4月,365836,400821,223532,365836,400821,223532,359277,6559,0,0,0
５人以上,F14 家具・装備品製造業,平成19,2007,5月,375163,411997,222897,375163,411997,222897,368319,6844,0,0,0
５人以上,F14 家具・装備品製造業,平成19,2007,6月,392303,430586,230241,382239,419317,225282,376233,6006,10064,11269,4959
５人以上,F14 家具・装備品製造業,平成19,2007,7月,715761,787672,376704,365509,402540,190912,359282,6227,350252,385132,185792
５人以上,F14 家具・装備品製造業,平成19,2007,8月,358626,394696,186186,358626,394696,186186,356674,1952,0,0,0
５人以上,F14 家具・装備品製造業,平成19,2007,9月,354202,388398,186798,354202,388398,186798,352229,1973,0,0,0
５人以上,F14 家具・装備品製造業,平成19,2007,10月,359095,391795,197233,359095,391795,197233,356805,2290,0,0,0
５人以上,F14 家具・装備品製造業,平成19,2007,11月,358311,390064,202208,358311,390064,202208,355448,2863,0,0,0
５人以上,F14 家具・装備品製造業,平成19,2007,12月,537315,582620,321816,336756,367266,191631,333562,3194,200559,215354,130185
５人以上,F15 パルプ・紙・紙加工品製造業,平成17,2005,年平均,368678,436420,255783,304732,353923,222754,286816,17916,63946,82497,33029
５人以上,F15 パルプ・紙・紙加工品製造業,平成18,2006,年平均,398766,473250,261729,313288,363953,220074,287674,25614,85478,109297,41655
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,年平均,432944,506788,246034,330665,384735,193805,310746,19919,102279,122053,52229
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,1月,328763,376358,184478,328605,376218,184265,303768,24837,158,140,213
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,2月,337707,383310,201199,337678,383310,201082,313309,24369,29,0,117
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,3月,335896,382248,197476,335896,382248,197476,311258,24638,0,0,0
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,4月,448987,507496,279462,345035,392483,207558,316760,28275,103952,115013,71904
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,5月,344132,394188,202898,337336,386883,197538,313117,24219,6796,7305,5360
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,6月,631458,748096,298254,335413,383350,198469,312126,23287,296045,364746,99785
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,7月,538679,648154,304315,319258,385563,177313,302372,16886,219421,262591,127002
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,8月,324938,387424,187762,319293,380843,184172,305477,13816,5645,6581,3590
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,9月,328217,386410,199652,322460,382702,189369,309747,12713,5757,3708,10283
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,10月,329512,389610,195396,328278,388316,194298,313615,14663,1234,1294,1098
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,11月,336387,397344,203314,328090,387672,198018,314430,13660,8297,9672,5296
５人以上,F15 パルプ・紙・紙加工品製造業,平成19,2007,12月,911916,1107777,476235,329581,387763,200159,312928,16653,582335,720014,276076
５人以上,F16 印刷・同関連業,平成17,2005,年平均,405644,455674,256367,342094,381861,223441,308740,33354,63550,73813,32926
５人以上,F16 印刷・同関連業,平成18,2006,年平均,405145,455063,265981,343878,384421,230848,314082,29796,61267,70642,35133
５人以上,F16 印刷・同関連業,平成19,2007,年平均,431501,477189,292133,376247,414677,259020,347392,28855,55254,62512,33113
５人以上,F16 印刷・同関連業,平成19,2007,1月,366578,407594,253471,363697,404263,251829,340627,23070,2881,3331,1642
５人以上,F16 印刷・同関連業,平成19,2007,2月,373927,414905,260334,369630,409488,259141,342618,27012,4297,5417,1193
５人以上,F16 印刷・同関連業,平成19,2007,3月,378391,419106,264674,374035,414203,261846,342669,31366,4356,4903,2828
５人以上,F16 印刷・同関連業,平成19,2007,4月,380804,423719,257613,372861,413706,255610,340140,32721,7943,10013,2003
５人以上,F16 印刷・同関連業,平成19,2007,5月,369206,407743,258278,368675,407135,257971,341058,27617,531,608,307
５人以上,F16 印刷・同関連業,平成19,2007,6月,539768,610325,336768,375907,417575,256022,347321,28586,163861,192750,80746
５人以上,F16 印刷・同関連業,平成19,2007,7月,527578,579818,353236,382310,419422,258454,354222,28088,145268,160396,94782
５人以上,F16 印刷・同関連業,平成19,2007,8月,401088,437228,280158,378410,414132,258880,351654,26756,22678,23096,21278
５人以上,F16 印刷・同関連業,平成19,2007,9月,381074,417066,261424,379751,415489,260947,349671,30080,1323,1577,477
５人以上,F16 印刷・同関連業,平成19,2007,10月,387682,425027,264995,381654,418432,260829,353208,28446,6028,6595,4166
５人以上,F16 印刷・同関連業,平成19,2007,11月,386043,421651,269399,383360,419108,266257,351621,31739,2683,2543,3142
５人以上,F16 印刷・同関連業,平成19,2007,12月,697017,765578,470104,385835,423131,262400,354825,31010,311182,342447,207704
５人以上,F17 化学工業,平成17,2005,年平均,717875,780668,494566,496276,537994,347913,472669,23607,221599,242674,146653
５人以上,F17 化学工業,平成18,2006,年平均,695065,757516,499209,483492,524332,355413,462639,20853,211573,233184,143796
５人以上,F17 化学工業,平成19,2007,年平均,692791,786302,468766,486869,549977,335680,462512,24357,205922,236325,133086
５人以上,F17 化学工業,平成19,2007,1月,496145,561484,340060,492288,557071,337533,458624,33664,3857,4413,2527
５人以上,F17 化学工業,平成19,2007,2月,488188,553609,332140,483911,548834,329050,459999,23912,4277,4775,3090
５人以上,F17 化学工業,平成19,2007,3月,521165,589149,358570,487499,552178,332810,460778,26721,33666,36971,25760
５人以上,F17 化学工業,平成19,2007,4月,600493,673489,423025,490691,552986,339240,467348,23343,109802,120503,83785
５人以上,F17 化学工業,平成19,2007,5月,514338,577276,362387,486615,547691,339159,462229,24386,27723,29585,23228
５人以上,F17 化学工業,平成19,2007,6月,1419829,1625497,924419,492148,553774,343705,468774,23374,927681,1071723,580714
５人以上,F17 化学工業,平成19,2007,7月,605418,686487,413298,480160,541082,335787,456649,23511,125258,145405,77511
５人以上,F17 化学工業,平成19,2007,8月,490495,554231,338388,484761,547700,334555,462880,21881,5734,6531,3833
５人以上,F17 化学工業,平成19,2007,9月,491213,555375,337808,479861,543291,328207,459630,20231,11352,12084,9601
５人以上,F17 化学工業,平成19,2007,10月,494868,559479,340020,488444,552969,333802,465268,23176,6424,6510,6218
５人以上,F17 化学工業,平成19,2007,11月,568090,642802,388962,489250,552356,337948,464091,25159,78840,90446,51014
５人以上,F17 化学工業,平成19,2007,12月,1614654,1846333,1061575,486762,549820,336227,463822,22940,1127892,1296513,725348
５人以上,F18 石油製品・石炭製品製造業,平成17,2005,年平均,623741,704272,316488,434058,485581,237481,418553,15505,189683,218691,79007
５人以上,F18 石油製品・石炭製品製造業,平成18,2006,年平均,645331,724521,365351,470106,524862,276514,442571,27535,175225,199659,88837
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,年平均,521709,544410,379151,354228,367912,268292,334237,19991,167481,176498,110859
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,1月,348642,369720,229716,348642,369720,229716,329067,19575,0,0,0
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,2月,351781,369886,252755,351781,369886,252755,322215,29566,0,0,0
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,3月,668852,708631,453725,360847,382291,244878,334995,25852,308005,326340,208847
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,4月,×,×,×,×,×,×,×,×,×,×,×
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,5月,×,×,×,×,×,×,×,×,×,×,×
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,6月,×,×,×,×,×,×,×,×,×,×,×
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,7月,×,×,×,×,×,×,×,×,×,×,×
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,8月,×,×,×,×,×,×,×,×,×,×,×
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,9月,×,×,×,×,×,×,×,×,×,×,×
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,10月,×,×,×,×,×,×,×,×,×,×,×
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,11月,×,×,×,×,×,×,×,×,×,×,×
５人以上,F18 石油製品・石炭製品製造業,平成19,2007,12月,×,×,×,×,×,×,×,×,×,×,×
５人以上,F19 プラスチック製品製造業,平成17,2005,年平均,384284,444889,237510,340668,392765,214498,321922,18746,43616,52124,23012
５人以上,F19 プラスチック製品製造業,平成18,2006,年平均,461884,554382,233829,338832,397140,195073,325097,13735,123052,157242,38756
５人以上,F19 プラスチック製品製造業,平成19,2007,年平均,328640,425293,176893,272451,346839,155661,260188,12263,56189,78454,21232
５人以上,F19 プラスチック製品製造業,平成19,2007,1月,273519,351085,154207,273278,350688,154207,264313,8965,241,397,0
５人以上,F19 プラスチック製品製造業,平成19,2007,2月,282950,358773,164641,282571,358152,164641,271543,11028,379,621,0
５人以上,F19 プラスチック製品製造業,平成19,2007,3月,287344,364435,165754,281944,357762,162361,270234,11710,5400,6673,3393
５人以上,F19 プラスチック製品製造業,平成19,2007,4月,305544,383812,178908,294985,370026,173571,282077,12908,10559,13786,5337
５人以上,F19 プラスチック製品製造業,平成19,2007,5月,357641,464808,178529,283035,353391,165447,272139,10896,74606,111417,13082
５人以上,F19 プラスチック製品製造業,平成19,2007,6月,491036,625231,264156,292563,360301,178040,281821,10742,198473,264930,86116
５人以上,F19 プラスチック製品製造業,平成19,2007,7月,348447,452568,190428,264666,339762,150697,251776,12890,83781,112806,39731
５人以上,F19 プラスチック製品製造業,平成19,2007,8月,321888,434175,154588,252836,326776,142670,240767,12069,69052,107399,11918
５人以上,F19 プラスチック製品製造業,平成19,2007,9月,260749,333631,148040,255648,327326,144802,242954,12694,5101,6305,3238
５人以上,F19 プラスチック製品製造業,平成19,2007,10月,266030,342225,147836,265550,341575,147620,252382,13168,480,650,216
５人以上,F19 プラスチック製品製造業,平成19,2007,11月,284193,368752,153082,264461,339439,148206,249181,15280,19732,29313,4876
５人以上,F19 プラスチック製品製造業,平成19,2007,12月,463995,616858,227694,258602,335990,138973,243847,14755,205393,280868,88721
５人以上,F20 ゴム製品製造業,平成17,2005,年平均,477915,519828,287460,354810,383281,225438,339652,15158,123105,136547,62022
５人以上,F20 ゴム製品製造業,平成18,2006,年平均,469122,510791,299766,350469,377160,241989,334751,15718,118653,133631,57777
５人以上,F20 ゴム製品製造業,平成19,2007,年平均,475630,516051,293924,360122,386927,239626,345718,14404,115508,129124,54298
５人以上,F20 ゴム製品製造業,平成19,2007,1月,378078,403121,252471,371344,396505,245145,356470,14874,6734,6616,7326
５人以上,F20 ゴム製品製造業,平成19,2007,2月,363795,388398,239310,362025,386421,238588,346987,15038,1770,1977,722
５人以上,F20 ゴム製品製造業,平成19,2007,3月,365394,391142,238170,363752,389375,237147,348672,15080,1642,1767,1023
５人以上,F20 ゴム製品製造業,平成19,2007,4月,365509,390552,241337,363995,388933,240342,356896,7099,1514,1619,995
５人以上,F20 ゴム製品製造業,平成19,2007,5月,350022,371380,233591,349045,370238,233513,333341,15704,977,1142,78
５人以上,F20 ゴム製品製造業,平成19,2007,6月,904469,990393,466357,360582,383867,241858,343729,16853,543887,606526,224499
５人以上,F20 ゴム製品製造業,平成19,2007,7月,485774,525173,324845,365274,394622,245400,349645,15629,120500,130551,79445
５人以上,F20 ゴム製品製造業,平成19,2007,8月,361789,391439,242698,359263,389223,238930,342440,16823,2526,2216,3768
５人以上,F20 ゴム製品製造業,平成19,2007,9月,359270,389248,239136,357317,386990,238407,341062,16255,1953,2258,729
５人以上,F20 ゴム製品製造業,平成19,2007,10月,365102,396224,240428,362518,393073,240115,345963,16555,2584,3151,313
５人以上,F20 ゴム製品製造業,平成19,2007,11月,364313,395293,240281,360130,390072,240254,353201,6929,4183,5221,27
５人以上,F20 ゴム製品製造業,平成19,2007,12月,1033337,1154838,547800,346924,374801,235521,330916,16008,686413,780037,312279
５人以上,F21 なめし革・同製品・毛皮製造業,平成17,2005,年平均,328735,402437,213912,297503,366301,190320,293818,3685,31232,36136,23592
５人以上,F21 なめし革・同製品・毛皮製造業,平成18,2006,年平均,278748,326346,196251,261981,308125,182004,258752,3229,16767,18221,14247
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,年平均,278921,325552,195771,251599,291686,180118,247963,3636,27322,33866,15653
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,1月,255254,291546,183895,255254,291546,183895,253456,1798,0,0,0
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,2月,265468,300966,195640,264959,300810,194436,260616,4343,509,156,1204
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,3月,259773,297023,187576,259102,296273,187056,257398,1704,671,750,520
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,4月,249928,280114,186143,249730,279822,186143,246472,3258,198,292,0
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,5月,249086,282599,184766,249015,282491,184766,243026,5989,71,108,0
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,6月,301102,345530,213001,255770,286705,194426,248573,7197,45332,58825,18575
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,7月,353732,430711,227061,245415,288467,174572,241165,4250,108317,142244,52489
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,8月,244564,292819,166850,244202,292478,166453,242042,2160,362,341,397
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,9月,248316,295083,172050,247354,293801,171610,244336,3018,962,1282,440
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,10月,249105,293350,176730,248817,292887,176730,246348,2469,288,463,0
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,11月,283745,337631,195878,249416,294170,176441,245964,3452,34329,43461,19437
５人以上,F21 なめし革・同製品・毛皮製造業,平成19,2007,12月,384034,468965,253849,250874,302365,171946,246973,3901,133160,166600,81903
５人以上,F22 窯業・土石製品製造業,平成17,2005,年平均,424156,486231,273126,341730,388314,228391,326618,15112,82426,97917,44735
５人以上,F22 窯業・土石製品製造業,平成18,2006,年平均,471710,530359,295788,350694,389626,233916,330604,20090,121016,140733,61872
５人以上,F22 窯業・土石製品製造業,平成19,2007,年平均,555782,595522,373336,448042,480285,300014,422109,25933,107740,115237,73322
５人以上,F22 窯業・土石製品製造業,平成19,2007,1月,444075,476240,285914,443853,475973,285914,413276,30577,222,267,0
５人以上,F22 窯業・土石製品製造業,平成19,2007,2月,456131,489618,294464,455907,489347,294464,425945,29962,224,271,0
５人以上,F22 窯業・土石製品製造業,平成19,2007,3月,473692,510464,302806,468877,505040,300817,439227,29650,4815,5424,1989
５人以上,F22 窯業・土石製品製造業,平成19,2007,4月,467064,497632,329302,462284,491791,329302,435877,26407,4780,5841,0
５人以上,F22 窯業・土石製品製造業,平成19,2007,5月,436256,469615,280279,435351,468601,279882,410994,24357,905,1014,397
５人以上,F22 窯業・土石製品製造業,平成19,2007,6月,898840,952311,639094,446771,475545,306995,423294,23477,452069,476766,332099
５人以上,F22 窯業・土石製品製造業,平成19,2007,7月,663010,716714,422897,437349,468553,297833,412947,24402,225661,248161,125064
５人以上,F22 窯業・土石製品製造業,平成19,2007,8月,460171,491396,323878,445968,479420,299955,422528,23440,14203,11976,23923
５人以上,F22 窯業・土石製品製造業,平成19,2007,9月,453032,488405,297572,448632,483004,297572,424765,23867,4400,5401,0
５人以上,F22 窯業・土石製品製造業,平成19,2007,10月,441405,472401,304060,441155,472095,304060,415833,25322,250,306,0
５人以上,F22 窯業・土石製品製造業,平成19,2007,11月,596125,636914,413845,444957,477567,299230,420453,24504,151168,159347,114615
５人以上,F22 窯業・土石製品製造業,平成19,2007,12月,888589,951347,599958,444734,475712,302265,419612,25122,443855,475635,297693
５人以上,F23 鉄鋼業,平成17,2005,年平均,684509,752633,389937,442638,478078,289393,427754,14884,241871,274555,100544
５人以上,F23 鉄鋼業,平成18,2006,年平均,694634,763216,407531,444087,481912,285745,426750,17337,250547,281304,121786
５人以上,F23 鉄鋼業,平成19,2007,年平均,931390,1039588,488657,438697,471712,303604,413847,24850,492693,567876,185053
５人以上,F23 鉄鋼業,平成19,2007,1月,425249,461270,303808,423357,459319,302115,404948,18409,1892,1951,1693
５人以上,F23 鉄鋼業,平成19,2007,2月,429669,465414,307837,427789,463480,306142,410799,16990,1880,1934,1695
５人以上,F23 鉄鋼業,平成19,2007,3月,507042,549149,344715,429889,463959,298543,406207,23682,77153,85190,46172
５人以上,F23 鉄鋼業,平成19,2007,4月,469455,505388,331493,460808,498126,317527,427615,33193,8647,7262,13966
５人以上,F23 鉄鋼業,平成19,2007,5月,444425,483666,295806,439722,477934,294998,414643,25079,4703,5732,808
５人以上,F23 鉄鋼業,平成19,2007,6月,3276940,3812268,1272899,432823,468484,299324,406743,26080,2844117,3343784,973575
５人以上,F23 鉄鋼業,平成19,2007,7月,663557,724733,396986,443557,474586,308349,413069,30488,220000,250147,88637
５人以上,F23 鉄鋼業,平成19,2007,8月,483315,519019,325434,456457,489240,311492,426701,29756,26858,29779,13942
５人以上,F23 鉄鋼業,平成19,2007,9月,503676,546424,311741,454953,488529,304199,418371,36582,48723,57895,7542
５人以上,F23 鉄鋼業,平成19,2007,10月,474040,507402,323849,447534,478908,306290,420338,27196,26506,28494,17559
５人以上,F23 鉄鋼業,平成19,2007,11月,434187,461543,299728,431650,458669,298846,414683,16967,2537,2874,882
５人以上,F23 鉄鋼業,平成19,2007,12月,3058254,3383830,1445537,415261,439573,294836,401544,13717,2642993,2944257,1150701
５人以上,F24 非鉄金属製造業,平成17,2005,年平均,583113,641697,341613,433993,474502,267001,414905,19088,149120,167195,74612
５人以上,F24 非鉄金属製造業,平成18,2006,年平均,587105,667618,305330,415312,468734,228350,395768,19544,171793,198884,76980
５人以上,F24 非鉄金属製造業,平成19,2007,年平均,633237,760290,298411,443016,524520,228226,423923,19093,190221,235770,70185
５人以上,F24 非鉄金属製造業,平成19,2007,1月,415298,501729,204501,415298,501729,204501,397286,18012,0,0,0
５人以上,F24 非鉄金属製造業,平成19,2007,2月,420697,502181,218596,420697,502181,218596,400491,20206,0,0,0
５人以上,F24 非鉄金属製造業,平成19,2007,3月,443883,529257,232150,418789,500659,215746,400060,18729,25094,28598,16404
５人以上,F24 非鉄金属製造業,平成19,2007,4月,445351,530943,233341,428123,509831,225735,408775,19348,17228,21112,7606
５人以上,F24 非鉄金属製造業,平成19,2007,5月,426159,510036,216185,423776,507186,214971,404294,19482,2383,2850,1214
５人以上,F24 非鉄金属製造業,平成19,2007,6月,1271055,1577855,504347,422867,504189,219640,396719,26148,848188,1073666,284707
５人以上,F24 非鉄金属製造業,平成19,2007,7月,660089,760223,369591,452521,526925,236667,434661,17860,207568,233298,132924
５人以上,F24 非鉄金属製造業,平成19,2007,8月,479944,559310,256807,465684,545307,241825,449358,16326,14260,14003,14982
５人以上,F24 非鉄金属製造業,平成19,2007,9月,496143,579627,261524,474444,556661,243385,458291,16153,21699,22966,18139
５人以上,F24 非鉄金属製造業,平成19,2007,10月,472229,552891,245195,471658,552364,244500,453811,17847,571,527,695
５人以上,F24 非鉄金属製造業,平成19,2007,11月,478128,561130,246074,477531,560432,245760,457963,19568,597,698,314
５人以上,F24 非鉄金属製造業,平成19,2007,12月,1600091,1954732,616586,454354,531719,239802,435583,18771,1145737,1423013,376784
