"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考"
"132136","132136000205","東村山市","第六中学校校舎","","","","","","","132136","","東京都東村山市秋津町二丁目29-14","東京都","東村山市","秋津町2丁目","29-14","","35.769799","139.489910","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000206","東村山市","第七中学校校舎","","","","","","","132136","","東京都東村山市美住町二丁目23-1","東京都","東村山市","美住町2丁目","23-1","","35.755463","139.459433","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000207","東村山市","市営住宅1号棟","","","","","","","132136","","東京都東村山市富士見町一丁目2-16","東京都","東村山市","富士見町1丁目","2-16","","35.743450","139.462797","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000208","東村山市","市営住宅2号棟","","","","","","","132136","","東京都東村山市","東京都","東村山市","富士見町1丁目","2-16","","35.754566","139.468300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000209","東村山市","市営住宅3号棟","","","","","","","132136","","東京都東村山市","東京都","東村山市","富士見町1丁目","2-16","","35.754566","139.468300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000210","東村山市","市営住宅4号棟","","","","","","","132136","","東京都東村山市","東京都","東村山市","富士見町1丁目","2-16","","35.754566","139.468300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000211","東村山市","市営住宅5号棟","","","","","","","132136","","東京都東村山市","東京都","東村山市","富士見町1丁目","2-16","","35.754566","139.468300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000212","東村山市","市営住宅6号棟","","","","","","","132136","","東京都東村山市富士見町一丁目2-15","東京都","東村山市","富士見町1丁目","2-15","","35.744016","139.461831","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000213","東村山市","恩多野火止水車苑水車小屋","","","","","","","132136","","東京都東村山市恩多町三丁目32-3","東京都","東村山市","恩多町3丁目","32-3","","35.752282","139.482990","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000214","東村山市","北山公園管理事務所倉庫","","","","","","","132136","","東京都東村山市野口町三丁目48","東京都","東村山市","野口町3丁目","48","","35.766257","139.454105","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000215","東村山市","北山公園休憩所","","","","","","","132136","","東京都東村山市野口町四丁目50先","東京都","東村山市","野口町4丁目","50 先","","35.766954","139.460107","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000216","東村山市","運動公園管理事務所","","","","","","","132136","","東京都東村山市恩多町一丁目51-1","東京都","東村山市","恩多町1丁目","51-1","","35.754234","139.489705","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000217","東村山市","稲荷公園便所","","","","","","","132136","","東京都東村山市恩多町三丁目33-8","東京都","東村山市","恩多町3丁目","33-8","","35.751768","139.481706","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000218","東村山市","伊豆殿公園便所","","","","","","","132136","","東京都東村山市萩山町三丁目17","東京都","東村山市","萩山町3丁目","17","","35.745575","139.471451","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000219","東村山市","平和塔公園便所","","","","","","","132136","","東京都東村山市本町一丁目13-2","東京都","東村山市","本町1丁目","13-2","","35.754668","139.466238","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000220","東村山市","南台公園便所","","","","","","","132136","","東京都東村山市富士見町一丁目2-49","東京都","東村山市","富士見町1丁目","2-49","","35.742780","139.458986","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000221","東村山市","弁天池公園水洗便所","","","","","","","132136","","東京都東村山市野口町四丁目14-1","東京都","東村山市","野口町4丁目","14-1","","35.763460","139.462430","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000222","東村山市","大沼田公園便所","","","","","","","132136","","東京都東村山市秋津町二丁目37-40","東京都","東村山市","秋津町2丁目","37-40","","35.772045","139.489415","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000223","東村山市","星ヶ丘公園便所","","","","","","","132136","","東京都東村山市青葉町三丁目21-30","東京都","東村山市","青葉町3丁目","21-30","","35.769293","139.493486","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000224","東村山市","西宿公園便所","","","","","","","132136","","東京都東村山市諏訪町二丁目20-19","東京都","東村山市","諏訪町2丁目","20-19","","35.773239","139.468101","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000225","東村山市","天王森公園便所","","","","","","","132136","","東京都東村山市本町三丁目45","東京都","東村山市","本町3丁目","45","","35.755421","139.469255","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000226","東村山市","熊野公園便所","","","","","","","132136","","東京都東村山市久米川町五丁目13-1","東京都","東村山市","久米川町5丁目","13-1","","35.771087","139.471866","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000227","東村山市","秋津第二児童遊園水洗便所","","","","","","","132136","","東京都東村山市秋津町四丁目25-18","東京都","東村山市","秋津町4丁目","25-18","","35.779108","139.485117","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000229","東村山市","青葉第2児童遊園便所","","","","","","","132136","","東京都東村山市青葉町二丁目15-10","東京都","東村山市","青葉町2丁目","15-10","","35.762625","139.484510","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000230","東村山市","恩多児童遊園便所","","","","","","","132136","","東京都東村山市恩多町五丁目26-1","東京都","東村山市","恩多町5丁目","26-1","","35.759077","139.485857","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000231","東村山市","萩山第一児童遊園便所","","","","","","","132136","","東京都東村山市萩山町四丁目16-5","東京都","東村山市","萩山町4丁目","16-5","","35.743035","139.478656","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000232","東村山市","萩山第二児童遊園便所","","","","","","","132136","","東京都東村山市萩山町一丁目36-3","東京都","東村山市","萩山町1丁目","36-3","","35.738063","139.483685","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000233","東村山市","富士見第二児童遊園便所","","","","","","","132136","","東京都東村山市富士見町三丁目16-9","東京都","東村山市","富士見町3丁目","16-9","","35.747418","139.452884","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000234","東村山市","廻田児童遊園便所","","","","","","","132136","","東京都東村山市廻田町三丁目12-6","東京都","東村山市","廻田町3丁目","12-6","","35.757549","139.447586","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000235","東村山市","赤坂児童遊園便所","","","","","","","132136","","東京都東村山市廻田町三丁目9-6","東京都","東村山市","廻田町3丁目","9-6","","35.756430","139.444508","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000236","東村山市","諏訪児童遊園便所","","","","","","","132136","","東京都東村山市諏訪町一丁目4-3","東京都","東村山市","諏訪町1丁目","4-3","","35.765414","139.465887","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000237","東村山市","松林庵児童遊園便所","","","","","","","132136","","東京都東村山市野口町二丁目12-8","東京都","東村山市","野口町2丁目","12-8","","35.758621","139.460600","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000238","東村山市","野火止広場便所","","","","","","","132136","","東京都東村山市栄町三丁目14-1","東京都","東村山市","栄町3丁目","14-1","","35.746630","139.469211","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000239","東村山市","青葉町2丁目第1仲よし広場便所","","","","","","","132136","","東京都東村山市青葉町二丁目35-10","東京都","東村山市","青葉町2丁目","35-10","","35.764455","139.488148","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000240","東村山市","富士見町１丁目第2仲よし広場便所","","","","","","","132136","","東京都東村山市富士見町一丁目12-16","東京都","東村山市","富士見町1丁目","12-16","","35.740334","139.456940","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000241","東村山市","富士見町3丁目第1仲よし広場便所","","","","","","","132136","","東京都東村山市富士見町三丁目2-35","東京都","東村山市","富士見町3丁目","2-35","","35.749562","139.453093","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000242","東村山市","美住町1丁目第3仲よし広場便所","","","","","","","132136","","東京都東村山市美住町一丁目4-16","東京都","東村山市","美住町1丁目","4-16","","35.750070","139.462908","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000243","東村山市","中央公民館","","","","","","","132136","","東京都東村山市本町二丁目33-2","東京都","東村山市","本町2丁目","33-2","","35.759786","139.466863","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000244","東村山市","秋津公民館","","","","","","","132136","","東京都東村山市秋津町二丁目17-10","東京都","東村山市","秋津町2丁目","17-10","","35.771015","139.486598","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000245","東村山市","廻田公民館","","","","","","","132136","","東京都東村山市廻田町四丁目19-1","東京都","東村山市","廻田町4丁目","19-1","","35.759623","139.452093","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000246","東村山市","中央図書館","","","","","","","132136","","東京都東村山市本町一丁目1-10","東京都","東村山市","本町1丁目","1-10","","35.755239","139.468209","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000247","東村山市","秋津図書館","","","","","","","132136","","東京都東村山市秋津町二丁目17-10","東京都","東村山市","秋津町2丁目","17-10","","35.771015","139.486598","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000248","東村山市","廻田図書館","","","","","","","132136","","東京都東村山市廻田町四丁目19-1","東京都","東村山市","廻田町4丁目","19-1","","35.759623","139.452093","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000249","東村山市","富士見文化センター","","","","","","","132136","","東京都東村山市富士見町五丁目4-51","東京都","東村山市","富士見町5丁目","4-51","","35.746615","139.462885","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000250","東村山市","市 民センター","","","","","","","132136","","東京都東村山市本町一丁目1-1","東京都","東村山市","本町1丁目","1-1","","35.755291","139.467530","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000251","東村山市","栄町ふれあいセンター","","","","","","","132136","","東京都東村山市栄町二丁目25-5","東京都","東村山市","栄町2丁目","25-5","","35.747752","139.472420","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000252","東村山市","久米川ふれあいセンター","","","","","","","132136","","東京都東村山市久米川町三丁目16-4","東京都","東村山市","久米川町3丁目","16-4","","35.766096","139.474206","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000253","東村山市","秋水園ふれあいセンター","","","","","","","132136","","東京都東村山市秋津町四丁目24-12","東京都","東村山市","秋津町4丁目","24-12","","35.779290","139.485947","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000254","東村山市","廻田ふれあいセンター","","","","","","","132136","","東京都東村山市廻田町三丁目12-6","東京都","東村山市","廻田町3丁目","12-6","","35.757549","139.447586","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000255","東村山市","青葉地域センター","","","","","","","132136","","東京都東村山市青葉町三丁目30-3","東京都","東村山市","青葉町3丁目","30-3","","35.769210","139.496263","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000256","東村山市","萩山集会所","","","","","","","132136","","東京都東村山市萩山町一丁目36-3","東京都","東村山市","萩山町1丁目","36-3","","35.738063","139.483685","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000257","東村山市","多摩湖ふれあいセンター","","","","","","","132136","","東京都東村山市多摩湖町一丁目18-16","東京都","東村山市","多摩湖町1丁目","18-16","","35.764064","139.449143","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000258","東村山市","東村山市民スポーツセンター","","","","","","","132136","","東京都東村山市久米川町三丁目30-5","東京都","東村山市","久米川町3丁目","30-5","","35.761085","139.479636","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000259","東村山市","東村山ふるさと歴史館","","","","","","","132136","","東京都東村山市諏訪町一丁目6-3","東京都","東村山市","諏訪町1丁目","6-3","","35.766268","139.466058","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000260","東村山市","八国山たいけんの里","","","","","","","132136","","東京都東村山市野口町三丁目48-1","東京都","東村山市","野口町3丁目","48-1","","35.766135","139.454245","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000261","東村山市","下宅部遺跡はっけんのもり","","","","","","","132136","","東京都東村山市多摩湖町四丁目3-1","東京都","東村山市","多摩湖町4丁目","3-1","","35.766255","139.451947","","","","","","","","1890026","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000262","東村山市","東村山市高齢者ワークプラザ","","","","","","","132136","","東京都東村山市久米川町四丁目9-19","東京都","東村山市","久米川町4丁目","9-19","","35.761612","139.469155","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000263","東村山市","久米川憩の家","","","","","","","132136","","東京都東村山市久米川町五丁目16-1","東京都","東村山市","久米川町5丁目","16-1","","35.771689","139.471999","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000264","東村山市","萩山憩の家","","","","","","","132136","","東京都東村山市萩山町二丁目3-11","東京都","東村山市","萩山町2丁目","3-11","","35.742364","139.475627","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000265","東村山市","社会福祉センター","","","","","","","132136","","東京都東村山市諏訪町一丁目3-10","東京都","東村山市","諏訪町1丁目","3-10","","35.765483","139.466712","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000266","東村山市","地域福祉センター","","","","","","","132136","","東京都東村山市野口町一丁目25-15","東京都","東村山市","野口町1丁目","25-15","","35.758257","139.464253","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000267","東村山市","第一保育園","","","","","","","132136","","東京都東村山市本町四丁目15-16","東京都","東村山市","本町4丁目","15-16","","35.753380","139.473389","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000268","東村山市","第四保育園","","","","","","","132136","","東京都東村山市美住町一丁目4-19","東京都","東村山市","美住町1丁目","4-19","","35.749255","139.464873","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000269","東村山市","第五保育園","","","","","","","132136","","東京都東村山市秋津町四丁目25-15","東京都","東村山市","秋津町4丁目","25-15","","35.779294","139.485108","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000270","東村山市","第七保育園","","","","","","","132136","","東京都東村山市栄町一丁目36-51","東京都","東村山市","栄町1丁目","36-51","","35.752516","139.477233","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000271","東村山市","栄町児童館","","","","","","","132136","","東京都東村山市栄町三丁目14-1","東京都","東村山市","栄町3丁目","14-1","","35.746630","139.469211","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000272","東村山市","秋津児童館","","","","","","","132136","","東京都東村山市秋津町三丁目51-25","東京都","東村山市","秋津町3丁目","51-25","","35.773334","139.483478","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000273","東村山市","北山児童館","","","","","","","132136","","東京都東村山市野口町三丁目26-2","東京都","東村山市","野口町3丁目","26-2","","35.765104","139.453386","","","","","","","","1890022","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000274","東村山市","本町児童館","","","","","","","132136","","東京都東村山市本町四丁目19-26","東京都","東村山市","本町4丁目","19-26","","35.753746","139.474797","","","","","","","","1890014","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000275","東村山市","児童館第1化成分室","","","","","","","132136","","東京都東村山市諏訪町一丁目4-1","東京都","東村山市","諏訪町1丁目","4-1","","35.764986","139.465841","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000276","東村山市","児童館第2化成分室","","","","","","","132136","","東京都東村山市諏訪町一丁目4-31","東京都","東村山市","諏訪町1丁目","4-31","","35.765382","139.464670","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000277","東村山市","児童館第1・第2萩山分室","","","","","","","132136","","東京都東村山市萩山町四丁目16-5","東京都","東村山市","萩山町4丁目","16-5","","35.743035","139.478656","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000278","東村山市","児童館南台分室","","","","","","","132136","","東京都東村山市富士見町一丁目16-1","東京都","東村山市","富士見町1丁目","16-1","","35.744493","139.456483","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000279","東村山市","児童館第1・第2青葉分室","","","","","","","132136","","東京都東村山市青葉町二丁目35-11","東京都","東村山市","青葉町2丁目","35-11","","35.764264","139.488665","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000280","東村山市","児童館第1東萩山分室","","","","","","","132136","","東京都東村山市萩山町五丁目7-18","東京都","東村山市","萩山町5丁目","7-18","","35.746268","139.477317","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000281","東村山市","児童館第2東萩山分室","","","","","","","132136","","東京都東村山市萩山町五丁目7-18","東京都","東村山市","萩山町5丁目","7-18","","35.746268","139.477317","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000282","東村山市","児童館第1久米川分室","","","","","","","132136","","東京都東村山市久米川町四丁目11-19","東京都","東村山市","久米川町4丁目","11-19","","35.761767","139.473034","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000283","東村山市","児童館第2久米川分室","","","","","","","132136","","東京都東村山市久米川町四丁目11-22","東京都","東村山市","久米川町4丁目","11-22","","35.762158","139.473053","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000284","東村山市","児童館第1・第2秋津東分室","","","","","","","132136","","東京都東村山市秋津町四丁目35-68","東京都","東村山市","秋津町4丁目","35-68","","35.774677","139.489323","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000285","東村山市","児童館第1野火止分室","","","","","","","132136","","東京都東村山市恩多町五丁目45-4","東京都","東村山市","恩多町5丁目","45-4","","35.756596","139.486730","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000286","東村山市","児童館第2野火止分室","","","","","","","132136","","東京都東村山市恩多町五丁目45-4","東京都","東村山市","恩多町5丁目","45-4","","35.756596","139.486730","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000287","東村山市","児童館久米川東分室","","","","","","","132136","","東京都東村山市久米川町二丁目44-3","東京都","東村山市","久米川町2丁目","44-3","","35.766236","139.481497","","","","","","","","1890003","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000288","東村山市","児童館富士見分室","","","","","","","132136","","東京都東村山市富士見町五丁目4-56","東京都","東村山市","富士見町5丁目","4-56","","35.747287","139.457986","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000289","東村山市","秋水園プール管理棟","","","","","","","132136","","東京都東村山市秋津町四丁目17-1","東京都","東村山市","秋津町4丁目","17-1","","35.779668","139.485337","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000290","東村山市","美住リサイクルショップ","","","","","","","132136","","東京都東村山市美住町二丁目11-32","東京都","東村山市","美住町2丁目","11-32","","35.757021","139.461892","","","","","","","","1890023","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000291","東村山市","宮前ポンプ場","","","","","","","132136","","東京都東村山市秋津町五丁目32-58","東京都","東村山市","秋津町5丁目","32-58","","35.778972","139.490107","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000292","東村山市","秋津汚水中継ポンプ場","","","","","","","132136","","東京都東村山市秋津町四丁目17-1","東京都","東村山市","秋津町4丁目","17-1","","35.779668","139.485337","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000293","東村山市","農とみどりの体験パーク","","","","","","","132136","","東京都東村山市秋津町一丁目9-2","東京都","東村山市","秋津町1丁目","9-2","","35.774162","139.492967","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000294","東村山市","恩多町第1市民農園便所","","","","","","","132136","","東京都東村山市恩多町四丁目2-2","東京都","東村山市","恩多町4丁目","2-2","","35.759256","139.475247","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000295","東村山市","恩多町第2市民農園便所","","","","","","","132136","","東京都東村山市恩多町五丁目8-13","東京都","東村山市","恩多町5丁目","8-13","","35.756983","139.484211","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000296","東村山市","富士見町市民農園便所","","","","","","","132136","","東京都東村山市富士見町四丁目10-3","東京都","東村山市","富士見町4丁目","10-3","","35.752264","139.449704","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000297","東村山市","萩山公園便所","","","","","","","132136","","東京都東村山市萩山町三丁目23-16","東京都","東村山市","萩山町3丁目","23-16","","35.744349","139.471526","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000298","東村山市","萩山民設公園内トイレ","","","","","","","132136","","東京都東村山市萩山町三丁目28-1","東京都","東村山市","萩山町3丁目","28-1","","35.742345","139.474769","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000299","東村山市","萩山町1丁目第1仲よし広場便所","","","","","","","132136","","東京都東村山市萩山町一丁目21-1","東京都","東村山市","萩山町1丁目","21-1","","35.737735","139.486074","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000300","東村山市","秋津町ゲートボール場便所","","","","","","","132136","","東京都東村山市秋津町三丁目44-42","東京都","東村山市","秋津町3丁目","44-42","","35.774922","139.480997","","","","","","","","1890001","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000301","東村山市","恩多ゲートボール場便所","","","","","","","132136","","東京都東村山市恩多町三丁目23-30","東京都","東村山市","恩多町3丁目","23-30","","35.753139","139.484387","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000302","東村山市","東村山市ゲートボール場公園便所","","","","","","","132136","","東京都東村山市廻田町一丁目26-1","東京都","東村山市","廻田町1丁目","26-1","","35.756053","139.452356","","","","","","","","1890025","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000303","東村山市","北川ゲートボール場便所","","","","","","","132136","","東京都東村山市諏訪町一丁目39-32","東京都","東村山市","諏訪町1丁目","39-32","","35.773100","139.470694","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000306","東村山市","校庭開放用施設物置","","","","","","","132136","","東京都東村山市諏訪町一丁目4-1","東京都","東村山市","諏訪町1丁目","4-1","","35.764986","139.465841","","","","","","","","1890021","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000307","東村山市","校庭開放用施設物置","","","","","","","132136","","東京都東村山市恩多町四丁目17-1","東京都","東村山市","恩多町4丁目","17-1","","35.756545","139.478064","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000308","東村山市","校庭開放用施設物置","","","","","","","132136","","東京都東村山市栄町三丁目34-1","東京都","東村山市","栄町3丁目","34-1","","35.749013","139.465727","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000309","東村山市","校庭開放用施設物置","","","","","","","132136","","東京都東村山市萩山町四丁目16-1","東京都","東村山市","萩山町4丁目","16-1","","35.743933","139.477817","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000310","東村山市","校庭開放用施設物置","","","","","","","132136","","東京都東村山市富士見町一丁目16-12","東京都","東村山市","富士見町1丁目","16-12","","35.744380","139.455407","","","","","","","","1890024","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000311","東村山市","校庭開放用施設物置","","","","","","","132136","","東京都東村山市萩山町五丁目7-1","東京都","東村山市","萩山町5丁目","7-1","","35.745691","139.478585","","","","","","","","1890012","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000312","東村山市","校庭開放用施設物置","","","","","","","132136","","東京都東村山市青葉町二丁目33-1","東京都","東村山市","青葉町2丁目","33-1","","35.764670","139.490110","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000313","東村山市","久米川駅南口第1駐輪場管理事務所","","","","","","","132136","","東京都東村山市栄町二丁目29-2","東京都","東村山市","栄町2丁目","29-2","","35.748387","139.470449","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000314","東村山市","久米川駅北口地下駐輪場","","","","","","","132136","","東京都東村山市栄町一丁目3-1外","東京都","東村山市","栄町1丁目","3-1 外","","35.750106","139.473008","","","","","","","","1890013","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
