"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_英字","名称_通称","POIコード","外部識別子","外部識別子の値","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","法人番号","団体名","利用可能曜日","開始時間","終了時間","利用可能時間特記事項","説明","車椅子可","車椅子貸出","ツエ貸出","バリアフリートイレ","スロープ、エレベータ、エスカレータ","点字ブロック等の移動支援","点字や読上による支援","盲導犬・介助犬、聴導犬同伴","字幕","筆談対応","優先駐車場","オストメイト対応トイレ","授乳室","おむつ替えコーナー","飲食可否","ベビーカー貸出","ベビーカー利用","URL","画像","画像_ライセンス","備考"
"132136","132136000071","東村山市","青葉町1丁目 第5仲よし広場","","","","","","","132136","","東京都東村山市青葉町一丁目23-8","東京都","東村山市","青葉町1丁目","23-8","","35.761666","139.498746","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000072","東村山市","青葉町1丁目 第6仲よし広場","","","","","","","132136","","東京都東村山市青葉町一丁目21-33","東京都","東村山市","青葉町1丁目","21-33","","35.763261","139.494537","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000073","東村山市","青葉町1丁目 第7仲よし広場","","","","","","","132136","","東京都東村山市青葉町一丁目13-34","東京都","東村山市","青葉町1丁目","13-34","","35.760084","139.496733","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000074","東村山市","青葉町1丁目 第8仲よし広場","","","","","","","132136","","東京都東村山市青葉町一丁目6-10","東京都","東村山市","青葉町1丁目","6-10","","35.759670","139.495145","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000075","東村山市","青葉町1丁目 第9仲よし広場","","","","","","","132136","","東京都東村山市青葉町一丁目23-51","東京都","東村山市","青葉町1丁目","23-51","","35.761666","139.498746","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000076","東村山市","青葉町1丁目 第10仲よし広場","","","","","","","132136","","東京都東村山市青葉町一丁目25-43","東京都","東村山市","青葉町1丁目","25-43","","35.761047","139.500099","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000077","東村山市","青葉町2丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市青葉町二丁目35-10","東京都","東村山市","青葉町2丁目","35-10","","35.764455","139.488148","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000078","東村山市","青葉町2丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市青葉町二丁目24-1","東京都","東村山市","青葉町2丁目","24-1","","35.761173","139.489602","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000079","東村山市","青葉町3丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市青葉町三丁目46-15","東京都","東村山市","青葉町3丁目","46-15","","35.771762","139.498543","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000080","東村山市","青葉町3丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市青葉町三丁目44-20","東京都","東村山市","青葉町3丁目","44-20","","35.769928","139.498552","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000081","東村山市","青葉町3丁目第4仲よし広場","","","","","","","132136","","東京都東村山市青葉町三丁目28-7","東京都","東村山市","青葉町3丁目","28-7","","35.768381","139.494642","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000082","東村山市","青葉町3丁目 第5仲よし広場","","","","","","","132136","","東京都東村山市青葉町三丁目43","東京都","東村山市","青葉町3丁目","43","","35.770656","139.498244","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000083","東村山市","青葉町3丁目 第6仲よし広場","","","","","","","132136","","東京都東村山市青葉町三丁目24-48","東京都","東村山市","青葉町3丁目","24-48","","35.770176","139.493759","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000084","東村山市","青葉町3丁目 第7仲よし広場","","","","","","","132136","","東京都東村山市青葉町三丁目3-25","東京都","東村山市","青葉町3丁目","3-25","","35.766361","139.491734","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000085","東村山市","青葉町4丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市青葉町四丁目1-56","東京都","東村山市","青葉町4丁目","1-56","","35.766052","139.496545","","","","","","","","1890002","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000086","東村山市","恩多町1丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市恩多町一丁目36-5","東京都","東村山市","恩多町1丁目","36-5","","35.753064","139.489705","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000087","東村山市","恩多町1丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市恩多町一丁目37-50","東京都","東村山市","恩多町1丁目","37-50","","35.752869","139.487705","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000088","東村山市","恩多町1丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市恩多町一丁目2-41","東京都","東村山市","恩多町1丁目","2-41","","35.754100","139.487746","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000089","東村山市","恩多町1丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市恩多町一丁目5-7","東京都","東村山市","恩多町1丁目","5-7","","35.755097","139.488482","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000090","東村山市","恩多町1丁目 第5仲よし広場","","","","","","","132136","","東京都東村山市恩多町一丁目9-23","東京都","東村山市","恩多町1丁目","9-23","","35.755734","139.488992","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000091","東村山市","恩多町1丁目 第6仲よし広場","","","","","","","132136","","東京都東村山市恩多町一丁目41","東京都","東村山市","恩多町1丁目","41","","35.752305","139.486450","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000092","東村山市","恩多町1丁目 第7仲よし広場","","","","","","","132136","","東京都東村山市恩多町一丁目13-13","東京都","東村山市","恩多町1丁目","13-13","","35.757287","139.493603","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000093","東村山市","恩多町1丁目 第8仲よし広場","","","","","","","132136","","東京都東村山市恩多町一丁目2","東京都","東村山市","恩多町1丁目","2","","35.754100","139.487746","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000094","東村山市","恩多町1丁目 第9仲よし広場","","","","","","","132136","","東京都東村山市恩多町一丁目35","東京都","東村山市","恩多町1丁目","35","","35.752190","139.488490","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000095","東村山市","恩多町1丁目 第10仲よし広場","","","","","","","132136","","東京都東村山市恩多町一丁目37-77","東京都","東村山市","恩多町1丁目","37-77","","35.752869","139.487705","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000096","東村山市","恩多町2丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市恩多町二丁目36-49","東京都","東村山市","恩多町2丁目","36-49","","35.749988","139.486112","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000097","東村山市","恩多町2丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市恩多町二丁目29-40","東京都","東村山市","恩多町2丁目","29-40","","35.748420","139.482895","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000098","東村山市","恩多町2丁目 第3仲よし広場","","","","","","","132136","","東京都東村山市恩多町二丁目17-56","東京都","東村山市","恩多町2丁目","17-56","","35.750291","139.484368","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000099","東村山市","恩多町2丁目 第4仲よし広場","","","","","","","132136","","東京都東村山市恩多町二丁目12-25","東京都","東村山市","恩多町2丁目","12-25","","35.753026","139.485231","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000100","東村山市","恩多町3丁目 第1仲よし広場","","","","","","","132136","","東京都東村山市恩多町三丁目21-77","東京都","東村山市","恩多町3丁目","21-77","","35.754282","139.483341","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132136","132136000101","東村山市","恩多町3丁目 第2仲よし広場","","","","","","","132136","","東京都東村山市恩多町三丁目34-57","東京都","東村山市","恩多町3丁目","34-57","","35.752595","139.481404","","","","","","","","1890011","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
