全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,ボブスレー・リュージュ・スケルトン,野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
132136,,東京都東村山市,大岱小学校,オンタショウガッコウ,,,,,,132136,,東京都東村山市恩多町4-17-1,東京都,東村山市,恩多町4,17-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,秋津小学校,アキツショウガッコウ,,,,,,132136,,東京都東村山市秋津町3-48-1,東京都,東村山市,秋津町3,48-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,八坂小学校,ヤサカショウガッコウ,,,,,,132136,,東京都東村山市栄町3-34-1,東京都,東村山市,栄町3,34-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,萩山小学校,ハギヤマショウガッコウ,,,,,,132136,,東京都東村山市萩山町4-16-1,東京都,東村山市,萩山町4,16-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,南台小学校,ミナミダイショウガッコウ,,,,,,132136,,東京都東村山市富士見町1-16-12,東京都,東村山市,富士見町1,16-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,久米川小学校,クメガワショウガッコウ,,,,,,132136,,東京都東村山市久米川町4-11-1,東京都,東村山市,久米川町4,11-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,東萩山小学校,ヒガシハギヤマショウガッコウ,,,,,,132136,,東京都東村山市萩山町5-7-1,東京都,東村山市,萩山町5,7-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,青葉小学校,アオバショウガッコウ,,,,,,132136,,東京都東村山市青葉町2-33-1,東京都,東村山市,青葉町2,33-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,北山小学校,キタヤマショウガッコウ,,,,,,132136,,東京都東村山市野口町3-45-1,東京都,東村山市,野口町3,45-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,秋津東小学校,アキツヒガシショウガッコウ,,,,,,132136,,東京都東村山市秋津町4-35-11,東京都,東村山市,秋津町4,35-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,野火止小学校,ノビドメショウガッコウ,,,,,,132136,,東京都東村山市恩多町5-47-1,東京都,東村山市,恩多町5,47-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,久米川東小学校,クメガワヒガシショウガッコウ,,,,,,132136,,東京都東村山市久米川町2-40-10,東京都,東村山市,久米川町2,40-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,富士見小学校,フジミショウガッコウ,,,,,,132136,,東京都東村山市富士見町5-4-57,東京都,東村山市,富士見町5,4-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,第一中学校,ダイイチチュウガッコウ,,,,,,132136,,東京都東村山市富士見町1-5-2,東京都,東村山市,富士見町1,5-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,第二中学校,ダイニチュウガッコウ,,,,,,132136,,東京都東村山市久米川町2-4-1,東京都,東村山市,久米川町2,4-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,第三中学校,ダイサンチュウガッコウ,,,,,,132136,,東京都東村山市萩山町5-2-1,東京都,東村山市,萩山町5,2-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,第四中学校,ダイヨンチュウガッコウ,,,,,,132136,,東京都東村山市野口町3-24-1,東京都,東村山市,野口町3,24-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,第五中学校,ダイゴチュウガッコウ,,,,,,132136,,東京都東村山市恩多町4-38-1,東京都,東村山市,恩多町4,38-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,第六中学校,ダイロクチュウガッコウ,,,,,,132136,,東京都東村山市秋津町2-29-14,東京都,東村山市,秋津町2,29-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132136,,東京都東村山市,第七中学校,ダイナナチュウガッコウ,,,,,,132136,,東京都東村山市美住町2-23-1,東京都,東村山市,美住町2,23-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有,無,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
