"運行ルート","行き先","停留所番号","停留所名","時刻1","時刻2","時刻3","時刻4","時刻5","時刻6","時刻7","時刻8","時刻9","時刻10","時刻11","時刻12","時刻13","時刻14","時刻15","時刻16","時刻17","時刻18","時刻19","時刻20","時刻21","時刻22","時刻23","時刻24","時刻25","時刻26","時刻27","時刻28","時刻29","時刻30","時刻31","時刻32","時刻33","時刻34","時刻35","時刻36","時刻37","時刻38","備考"
"高輪ルート","品川駅港南口","155-2","高輪台小学校","8:08","8:28","8:48","9:08","9:28","9:48","10:08","10:28","10:48","11:08","11:28","11:48","12:08","12:28","12:48","13:08","13:28","13:48","14:08","14:28","14:48","15:08","15:28","15:48","16:08","16:28","16:48","17:08","17:28","17:48","18:08","18:28","18:48","19:08","19:28","19:48","20:08","20:28","浅草線三田駅前で乗車したまま、品川駅港南口方面へ乗り継ぐことができます。"
"高輪ルート","品川駅港南口","156","高輪警察署前","8:09","8:29","8:49","9:09","9:29","9:49","10:09","10:29","10:49","11:09","11:29","11:49","12:09","12:29","12:49","13:09","13:29","13:49","14:09","14:29","14:49","15:09","15:29","15:49","16:09","16:29","16:49","17:09","17:29","17:49","18:09","18:29","18:49","19:09","19:29","19:49","20:09","20:29","浅草線三田駅前で乗車したまま、品川駅港南口方面へ乗り継ぐことができます。"
"高輪ルート","品川駅港南口","157","高輪三丁目","8:10","8:30","8:50","9:10","9:30","9:50","10:10","10:30","10:50","11:10","11:30","11:50","12:10","12:30","12:50","13:10","13:30","13:50","14:10","14:30","14:50","15:10","15:30","15:50","16:10","16:30","16:50","17:10","17:30","17:50","18:10","18:30","18:50","19:10","19:30","19:50","20:10","20:30","浅草線三田駅前で乗車したまま、品川駅港南口方面へ乗り継ぐことができます。"
"高輪ルート","品川駅港南口","158","東京高輪病院","8:12","8:32","8:52","9:12","9:32","9:52","10:12","10:32","10:52","11:12","11:32","11:52","12:12","12:32","12:52","13:12","13:32","13:52","14:12","14:32","14:52","15:12","15:32","15:52","16:12","16:32","16:52","17:12","17:32","17:52","18:12","18:32","18:52","19:12","19:32","19:52","20:12","20:32","浅草線三田駅前で乗車したまま、品川駅港南口方面へ乗り継ぐことができます。"
"高輪ルート","品川駅港南口","159","品川駅高輪口","8:16","8:36","8:56","9:16","9:36","9:56","10:16","10:36","10:56","11:16","11:36","11:56","12:16","12:36","12:56","13:16","13:36","13:56","14:16","14:36","14:56","15:16","15:36","15:56","16:16","16:36","16:56","17:16","17:36","17:56","18:16","18:36","18:56","19:16","19:36","19:56","20:16","20:36","浅草線三田駅前で乗車したまま、品川駅港南口方面へ乗り継ぐことができます。"
"高輪ルート","品川駅港南口","160","高輪四丁目","8:17","8:37","8:57","9:17","9:37","9:57","10:17","10:37","10:57","11:17","11:37","11:57","12:17","12:37","12:57","13:17","13:37","13:57","14:17","14:37","14:57","15:17","15:37","15:57","16:17","16:37","16:57","17:17","17:37","17:57","18:17","18:37","18:57","19:17","19:37","19:57","20:17","20:37","浅草線三田駅前で乗車したまま、品川駅港南口方面へ乗り継ぐことができます。"
"高輪ルート","品川駅港南口","161","港南二丁目","8:20","8:40","9:00","9:20","9:40","10:00","10:20","10:40","11:00","11:20","11:40","12:00","12:20","12:40","13:00","13:20","13:40","14:00","14:20","14:40","15:00","15:20","15:40","16:00","16:20","16:40","17:00","17:20","17:40","18:00","18:20","18:40","19:00","19:20","19:40","20:00","20:20","20:40","浅草線三田駅前で乗車したまま、品川駅港南口方面へ乗り継ぐことができます。"
"高輪ルート","品川駅港南口","136","品川駅港南口","8:26","8:46","9:06","9:26","9:46","10:06","10:26","10:46","11:06","11:26","11:46","12:06","12:26","12:46","13:06","13:26","13:46","14:06","14:26","14:46","15:06","15:26","15:46","16:06","16:26","16:46","17:06","17:26","17:46","18:06","18:26","18:46","19:06","19:26","19:46","20:06","20:26","20:46","浅草線三田駅前で乗車したまま、品川駅港南口方面へ乗り継ぐことができます。"

"ちぃばす時刻表　高輪ルート 品川駅港南口行き（全日）","Ver201904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
