データセット_ID,全国地方公共団体コード,地方公共団体名,データセット_タイトル,データセット_サブタイトル,データセット_概要,データセット_キーワード,データセット_分類,データセット_ユニバーサルメニュー,データセット_公開日,データセット_最終更新日,データセット_バージョン,データセット_言語,データセット_URL,データセット_更新頻度,データセット_準拠する標準,データセット_関連ドキュメント,データセット_来歴情報,データセット_対象地域,データセット_対象期間,データセット_連絡先名称,データセット_連絡先メールアドレス,データセット_連絡先電話番号,データセット_連絡先内線番号,データセット_連絡先FormURL,データセット_連絡先備考（その他、SNSなど）,データセット_備考,ファイル_タイトル,ファイル_アクセスURL,ファイル_ダウンロードURL,ファイル_説明,ファイル形式,ファイル_ライセンス,ファイル_ステータス,ファイル_サイズ,ファイル_公開日,ファイル_最終更新日,ファイル_利用規約,ファイル_関連ドキュメント,ファイル_言語,ファイル_準拠する標準,ファイル_API対応有無
0000000018,131202,東京都練馬区,財政状況資料集,,"練馬区の財政状況資料集をオープンデータとして提供しています。
※平成27年度分から「公会計指標分析・財政指標組合せ分析表、施設類型別ストック情報分析表」を追加しました。
※「公会計指標分析・財政指標組合せ分析表、施設類型別ストック情報分析表」は毎年5月以降に追加します。",財政,統計・区政情報,,2016/11/30,2024/08/08,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/tokei_kusei/hikaku.html,毎年,,,,東京都練馬区,,企画部財政課,,,,,,,,,,,xlsx,CC-BY,配信中,,2016/11/30,2024/08/08,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000019,131202,東京都練馬区,区民意識意向調査報告書,,区政の課題について区民の意識や意向を統計的にとらえ、区政運営の基礎資料とするものです。,統計,統計・区政情報,,2016/11/30,2023/04/01,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/tokei_kusei/kuminisiki.html,毎年,,,,東京都練馬区,,区長室広聴広報課,,,,,,,,,,,pdf,CC-BY（※一部適用外の図表があります。）,配信中,,2016/11/30,2023/04/01,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000020,131202,東京都練馬区,区政改革計画～みどりの風吹くまちを実現するために～,,「みどりの風吹くまちビジョン」に掲げた政策を実現するための具体的な仕組みや態勢を、「区民の視点」から改めて検討し、見直す計画。,計画,統計・区政情報,,2017/04/21,2017/04/21,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/tokei_kusei/kuseikaikakukeikaku.html,随時,,,,東京都練馬区,,区政改革担当部区政改革担当課,,,,,,,,,,,docx,CC-BY,配信中,,2017/04/21,2017/04/21,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000022,131202,東京都練馬区,女性の職業選択の参考となる練馬区の状況,,女性の職業選択における活躍の推進に関する法律に基づく「女性の職業選択の参考となる区の状況」を掲載しています。,統計,統計・区政情報,,2017/04/21,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/tokei_kusei/shokugyousentaku.html,随時,,,,東京都練馬区,,人事戦略担当部人材育成課,,,,,,,,,,,docx,CC-BY,配信中,,2017/04/21,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000023,131202,東京都練馬区,国勢調査,,国勢調査の集計結果について、練馬区に係る分のうち主要なものを掲載しています。,統計,統計・区政情報,,2017/12/27,2023/04/01,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/tokei_kusei/kokuseichousa.html,随時,,,,東京都練馬区,,総務部総務課,,,,,,,,,,,xlsx,CC-BY,配信中,,2017/12/27,2023/04/01,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000024,131202,東京都練馬区,避難拠点,,練馬区立の小・中学校、98校です。避難拠点は、震度5弱以上の地震が起きて、学校の建物が安全な場合に、「避難拠点要員」により開設され、「避難拠点運営連絡会」の協力を得ながら、避難者の受け入れや在宅避難者への支援を行います。,施設・防災・位置情報,防災・安全安心,,2016/11/30,2021/05/08,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/bosai/hinankyoten.html,随時,,,,東京都練馬区,,危機管理室区民防災課,,,,,,,,,,,csv,CC-BY,配信中,,2016/11/30,2021/05/08,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000025,131202,東京都練馬区,帰宅支援ステーション,,災害時に、帰宅困難者に対して、一時的な滞在場所や、水・トイレなどを提供する施設の一覧です。,施設・防災・位置情報,防災・安全安心,,2016/11/30,2016/11/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/bosai/kitakusien.html,随時,,,,東京都練馬区,,危機管理室防災計画課,,,,,,,,,,,csv,CC-BY,配信中,,2016/11/30,2016/11/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000026,131202,東京都練馬区,災害時給水ステーション,,震災等により断水した際に、水を配るための施設の一覧です。,施設・防災・位置情報,防災・安全安心,,2016/11/30,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/bosai/kyuusui.html,随時,,,,東京都練馬区,,危機管理室防災計画課,,,,,,,,,,,csv,CC-BY,配信中,,2016/11/30,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000027,131202,東京都練馬区,防災井戸,,防災井戸の名称と住所の一覧です。,施設・防災・位置情報,防災・安全安心,,2017/04/28,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/bosai/bousaiido.html,随時,,,,東京都練馬区,,危機管理室防災計画課,,,,,,,,,,,csv,CC-BY,配信中,,2017/04/28,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000028,131202,東京都練馬区,学校防災井戸,,学校防災井戸の所在地の一覧です。,施設・防災・位置情報,防災・安全安心,,2017/04/28,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/bosai/gakkoubousaiido.html,随時,,,,東京都練馬区,,危機管理室防災計画課,,,,,,,,,,,csv,CC-BY,配信中,,2017/04/28,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000029,131202,東京都練馬区,にこにこ実施施設一覧,,児童のいない午前中の学童クラブ室を開放し、0～3歳までの乳幼児とその保護者が遊んだり情報交換ができる場です。,施設・子ども・位置情報 ,子育て・教育,,2017/04/28,2022/01/12,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/kosodate/nikoniko.html,随時,,,,東京都練馬区,,こども家庭部子育て支援課,,,,,,,,,,,csv,CC-BY,配信中,,2017/04/28,2022/01/12,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000030,131202,東京都練馬区,児童館中高生事業実施施設一覧,,中高生向け事業の実施施設一覧です。実施曜日は、中高生が夜7時まで利用できます。,施設・子ども,子育て・教育,,2017/04/28,2022/01/12,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/kosodate/tyuukousei.html,随時,,,,東京都練馬区,,こども家庭部子育て支援課,,,,,,,,,,,csv,CC-BY,配信中,,2017/04/28,2022/01/12,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000031,131202,東京都練馬区,放課後児童等の広場（民間学童保育）施設一覧,,民間の団体が、放課後の保育を必要とする小学生をお預かりし、児童の健全育成を図る事業。,施設・子ども・位置情報,子育て・教育,,2017/04/28,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/kosodate/minkangakudouhoiku.html,随時,,,,東京都練馬区,,こども家庭部子育て支援課,,,,,,,,,,,csv,CC-BY,配信中,,2017/04/28,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000032,131202,東京都練馬区,練馬区立小学校児童数・学級数一覧,,毎年度の5月1日時点での練馬区立小学校児童数・学級数の一覧です。,統計・教育・子ども,子育て・教育,,2017/04/28,2024/07/03,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/kosodate/jidousuu.html,毎年,,,,東京都練馬区,,教育振興部学務課,,,,,,,,,,,xls,CC-BY,配信中,,2017/04/28,2022/07/03,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000033,131202,東京都練馬区,練馬区立中学校生徒数・学級数一覧,,毎年度の5月1日時点での練馬区立中学校生徒数・学級数の一覧です。,統計・教育・子ども,子育て・教育,,2017/04/28,2024/07/03,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/kosodate/seitosuu.html,毎年,,,,東京都練馬区,,教育振興部学務課,,,,,,,,,,,xls,CC-BY,配信中,,2017/04/28,2022/07/03,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000034,131202,東京都練馬区,図書館所蔵資料数,,"年度末の練馬区立図書館全館の所蔵資料数とその内訳を掲載しています。
※平成28年度分からデータのファイル形式をCSVに変更しました。",統計・教育・文化芸術・生涯学習,文化・生涯学習,,2017/04/28,2023/10/05,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/bunka/shozousiryousuu.html,毎年,,,,東京都練馬区,,教育振興部光が丘図書館,,,,,,,,,,,csv,CC-BY,配信中,,2017/04/28,2023/10/05,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000035,131202,東京都練馬区,図書館利用状況等,,"年間の練馬区立図書館および図書館資料受取窓口の利用状況（総計）等を掲載しています。
※平成28年度分からデータのファイル形式をCSVに変更しました。",統計・教育・文化芸術・生涯学習,文化・生涯学習,,2017/04/28,2023/10/05,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/bunka/riyoujoukyou.html,毎年,,,,東京都練馬区,,教育振興部光が丘図書館,,,,,,,,,,,csv,CC-BY,配信中,,2017/04/28,2023/10/05,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000036,131202,東京都練馬区,図書館資料受取窓口利用状況,,"年間の図書館資料受取窓口の利用状況（総計）等を掲載しています。
※令和3年度からデータの内容を追加しました。",統計・教育・文化芸術・生涯学習,文化・生涯学習,,2017/04/28,2023/10/05,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/bunka/uketorimadoguchi.html,毎年,,,,東京都練馬区,,教育振興部光が丘図書館,,,,,,,,,,,csv,CC-BY,配信中,,2017/04/28,2023/10/05,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000037,131202,東京都練馬区,文化財一覧,,"練馬区所在の登録・指定文化財の名称や所在地などを掲載しています。
※令和4年3月24日時点の一覧から、デジタル庁が公開している推奨データセットに準拠して作成しています。
※令和4年3月24日時点の一覧からファイル形式をCSVとしました。",観光・文化芸術・生涯学習・位置情報,文化・生涯学習,,2017/06/16,2022/04/22,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/bunka/bunkazai.html,毎年,,,,東京都練馬区,,地域文化部文化・生涯学習課,,,,,,,,,,,csv,CC-BY,配信中,,2017/06/16,2022/04/22,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000038,131202,東京都練馬区,区内観光施設,,練馬区内にある主な観光施設の一覧です。デジタル庁が公開した推奨データセットに準拠して作成しています。,施設・観光・位置情報,観光,,2016/11/30,2023/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/kanko/kankousisetu.html,随時,,,,東京都練馬区,,産業経済部商工観光課,,,,,,,,,,,csv,CC-BY,配信中,,2016/11/30,2023/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000039,131202,東京都練馬区,経済センサス,,経済センサスの集計結果について、練馬区に係る分のうち主要なものを掲載しています。,統計・産業,産業・経済,,2017/12/27,2024/04/05,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sangyo/keizaicensus.html,随時,,,,東京都練馬区,,総務部総務課,,,,,,,,,,,xlsx,CC-BY,配信中,,2017/12/27,2024/04/05,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000040,131202,東京都練馬区,商業統計調査,,商業統計調査の集計結果について、練馬区に係る分のうち主要なものを掲載しています。,統計・産業,産業・経済,,2017/12/27,2018/04/01,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sangyo/shougyoutoukei.html,随時,,,,東京都練馬区,,総務部総務課,,,,,,,,,,,xlsx,CC-BY,配信中,,2017/12/27,2018/04/01,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000041,131202,東京都練馬区,工業統計調査,,工業統計調査の集計結果について、練馬区に係る分のうち主要なものを掲載しています。,統計・産業,産業・経済,,2017/12/27,2022/04/22,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sangyo/kougyoutoukei.html,随時,,,,東京都練馬区,,総務部総務課,,,,,,,,,,,xlsx,CC-BY,配信中,,2017/12/27,2022/04/22,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000042,131202,東京都練馬区,住宅・土地統計調査,,"住宅・土地統計調査の集計結果について、練馬区に係る分のうち主要なものを掲載しています。
※平成30年調査から、「住宅の所有の関係別最寄りの交通機関までの距離」の調査項目が、「最寄りの交通機関までの距離別高齢者主世帯数」に変更になりました。
※平成30年調査から、「建築の時期別最寄りの医療機関等までの距離」の調査項目が、「最寄りの医療機関等までの距離別普通世帯数」に変更になりました。",統計,まちづくり,,2017/12/27,2020/08/11,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/matidukuri/juutakutochitoukei.html,随時,,,,東京都練馬区,,総務部総務課,,,,,,,,,,,xlsx,CC-BY,配信中,,2017/12/27,2020/08/11,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000044,131202,東京都練馬区,投票所一覧,,"投票区と投票所の所在地を掲載しています。
※令和6年2月1日時点の一覧から、デジタル庁が公表している自治体標準オープンデータセットに準拠して作成しています。あわせて、「投票区と当日投票所一覧」と「期日前投票所一覧」を統合して「投票所一覧」としています。",施設・位置情報,選挙,,2017/06/16,2024/02/16,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/senkyo/touhyoujo.html,随時,自治体標準オープンデータセット,,,東京都練馬区,,選挙管理委員会事務局,,,,,,,,,,,csv,CC-BY,配信中,,2017/06/16,2024/02/16,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,自治体標準オープンデータセット,無
