行政区,救命講習受講優良証交付事業所等一覧
板橋区,株式会社 ホテルヒルトップ
板橋区,株式会社増渕商店
江戸川区,株式会社オーエンス江戸川支店
江戸川区,株式会社リンレイサービス城東支店
江戸川区,アパホテル　TKP東京西葛西
江戸川区,井原商事有限会社北小岩ＳＳ
江戸川区,株式会社　あみ貞
江戸川区,株式会社アイ・エヌ・オー
江戸川区,株式会社オーエンス江戸川支店　小松川さくらホールプール
江戸川区,株式会社オーエンス江戸川支店小岩アーバンプラザ（受付担当）
江戸川区,株式会社オーエンス江戸川支店小岩区民館
江戸川区,株式会社ケアテック
江戸川区,公益社団法人東京労働基準協会連合会
江戸川区,社会福祉法人　章佑会　江戸川区立虹の家
江戸川区,第二押上幼稚園
江戸川区,松本幼稚園
江戸川区,水辺のスポーツガーデン
江戸川区,有限会社　あみ幸
江戸川区,有限会社　船宿あみ達
江戸川区,有限会社新富石油
江戸川区,有限会社矢島油店
江戸川区,株式会社オーエンス江戸川支店上一色コミュニティセンター
江戸川区,株式会社オーエンス江戸川支店北小岩コミュニティ会館
江戸川区,株式会社オーエンス江戸川支店西小岩コミュニティ会館
江戸川区,株式会社オーエンス江戸川支店南小岩コミュニティ会館
江戸川区,株式会社オーエンス江戸川支店小岩アーバンプラザ（スカイプール）
江戸川区,株式会社リンレイサービス城東支店一之江コミュニティ会館事業所
江戸川区,株式会社リンレイサービス城東支店江戸川コミュニティ会館事業所
江戸川区,株式会社リンレイサービス城東支店葛西区民館事業所
江戸川区,株式会社リンレイサービス城東支店北葛西コミュニティ会館事業所
江戸川区,株式会社リンレイサービス城東支店源心庵事業所
江戸川区,株式会社リンレイサービス城東支店コミュニティプラザ一之江事業所
江戸川区,株式会社リンレイサービス城東支店鹿骨区民館事業所
江戸川区,株式会社リンレイサービス城東支店篠崎コミュニティ会館事業所
江戸川区,株式会社リンレイサービス城東支店篠崎コミュニティホール事業所
江戸川区,株式会社リンレイサービス城東支店新田コミュニティ会館事業所
江戸川区,株式会社リンレイサービス城東支店清新町コミュニテイ会館事業所
江戸川区,株式会社リンレイサービス城東支店東部区民館事業所
江戸川区,株式会社リンレイサービス城東支店東部フレンドホール事業所
江戸川区,株式会社リンレイサービス城東支店長島桑川コミュニティ会館事業所
江戸川区,株式会社リンレイサービス城東支店ニ之江コミュニティ会館事業所
江戸川区,株式会社リンレイサービス城東支店東葛西コミュニティ会館事業所
江戸川区,株式会社リンレイサービス城東支店船堀コミュニティ会館事業所
江戸川区,株式会社リンレイサービス城東支店松江区民プラザ事業所
江戸川区,株式会社リンレイサービス城東支店松江コミュニテイ会館事業所
江戸川区,株式会社リンレイサービス城東支店瑞江コミュニティ会館事業所
江戸川区,株式会社リンレイサービス城東支店南葛西会館事業所
江戸川区,株式会社リンレイサービス城東支店臨海町コミュニティ会館事業所
江戸川区,江商石油株式会社みずえサービスステーション
江戸川区,江商石油株式会社一之江インター給油所
江戸川区,大高石油販売（株）宇喜田橋給油所
江戸川区,大高石油販売（株）船堀給油所
江戸川区,有限会社　たかはし丸
大田区,大田区役所
大田区,東京モノレール株式会社羽田公共交通機関第１ターミナル駅
大田区,ＪＲ東日本ビルテック株式会社アトレ大森事業所
大田区,ＪＲ東日本ビルテック株式会社グランデュオ蒲田事業所
大田区,JR東日本ホテルメッツ　大森
大田区,アパホテル　京急蒲田駅前
大田区,アパホテル（大森駅前店）
大田区,石川台希望ヶ丘商店街振興組合
大田区,大田市場石油株式会社
大田区,大田区　荒井宿特別出張所
大田区,大田区　池上特別出張所
大田区,大田区　入新井特別出張所
大田区,大田区　鵜の木特別出張所
大田区,大田区　大森西特別出張所
大田区,大田区　大森東特別出張所
大田区,大田区　蒲田西特別出張所
大田区,大田区　蒲田東特別出張所
大田区,大田区　久が原特別出張所
大田区,大田区　糀谷特別出張所
大田区,大田区　千束特別出張所
大田区,大田区　田園調布特別出張所
大田区,大田区　羽田特別出張所
大田区,大田区　馬込特別出張所
大田区,大田区　嶺町特別出張所
大田区,大田区　雪谷特別出張所
大田区,大田区　六郷特別出張所
大田区,大田区矢口特別出張所
大田区,大田区立久が原福祉園
大田区,大田区立くすのき園
大田区,大田区立中央八丁目保育園
大田区,大田区立南六郷福祉園
大田区,大田通勤寮
大田区,学校法人日本体育大学日本体育大学荏原高等学校
大田区,株式会社　屋形船ドットコム
大田区,株式会社ＡＩＲ　ＤＯ東京事業所運送本部
大田区,株式会社石井鐵工所　羽田事業所
大田区,株式会社カインズ
大田区,株式会社鈴美商事羽田給油所
大田区,株式会社セノン羽田支社
大田区,株式会社ソラシドエア
大田区,株式会社?橋商店
大田区,株式会社東京流通センター
大田区,株式会社成和
大田区,株式会社錦花園
大田区,株式会社日本介護センター日介センター蒲田
大田区,株式会社はとバス
大田区,株式会社ビッグウイング
大田区,寿精版印刷株式会社東京工場
大田区,三愛オブリ株式会社航空事業部
大田区,ｼﾞｪｲｱｰﾙ東日本商業開発(株)グランデュオ蒲田
大田区,しまナーシングホーム大森
大田区,社会福祉法人　島田福祉会　島田保育園
大田区,社会福祉法人　東京蒼生会　大森老人ホーム
大田区,社会福祉法人明生会　洗心保育園
大田区,社会福祉法人徳心会総合福祉施設いずみえん
大田区,社会福祉法人みくに会丸子ベビー保育園
大田区,宗教法人穴守稲荷神社
大田区,首都高メンテナンス西東京株式会社　羽田事務所
大田区,城南職業能力開発センター大田校
大田区,昭和礦油㈱
大田区,全日本空輸株式会社　客室センター　客室訓練部
大田区,東京港株式会社東京港野鳥公園
大田区,東京都認可保育所　馬込ここわ保育園
大田区,東京都立田園調布特別支援学校
大田区,東京モノレール株式会社運輸部乗務区
大田区,東京モノレール株式会社羽田公共交通機関第2ターミナル駅
大田区,東京モノレール株式会社羽田公共交通機関第3ターミナル駅
大田区,二引株式会社Dｒ．Drive蓮沼サービスステーション
大田区,日本航空株式会社客室教育訓練部
大田区,花珠の家　おおもり
大田区,羽田エアポートセキュリティー株式会社
大田区,文教大学学園文教大学付属小学校
大田区,山一石油株式会社
大田区,有限会社由良油店
大田区,ゑびす興運有限会社
大田区,㈱アトレ大森店
大田区,社会福祉法人　島田福祉会　大森駅前保育園
大田区,社会福祉法人　島田福祉会　北嶺町第二保育園
大田区,社会福祉法人　島田福祉会　北嶺町保育園
大田区,浜友観光株式会社　楽園　蒲田店
葛飾区,社会福祉法人葛飾福祉館
葛飾区,エスパス日拓１３００新小岩北口駅前店
葛飾区,学校法人二葉学園　葛飾二葉幼稚園
葛飾区,株式会社ヨシダ防災設備
葛飾区,こひつじ保育園
葛飾区,こひつじ川端学童保育クラブ
葛飾区,こひつじ東四つ木学童保育クラブ
葛飾区,こひつじ本田学童保育クラブ
葛飾区,実用興業株式会社
葛飾区,東京都立葛飾ろう学校
葛飾区,特別区社会福祉事業団葛飾荘
葛飾区,都立水元特別支援学校
葛飾区,東立石こひつじ保育園
葛飾区,本田こひつじ保育園
葛飾区,森永タクシー株式会社
葛飾区,有限会社市村商店
葛飾区,有限会社関森
葛飾区,四つ木なかよし保育園
北区,JR東日本ホテルメッツ　赤羽
北区,赤羽北さくら荘
北区,一般社団法人　セメント協会研究所
北区,イワキ株式会社
北区,学校法人　隆志学園　さくらキッズ
北区,学校法人成立学園成立学園中学・高等学校
北区,学校法人東京成徳学園東京成徳大学高等学校
北区,学校法人東京成徳学園東京成徳大学中学・高等学校
北区,北区役所
北区,ジェイアール東日本ビルテック株式会社東京支社ビル防災センター
北区,社会福祉法人晴山会特別養護老人ホーム就労・生活支援センター飛鳥晴山苑
北区,社会福祉法人東萌会西ヶ原東保育園
北区,中外製薬（株）浮間事業所
北区,東京地下鉄株式会社　　　　南北線通信区
北区,東京地下鉄株式会社　　南北線電機区
北区,東京地下鉄株式会社王子神谷運転事務室
北区,特定非営利活動法人　東京都北区市民活動推進機構
北区,日本化薬株式会社東京事業所
北区,東日本旅客鉄道株式会社　東京支社　尾久車両センター
北区,日の基青老閣
北区,有限会社高木石油
北区,学校法人隆志学園田端さくら幼稚園
北区,株式会社エルコ
北区,株式会社松勇東十条駅前給油所
北区,東京地下鉄株式会社王子検車区
北区,東京地下鉄株式会社後楽園駅務管区王子地区
北区,東京都障害者スポーツセンター
北区,東日本旅客鉄道株式会社　東京支社　田端駅
北区,東日本旅客鉄道株式会社東京支社田端運転所
北区,有限会社樋口商会
江東区,　特別区社会福祉事業団　経営管理課
江東区,株式会社東京ビッグサイト
江東区,東京港埠頭株式会社本社
江東区,ＪＲ東日本ビルテック株式会社アトレ亀戸事業所
江東区,JR東日本ホテルメッツ　東京ベイ新木場
江東区,ＴＯＣ有明
江東区,アパホテル東京大島
江東区,アパホテル東京木場
江東区,アパホテル東京潮見駅前
江東区,あみ亀
江東区,学校法人ケイ・インターナショナルスクール
江東区,株式会社ＡＦＤＥ
江東区,株式会社アトレ亀戸店
江東区,株式会社セノン新木場研修センター
江東区,株式会社東京ビッグサイト　有明パークビル事務所
江東区,株式会社東京ビッグサイト　タイム２４ビル事務所
江東区,株式会社東京ビッグサイト　東京ファッションタウンビル事務所
江東区,株式会社ビッグサイトサービス
江東区,古賀オール株式会社東京工場
江東区,社会福祉法人悠晴　大島なかよし保育園
江東区,砂町カヌー冒険CLUB
江東区,スバル興業株式会社　東京夢の島マリーナ
江東区,スポーツクラブ　ルネサンス北砂
江東区,スポーツクラブ＆スパ　ルネサンス亀戸
江東区,タナカ印刷株式会社
江東区,東京港埠頭株式会社有明テニスの森公園
江東区,東京港埠頭株式会社辰巳の森海浜公園
江東区,東京港埠頭株式会社若洲公園キャンプ場
江東区,東京港埠頭株式会社若洲公園ゴルフリンクス
江東区,東京港埠頭株式会社若洲公園ヨット訓練所
江東区,東京地下鉄株式会社　浦安駅務管区　東陽町駅地区
江東区,東京地下鉄株式会社　東西線乗務管区　東陽町運転事務室
江東区,東京地下鉄株式会社　東陽町車掌事務室
江東区,東京地下鉄株式会社　深川検車区
江東区,東京地下鉄株式会社　深川工場
江東区,東京地下鉄株式会社　深川車両管理所
江東区,東京地下鉄株式会社有楽町･副都心線乗務管区新木場運転事務室
江東区,東京地下鉄株式会社有楽町･副都心線乗務管区新木場車掌事務室
江東区,東京電力パワーグリッド株式会社
江東区,東京都交通局電車部門前仲町駅務管区
江東区,東京都交通局電車部大島乗務管理所
江東区,東京都交通局電車部清澄乗務管理所
江東区,特別区社会福祉事業団　厚生施設　塩崎荘
江東区,特別区社会福祉事業団　更生施設　新塩崎荘
江東区,花村産業株式会社東京事業所
江東区,有限会社　晴海屋
江東区,有限会社　深川冨士見
江東区,リゾートトラスト株式会社東京ベイコート倶楽部ホテル＆スパリゾート
江東区,社会福祉法人 ひまわり福祉会 ひまわりキッズガーデン豊洲
江東区,東京港埠頭株式会社　東京国際クルーズターミナル
品川区,日本体育施設株式会社品川中央公園管理現場
品川区,JR東日本ホテルメッツ　五反田
品川区,ＮＰＯ法人家庭的保育支援協会チャイルドマインダー荏原中延チャイルドマインダー武蔵小山チャイルドマインダー西五反田
品川区,旭商事株式会社戸越ＳＳ
品川区,株式会社　ジリオン
品川区,株式会社　中金
品川区,株式会社　プレジャークルーズ
品川区,株式会社アトレ大井町店
品川区,株式会社石井
品川区,株式会社大井開発
品川区,株式会社菊池石油
品川区,株式会社クレオ
品川区,株式会社ケイ・ティ・ティ
品川区,株式会社ニチボウ
品川区,株式会社ビケンテクノ　　　東京本部
品川区,株式会社連邦警備
品川区,ジェイアール東日本ビルテック株式会社アトレ大井町事業所
品川区,ジェイアール東日本ビルテック㈱アトレ目黒事業所
品川区,社会福祉法人福栄会大崎在宅サービスセンター
品川区,社会福祉法人福栄会しいのき学園
品川区,社会福祉法人福栄会品川区立家庭あんしんセンター
品川区,社会福祉法人福栄会東海ホーム
品川区,社会福祉法人福栄会晴楓ホーム
品川区,社会福祉法人福栄会東品川在宅サービスセンター
品川区,昭和建物管理株式会社東京支社
品川区,東急ウェリナ旗の台
品川区,東京圏駅ビル開発株式会社アトレ目黒店
品川区,東京港埠頭株式会社潮風公園
品川区,東京港埠頭株式会社臨港サービス事務所
品川区,東和興産株式会社東品川SS
品川区,特別区社会福祉事業団　経営管理課　分室
品川区,日本体育施設株式会社天王洲公園管理現場
品川区,日本体育施設株式会社東品川海上公園管理現場
品川区,日本体育施設株式会社八潮北公園管理現場
品川区,東戸越保育園
品川区,有限会社　船宿平井
品川区,有限会社　三河屋
品川区,株式会社Ｇ＆Ｇ　（GG International School Annex）
品川区,株式会社Ｇ＆Ｇ　（GG International School Togoshi）
品川区,株式会社G&G（本社）GG International School Fudomae
品川区,株式会社チャイルドビジョン・こどもが丘保育園大井町園
品川区,東和興産株式会社天王洲SS
渋谷区,（株）東急モールズデベロップメント渋谷事業所渋谷１０９
渋谷区,（株）ライジングサンセキュリティーサービス東京オペレーションセンター
渋谷区,ＪＲ東日本ビルテック㈱東京本店
渋谷区,株式会社アトレ
渋谷区,日拓リアルエステート株式会社
渋谷区,ＪＲ東日本ビルテック㈱新宿エネルギー事務所
渋谷区,ＪＲ東日本ビルテック㈱本社ビル統括事業センター
渋谷区,JR東日本ホテルメッツ　澁谷
渋谷区,ＪＲ東日本ビルテック㈱JR南新宿ビル事業所
渋谷区,ＪＲ東日本ビルテック㈱東京本店恵比寿駅ビル事業所
渋谷区,ＪＲ東日本ビルテック㈱東京支店東病事業センター
渋谷区,アパホテル＆リゾート西新宿五丁目駅タワー
渋谷区,アパホテル渋谷道玄坂上
渋谷区,エスシーエスピー株式会社
渋谷区,エスパス日拓渋谷駅前新館
渋谷区,エスパス日拓渋谷本館
渋谷区,株式会社　渋谷サービス公社
渋谷区,株式会社旭総合警備
渋谷区,株式会社アトレ恵比寿店
渋谷区,株式会社エレクトリック・マテリアル
渋谷区,株式会社渋谷マークシティ
渋谷区,京王電鉄㈱井の頭南管区
渋谷区,ケッズスポーツマッサージ恵比寿
渋谷区,ケッズプラス治療院
渋谷区,高栄警備保障㈱
渋谷区,ジェイアール東日本都市開発
渋谷区,渋谷区役所
渋谷区,聖心女子大学
渋谷区,チュウケイ株式会社渋谷支社
渋谷区,東京消防信用組合　幡ヶ谷支店
渋谷区,東京地下鉄㈱渋谷運転事務室
渋谷区,東京地下鉄㈱代々木運転車掌事務室
渋谷区,東新エナジー㈱青山ＳＳ
渋谷区,浜友観光株式会社　楽園　渋谷道玄坂店
渋谷区,㈱佐藤商会代官山ＳＳ
渋谷区,特別区社会福祉事業団　更生施設　千駄ヶ谷荘　
新宿,株式会社小田急ＳＣディベロップメント新宿南口営業室　小田急新宿ミロード
新宿区,（株）小田急SCディベロップメントハルク管理センター
新宿区,ＪＲ東日本ビルテック株式会社　東京支店
新宿区,株式会社ケッズトレーナー
新宿区,株式会社セノン本社
新宿区,(株)ルミネクリエーツ
新宿区,東京都交通局電車部本局
新宿区,ＢＩＧＢＯＸ高田馬場西武フィットネスクラブ
新宿区,JR東日本ビルテック株式会社　首都圏テクノセンター
新宿区,JR東日本ビルテック株式会社JRミライナタワー事業所
新宿区,JR東日本ビルテック株式会社ルミネエスト新宿事業所
新宿区,JR東日本ビルテック株式会社ルミネ新宿事業所
新宿区,ＪＲ東日本ビルテック株式会社信濃町駅ビル事業所
新宿区,ＮＥＸＣＯ中日本サービス株式会社東京本社
新宿区,RB工装株式会社
新宿区,朝日不動産管理管理株式会社　新宿エルタワー管理部
新宿区,アパホテル新宿歌舞伎町タワー
新宿区,アパホテル新宿歌舞伎町中央
新宿区,アパホテル新宿御苑前
新宿区,アパホテル東新宿駅前
新宿区,アパホテル東新宿歌舞伎町
新宿区,アパホテル東新宿歌舞伎町タワー
新宿区,アパホテル東新宿歌舞伎町東
新宿区,海城中学・高等学校
新宿区,エスパス日拓高田馬場本店
新宿区,エスパス日拓新大久保駅前店
新宿区,エスパス日拓新宿歌舞伎町店
新宿区,エスパス日拓西武新宿駅前店
新宿区,鹿島建物総合管理株式会社
新宿区,株式会社小田急エース
新宿区,株式会社京王百貨店
新宿区,株式会社京王プラザホテル
新宿区,株式会社新都市ライフホールディングス
新宿区,株式会社ビックカメラ新宿西口店
新宿区,株式会社三越伊勢丹伊勢丹新宿本店
新宿区,株式会社ルミネ　ルミネ新宿店
新宿区,(株)ルミネクリエーツ　ルミネエスト営業所
新宿区,(株)ルミネクリエーツ新宿営業所
新宿区,株式会社ルミネニュウマン新宿店
新宿区,株式会社大釿ラリーポイント山吹ＳＳ
新宿区,キンプトン新宿東京
新宿区,京王電鉄株式会社運輸部新宿駅管区
新宿区,ケッズ鍼灸接骨院高田馬場
新宿区,大星湯
新宿区,高田商事有限会社ホテルニュー高田
新宿区,地方公務員災害補償基金東京都支部
新宿区,東京ガスファシリティサービス株式会社
新宿区,東京地下鉄株式会社新宿駅務管区
新宿区,東京都交通局電車部都庁前駅務管区
新宿区,特別区社会福祉事業団　更生施設・宿所提供施設　淀橋荘
新宿区,特別区社会福祉事業団　障害福祉サービス事業　みのり舎
新宿区,特別区社会福祉事業団　母子生活支援施設　のぞみ荘
新宿区,日駐ビル石油販売株式会社戸山給油所
新宿区,日光警備保障株式会社
新宿区,日本郵便株式会社　新宿神楽坂郵便局
新宿区,東日本旅客鉄道（株）新宿駅
新宿区,保善高等学校
新宿区,ホテルグランドヒル市ヶ谷
新宿区,㈱ルミネルミネエスト店
新宿区,特別区社会福祉事業団　更生施設　けやき荘
杉並区,社会福祉法人　いたるセンター　法人本部
杉並区,ＪＲ東日本ビルテック株式会社ルミネ荻窪事業所
杉並区,JR東日本ホテルメッツ　高円寺
杉並区,JXTGエネルギー株式会社有限会社斉藤商店ハイウェル上高井戸サービスステーション
杉並区,葵交通株式会社
杉並区,株式会社ムサシノキカイ
杉並区,株式会社ルミネ荻窪店
杉並区,(株)ルミネクリエーツ荻窪営業所
杉並区,高円寺交通株式会社
杉並区,社会福祉法人　いたるセンター　SDGｓ推進室
杉並区,社会福祉法人　いたるセンター　あけぼの作業所
杉並区,社会福祉法人　いたるセンター　阿佐谷福祉工房
杉並区,社会福祉法人　いたるセンター　杉並区障害者地域相談支援センター（すまいる高井戸）
杉並区,社会福祉法人　いたるセンター　短期入所クローバー
杉並区,社会福祉法人　いたるセンター　パン工房PukuPuku
杉並区,社会福祉法人　いたるセンター　ピヨピヨおうちえん
杉並区,社会福祉法人　いたるセンター　ピヨピヨおうちえん荻窪駅前
杉並区,社会福祉法人　いたるセンター　包括ケアセンター
杉並区,東日本旅客鉄道株式会社　西荻窪駅
杉並区,京王電鉄株式会社富士見ヶ丘検車区
杉並区,京王電鉄株式会社富士見ヶ丘乗務区
墨田区,社会福祉法人　悠晴
墨田区,日信電子サービス株式会社
墨田区,アパホテル＆リゾート両国駅タワー
墨田区,イトーヨーカ堂曳舟店
墨田区,医療法人伯鳳会介護老人保健施設ベレール向島
墨田区,株式会社 第一ホテル両国
墨田区,株式会社　釣庄
墨田区,株式会社　東京楽天地
墨田区,株式会社　藤江
墨田区,株式会社　山田屋
墨田区,株式会社東武ホテルマネジメント東武ホテルレバント東京
墨田区,ジェイアール東日本ビルテック株式会社錦糸町駅ビル事業所
墨田区,社会福祉法人　賛育会　東京清風園
墨田区,東京不動産管理株式会社
墨田区,パンダ保育園
墨田区,冨士自動車株式会社
墨田区,有限会社　船宿釣新
墨田区,有限会社ヤマキ堤通給油所
墨田区,両国なかよし保育園
墨田区,株式会社鈴勘錦糸町サービスステーション
世田谷区,公益財団法人世田谷区スポーツ振興財団
世田谷区,ENEEOSフロンティア東京カンパニー
世田谷区,ENEOS株式会社　尾山台SS
世田谷区,出光石油セルフ上野毛SS
世田谷区,株式会社鈴美商亊セルフ等々力
世田谷区,株式会社世田谷サービス公社
世田谷区,関東燃料㈱　新町サービスステーション
世田谷区,関東燃料㈱尾山台給油所
世田谷区,京王電鉄株式会社鉄道事業本部車両電気部　通信管理所
世田谷区,京王電鉄株式会社鉄道事業本部鉄道営業部　井の頭北管区
世田谷区,京王電鉄株式会社鉄道事業本部鉄道営業部　京王東管区
世田谷区,京王電鉄株式会社鉄道事業本部鉄道営業部　桜上水乗務区
世田谷区,公益財団法人せたがや文化財団世田谷美術館
世田谷区,公益財団法人せたがや文化財団世田谷文学館
世田谷区,コスモ石油販売㈱セルフピュア尾山台ＳＳ
世田谷区,駒場学園高等学校
世田谷区,下北沢成徳高等学校
世田谷区,社会福祉法人　いたるセンター　イタール成城
世田谷区,社会福祉法人杉の子保育会遊愛保育園
世田谷区,スポーツクラブ＆スパ　ルネサンス経堂
世田谷区,世田谷区立大蔵第二運動場
世田谷区,世田谷区立総合運動場
世田谷区,世田谷区立総合運動場温水プール
世田谷区,世田谷区立千歳温水プール
世田谷区,世田谷祖師ヶ谷大蔵雲母保育園
世田谷区,田園調布学園中等部・高等部
世田谷区,東急セキュリティ株式会社
世田谷区,東洋油脂㈱駒沢給油所
世田谷区,特別養護老人ホーム　千歳敬心苑
世田谷区,日新商事株式会社Dr.Dｒｉｖｅ赤堤ＳＳ
世田谷区,マックスエネルギー株式会社
世田谷区,山文商事㈱サンライズ等々力SS
世田谷区,三信石油株式会社クルー１９玉堤
世田谷区,社会福祉法人青い空保育園
世田谷区,中央石油㈱用賀石油販売
世田谷区,日米石油㈱　上野毛ss
台東区,　有限会社　つり清
台東区,東京地下鉄株式会社本社
台東区,屋形船東京都協同組合事務局
台東区,JLLモールマネージメント株式会社
台東区,JR東日本ﾋﾞﾙﾃｯｸ株式会社 アトレ上野事業所
台東区,浅草ケアパークそよ風
台東区,アパホテル秋葉原駅北
台東区,アパホテル浅草駅前
台東区,アパホテル浅草雷門
台東区,アパホテル浅草蔵前
台東区,アパホテル浅草田原町駅前
台東区,アパホテル浅草橋駅北
台東区,アパホテル上野稲荷町駅北
台東区,アパホテル上野駅前
台東区,アパホテル京成上野駅前
台東区,医療法人社団　松山会　ことぶきわたなべ歯科医院
台東区,上野学園中学校高等学校
台東区,エスパス日拓上野新館
台東区,エスパス日拓上野本館
台東区,えびす屋浅草
台東区,株式会社　ＪＳＳ
台東区,株式会社　あみ清産業
台東区,株式会社　野田屋
台東区,株式会社アトレ上野店
台東区,株式会社ソニックスsonix永住
台東区,台東区役所
台東区,東京地下鉄株式会社　改良建設部　第一工事事務所
台東区,東京地下鉄株式会社上野変電区
台東区,東京地下鉄株式会社軌道工事所
台東区,東京地下鉄株式会社銀座線工務区
台東区,東京地下鉄株式会社銀座線信通区
台東区,東京地下鉄株式会社銀座線電機区
台東区,東京地下鉄株式会社工務部土木工事所
台東区,東京都立浅草高等学校
台東区,東京リバーサイド学園
台東区,特別区社会福祉事業団　更生施設　しのばず荘
台東区,日信電子サービス株式会社東京支店
台東区,ハビリス・リ・トキ台東
台東区,船宿　あみ春
台東区,船宿田中屋　有限会社
台東区,有限会社　あみ新
台東区,有限会社　井筒屋
台東区,有限会社　船宿三浦屋
台東区,有限会社サンエイプランニング
台東区,有限会社砂川屋旅館　ビジネスホテルつつみ
台東区,有限会社砂川屋旅館　ビジネスホテルつつみ本店
台東区,学校法人蔵前学園　蔵前幼稚園
台東区,日本ビューホテル株式会社浅草ビューホテル
中央区,ＴＯＨＯ株式会社
中央区,アパホテル銀座京橋
中央区,アパホテル銀座宝町
中央区,アパホテル小伝馬町駅前
中央区,アパホテル新富町駅北
中央区,アパホテル新富町駅前
中央区,アパホテル築地駅南
中央区,アパホテル日本橋馬喰町駅前
中央区,アパホテル日本橋馬喰横山駅前
中央区,アパホテル日本橋浜町駅南
中央区,アパホテル人形町駅北
中央区,アパホテル人形町駅東
中央区,アパホテル八丁堀駅南
中央区,アパホテル八丁堀新富町
中央区,アパホテル東日本橋駅前
中央区,学校法人開智学園　開智日本橋学園中学・高等学校
中央区,株式会社　晴海コーポレーション
中央区,株式会社アヅマ
中央区,株式会社エトワール海渡
中央区,株式会社グループファイブ
中央区,株式会社清水建設
中央区,株式会社新和興業
中央区,株式会社東武ホテルマネジメント　コートヤード・マリオット銀座東武ホテル
中央区,株式会社頭部ホテルマネジメントACホテル・バイ・マリオット東京銀座
中央区,株式会社飛和興業
中央区,株式会社はとバス　銀座キャピタルホテル
中央区,株式会社松屋銀座本店
中央区,株式会社マロニエゲート
中央区,株式会社三越伊勢丹　三越日本橋本店
中央区,株式会社和光
中央区,乾気船株式会社
中央区,京葉ロードメンテナンス株式会社
中央区,共立株式会社
中央区,銀座ホテルマネジメント合同会社ハイアットセントリック銀座東京
中央区,グローバルキッズかきがら園
中央区,松竹株式会社歌舞伎座
