消防署,計,（一）・イ,（一）・ロ,（二）・イ,（二）・ロ,（二）・ハ,（二）・ニ,（三）・イ,（三）・ロ,（四）,（五）・イ,（五）・ロ,（六）・イ・（1）,（六）・イ・（2）,（六）・イ・（3）,（六）・イ・（4）,（六）・ロ・（1）,（六）・ロ・（2）,（六）・ロ・（3）,（六）・ロ・（4）,（六）・ロ・（5）,（六）・ハ・（1）,（六）・ハ・（2）,（六）・ハ・（3）,（六）・ハ・（4）,（六）・ハ・（5）,（六）・ニ,（七）,（八）,（九）・イ,（九）・ロ,（十）,十一,十二・イ,十二・ロ,十三・イ,十三・ロ,十四,十五,十六・イ,十六・ロ,十六の二,十六の三,十七,十八,十九,二十,危険物製造所等_製造所,危険物製造所等_貯蔵所,危険物製造所等_取扱所,少量危険物等_運搬,少量危険物等_貯蔵取扱所少量危険物,少量危険物等_貯蔵取扱所指定可燃物
高輪,78,0,0,0,0,0,0,0,9,1,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,33,17,3,0,0,0,0,0,0,0,2,0,0,0,0
品川,72,0,0,0,1,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,1,1,0,0,0
大井,45,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,23,2,0,0,0,0,0,0,0,2,1,0,0,0
荏原,64,0,0,0,2,0,0,0,5,6,2,4,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,7,0,0,0,0
大森,75,4,0,0,1,0,0,0,7,2,2,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,33,1,0,0,0,0,0,0,0,4,0,0,0,0
田園調布,22,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,0
蒲田,63,0,0,0,0,0,0,0,4,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,4,0,0,0,0,0,0,0,10,0,0,0,0
矢口,95,0,0,0,0,0,1,0,5,3,6,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,53,3,0,0,0,0,0,0,0,11,0,0,0,0
目黒,55,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,0,0,0,0,0,2,3,0,0,0
世田谷,54,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0
玉川,69,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49,5,0,0,0,0,0,0,0,4,0,0,0,0
成城,39,0,0,0,0,0,0,0,2,1,0,3,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0
渋谷,349,1,0,0,0,0,0,0,49,11,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,281,1,0,0,0,0,0,0,0,0,0,0,0,0
四谷,148,0,0,0,0,0,1,0,42,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,93,1,0,0,0,0,0,0,0,1,0,0,0,0
牛込,65,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,3,22,22,3,0,0,0,0,0,0,0,2,0,0,0,0
新宿,581,0,0,0,1,3,13,0,54,29,47,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,1,0,0,0,0,0,4,405,4,0,0,0,0,0,0,0,5,0,0,0,0
中野,124,0,0,0,1,0,0,0,16,4,4,5,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,6,1,0,0,0,0,0,2,77,1,0,0,0,0,0,0,0,1,0,0,0,0
野方,73,0,0,0,0,0,0,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,33,3,0,0,0,0,0,0,0,0,0,0,0,0
杉並,69,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,13,0,0,0,0
荻窪,104,0,0,0,0,0,0,0,4,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,76,3,0,0,0,0,0,0,0,8,0,0,0,0
小石川,37,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28,2,0,0,0,0,0,0,0,3,0,0,0,0
本郷,137,0,0,0,0,0,0,1,19,1,13,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,9,0,0,0,0
豊島,167,0,0,0,1,0,1,0,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,132,4,0,0,0,0,0,0,0,7,0,0,0,0
池袋,131,0,0,0,3,0,0,0,10,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,105,1,0,0,0,0,0,0,0,1,0,0,0,0
王子,57,0,0,0,1,0,1,0,7,2,2,0,0,0,0,1,2,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,5,0,0,0,0
赤羽,70,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,37,2,0,0,0,0,0,0,0,10,0,0,0,0
滝野川,20,0,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0
板橋,108,0,0,0,2,0,1,0,6,2,2,2,1,0,10,1,5,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,55,4,0,0,0,0,0,0,0,8,1,0,0,0
志村,68,0,0,0,2,0,0,0,1,8,1,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,41,3,0,0,0,0,0,0,0,1,0,0,0,0
練馬,122,0,0,0,0,0,0,0,13,0,1,4,0,0,0,1,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,81,7,0,0,0,0,0,0,0,8,0,0,0,0
光が丘,40,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,3,0,0,0,0
石神井,66,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,14,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,29,2,0,0,0,0,0,0,0,13,0,0,0,0
上野,266,0,0,5,1,0,2,1,38,7,57,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,8,125,1,0,0,6,0,0,0,0,6,2,0,0,0
浅草,58,0,0,0,0,0,0,0,1,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,31,6,0,0,0,0,0,0,0,5,0,0,0,0
日本堤,342,1,0,0,5,0,0,0,24,8,59,7,0,0,1,0,1,2,0,0,0,1,0,0,0,2,0,0,0,154,0,3,0,0,0,0,0,1,4,63,0,0,0,0,0,0,0,0,6,0,0,0,0
荒川,72,0,0,0,0,0,0,0,1,0,6,6,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,7,0,0,0,0,0,0,0,10,0,0,0,0
尾久,37,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,1,18,1,0,0,0,0,0,0,0,4,0,0,0,0
千住,59,0,0,1,0,0,0,0,4,1,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,33,2,0,0,0,0,0,0,0,7,0,0,0,0
足立,141,0,0,1,0,0,1,0,6,26,7,0,3,0,3,4,8,0,0,0,0,3,0,5,0,1,12,0,1,0,0,2,0,1,0,1,0,1,5,42,3,0,0,0,0,0,0,0,0,5,0,0,0
西新井,186,0,0,0,2,0,0,0,4,20,5,2,0,1,5,3,6,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,1,29,3,0,0,0,0,0,0,0,42,55,0,0,0
本所,129,2,0,0,0,0,1,1,12,1,15,3,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,79,4,0,0,0,0,0,0,0,3,0,0,0,0
向島,17,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
深川,38,0,0,1,0,0,0,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,13,8,0,0,0,0,0,0,0,1,0,0,0,0
城東,95,0,0,0,1,0,1,0,2,1,1,11,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,7,0,0,18,25,5,0,0,0,0,0,0,0,8,0,0,0,0
本田,72,0,1,0,3,0,0,0,3,6,3,0,0,0,1,0,5,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,39,3,0,0,0,0,0,0,0,1,0,0,0,0
金町,53,0,0,0,0,0,0,0,1,3,0,1,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,9,2,0,0,0
江戸川,86,0,0,0,1,0,0,0,3,13,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,35,1,0,0,0,0,0,0,0,6,18,0,0,0
葛西,50,0,0,0,0,0,0,0,2,5,5,8,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,0,0,0,0,2,0,0,0,0
小岩,55,0,0,0,1,0,0,0,3,6,3,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,3,0,0,0,0,0,0,0,1,0,0,0,0
受託地区,1282,10,1,3,6,0,3,0,73,97,23,72,2,1,11,13,21,2,0,0,10,4,1,11,1,17,8,20,1,0,1,1,6,14,0,1,0,9,45,645,46,0,0,5,0,0,0,0,55,43,0,0,0
立川,112,1,1,0,0,0,0,0,4,3,5,16,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,3,57,10,0,0,3,0,0,0,0,1,0,0,0,0
武蔵野,156,0,0,1,1,0,3,0,13,9,4,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,110,3,0,0,0,0,0,0,0,2,1,0,0,0
三鷹,44,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0
府中,95,4,0,0,0,0,0,0,4,2,1,8,0,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,7,39,6,0,0,0,0,0,0,0,4,7,0,0,0
昭島,36,1,0,0,1,0,0,0,3,2,6,0,0,0,2,1,1,2,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,3,0,0,0
調布,31,3,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
小金井,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0
小平,28,0,0,0,0,0,0,0,1,2,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,11,3,0,0,0,0,0,0,0,0,0,0,0,0
東村山,14,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
国分寺,137,0,0,0,0,0,0,0,13,17,3,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,1,16,67,3,0,0,2,0,0,0,0,4,0,0,0,0
狛江,28,0,0,0,1,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,0,0,4,0,0,0,0
北多摩西部,32,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,7,0,0,0
清瀬,34,0,0,0,1,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
東久留米,28,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,0,0,0,0,0,0,0,0,0
西東京,81,0,0,0,0,0,0,0,8,8,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,5,0,0,0
八王子,135,0,0,1,1,0,0,0,9,12,1,25,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,63,7,0,0,0,0,0,0,0,5,0,0,0,0
青梅,20,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,6,0,0,0,0
町田,84,0,0,1,0,0,0,0,2,6,1,8,0,0,1,2,0,0,0,0,2,2,0,6,1,4,1,0,0,0,0,0,0,2,0,0,0,1,1,41,1,0,0,0,0,0,0,0,1,0,0,0,0
日野,33,0,0,0,0,0,0,0,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,3,0,0,0,0
福生,48,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,5,20,0,0,0
多摩,51,1,0,0,0,0,0,0,3,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,0,0,0,0,0,4,17,2,0,0,0,0,0,0,0,3,0,0,0,0
秋川,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,6,0,0,0,0,0,0,0,0,10,0,0,0,0
奥多摩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,-,-,-,-,-,-,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
