消防署,計,（一）・イ,（一）・ロ,（二）・イ,（二）・ロ,（二）・ハ,（二）・ニ,（三）・イ,（三）・ロ,（四）,（五）・イ,（五）・ロ,（六）・イ・（1）,（六）・イ・（2）,（六）・イ・（3）,（六）・イ・（4）,（六）・ロ・（1）,（六）・ロ・（2）,（六）・ロ・（3）,（六）・ロ・（4）,（六）・ロ・（5）,（六）・ハ・（1）,（六）・ハ・（2）,（六）・ハ・（3）,（六）・ハ・（4）,（六）・ハ・（5）,（六）・ニ,（七）,（八）,（九）・イ,（九）・ロ,（十）,十一,十二・イ,十二・ロ,十三・イ,十三・ロ,十四,十五,十六・イ,十六・ロ,十六の二,十六の三,十七,十八,十九,二十,危険物製造所等_製造所,危険物製造所等_貯蔵所,危険物製造所等_取扱所,少量危険物等_運搬,少量危険物等_貯蔵取扱所少量危険物,少量危険物等_貯蔵取扱所指定可燃物
赤坂,144,1,0,0,0,0,0,1,16,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,107,1,0,0,0,0,0,0,0,2,0,0,0,0
高輪,61,0,0,0,0,0,0,0,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,1,0,2,1,20,1,0,0,0,0,0,0,0,8,11,0,0,0
品川,88,0,0,0,0,0,0,0,4,0,3,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,0,0,6,33,3,0,0,0,0,0,0,0,2,3,0,0,0
大井,150,0,0,0,0,0,0,0,3,1,0,90,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,3,0,1,0,0,5,8,28,0,0,0,0,0,0,0,4,3,0,0,0
荏原,23,0,0,0,0,0,0,0,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
大森,118,0,0,0,1,0,1,0,3,6,0,18,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,1,0,0,0,0,14,0,1,0,3,8,22,8,0,0,0,0,0,0,0,12,13,0,0,0
田園調布,60,0,0,0,0,0,0,0,2,4,0,11,0,0,0,1,2,0,0,0,1,3,0,4,2,1,4,0,0,0,0,0,1,0,0,1,0,0,1,12,3,0,0,0,0,0,0,0,0,7,0,0,0
蒲田,205,0,0,0,0,0,2,0,6,3,6,54,3,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,2,2,38,25,0,0,0,0,0,0,0,2,46,0,0,0
矢口,321,0,0,0,0,0,0,0,10,2,3,157,0,0,0,1,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,15,0,1,0,1,5,38,76,0,0,0,0,0,0,0,0,4,0,0,0
目黒,54,0,0,0,0,0,0,0,4,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,2,0,0,0,0,0,0,0,4,4,0,0,0
世田谷,279,1,0,0,1,0,2,0,9,9,0,88,2,0,4,3,4,0,0,0,0,1,0,2,0,0,2,3,0,0,0,0,0,0,0,1,0,0,2,133,7,0,0,0,0,0,0,0,3,2,0,0,0
玉川,95,0,0,0,0,0,0,0,4,7,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,0,0,0,1,0,5,1,0,0,0,0,5,41,6,0,0,0,0,0,0,0,0,5,0,0,0
成城,103,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,6,30,4,0,0,0,0,0,0,0,4,26,0,0,0
渋谷,449,3,0,0,0,0,2,0,29,27,11,148,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,150,27,0,0,0,0,0,0,0,0,0,0,0,0
四谷,121,0,0,0,0,0,1,0,23,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,81,0,0,0,0,0,0,0,0,1,1,0,0,0
牛込,108,0,0,0,0,0,1,0,15,1,3,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,2,0,0,0,0,6,41,4,0,0,0,0,0,0,0,7,7,0,0,0
新宿,43,0,0,0,0,0,1,0,6,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,16,4,0,0,0,0,0,0,0,0,1,0,0,0
中野,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0
野方,51,0,0,0,0,0,0,0,3,11,0,2,0,0,0,2,4,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,18,2,0,0,0,0,0,0,0,0,0,0,0,0
杉並,151,1,0,0,3,0,0,0,9,4,2,3,0,0,0,0,3,0,0,0,0,1,0,4,0,1,2,8,0,0,0,0,5,1,0,0,0,2,7,85,9,0,0,0,0,0,0,0,1,0,0,0,0
荻窪,99,0,0,0,1,0,0,0,3,4,1,22,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,40,11,0,0,0,0,0,0,0,6,2,0,0,0
小石川,90,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,4,0,0,5,1,2,0,0,0,1,4,25,9,0,0,0,0,0,0,0,4,1,0,0,0
本郷,82,0,0,0,0,0,0,0,3,0,0,24,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,3,0,0,0,0,0,3,19,11,0,0,1,0,0,0,0,1,0,0,0,0
豊島,216,0,0,0,3,0,3,0,16,5,14,1,0,0,3,6,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,150,1,0,0,0,0,0,0,0,0,6,0,0,0
池袋,181,1,0,0,1,0,1,0,21,1,33,6,0,0,3,0,3,0,0,0,1,1,0,0,0,1,1,3,0,4,0,0,2,2,0,2,0,0,3,81,10,0,0,0,0,0,0,0,0,0,0,0,0
王子,42,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,8,9,5,0,0,0,0,0,0,0,0,2,0,0,0
赤羽,112,0,0,0,0,0,0,0,4,4,1,21,0,2,1,2,0,0,0,0,0,0,0,2,0,2,0,6,0,0,0,0,0,6,0,0,0,3,3,34,10,0,0,0,0,0,0,0,0,11,0,0,0
滝野川,40,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,6,0,0,0,0,0,0,0,0,1,0,0,0
板橋,50,0,0,0,0,0,0,0,0,1,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,3,0,0,0,0,0,0,0,11,12,0,0,0
志村,97,0,0,0,0,0,0,0,2,1,0,52,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,1,0,2,2,12,11,0,0,0,0,0,0,0,0,4,0,0,0
練馬,157,0,0,0,0,0,0,0,1,4,0,43,0,0,0,2,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,2,0,0,6,46,34,0,0,0,0,0,0,0,0,9,0,0,0
光が丘,35,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,0,0,0,0,0,0,0,1,8,0,0,0
石神井,56,0,0,0,0,0,0,0,2,3,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,30,5,0,0,0,0,0,0,0,1,0,0,0,0
上野,181,0,0,0,1,0,0,0,1,11,18,40,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,0,13,0,0,1,0,3,2,52,31,0,0,0,0,0,0,0,0,2,0,0,0
浅草,131,0,0,0,0,0,0,0,8,17,14,26,0,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,1,0,1,3,41,8,0,0,0,0,0,0,0,2,1,0,0,0
日本堤,71,0,0,0,0,0,0,1,4,5,2,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,2,0,1,3,17,1,0,0,0,0,0,0,0,1,0,0,0,0
荒川,167,0,0,0,1,0,0,0,5,4,14,38,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,10,0,4,0,7,15,24,9,0,0,0,0,0,0,0,1,29,0,0,0
尾久,111,0,0,0,0,0,0,0,1,1,0,30,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,5,0,21,39,0,0,0,0,0,0,0,0,0,0,0,0
千住,111,0,0,0,2,0,0,0,8,2,3,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,3,27,4,0,0,0,0,0,0,0,2,17,0,0,0
足立,139,0,0,0,0,0,0,0,1,5,0,90,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,1,0,1,1,2,15,0,0,0,0,0,0,0,0,16,0,0,0
西新井,162,0,0,0,0,0,0,0,1,10,0,9,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37,0,3,0,24,11,32,11,0,0,0,0,0,0,0,2,18,0,0,0
本所,51,0,0,0,0,0,0,0,1,0,8,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,10,3,0,0,0,0,0,0,0,6,4,0,0,0
向島,79,0,0,0,0,0,0,0,0,1,7,11,0,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,6,22,0,2,0,4,1,7,5,0,0,0,0,0,0,0,0,7,0,0,0
深川,166,0,0,0,1,0,1,0,6,2,1,71,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,3,0,1,0,8,14,16,10,0,0,0,0,0,0,0,3,18,0,0,0
城東,147,0,0,0,0,0,0,0,5,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,6,0,9,12,32,18,0,0,0,0,0,0,0,0,12,0,0,0
本田,228,0,0,0,0,0,0,0,1,8,20,118,0,0,1,4,1,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,3,8,0,0,0,3,3,20,16,0,0,0,0,0,0,0,0,13,0,0,0
金町,86,0,0,0,1,0,1,0,5,8,1,12,0,1,0,0,3,0,0,0,0,1,0,3,4,0,1,3,0,0,0,0,4,3,0,0,0,3,3,25,3,0,0,0,0,0,0,0,0,1,0,0,0
江戸川,100,0,0,0,0,0,0,0,2,8,1,49,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,3,2,0,1,0,0,3,23,3,0,0,0,0,0,0,0,1,0,0,0,0
葛西,42,0,0,0,0,0,0,0,0,3,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,1,8,0,0,0
小岩,148,0,0,0,0,0,0,0,1,5,0,75,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,23,31,0,0,0,0,0,0,0,0,4,0,0,0
受託地区,"2,490",0,0,0,5,1,4,0,99,199,117,580,3,5,8,25,24,0,0,0,11,15,0,32,8,33,13,104,3,0,2,1,15,117,0,7,0,92,147,378,206,0,0,0,0,0,0,0,50,186,0,0,0
立川,98,0,0,0,0,0,0,0,2,6,0,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,1,0,9,10,11,8,0,0,0,0,0,0,0,0,3,0,0,0
武蔵野,54,0,0,0,0,1,0,0,2,7,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,24,1,0,0,0,0,0,0,0,0,0,0,0,0
三鷹,74,0,0,0,0,0,0,0,0,8,0,15,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,0,4,0,1,0,3,3,18,5,0,0,0,0,0,0,0,1,6,0,0,0
府中,201,0,0,0,0,0,0,0,2,6,1,103,0,0,1,0,1,0,0,0,0,0,0,3,1,0,3,6,1,0,0,0,0,2,0,0,0,5,10,20,19,0,0,0,0,0,0,0,5,12,0,0,0
昭島,111,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,0,1,0,8,0,0,0,7,9,7,10,0,0,0,0,0,0,0,4,9,0,0,0
調布,51,0,0,0,1,0,0,0,2,2,2,9,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,1,0,0,1,0,1,3,15,5,0,0,0,0,0,0,0,1,0,0,0,0
小金井,33,0,0,0,0,0,0,0,4,4,0,9,0,0,0,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0
小平,115,0,0,0,0,0,0,0,11,12,0,25,0,1,0,3,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,1,5,35,7,0,0,0,0,0,0,0,1,5,0,0,0
東村山,132,0,0,0,1,0,0,0,6,13,2,25,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,2,0,0,0,5,6,37,8,0,0,0,0,0,0,0,5,13,0,0,0
国分寺,35,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,6,2,0,0,0,0,0,0,0,4,3,0,0,0
狛江,72,0,0,0,0,0,0,0,3,2,0,4,0,0,1,1,1,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,12,0,1,0,8,6,18,5,0,0,0,0,0,0,0,1,2,0,0,0
北多摩西部,93,0,0,0,0,0,0,0,10,14,0,3,0,0,1,1,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,12,0,1,0,3,6,13,5,0,0,0,0,0,0,0,5,13,0,0,0
清瀬,86,0,0,0,0,0,0,0,4,5,0,14,0,0,1,1,2,0,0,0,2,0,0,2,0,6,0,1,0,0,0,0,0,0,0,0,0,0,6,23,16,0,0,0,0,0,0,0,0,3,0,0,0
東久留米,79,0,0,0,0,0,0,0,1,12,0,3,0,0,2,1,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,3,11,2,0,0,0,0,0,0,0,2,35,0,0,0
西東京,55,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0
八王子,202,0,0,0,1,0,0,0,9,21,2,34,1,0,1,5,9,0,0,0,6,6,0,1,1,4,1,7,0,0,0,0,1,18,0,0,0,11,8,32,5,0,0,0,0,0,0,0,2,16,0,0,0
青梅,224,0,0,0,0,0,1,0,18,12,3,38,0,0,0,4,1,0,0,0,0,3,0,5,0,1,0,2,1,0,0,0,3,10,0,1,0,12,16,18,45,0,0,0,0,0,0,0,12,18,0,0,0
町田,95,0,0,0,0,0,1,0,7,4,1,21,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,3,0,0,0,0,3,31,13,0,0,0,0,0,0,0,0,0,0,0,0
日野,65,0,0,0,1,0,0,0,5,4,0,8,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,3,3,13,6,0,0,0,0,0,0,0,3,10,0,0,0
福生,261,0,0,0,1,0,0,0,10,48,2,30,1,2,0,3,1,0,0,0,0,2,0,7,0,0,4,17,0,0,0,0,3,34,0,0,0,13,21,22,23,0,0,0,0,0,0,0,1,16,0,0,0
多摩,131,0,0,0,0,0,2,0,0,6,0,90,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,12,0,0,0,0,0,1,0,1,0,1,0,5,8,0,0,0,0,0,0,0,1,0,0,0,0
秋川,157,0,0,0,0,0,0,0,2,2,53,15,0,2,0,1,0,0,0,0,1,0,0,1,0,0,3,23,0,0,1,0,2,1,0,0,0,6,15,10,4,0,0,0,0,0,0,0,1,14,0,0,0
奥多摩,66,0,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,8,0,0,0
,,,,,,,,-,-,-,-,-,-,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,
