等級,点番号,XX,YY
街区多角点,20A90,-47498.699,-31627.477
街区多角点,20A91,-47644.9,-31476.312
街区多角点,20A92,-47603.486,-31681.861
街区多角点,20A93,-46386.341,-32738.642
街区多角点,20A94,-46602.784,-32579.418
街区多角点,20A95,-46689.689,-32781.213
街区多角点,20A96,-46844.182,-32861.469
街区多角点,20A97,-47173.952,-32848.133
街区多角点,20A98,-47374.066,-33144.707
街区多角点,20B01,-46197.582,-32847.424
街区多角点,20B02,-46124.766,-32948.02
街区多角点,20B03,-45974.144,-33225.317
街区多角点,20B04,-46181.174,-33195.541
街区多角点,20B05,-45994.82,-33438.732
街区多角点,20B06,-46044.434,-33526.895
街区多角点,20B07,-46199.244,-33470.85
街区多角点,20B08,-45829.702,-33693.626
街区多角点,20B09,-46044.723,-33731.733
街区多角点,20B10,-46232.208,-33622.723
街区多角点,20B11,-46315.454,-33807.02
街区多角点,20B12,-46303.844,-33931.335
街区多角点,20B13,-45813.335,-33946.491
街区多角点,20B14,-45985.575,-34061.787
街区多角点,20B15,-46178.49,-34156.056
街区多角点,20B16,-46072.693,-33915.57
街区多角点,20B17,-46442.641,-32955.895
街区多角点,20B18,-46396.506,-33188.286
街区多角点,20B19,-46460.91,-33570.539
街区多角点,20B20,-46540.905,-33223.98
街区多角点,20B21,-46788.261,-33344.38
街区多角点,20B22,-46974.738,-33529.061
街区多角点,20B23,-46666.869,-33157.823
街区多角点,20B24,-46924.319,-33252.559
街区多角点,20B25,-47116.538,-33495.802
街区多角点,20B26,-47228.268,-33310.667
街区多角点,20B27,-47012.923,-33886.412
街区多角点,20B28,-47115.363,-33774.334
街区多角点,20B29,-47301.291,-33697.664
街区多角点,20B30,-46890.64,-34072.606
街区多角点,20B31,-47057.118,-34082.13
街区多角点,20B32,-47213.801,-34108.085
街区多角点,20B33,-47477.154,-33589.368
街区多角点,20B34,-47640.71,-33564.487
街区多角点,20B35,-47964.6,-33520.662
街区多角点,20B36,-47632.628,-33928.444
街区多角点,20B37,-47773.569,-33838.444
街区多角点,20B38,-47903.489,-33714.154
街区多角点,20B39,-47511.153,-34287.028
街区多角点,20B40,-47850.23,-34239.922
街区多角点,20B41,-48213.896,-33199.584
街区多角点,20B42,-48116.931,-33355.276
街区多角点,20B43,-48249.922,-33439.581
街区多角点,20B44,-48115.186,-33775.144
街区多角点,20B45,-48043.549,-33904.313
街区多角点,20B46,-48462.425,-33059.231
街区多角点,20B47,-48720.564,-32916.562
街区多角点,20B48,-48432.625,-33338.677
街区多角点,20B49,-48596.72,-33408.43
街区多角点,20B50,-48790.928,-33410.705
街区多角点,20B51,-49000.124,-33335.194
街区多角点,20B52,-49138.008,-33166.913
街区多角点,20B53,-49249.793,-33384.878
街区多角点,20B54,-48779.001,-33592.783
街区多角点,20B55,-49034.286,-33503.322
街区多角点,20B56,-49088.361,-33706.336
街区多角点,20B57,-49192.514,-33612.074
街区多角点,20B58,-48437.398,-33619.73
街区多角点,20B59,-48961.933,-33756.845
街区多角点,20B60,-49092.026,-33802.048
街区多角点,20B61,-48261.669,-33768.709
街区多角点,20B62,-48383.059,-33798.552
街区多角点,20B63,-48485.825,-33904.147
街区多角点,20B64,-48296.248,-34081.798
街区多角点,20B65,-48112.735,-34195.52
街区多角点,20B66,-48393.09,-34274.012
街区多角点,20B67,-48699.08,-34208.682
街区多角点,20B68,-48910.867,-34149.573
街区多角点,20B69,-48992.388,-34380.95
街区多角点,20B70,-48730.179,-33972.419
街区多角点,20B71,-49127.949,-31983.838
街区多角点,20B72,-49349.395,-31907.985
街区多角点,20B73,-49532.446,-31891.298
街区多角点,20B74,-49706.591,-31926.733
街区多角点,20B75,-49947.269,-31973.709
街区多角点,20B76,-50201.161,-31955.935
街区多角点,20B77,-48452.007,-32346.824
街区多角点,20B78,-48686.136,-32238.594
街区多角点,20B79,-48919.17,-32204.2
街区多角点,20B80,-49153.043,-32175.445
街区多角点,20B81,-49378.61,-32148.226
街区多角点,20B82,-49557.112,-32126.127
街区多角点,20B84,-50698.81,-32256.402
街区多角点,20B85,-48594.847,-32462.153
街区多角点,20B86,-48951.293,-32473.119
街区多角点,20B88,-49410.664,-32409.565
街区多角点,20B89,-49582.178,-32389.051
街区多角点,20B90,-49717.736,-32372.623
街区多角点,20B91,-50077.319,-32390.841
街区多角点,20B92,-50302.03,-32410.747
街区多角点,20B93,-50558.964,-32369.041
街区多角点,20B94,-48821.543,-32691.175
街区多角点,20B95,-49010.864,-32677.894
街区多角点,20B96,-48825.703,-33073.78
街区多角点,20B97,-48982.1,-32983.355
街区多角点,20B98,-49122.139,-32906.08
街区多角点,20B99,-49344.747,-32802.952
街区多角点,20C01,-49468.06,-32549.502
街区多角点,20C02,-49933.516,-32218.075
街区多角点,20C03,-49926.637,-32581.801
街区多角点,20C04,-49889.25,-32928.677
街区多角点,20C05,-49760.958,-33094.166
街区多角点,20C06,-49627.524,-33191.392
街区多角点,20C07,-49536.253,-33276.042
街区多角点,20C08,-49466.277,-33479.627
街区多角点,20C09,-49678.59,-33487.915
街区多角点,20C10,-50089.082,-33398.342
街区多角点,20C11,-50345.828,-33414.68
街区多角点,20C12,-50065.531,-32728.624
街区多角点,20C13,-50430.183,-32630.489
街区多角点,20C14,-50696.017,-32599.135
街区多角点,20C15,-50314.54,-32832.353
街区多角点,20C16,-50482.008,-32774.649
街区多角点,20C17,-50329.251,-33074.476
街区多角点,20C18,-50559.302,-32933.016
街区多角点,20C19,-50104.215,-33250.398
街区多角点,20C21,-50350.81,-33193.463
街区多角点,20C25,-51365.836,-31778.161
街区多角点,20C26,-51236.274,-32000.482
街区多角点,20C27,-50736.954,-32759.597
街区多角点,20C28,-50690.203,-33121.303
街区多角点,20C29,-50726.57,-33336.755
街区多角点,20C30,-51605.246,-31628.513
街区多角点,20C31,-51486.835,-31890.83
街区多角点,20C32,-51805.027,-31624.214
街区多角点,20C33,-51809.885,-31806.579
街区多角点,20C34,-51970.964,-31590.975
街区多角点,20C35,-51979.171,-31796.019
街区多角点,20C36,-51813.873,-32011.229
街区多角点,20C37,-51998.179,-32066.899
街区多角点,20C38,-52237.534,-32133.366
街区多角点,20C39,-52442.106,-32199.026
街区多角点,20C40,-52616.528,-32427.811
街区多角点,20C41,-52729.966,-32570.413
街区多角点,20C42,-52869.659,-32721.591
街区多角点,20C43,-53024.444,-32988.499
街区多角点,20C44,-50788.192,-32885.558
街区多角点,20C45,-50841.543,-33066.638
街区多角点,20C46,-51066.047,-32380.783
街区多角点,20C47,-51093.166,-32624.368
街区多角点,20C48,-51038.642,-32992.411
街区多角点,20C49,-51020.183,-33115.395
街区多角点,20C50,-51125.622,-32816.781
街区多角点,20C51,-51273.268,-32387.463
街区多角点,20C52,-51318.099,-32690.954
街区多角点,20C53,-51437.289,-32328.732
街区多角点,20C54,-51646.535,-32183.04
街区多角点,20C55,-51605.112,-32402.097
街区多角点,20C56,-51517.951,-32507.925
街区多角点,20C57,-51863.833,-32239.192
街区多角点,20C58,-51896.076,-32360.218
街区多角点,20C59,-51745.873,-32523.955
街区多角点,20C60,-51668.768,-32761.8
街区多角点,20C61,-51345.498,-32968.974
街区多角点,20C62,-51620.078,-32938.723
街区多角点,20C63,-51308.799,-33107.247
街区多角点,20C64,-51517.125,-33225.586
街区多角点,20C65,-52063.464,-32446.807
街区多角点,20C66,-51962.93,-32582.93
街区多角点,20C67,-51826.828,-32763.35
街区多角点,20C68,-51750.441,-32971.692
街区多角点,20C69,-51678.722,-33112.012
街区多角点,20C70,-52139.651,-31522.046
街区多角点,20C71,-52242.827,-31447.1
街区多角点,20C72,-52381.686,-31484.298
街区多角点,20C73,-52549.769,-31450.327
街区多角点,20C74,-52738.031,-31409.208
街区多角点,20C75,-52832.195,-31510.223
街区多角点,20C76,-52291.646,-31636.288
街区多角点,20C77,-52245.096,-31770.967
街区多角点,20C78,-52521.894,-31674.671
街区多角点,20C79,-52818.331,-31698.055
街区多角点,20C80,-53012.311,-31717.249
街区多角点,20C81,-53180.759,-31712.178
街区多角点,20C82,-52474.077,-31977.824
街区多角点,20C83,-52726.195,-32034.211
街区多角点,20C84,-52911.456,-31984.678
街区多角点,20C85,-53046.456,-31993.524
街区多角点,20C86,-53156.331,-31891.935
街区多角点,20C87,-52837.432,-32254.737
街区多角点,20C88,-53169.024,-32131.529
街区多角点,20C90,-52337.579,-32381.751
街区多角点,20C91,-52225.793,-32540.595
街区多角点,20C92,-52388.984,-32642.818
街区多角点,20C93,-52222.772,-32749.112
街区多角点,20C94,-51996.296,-32987.109
街区多角点,20C95,-52216.346,-33166.36
街区多角点,20C96,-52377.711,-33031.673
街区多角点,20C97,-52608.258,-32844.8
街区多角点,20C98,-52774.58,-32908.992
街区多角点,20D01,-52471.186,-33389.901
街区多角点,20D02,-52598.763,-33557.048
街区多角点,20D03,-52713.583,-33310.732
街区多角点,20D04,-52842.504,-33509.307
街区多角点,20D05,-52899.737,-33397.161
街区多角点,20D06,-52460.087,-33726.061
街区多角点,20D07,-52576.247,-33802.56
街区多角点,20D08,-52601.132,-34046.166
街区多角点,20D09,-52774.83,-34178.014
街区多角点,20D10,-52921.207,-34244.306
街区多角点,20D11,-53067.779,-34180.47
街区多角点,20D12,-53129.691,-34001.918
街区多角点,20D13,-53267.961,-33716.973
街区多角点,20D15,-53099.053,-33449.981
街区多角点,20D16,-52904.81,-32467.954
街区多角点,20D17,-53095.197,-32365.278
街区多角点,20D18,-53267.213,-32266.067
街区多角点,20D19,-53500.321,-32154.672
街区多角点,20D20,-53651.326,-31958.821
街区多角点,20D22,-53225.937,-32626.224
街区多角点,20D23,-53279.482,-32824.438
街区多角点,20D24,-53436.497,-32467.171
街区多角点,20D25,-53633.933,-32318.691
街区多角点,20D26,-53757.632,-32241.025
街区多角点,20D27,-53896.712,-32172.988
街区多角点,20D28,-54017.178,-32349.757
街区多角点,20D29,-53403.485,-32938.539
街区多角点,20D30,-53306.511,-33087.731
街区多角点,20D31,-53711.717,-32654.847
街区多角点,20D32,-53746.192,-32941.827
街区多角点,20D33,-53666.69,-33201.074
街区多角点,20D34,-53480.114,-33329.295
街区多角点,20D35,-54143.888,-33333.328
街区多角点,20D36,-53891.353,-32628.945
街区多角点,20D37,-53931.612,-32887.75
街区多角点,20D38,-53999.159,-33018.984
街区多角点,20D39,-54036.353,-33206.92
街区多角点,20D40,-54118.54,-33034.862
街区多角点,20D41,-54240.751,-32853.049
街区多角点,20D42,-54340.505,-32600.525
街区多角点,20D44,-54460.916,-32979.59
街区多角点,20D45,-54345.615,-32206.299
街区多角点,20D46,-54453.058,-32131.226
街区多角点,20D47,-54556.925,-32072.677
街区多角点,20D48,-54496.852,-32419.362
街区多角点,20D49,-54753.882,-32203.818
街区多角点,20D50,-54980.151,-32303.542
街区多角点,20D51,-54580.37,-33117.585
街区多角点,20D52,-54769.308,-32983.067
街区多角点,20D53,-54920.477,-33105.479
街区多角点,20D54,-55079.224,-33141.719
街区多角点,20D55,-55072.548,-32609.867
街区多角点,20D56,-55267.306,-32373.639
街区多角点,20D57,-55276.972,-32613.794
街区多角点,20D58,-55190.703,-32840.661
街区多角節点,1A001,-46665.052,-34280.448
街区多角節点,1A002,-46819.717,-34273.148
街区多角節点,1A004,-47416.982,-34344.79
街区多角節点,1A005,-46751.453,-34484.987
街区多角節点,1A006,-46811.227,-34340.619
街区多角節点,1A007,-46852.551,-34425.791
街区多角節点,1A008,-46844.325,-34504.554
街区多角節点,1A009,-46814.596,-34652.828
街区多角節点,1A010,-46866.952,-34636.866
街区多角節点,1A011,-47065.098,-34420.132
街区多角節点,1A012,-47119.451,-34417.351
街区多角節点,1A013,-47151.575,-34410.332
街区多角節点,1A014,-47180.323,-34458.945
街区多角節点,1A015,-47181.87,-34538.569
街区多角節点,1A017,-47116.644,-34692.597
街区多角節点,1A018,-47355.646,-34521.495
街区多角節点,1A019,-47405.713,-34475.521
街区多角節点,1A020,-46889.09,-34787.513
街区多角節点,1A022,-47075.413,-34795.389
街区多角節点,1A027,-47473.181,-34774.423
街区多角節点,1A028,-47418.211,-35089.977
街区多角節点,1A032,-46990.524,-35287.043
街区多角節点,1A033,-47015.948,-35266.49
街区多角節点,1A036,-47307.852,-35284.599
街区多角節点,1A037,-47530.325,-34451.956
街区多角節点,1A038,-47554.976,-34387.238
街区多角節点,1A039,-47748.738,-34462.386
街区多角節点,1A040,-47869.372,-34571.075
街区多角節点,1A041,-47869.08,-34693.466
街区多角節点,1A042,-47743.22,-34830.096
街区多角節点,1A043,-47811.913,-35092.487
街区多角節点,1A044,-47789.868,-35202.066
街区多角節点,1A045,-47694.863,-35210.693
街区多角節点,1A046,-47531.592,-34780.154
街区多角節点,1A048,-47803.535,-34586.276
街区多角節点,1A050,-47525.289,-35068.551
街区多角節点,1A051,-47636.766,-35215.893
街区多角節点,1A052,-47616.875,-35268.371
街区多角節点,1A053,-47637.421,-35333.888
街区多角節点,1A054,-47714.09,-35332.394
街区多角節点,1A056,-47852.872,-35319.766
街区多角節点,1A057,-47887.755,-35302.042
街区多角節点,1A058,-48040.137,-35213.428
街区多角節点,1A061,-48047.236,-35044.666
街区多角節点,1A063,-47943.807,-34836.855
街区多角節点,1A064,-47976.379,-34819.998
街区多角節点,1A067,-48320.813,-34880.517
街区多角節点,1A070,-48046.096,-34654.522
街区多角節点,1A071,-48183.402,-34655.814
街区多角節点,1A074,-48427.169,-34579.929
街区多角節点,1A075,-48443.709,-34691.219
街区多角節点,1A076,-48520.161,-34642.566
街区多角節点,1A077,-48578.671,-34599.668
街区多角節点,1A079,-48215.034,-35046.003
街区多角節点,1A080,-48260.549,-34981.293
街区多角節点,1A081,-48352.766,-34942.113
街区多角節点,1A082,-48394.251,-35092.416
街区多角節点,1A083,-48381.755,-35009.367
街区多角節点,1A084,-48484.443,-34840.399
街区多角節点,1A085,-48545.938,-34735.721
街区多角節点,1A088,-48695.381,-34636.7
街区多角節点,1A089,-48716.216,-34696.694
街区多角節点,1A090,-48787.78,-34762.375
街区多角節点,1A095,-49149.13,-34865.28
街区多角節点,1A099,-49564.737,-34915.052
街区多角節点,1A100,-49621.006,-34986.393
街区多角節点,1A101,-47417.656,-35634.003
街区多角節点,1A102,-47668.054,-35848.602
街区多角節点,1A103,-47894.001,-35990.735
街区多角節点,1A108,-47906.883,-36946.939
街区多角節点,1A109,-48189.69,-37243.215
街区多角節点,1A110,-48277.209,-37330.576
街区多角節点,1A111,-47716.885,-35380.262
街区多角節点,1A116,-47799.915,-35603.902
街区多角節点,1A118,-47650.328,-35619.986
街区多角節点,1A120,-47698.192,-35597.437
街区多角節点,1A121,-47733.731,-35601.545
街区多角節点,1A122,-47760.463,-35593.657
街区多角節点,1A123,-47825.975,-35797.534
街区多角節点,1A124,-47876.784,-35700.006
街区多角節点,1A125,-47972.61,-35636.801
街区多角節点,1A126,-48205.999,-35587.485
街区多角節点,1A127,-48373.702,-35606.736
街区多角節点,1A128,-48422.645,-35580.907
街区多角節点,1A129,-48006.823,-35981.42
街区多角節点,1A132,-48085.112,-36693.829
街区多角節点,1A133,-48278.195,-36350.889
街区多角節点,1A134,-48160.234,-37081.737
街区多角節点,1A136,-48175.828,-36919.689
街区多角節点,1A137,-48178.729,-36820.553
街区多角節点,1A138,-48263.996,-36693.058
街区多角節点,1A139,-48331.501,-36617.014
街区多角節点,1A140,-48367.274,-36580.894
街区多角節点,1A141,-48235.603,-37203.075
街区多角節点,1A143,-48515.985,-37024.432
街区多角節点,1A145,-48749,-37123.568
街区多角節点,1A146,-48466.297,-36892.086
街区多角節点,1A147,-48577.662,-36901.188
街区多角節点,1A148,-48634.075,-36947.809
街区多角節点,1A149,-48326.433,-35684.583
街区多角節点,1A150,-48328.759,-35936.941
街区多角節点,1A152,-48362.533,-36287.437
街区多角節点,1A153,-48510.184,-36608.316
街区多角節点,1A158,-48636.828,-35617.992
街区多角節点,1A160,-48681.6,-35488.844
街区多角節点,1A164,-48754.495,-35430.068
街区多角節点,1A165,-48796.44,-35511.864
街区多角節点,1A166,-48844.867,-35621.313
街区多角節点,1A167,-48712.531,-35340.721
街区多角節点,1A168,-48680.207,-35285.956
街区多角節点,1A169,-48726.299,-35264.514
街区多角節点,1A170,-48579.196,-35147.732
街区多角節点,1A171,-48682.742,-35167.334
街区多角節点,1A172,-48778.591,-35265.783
街区多角節点,1A173,-48843.364,-35366.977
街区多角節点,1A174,-48902.605,-35405.261
街区多角節点,1A178,-48822.639,-35034.987
街区多角節点,1A179,-48846.195,-35018.145
街区多角節点,1A181,-48937.561,-35036.317
街区多角節点,1A182,-48956.99,-35047.319
街区多角節点,1A183,-49024.665,-34998.129
街区多角節点,1A184,-49061.206,-34971.884
街区多角節点,1A186,-48443.287,-36240.431
街区多角節点,1A188,-48491.078,-36086.293
街区多角節点,1A189,-48525.497,-35936.552
街区多角節点,1A190,-48613.948,-35766.533
街区多角節点,1A193,-48694.101,-36028.974
街区多角節点,1A196,-48667.271,-36331.161
街区多角節点,1A197,-48641.665,-36445.208
街区多角節点,1A198,-48681.589,-36572.762
街区多角節点,1A199,-48712.509,-36590.098
街区多角節点,1A200,-48757.872,-36595.456
街区多角節点,1A201,-48753.628,-36674.875
街区多角節点,1A203,-48813.512,-36776.899
街区多角節点,1A204,-48878.273,-36763.089
街区多角節点,1A208,-48828.248,-35672.506
街区多角節点,1A211,-48874.983,-35978.759
街区多角節点,1A212,-48799.516,-36264.151
街区多角節点,1A215,-48942.314,-36399.732
街区多角節点,1A216,-48981.467,-36364.795
街区多角節点,1A218,-48871.173,-37024.989
街区多角節点,1A219,-48987.565,-36802.49
街区多角節点,1A220,-48952.203,-36828.046
街区多角節点,1A221,-48971.334,-36950.65
街区多角節点,1A222,-49015.83,-36932.737
街区多角節点,1A223,-49274.016,-36788.721
街区多角節点,1A225,-48913.051,-36530.961
街区多角節点,1A226,-48969.349,-36570.321
街区多角節点,1A227,-48952.391,-36591.536
街区多角節点,1A231,-49006.425,-35607.956
街区多角節点,1A232,-49053.717,-35678.101
街区多角節点,1A233,-49015.456,-36059.584
街区多角節点,1A234,-48962.133,-36253.606
街区多角節点,1A235,-49171.852,-35604.136
街区多角節点,1A236,-49162.057,-35829.279
街区多角節点,1A237,-49318.868,-35959.961
街区多角節点,1A238,-49224.708,-36051.641
街区多角節点,1A239,-49034.377,-36234.526
街区多角節点,1A240,-48922.792,-36648.838
街区多角節点,1A241,-48985.167,-36697.337
街区多角節点,1A242,-49017.982,-36741.689
街区多角節点,1A245,-49423.793,-35974.468
街区多角節点,1A247,-49393.962,-36089.212
街区多角節点,1A248,-49618.851,-36202.49
街区多角節点,1A249,-49644.831,-36129.815
街区多角節点,1A250,-49174.205,-35168.078
街区多角節点,1A252,-49488.496,-34942.342
街区多角節点,1A253,-49041.412,-35386.079
街区多角節点,1A254,-49371.679,-35175.412
街区多角節点,1A255,-49433.407,-35268.657
街区多角節点,1A256,-49810.619,-34996.361
街区多角節点,1A257,-49987.659,-34869.563
街区多角節点,1A258,-50058.538,-34815.809
街区多角節点,1A260,-48753.231,-34475.014
街区多角節点,1A264,-49219.315,-34475.33
街区多角節点,1A265,-49348.33,-34399.838
街区多角節点,1A266,-49364.8,-34376.448
街区多角節点,1A268,-49423.544,-34347.933
街区多角節点,1A269,-49485.537,-34357.518
街区多角節点,1A272,-49172.539,-34681.046
街区多角節点,1A273,-49164.012,-34784.113
街区多角節点,1A274,-49260.289,-34588.982
街区多角節点,1A275,-49293.904,-34599.409
街区多角節点,1A276,-49329.267,-34642.948
街区多角節点,1A277,-49439.603,-34637.112
街区多角節点,1A278,-49491.378,-34593.714
街区多角節点,1A280,-49491.187,-34570.481
街区多角節点,1A282,-49624.043,-34590.879
街区多角節点,1A283,-49676.466,-34670.827
街区多角節点,1A287,-49409.66,-33851.123
街区多角節点,1A288,-49371.221,-34012.696
街区多角節点,1A290,-49602.743,-34191.499
街区多角節点,1A291,-49593.512,-34254.211
街区多角節点,1A292,-49658.001,-34454.525
街区多角節点,1A293,-49750.343,-34542.809
街区多角節点,1A294,-49855.625,-34543.498
街区多角節点,1A295,-49985.338,-34724.687
街区多角節点,1A297,-49899.042,-33877.826
街区多角節点,1A300,-50252.813,-33898.001
街区多角節点,1A301,-50305.905,-33910.736
街区多角節点,1A304,-49703.237,-33938.719
街区多角節点,1A305,-49714.391,-33956.156
街区多角節点,1A307,-49701.939,-34008.049
街区多角節点,1A311,-49920.158,-34176.884
街区多角節点,1A312,-49991.825,-34019.73
街区多角節点,1A313,-49972.352,-34128.132
街区多角節点,1A314,-49955.953,-34188.252
街区多角節点,1A318,-50122.411,-33962.06
街区多角節点,1A321,-49898.759,-34419.512
街区多角節点,1A322,-50048.787,-34464.757
街区多角節点,1A323,-50078.418,-34410.818
街区多角節点,1A324,-50312.283,-34543.809
街区多角節点,1A326,-50300.234,-34674.154
街区多角節点,1A327,-50362.275,-34752.372
街区多角節点,1A328,-50406.323,-34700.327
街区多角節点,1A330,-50174.305,-34912.818
街区多角節点,1A331,-50230.529,-34981.714
街区多角節点,1A332,-50286.345,-35031.454
街区多角節点,1A334,-50388.003,-35127.87
街区多角節点,1A336,-50696.11,-34909.079
街区多角節点,1A337,-50344.522,-34896.958
街区多角節点,1A338,-50488.182,-34807.514
街区多角節点,1A339,-50562.638,-34758.646
街区多角節点,1A340,-50536.006,-34893.209
街区多角節点,1A341,-50713.72,-34769.064
街区多角節点,1A347,-50616.526,-34119.174
街区多角節点,1A348,-50656.356,-34124.519
街区多角節点,1A349,-50658.108,-34177.552
街区多角節点,1A350,-50617.68,-34215.084
街区多角節点,1A351,-50647.329,-34291.344
街区多角節点,1A352,-50595.247,-34364.692
街区多角節点,1A353,-50602.567,-34426.815
街区多角節点,1A354,-50699.782,-34617.289
街区多角節点,1A357,-50714.772,-34166.893
街区多角節点,1A359,-49745.301,-33691.162
街区多角節点,1A360,-49758.068,-33639.093
街区多角節点,1A361,-50134.965,-33548.598
街区多角節点,1A363,-50514.398,-33595.538
街区多角節点,1A365,-50811.684,-33463.392
街区多角節点,1A366,-50854.655,-33439.394
街区多角節点,1A367,-50903.634,-33439.13
街区多角節点,1A368,-51041.816,-33373.656
街区多角節点,1A370,-50233.428,-33644.023
街区多角節点,1A371,-50282.322,-33698.685
街区多角節点,1A374,-50562.069,-33729.942
街区多角節点,1A376,-50693.305,-33779.915
街区多角節点,1A377,-50734.136,-33669.273
街区多角節点,1A378,-50754.757,-33648.48
街区多角節点,1A379,-50774.782,-33680.592
街区多角節点,1A380,-50822.681,-33698.386
街区多角節点,1A381,-50860.884,-33745.276
街区多角節点,1A383,-50919.163,-33831.741
街区多角節点,1A384,-50720.026,-33817.524
街区多角節点,1A385,-50758.335,-33872.829
街区多角節点,1A386,-50761.012,-33911.558
街区多角節点,1A387,-50748.738,-33962.405
街区多角節点,1A388,-50759.897,-33990.91
街区多角節点,1A389,-50757.536,-34041.842
街区多角節点,1A390,-50800.342,-34177.75
街区多角節点,1A391,-50798.604,-34295.647
街区多角節点,1A393,-50847.35,-34491.964
街区多角節点,1A401,-50801.801,-33918.194
街区多角節点,1A402,-50975.286,-34075.478
街区多角節点,1A403,-51042.87,-33849.985
街区多角節点,1A404,-51013.23,-33926.798
街区多角節点,1A406,-51149.757,-33895.472
街区多角節点,1A407,-51208.834,-33898.862
街区多角節点,1A408,-51271.731,-33869.107
街区多角節点,1A409,-51277,-33893.877
街区多角節点,1A410,-51319.746,-33913.472
街区多角節点,1A411,-51087.37,-34143.105
街区多角節点,1A412,-51114.539,-34082.837
街区多角節点,1A414,-51272.672,-34066.415
街区多角節点,1A419,-51055.57,-34451.135
街区多角節点,1A421,-51234.615,-33201.518
街区多角節点,1A422,-51212.455,-33403.765
街区多角節点,1A424,-51162.678,-33565.569
街区多角節点,1A425,-51050.88,-33510.682
街区多角節点,1A426,-51600.331,-33395.4
街区多角節点,1A427,-51494.342,-33585.658
街区多角節点,1A429,-51406.354,-33927.975
街区多角節点,1A433,-50925.211,-34769.754
街区多角節点,1A435,-51126.319,-34752.052
街区多角節点,1A436,-51208.595,-34712.025
街区多角節点,1A437,-51239.507,-34785.218
街区多角節点,1A438,-51272.536,-34678.89
街区多角節点,1A440,-51172.836,-34560.805
街区多角節点,1A441,-51187.12,-34487.67
街区多角節点,1A442,-51268.533,-34403.455
街区多角節点,1A448,-51673.876,-34244.059
街区多角節点,1A449,-51710.338,-34221.961
街区多角節点,1A450,-51814.942,-34191.775
街区多角節点,1A451,-51978.291,-34101.076
街区多角節点,1A455,-51485.208,-34091.821
街区多角節点,1A461,-51488.974,-34010.767
街区多角節点,1A462,-51544.604,-33736.31
街区多角節点,1A463,-51776.614,-33631.457
街区多角節点,1A464,-51768.728,-33468.989
街区多角節点,1A465,-51721.679,-33300.783
街区多角節点,1A466,-51975.433,-33403.176
街区多角節点,1A468,-52114.7,-33520.1
街区多角節点,1A470,-51784.539,-33890.289
街区多角節点,1A472,-51924.705,-34011.329
街区多角節点,1A473,-51426.631,-34478.037
街区多角節点,1A475,-51617.646,-34393.908
街区多角節点,1A476,-51806.92,-34539.018
街区多角節点,1A477,-51729.905,-34226.65
街区多角節点,1A478,-51779.314,-34275.329
街区多角節点,1A479,-51823.259,-34262.722
街区多角節点,1A480,-51847.237,-34289.936
街区多角節点,1A481,-51892.527,-34213.763
街区多角節点,1A482,-51941.747,-34164.364
街区多角節点,1A487,-52179.539,-33716.017
街区多角節点,1A488,-52252.84,-33702.162
街区多角節点,1A489,-52317.121,-33706.919
街区多角節点,1A490,-52323.763,-33484.398
街区多角節点,1A492,-52385.581,-33726.529
街区多角節点,1A493,-52403.743,-33889.431
街区多角節点,1A495,-48885.673,-34418.662
街区多角節点,1A497,-45391.038,-35726.423
街区多角節点,1A498,-45520.571,-35699.439
街区多角節点,1A501,-45108.634,-36269.869
街区多角節点,1A502,-45155.869,-36218.403
街区多角節点,1A507,-45544.315,-35927.665
街区多角節点,1A508,-45597.901,-35920.926
街区多角節点,1A509,-45630.18,-35927.772
街区多角節点,1A510,-45753.422,-35924.043
街区多角節点,1A511,-45819.758,-35951.103
街区多角節点,1A512,-45516.98,-36083.334
街区多角節点,1A513,-45531.787,-36040.222
街区多角節点,1A514,-45595.386,-36047.132
街区多角節点,1A515,-45647.097,-36155.011
街区多角節点,1A516,-45713.315,-36259.112
街区多角節点,1A517,-45845.581,-36315.78
街区多角節点,1A518,-45864.456,-35384.036
街区多角節点,1A520,-45726.677,-35664.172
街区多角節点,1A522,-45926.572,-36044.583
街区多角節点,1A524,-46083.961,-36540.569
街区多角節点,1A526,-46218.963,-35909.792
街区多角節点,1A527,-46244.494,-35944.39
街区多角節点,1A530,-46284.597,-35960.55
街区多角節点,1A534,-46414.88,-36617.26
街区多角節点,1A536,-46127.18,-36316.196
街区多角節点,1A537,-46147.662,-36395.373
街区多角節点,1A542,-46393.517,-36029.776
街区多角節点,1A544,-46489.419,-35919.528
街区多角節点,1A545,-46582.092,-35847.7
街区多角節点,1A546,-46605.499,-35760.443
街区多角節点,1A547,-46793.421,-35701.257
街区多角節点,1A548,-46872.439,-35691.925
街区多角節点,1A549,-46970.383,-35622.693
街区多角節点,1A550,-46953.479,-35555.331
街区多角節点,1A551,-47079.245,-35449.334
街区多角節点,1A554,-46821.763,-35815.323
街区多角節点,1A555,-46961.455,-35976.849
街区多角節点,1A556,-46823.046,-36050.983
街区多角節点,1A557,-46860.453,-36125.182
街区多角節点,1A558,-46910.308,-36169.622
街区多角節点,1A559,-47087.324,-35918.836
街区多角節点,1A560,-47097.543,-35746.764
街区多角節点,1A561,-47137.784,-35724.542
街区多角節点,1A562,-47187.653,-35676.524
街区多角節点,1A563,-47270.062,-35595.652
街区多角節点,1A564,-47300.962,-35607.735
街区多角節点,1A566,-47240.513,-35781.756
