款,項,目,細目,財源内訳,決算額
4,1,3,394,4,0
4,1,3,394,5,5809
4,1,3,865,1,0
4,1,3,865,2,214
4,1,3,865,3,0
4,1,3,865,4,1137
4,1,3,865,5,215
4,1,4,397,1,0
4,1,4,397,2,249
4,1,4,397,3,0
4,1,4,397,4,100
4,1,4,397,5,2117
4,1,4,850,1,0
4,1,4,850,2,0
4,1,4,850,3,0
4,1,4,850,4,0
4,1,4,850,5,494
4,1,4,898,1,0
4,1,4,898,2,20
4,1,4,898,3,0
4,1,4,898,4,1000
4,1,4,898,5,7805
4,1,5,403,1,0
4,1,5,403,2,4357
4,1,5,403,3,0
4,1,5,403,4,15
4,1,5,403,5,10856
4,2,1,16,1,0
4,2,1,16,2,0
4,2,1,16,3,0
4,2,1,16,4,0
4,2,1,16,5,148180
4,2,1,406,1,0
4,2,1,406,2,0
4,2,1,406,3,0
4,2,1,406,4,0
4,2,1,406,5,4602
4,2,1,408,1,0
4,2,1,408,2,0
4,2,1,408,3,0
4,2,1,408,4,0
4,2,1,408,5,657
4,2,2,409,1,0
4,2,2,409,2,137821
4,2,2,409,3,0
4,2,2,409,4,237032
4,2,2,409,5,569364
4,2,2,410,1,0
4,2,2,410,2,0
4,2,2,410,3,0
4,2,2,410,4,334479
4,2,2,410,5,611236
4,2,2,412,1,0
4,2,2,412,2,118
4,2,2,412,3,0
4,2,2,412,4,226
4,2,2,412,5,45438
4,2,2,413,1,60229
4,2,2,413,2,0
4,2,2,413,3,99000
4,2,2,413,4,34
4,2,2,413,5,422642
4,2,2,414,1,0
4,2,2,414,2,0
4,2,2,414,3,0
4,2,2,414,4,110
4,2,2,414,5,4437
4,2,3,420,1,0
4,2,3,420,2,2716
4,2,3,420,3,0
4,2,3,420,4,4386
4,2,3,420,5,8232
5,1,1,423,1,0
5,1,1,423,2,0
5,1,1,423,3,0
5,1,1,423,4,0
5,1,1,423,5,38257
5,1,1,424,1,0
5,1,1,424,2,0
5,1,1,424,3,0
5,1,1,424,4,0
5,1,1,424,5,12675
6,1,1,426,1,0
6,1,1,426,2,0
6,1,1,426,3,0
6,1,1,426,4,0
6,1,1,426,5,7418
6,1,1,427,1,0
6,1,1,427,2,67
6,1,1,427,3,0
6,1,1,427,4,0
6,1,1,427,5,66
6,1,2,17,1,0
6,1,2,17,2,589
6,1,2,17,3,0
6,1,2,17,4,63
6,1,2,17,5,33480
6,1,2,428,1,0
6,1,2,428,2,36
6,1,2,428,3,0
6,1,2,428,4,0
6,1,2,428,5,451
6,1,3,430,1,0
6,1,3,430,2,0
6,1,3,430,3,0
6,1,3,430,4,20
6,1,3,430,5,6390
6,1,3,432,1,0
6,1,3,432,2,0
6,1,3,432,3,0
6,1,3,432,4,2645
6,1,3,432,5,5005
6,1,3,433,1,0
6,1,3,433,2,0
6,1,3,433,3,0
6,1,3,433,4,0
6,1,3,433,5,2098
7,1,1,18,1,0
7,1,1,18,2,0
7,1,1,18,3,0
7,1,1,18,4,0
7,1,1,18,5,81450
7,1,2,435,1,0
7,1,2,435,2,0
7,1,2,435,3,0
7,1,2,435,4,0
7,1,2,435,5,28710
7,1,2,436,1,0
7,1,2,436,2,0
7,1,2,436,3,0
7,1,2,436,4,0
7,1,2,436,5,10000
7,1,2,437,1,0
7,1,2,437,2,0
7,1,2,437,3,0
7,1,2,437,4,0
7,1,2,437,5,942
7,1,2,439,1,0
7,1,2,439,2,0
7,1,2,439,3,0
7,1,2,439,4,186
7,1,2,439,5,5786
7,1,2,443,1,0
7,1,2,443,2,0
7,1,2,443,3,0
7,1,2,443,4,3782
7,1,2,443,5,2478
7,1,2,444,1,0
7,1,2,444,2,0
7,1,2,444,3,0
7,1,2,444,4,0
7,1,2,444,5,49680
7,1,2,445,1,0
7,1,2,445,2,982
7,1,2,445,3,0
7,1,2,445,4,0
7,1,2,445,5,1294
7,1,2,446,1,0
7,1,2,446,2,79
7,1,2,446,3,0
7,1,2,446,4,933
7,1,2,446,5,15601
7,1,2,447,1,0
7,1,2,447,2,3521
7,1,2,447,3,0
7,1,2,447,4,0
7,1,2,447,5,3430
7,1,2,448,1,0
7,1,2,448,2,0
7,1,2,448,3,0
7,1,2,448,4,105
7,1,2,448,5,6011
7,1,2,962,1,0
7,1,2,962,2,352045
7,1,2,962,3,0
7,1,2,962,4,190758
7,1,2,962,5,239783
7,1,3,450,1,0
7,1,3,450,2,186
7,1,3,450,3,0
7,1,3,450,4,594
7,1,3,450,5,10211
8,1,1,19,1,0
8,1,1,19,2,412
8,1,1,19,3,0
8,1,1,19,4,0
8,1,1,19,5,214748
8,1,1,455,1,0
8,1,1,455,2,19
8,1,1,455,3,0
8,1,1,455,4,1996
8,1,1,455,5,11198
8,1,1,456,1,0
8,1,1,456,2,0
8,1,1,456,3,0
8,1,1,456,4,0
8,1,1,456,5,6900
8,2,1,20,1,0
8,2,1,20,2,0
8,2,1,20,3,0
8,2,1,20,4,0
8,2,1,20,5,106464
8,2,1,458,1,0
8,2,1,458,2,0
8,2,1,458,3,0
8,2,1,458,4,113
8,2,1,458,5,11575
8,2,1,461,1,0
8,2,1,461,2,26000
8,2,1,461,3,0
8,2,1,461,4,0
8,2,1,461,5,101644
8,2,2,465,1,0
8,2,2,465,2,0
8,2,2,465,3,0
8,2,2,465,4,43
8,2,2,465,5,166841
8,2,2,466,1,0
8,2,2,466,2,0
8,2,2,466,3,0
8,2,2,466,4,25281
8,2,2,466,5,7784
8,2,2,467,1,0
8,2,2,467,2,0
8,2,2,467,3,0
8,2,2,467,4,0
8,2,2,467,5,210311
8,2,3,468,1,0
8,2,3,468,2,52074
8,2,3,468,3,100000
8,2,3,468,4,0
8,2,3,468,5,194022
8,2,4,472,1,0
8,2,4,472,2,0
8,2,4,472,3,0
8,2,4,472,4,0
8,2,4,472,5,18683
8,2,5,473,1,63131
8,2,5,473,2,125151
8,2,5,473,3,0
8,2,5,473,4,0
8,2,5,473,5,48393
8,3,1,21,1,0
8,3,1,21,2,147
8,3,1,21,3,0
8,3,1,21,4,0
8,3,1,21,5,280392
8,3,1,475,1,0
8,3,1,475,2,0
8,3,1,475,3,0
8,3,1,475,4,0
8,3,1,475,5,434
8,3,1,476,1,0
8,3,1,476,2,48
8,3,1,476,3,0
8,3,1,476,4,9
8,3,1,476,5,22304
8,3,1,477,1,900
8,3,1,477,2,0
8,3,1,477,3,0
8,3,1,477,4,0
8,3,1,477,5,2206
8,3,1,479,1,0
8,3,1,479,2,9615
8,3,1,479,3,0
8,3,1,479,4,0
8,3,1,479,5,13658
8,3,1,480,1,0
8,3,1,480,2,0
8,3,1,480,3,0
8,3,1,480,4,2561
8,3,1,480,5,14499
8,3,1,947,1,0
8,3,1,947,2,0
8,3,1,947,3,0
8,3,1,947,4,59431
8,3,1,947,5,224446
8,3,1,948,1,0
8,3,1,948,2,5913
8,3,1,948,3,0
8,3,1,948,4,0
8,3,1,948,5,15963
8,3,4,493,1,0
8,3,4,493,2,0
8,3,4,493,3,0
8,3,4,493,4,22619
8,3,4,493,5,621424
8,3,4,494,1,33203
8,3,4,494,2,129549
8,3,4,494,3,0
8,3,4,494,4,332047
8,3,4,494,5,208646
8,3,4,498,1,0
8,3,4,498,2,0
8,3,4,498,3,0
8,3,4,498,4,0
8,3,4,498,5,2249
8,3,5,495,1,0
8,3,5,495,2,0
8,3,5,495,3,0
8,3,5,495,4,100
8,3,5,495,5,4337
8,3,5,497,1,0
8,3,5,497,2,0
8,3,5,497,3,0
8,3,5,497,4,110
8,3,5,497,5,22203
8,3,5,499,1,0
8,3,5,499,2,0
8,3,5,499,3,0
8,3,5,499,4,0
8,3,5,499,5,500000
8,4,1,487,1,0
8,4,1,487,2,0
8,4,1,487,3,0
8,4,1,487,4,0
8,4,1,487,5,0
8,4,1,500,1,0
8,4,1,500,2,95
8,4,1,500,3,0
8,4,1,500,4,19834
8,4,1,500,5,0
8,4,1,501,1,11013
8,4,1,501,2,4947
8,4,1,501,3,0
8,4,1,501,4,0
8,4,1,501,5,6069
8,4,1,502,1,1656
8,4,1,502,2,963
8,4,1,502,3,0
8,4,1,502,4,0
8,4,1,502,5,1060
8,4,1,503,1,20540
8,4,1,503,2,10728
8,4,1,503,3,0
8,4,1,503,4,0
8,4,1,503,5,14646
8,4,1,921,1,4538
8,4,1,921,2,188
8,4,1,921,3,0
8,4,1,921,4,0
8,4,1,921,5,188
9,1,1,506,1,0
9,1,1,506,2,404716
9,1,1,506,3,0
9,1,1,506,4,0
9,1,1,506,5,1218737
9,1,2,507,1,0
9,1,2,507,2,0
9,1,2,507,3,0
9,1,2,507,4,0
9,1,2,507,5,55332
9,1,2,508,1,0
9,1,2,508,2,0
9,1,2,508,3,0
9,1,2,508,4,0
9,1,2,508,5,82
9,1,3,510,1,0
9,1,3,510,2,0
9,1,3,510,3,0
9,1,3,510,4,0
9,1,3,510,5,42132
9,1,4,512,1,0
9,1,4,512,2,0
9,1,4,512,3,0
9,1,4,512,4,0
9,1,4,512,5,185
9,1,5,513,1,433
9,1,5,513,2,213
9,1,5,513,3,0
9,1,5,513,4,0
9,1,5,513,5,29095
9,1,5,514,1,0
9,1,5,514,2,0
9,1,5,514,3,0
9,1,5,514,4,0
9,1,5,514,5,1259
9,1,5,515,1,0
9,1,5,515,2,689
9,1,5,515,3,0
9,1,5,515,4,0
9,1,5,515,5,2377
9,1,5,516,1,0
9,1,5,516,2,0
9,1,5,516,3,0
9,1,5,516,4,262
9,1,5,516,5,15655
9,1,5,518,1,0
9,1,5,518,2,0
9,1,5,518,3,0
9,1,5,518,4,0
9,1,5,518,5,9688
9,1,5,520,1,0
9,1,5,520,2,0
9,1,5,520,3,0
9,1,5,520,4,19834
9,1,5,520,5,24500
10,1,1,521,1,0
10,1,1,521,2,0
10,1,1,521,3,0
10,1,1,521,4,0
10,1,1,521,5,6586
10,1,1,522,1,0
10,1,1,522,2,0
10,1,1,522,3,0
10,1,1,522,4,0
10,1,1,522,5,113
10,1,2,22,1,0
10,1,2,22,2,5705
10,1,2,22,3,0
10,1,2,22,4,0
10,1,2,22,5,503049
10,1,2,523,1,0
10,1,2,523,2,8
10,1,2,523,3,0
10,1,2,523,4,1733
10,1,2,523,5,25098
10,1,2,524,1,0
10,1,2,524,2,27
10,1,2,524,3,0
10,1,2,524,4,0
10,1,2,524,5,20799
10,1,2,527,1,0
10,1,2,527,2,0
10,1,2,527,3,0
10,1,2,527,4,0
10,1,2,527,5,24
10,1,2,531,1,19442
10,1,2,531,2,23550
10,1,2,531,3,0
10,1,2,531,4,0
10,1,2,531,5,240497
10,1,2,950,1,0
10,1,2,950,2,5130
10,1,2,950,3,0
10,1,2,950,4,0
10,1,2,950,5,0
10,1,3,532,1,0
10,1,3,532,2,304
10,1,3,532,3,0
10,1,3,532,4,0
10,1,3,532,5,7412
10,1,3,533,1,0
10,1,3,533,2,32928
10,1,3,533,3,0
10,1,3,533,4,0
10,1,3,533,5,79473
10,1,3,535,1,0
10,1,3,535,2,0
10,1,3,535,3,0
10,1,3,535,4,0
10,1,3,535,5,1976
10,1,3,536,1,0
10,1,3,536,2,3129
10,1,3,536,3,0
10,1,3,536,4,775
10,1,3,536,5,83989
10,1,3,539,1,0
10,1,3,539,2,0
10,1,3,539,3,0
10,1,3,539,4,0
10,1,3,539,5,37071
10,1,3,541,1,0
10,1,3,541,2,262
10,1,3,541,3,0
10,1,3,541,4,0
10,1,3,541,5,150
10,1,3,547,1,0
10,1,3,547,2,143
10,1,3,547,3,0
10,1,3,547,4,0
10,1,3,547,5,0
10,1,3,553,1,0
10,1,3,553,2,0
10,1,3,553,3,0
10,1,3,553,4,906
10,1,3,553,5,17334
10,1,3,564,1,0
10,1,3,564,2,0
10,1,3,564,3,0
10,1,3,564,4,0
10,1,3,564,5,140
10,1,3,852,1,0
10,1,3,852,2,0
10,1,3,852,3,0
10,1,3,852,4,0
10,1,3,852,5,410
10,1,3,880,1,0
10,1,3,880,2,202
10,1,3,880,3,0
10,1,3,880,4,0
10,1,3,880,5,173
10,1,3,899,1,0
10,1,3,899,2,1666
10,1,3,899,3,0
10,1,3,899,4,0
10,1,3,899,5,50
10,1,3,953,1,71
10,1,3,953,2,0
10,1,3,953,3,0
10,1,3,953,4,71
10,1,3,953,5,8528
10,1,3,976,1,0
10,1,3,976,2,359
10,1,3,976,3,0
10,1,3,976,4,0
10,1,3,976,5,1
10,2,1,23,1,0
10,2,1,23,2,0
10,2,1,23,3,0
10,2,1,23,4,0
10,2,1,23,5,74406
10,2,1,565,1,0
10,2,1,565,2,0
10,2,1,565,3,0
10,2,1,565,4,0
10,2,1,565,5,319036
10,2,1,566,1,0
10,2,1,566,2,0
10,2,1,566,3,0
10,2,1,566,4,0
10,2,1,566,5,2669
10,2,2,567,1,4699
10,2,2,567,2,16973
10,2,2,567,3,0
10,2,2,567,4,3890
10,2,2,567,5,61276
10,2,2,568,1,0
10,2,2,568,2,0
10,2,2,568,3,0
10,2,2,568,4,0
10,2,2,568,5,5099
10,2,2,569,1,21
10,2,2,569,2,0
10,2,2,569,3,0
10,2,2,569,4,0
10,2,2,569,5,20287
10,2,2,570,1,1205
10,2,2,570,2,0
10,2,2,570,3,0
10,2,2,570,4,0
10,2,2,570,5,1207
10,2,2,571,1,0
10,2,2,571,2,0
10,2,2,571,3,0
10,2,2,571,4,0
10,2,2,571,5,13335
10,2,3,578,1,2358
10,2,3,578,2,1177
10,2,3,578,3,0
10,2,3,578,4,2358
10,2,3,578,5,71359
10,2,4,579,1,64051
10,2,4,579,2,6069
10,2,4,579,3,95600
10,2,4,579,4,73806
10,2,4,579,5,39682
10,3,1,24,1,0
10,3,1,24,2,0
10,3,1,24,3,0
10,3,1,24,4,0
10,3,1,24,5,82200
10,3,1,591,1,0
10,3,1,591,2,0
10,3,1,591,3,0
10,3,1,591,4,151
10,3,1,591,5,178497
10,3,1,592,1,0
10,3,1,592,2,0
10,3,1,592,3,0
10,3,1,592,4,0
10,3,1,592,5,1568
10,3,1,877,1,0
10,3,1,877,2,0
10,3,1,877,3,0
10,3,1,877,4,0
10,3,1,877,5,460
10,3,2,593,1,2699
10,3,2,593,2,11327
10,3,2,593,3,0
10,3,2,593,4,2237
10,3,2,593,5,42067
10,3,2,594,1,0
10,3,2,594,2,0
10,3,2,594,3,0
10,3,2,594,4,240
10,3,2,594,5,2320
10,3,2,595,1,197
10,3,2,595,2,0
10,3,2,595,3,0
10,3,2,595,4,0
10,3,2,595,5,12851
10,3,2,596,1,2405
10,3,2,596,2,0
10,3,2,596,3,0
10,3,2,596,4,0
10,3,2,596,5,2405
10,3,2,597,1,0
10,3,2,597,2,0
10,3,2,597,3,0
10,3,2,597,4,0
10,3,2,597,5,20433
10,3,2,600,1,0
10,3,2,600,2,4103
10,3,2,600,3,0
10,3,2,600,4,0
10,3,2,600,5,6585
10,3,3,606,1,1301
10,3,3,606,2,823
10,3,3,606,3,0
10,3,3,606,4,1302
10,3,3,606,5,40459
10,3,4,607,1,165365
10,3,4,607,2,390214
10,3,4,607,3,37800
10,3,4,607,4,366856
10,3,4,607,5,61566
10,4,1,618,1,0
10,4,1,618,2,25329
10,4,1,618,3,0
10,4,1,618,4,0
10,4,1,618,5,14737
10,4,1,620,1,8603
10,4,1,620,2,13087
10,4,1,620,3,0
10,4,1,620,4,0
10,4,1,620,5,11947
10,4,1,621,1,188195
10,4,1,621,2,160909
10,4,1,621,3,0
10,4,1,621,4,0
10,4,1,621,5,173691
10,4,1,727,1,1785
10,4,1,727,2,0
10,4,1,727,3,0
10,4,1,727,4,0
10,4,1,727,5,1
10,4,1,964,1,0
10,4,1,964,2,1846
10,4,1,964,3,0
10,4,1,964,4,0
10,4,1,964,5,1849
10,4,1,991,1,97613
10,4,1,991,2,48807
10,4,1,991,3,0
10,4,1,991,4,0
10,4,1,991,5,102246
10,5,1,26,1,0
10,5,1,26,2,20
10,5,1,26,3,0
10,5,1,26,4,0
10,5,1,26,5,147285
10,5,1,632,1,0
10,5,1,632,2,1200
10,5,1,632,3,0
10,5,1,632,4,0
10,5,1,632,5,2200
10,5,1,635,1,0
10,5,1,635,2,539
10,5,1,635,3,0
10,5,1,635,4,0
10,5,1,635,5,289
10,5,1,636,1,0
10,5,1,636,2,0
10,5,1,636,3,0
10,5,1,636,4,0
10,5,1,636,5,4316
10,5,1,637,1,0
10,5,1,637,2,0
10,5,1,637,3,0
10,5,1,637,4,0
10,5,1,637,5,409
10,5,1,638,1,0
10,5,1,638,2,147
10,5,1,638,3,0
10,5,1,638,4,0
10,5,1,638,5,10357
10,5,1,639,1,4686
10,5,1,639,2,1243
10,5,1,639,3,0
10,5,1,639,4,0
10,5,1,639,5,4217
10,5,1,640,1,0
10,5,1,640,2,0
10,5,1,640,3,0
10,5,1,640,4,38
10,5,1,640,5,14249
10,5,1,641,1,0
10,5,1,641,2,0
10,5,1,641,3,0
10,5,1,641,4,199
10,5,1,641,5,10113
10,5,1,644,1,0
10,5,1,644,2,7039
10,5,1,644,3,0
10,5,1,644,4,0
10,5,1,644,5,5221
10,5,1,645,1,0
10,5,1,645,2,264
10,5,1,645,3,0
10,5,1,645,4,0
10,5,1,645,5,263
10,5,1,648,1,0
10,5,1,648,2,0
10,5,1,648,3,0
10,5,1,648,4,0
10,5,1,648,5,7367
10,5,1,862,1,0
10,5,1,862,2,0
10,5,1,862,3,0
10,5,1,862,4,0
10,5,1,862,5,781
10,5,1,901,1,0
10,5,1,901,2,0
10,5,1,901,3,0
10,5,1,901,4,0
10,5,1,901,5,0
10,5,1,968,1,0
10,5,1,968,2,0
10,5,1,968,3,0
10,5,1,968,4,4
10,5,1,968,5,19250
10,5,1,969,1,0
10,5,1,969,2,0
10,5,1,969,3,0
10,5,1,969,4,0
10,5,1,969,5,16570
10,5,1,983,1,0
10,5,1,983,2,280406
10,5,1,983,3,200000
10,5,1,983,4,0
10,5,1,983,5,277004
10,5,2,27,1,0
10,5,2,27,2,0
10,5,2,27,3,0
10,5,2,27,4,0
10,5,2,27,5,102632
10,5,2,650,1,0
10,5,2,650,2,16
10,5,2,650,3,0
10,5,2,650,4,17912
10,5,2,650,5,149069
10,5,2,651,1,49
10,5,2,651,2,985
10,5,2,651,3,0
10,5,2,651,4,0
10,5,2,651,5,1203
10,5,2,652,1,152
10,5,2,652,2,0
10,5,2,652,3,0
10,5,2,652,4,4869
10,5,2,652,5,388320
10,5,2,653,1,0
10,5,2,653,2,34
10,5,2,653,3,0
10,5,2,653,4,0
10,5,2,653,5,1108
10,5,3,28,1,0
10,5,3,28,2,0
10,5,3,28,3,0
10,5,3,28,4,0
10,5,3,28,5,273496
10,5,3,655,1,0
10,5,3,655,2,0
10,5,3,655,3,0
10,5,3,655,4,588
10,5,3,655,5,8950
10,5,3,656,1,0
10,5,3,656,2,0
10,5,3,656,3,0
10,5,3,656,4,0
10,5,3,656,5,3987
10,5,3,657,1,0
10,5,3,657,2,0
10,5,3,657,3,0
10,5,3,657,4,75
10,5,3,657,5,85310
10,5,3,658,1,0
10,5,3,658,2,0
10,5,3,658,3,0
10,5,3,658,4,77
10,5,3,658,5,220618
10,5,3,659,1,0
10,5,3,659,2,927
10,5,3,659,3,0
10,5,3,659,4,0
10,5,3,659,5,926
10,5,3,929,1,0
10,5,3,929,2,0
10,5,3,929,3,0
10,5,3,929,4,15167
10,5,3,929,5,374
10,5,3,931,1,0
10,5,3,931,2,5156
10,5,3,931,3,400000
10,5,3,931,4,305
10,5,3,931,5,280415
10,5,4,662,1,0
10,5,4,662,2,0
10,5,4,662,3,0
10,5,4,662,4,0
10,5,4,662,5,67961
10,6,1,667,1,0
10,6,1,667,2,0
10,6,1,667,3,0
10,6,1,667,4,8144
10,6,1,667,5,55268
10,6,1,668,1,0
10,6,1,668,2,0
10,6,1,668,3,0
10,6,1,668,4,0
10,6,1,668,5,235
10,6,1,669,1,0
10,6,1,669,2,0
10,6,1,669,3,0
10,6,1,669,4,0
10,6,1,669,5,3639
10,6,1,670,1,0
10,6,1,670,2,0
10,6,1,670,3,0
10,6,1,670,4,0
10,6,1,670,5,0
10,6,1,672,1,0
10,6,1,672,2,0
10,6,1,672,3,0
10,6,1,672,4,0
10,6,1,672,5,6518
10,6,1,673,1,0
10,6,1,673,2,0
10,6,1,673,3,0
10,6,1,673,4,0
10,6,1,673,5,983
10,6,1,881,1,0
10,6,1,881,2,0
10,6,1,881,3,0
10,6,1,881,4,920
10,6,1,881,5,90
10,6,1,935,1,0
10,6,1,935,2,24319
10,6,1,935,3,0
10,6,1,935,4,12200
10,6,1,935,5,23481
10,6,1,960,1,0
10,6,1,960,2,0
10,6,1,960,3,0
10,6,1,960,4,0
10,6,1,960,5,66
10,6,2,677,1,0
10,6,2,677,2,0
10,6,2,677,3,0
10,6,2,677,4,0
10,6,2,677,5,3470
10,6,2,685,1,0
10,6,2,685,2,0
10,6,2,685,3,0
10,6,2,685,4,0
10,6,2,685,5,267013
10,6,2,900,1,3145
10,6,2,900,2,47
10,6,2,900,3,0
10,6,2,900,4,0
10,6,2,900,5,183725
10,6,3,30,1,0
10,6,3,30,2,0
10,6,3,30,3,0
10,6,3,30,4,0
10,6,3,30,5,82378
10,6,3,688,1,0
10,6,3,688,2,0
10,6,3,688,3,0
10,6,3,688,4,87
10,6,3,688,5,43652
10,6,3,693,1,1023
10,6,3,693,2,0
10,6,3,693,3,0
10,6,3,693,4,24119
10,6,3,693,5,627257
12,1,1,705,1,0
12,1,1,705,2,91568
12,1,1,705,3,0
12,1,1,705,4,9095
12,1,1,705,5,1760048
12,1,2,706,1,0
12,1,2,706,2,3260
12,1,2,706,3,0
12,1,2,706,4,0
12,1,2,706,5,54955
