種別,性別,地域階層,地域,和暦（年度）,西暦（年度）,月,卒業者数（人）,卒業者数／大学等進学者（Ａ）（人）,卒業者数／専修学校（専門課程）進学者（Ｂ）（人）,卒業者数／専修学校（一般課程）等入学者（Ｃ）（人）,卒業者数／公共職業能力開発施設等入学者（D）（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／自営業主等（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／無期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／常用雇用者／有期雇用労働者（人）,卒業者数／就職者等（左記Ａ～Ｄを除く）（Ｅ）／臨時労働者（人）,卒業者数／就職者（人）,卒業者数／就職者／正規の職員等（人）,卒業者数／就職者／正規の職員等でない者（人）,卒業者数／一時的な仕事に就いた者（人）,卒業者数／左記以外の者（人）,卒業者数／不詳・死亡（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／自営業主等無期雇用労働者（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／雇用契約期間が一年以上、かつフルタイム勤務相当の者（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／正規の職員等（人）,左記Ａ，Ｂ，Ｃ，Ｄのうち就職している者（再掲）／正規の職員等でない者（人）,左記Ｅ有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）（人）,Ａのうち大学・短期大学の通信教育部を除く進学者（再掲）（人）,大学等進学率（％）,就職者総数（再掲）（人）,卒業者に占める就職者の割合（％）
私立,総数（男・女）,2,新宿区,令和5,2023,3月,1582,1280,30,70,4,3,4,－,－,…,…,…,…,191,－,1,1,－,…,…,－,1280,80.9,8,0.5
私立,総数（男・女）,2,文京区,令和5,2023,3月,3689,3109,198,137,2,1,21,1,1,…,…,…,…,219,－,－,－,－,…,…,－,3109,84.3,22,0.6
私立,総数（男・女）,2,台東区,令和5,2023,3月,630,372,78,24,－,－,151,－,－,…,…,…,…,5,－,－,－,－,…,…,－,372,59,151,24
私立,総数（男・女）,2,墨田区,令和5,2023,3月,711,660,10,8,1,－,1,－,－,…,…,…,…,31,－,－,－,－,…,…,－,660,92.8,1,0.1
私立,総数（男・女）,2,江東区,令和5,2023,3月,626,499,64,3,1,－,3,－,－,…,…,…,…,56,－,－,－,－,…,…,－,498,79.7,3,0.5
私立,総数（男・女）,2,品川区,令和5,2023,3月,1922,1569,108,58,－,－,3,2,－,…,…,…,…,182,－,－,－,－,…,…,－,1568,81.6,3,0.2
私立,総数（男・女）,2,目黒区,令和5,2023,3月,1481,1244,85,20,3,1,15,1,－,…,…,…,…,112,－,1,1,－,…,…,1,1243,84,18,1.2
私立,総数（男・女）,2,大田区,令和5,2023,3月,1505,1096,202,22,－,3,60,－,－,…,…,…,…,122,－,－,－,－,…,…,－,1096,72.8,63,4.2
私立,総数（男・女）,2,世田谷区,令和5,2023,3月,5931,4834,409,217,2,3,46,17,－,…,…,…,…,402,1,－,－,－,…,…,14,4832,81.5,63,1.1
私立,総数（男・女）,2,渋谷区,令和5,2023,3月,2084,1783,45,77,－,－,2,－,－,…,…,…,…,177,－,－,－,－,…,…,－,1783,85.6,2,0.1
私立,総数（男・女）,2,中野区,令和5,2023,3月,1792,1498,122,17,－,1,26,－,－,…,…,…,…,128,－,－,－,－,…,…,－,1497,83.6,27,1.5
私立,総数（男・女）,2,杉並区,令和5,2023,3月,3595,3130,62,263,1,－,1,3,－,…,…,…,…,135,－,－,－,－,…,…,3,3130,87.1,4,0.1
私立,総数（男・女）,2,豊島区,令和5,2023,3月,2994,2216,103,349,2,1,153,4,－,…,…,…,…,165,1,1,1,－,…,…,4,2216,74,159,5.3
私立,総数（男・女）,2,北区,令和5,2023,3月,2114,1655,192,68,－,1,26,1,－,…,…,…,…,171,－,－,－,－,…,…,1,1655,78.3,28,1.3
私立,総数（男・女）,2,荒川区,令和5,2023,3月,478,296,18,155,－,－,2,－,－,…,…,…,…,7,－,－,－,－,…,…,－,296,61.9,2,0.4
私立,総数（男・女）,2,板橋区,令和5,2023,3月,2010,1710,78,104,3,－,7,2,－,…,…,…,…,106,－,3,3,－,…,…,2,1709,85.1,12,0.6
私立,総数（男・女）,2,練馬区,令和5,2023,3月,963,849,9,76,－,－,1,－,－,…,…,…,…,28,－,－,－,－,…,…,－,848,88.2,1,0.1
私立,総数（男・女）,2,足立区,令和5,2023,3月,500,406,26,－,－,－,3,－,－,…,…,…,…,65,－,－,－,－,…,…,－,403,81.2,3,0.6
私立,総数（男・女）,2,葛飾区,令和5,2023,3月,447,352,73,－,－,－,6,－,－,…,…,…,…,16,－,－,－,－,…,…,－,352,78.7,6,1.3
私立,総数（男・女）,2,江戸川区,令和5,2023,3月,1118,875,167,－,2,－,14,－,－,…,…,…,…,60,－,－,－,－,…,…,－,873,78.3,14,1.3
私立,総数（男・女）,1,市部,令和5,2023,3月,12603,10515,784,331,5,7,60,10,－,…,…,…,…,891,－,－,－,－,…,…,5,10510,83.4,72,0.6
私立,総数（男・女）,2,八王子市,令和5,2023,3月,2487,2125,168,7,－,2,3,5,－,…,…,…,…,177,－,－,－,－,…,…,5,2125,85.4,10,0.4
私立,総数（男・女）,2,立川市,令和5,2023,3月,703,430,215,－,－,－,22,－,－,…,…,…,…,36,－,－,－,－,…,…,－,430,61.2,22,3.1
私立,総数（男・女）,2,武蔵野市,令和5,2023,3月,847,678,32,86,－,－,－,1,－,…,…,…,…,50,－,－,－,－,…,…,－,678,80,－,－
私立,総数（男・女）,2,三鷹市,令和5,2023,3月,877,717,58,21,－,－,2,2,－,…,…,…,…,77,－,－,－,－,…,…,－,716,81.8,2,0.2
私立,総数（男・女）,2,青梅市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,府中市,令和5,2023,3月,371,342,12,－,－,－,－,－,－,…,…,…,…,17,－,－,－,－,…,…,－,342,92.2,－,－
私立,総数（男・女）,2,昭島市,令和5,2023,3月,122,98,6,－,－,－,－,－,－,…,…,…,…,18,－,－,－,－,…,…,－,98,80.3,－,－
私立,総数（男・女）,2,調布市,令和5,2023,3月,652,617,1,11,－,－,－,－,－,…,…,…,…,23,－,－,－,－,…,…,－,617,94.6,－,－
私立,総数（男・女）,2,町田市,令和5,2023,3月,1408,1157,45,112,2,2,10,－,－,…,…,…,…,80,－,－,－,－,…,…,－,1157,82.2,12,0.9
私立,総数（男・女）,2,小金井市,令和5,2023,3月,879,788,9,14,－,－,－,－,－,…,…,…,…,68,－,－,－,－,…,…,－,788,89.6,－,－
私立,総数（男・女）,2,小平市,令和5,2023,3月,1073,934,37,57,2,－,4,2,－,…,…,…,…,37,－,－,－,－,…,…,－,930,87,4,0.4
私立,総数（男・女）,2,日野市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,東村山市,令和5,2023,3月,563,445,66,－,－,－,7,－,－,…,…,…,…,45,－,－,－,－,…,…,－,445,79,7,1.2
私立,総数（男・女）,2,国分寺市,令和5,2023,3月,394,384,1,－,－,1,－,－,－,…,…,…,…,8,－,－,－,－,…,…,－,384,97.5,1,0.3
私立,総数（男・女）,2,国立市,令和5,2023,3月,462,304,3,－,－,－,2,－,－,…,…,…,…,153,－,－,－,－,…,…,－,304,65.8,2,0.4
私立,総数（男・女）,2,福生市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,狛江市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,東大和市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,清瀬市,令和5,2023,3月,22,17,2,－,－,－,1,－,－,…,…,…,…,2,－,－,－,－,…,…,－,17,77.3,1,4.5
私立,総数（男・女）,2,東久留米市,令和5,2023,3月,74,32,9,18,1,－,2,－,－,…,…,…,…,12,－,－,－,－,…,…,－,32,43.2,2,2.7
私立,総数（男・女）,2,武蔵村山市,令和5,2023,3月,379,336,4,－,－,－,－,－,－,…,…,…,…,39,－,－,－,－,…,…,－,336,88.7,－,－
私立,総数（男・女）,2,多摩市,令和5,2023,3月,247,224,3,－,－,－,－,－,－,…,…,…,…,20,－,－,－,－,…,…,－,224,90.7,－,－
私立,総数（男・女）,2,稲城市,令和5,2023,3月,140,112,24,－,－,－,－,－,－,…,…,…,…,4,－,－,－,－,…,…,－,112,80,－,－
私立,総数（男・女）,2,羽村市,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,あきる野市,令和5,2023,3月,399,319,55,5,－,2,4,－,－,…,…,…,…,14,－,－,－,－,…,…,－,319,79.9,6,1.5
私立,総数（男・女）,2,西東京市,令和5,2023,3月,504,456,34,－,－,－,3,－,－,…,…,…,…,11,－,－,－,－,…,…,－,456,90.5,3,0.6
私立,総数（男・女）,1,郡部,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,瑞穂町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,日の出町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,檜原村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,奥多摩町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,1,島部,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,大島町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,利島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,新島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,神津島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,三宅村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,御蔵島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,八丈町,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,青ヶ島村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
私立,総数（男・女）,2,小笠原村,令和5,2023,3月,－,－,－,－,－,－,－,－,－,…,…,…,…,－,－,－,－,－,…,…,－,－,－,－,－
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
１５－１　卒業後の状況調査（高等学校  全日制・定時制）　区市町村、状況別卒業者数、大学等進学率及び卒業者に占める就職者の割合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注１）「就職者等」は、令和２年度からの調査項目である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注２）「就職者」は、令和元年度以前の調査項目である。平成31年3月以前の「就職者」は、雇用契約期間が１年未満で期間の定めのある者及び雇用契約期間の長さにかかわらず短時間勤務の者を含まない。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注３）平成31年3月以前の「就職者総数（再掲）」とは、卒業者のうち「就職者」及び「左記A，B，C，Dのうち就職している者(再掲）」を合計した数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注４）令和2年3月以降の「就職者総数（再掲）」とは、「自営業主等」、「無期雇用労働者」、「左記A，B，C，Dのうち就職している者(再掲）」及び「左記E有期雇用労働者のうち雇用契約期間が一年以上、かつフルタイム勤務相当の者（再掲）」を合計した数である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注５）「一時的な仕事に就いた者」は、令和元年度以前の調査項目であり、アルバイト・パート等臨時的な収入を得ることを目的とする仕事に就いた者である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注６）「左記以外の者」とは、家事手伝いをしている者、外国の大学等に入学した者又は進路が未定であることが明らかな者である。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
