種別,地域階層,地域,和暦（年度）,西暦（年度）,教員数（本務者）（人）,教員数（本務者）／男（人）,教員数（本務者）／女（人）,教員数（本務者）／校長／男（人）,教員数（本務者）／校長／女（人）,教員数（本務者）／副校長／男（人）,教員数（本務者）／副校長／女（人）,教員数（本務者）／教頭／男（人）,教員数（本務者）／教頭／女（人）,教員数（本務者）／主幹教諭／男（人）,教員数（本務者）／主幹教諭／女（人）,教員数（本務者）／指導教諭／男（人）,教員数（本務者）／指導教諭／女（人）,教員数（本務者）／教諭／男（人）,教員数（本務者）／教諭／女（人）,教員数（本務者）／助教諭／男（人）,教員数（本務者）／助教諭／女（人）,教員数（本務者）／養護教諭／男（人）,教員数（本務者）／養護教諭／女（人）,教員数（本務者）／養護助教諭／男（人）,教員数（本務者）／養護助教諭／女（人）,教員数（本務者）／栄養教諭／男（人）,教員数（本務者）／栄養教諭／女（人）,教員数（本務者）／講師／男（人）,教員数（本務者）／講師／女（人）,教員数（兼務者）／男（人）,教員数（兼務者）／女（人）
私立,2,荒川区,令和5,2023,81,58,23,1,－,－,－,2,－,－,－,－,－,55,18,－,－,－,2,－,－,－,－,－,3,28,13
私立,2,板橋区,令和5,2023,284,204,80,5,1,1,－,5,1,3,1,－,－,190,72,－,－,－,5,－,－,－,－,－,－,134,114
私立,2,練馬区,令和5,2023,158,111,47,4,－,1,－,3,－,－,－,－,－,101,42,－,－,－,2,－,－,－,－,2,3,142,78
私立,2,足立区,令和5,2023,95,61,34,1,1,1,－,1,－,－,－,－,－,51,24,－,－,－,1,－,－,－,－,7,8,14,10
私立,2,葛飾区,令和5,2023,91,63,28,2,－,－,－,2,－,－,－,－,－,54,24,－,－,－,2,－,－,－,－,5,2,31,34
私立,2,江戸川区,令和5,2023,161,104,57,1,2,1,－,3,－,1,－,1,－,82,48,－,－,－,4,－,－,－,－,15,3,63,55
私立,1,市部,令和5,2023,2232,1465,767,40,7,20,5,41,6,8,3,13,1,1238,628,－,－,－,44,－,－,－,－,105,73,993,911
私立,2,八王子市,令和5,2023,412,278,134,8,2,3,1,7,1,4,－,2,1,239,115,－,－,－,10,－,－,－,－,15,4,190,130
私立,2,立川市,令和5,2023,147,93,54,2,－,1,－,2,－,－,－,－,－,74,37,－,－,－,3,－,－,－,－,14,14,45,19
私立,2,武蔵野市,令和5,2023,169,104,65,4,－,－,1,3,－,－,－,－,－,97,62,－,－,－,2,－,－,－,－,－,－,46,64
私立,2,三鷹市,令和5,2023,148,101,47,2,1,2,－,1,－,1,－,－,－,80,37,－,－,－,2,－,－,－,－,15,7,66,48
私立,2,青梅市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,府中市,令和5,2023,75,59,16,1,－,1,－,2,－,－,－,－,－,46,8,－,－,－,1,－,－,－,－,9,7,6,7
私立,2,昭島市,令和5,2023,30,18,12,1,－,－,－,1,－,－,－,－,－,15,11,－,－,－,－,－,－,－,－,1,1,20,23
私立,2,調布市,令和5,2023,146,84,62,3,－,2,1,2,1,－,－,－,－,75,54,－,－,－,4,－,－,－,－,2,2,128,168
私立,2,町田市,令和5,2023,239,159,80,2,2,1,2,5,－,1,3,－,－,145,65,－,－,－,6,－,－,－,－,5,2,138,117
私立,2,小金井市,令和5,2023,127,88,39,2,－,1,－,3,1,－,－,－,－,82,36,－,－,－,2,－,－,－,－,－,－,79,81
私立,2,小平市,令和5,2023,174,119,55,3,－,2,－,3,－,－,－,－,－,96,45,－,－,－,2,－,－,－,－,15,8,44,39
私立,2,日野市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東村山市,令和5,2023,119,81,38,3,－,2,－,2,－,－,－,－,－,58,25,－,－,－,2,－,－,－,－,16,11,30,37
私立,2,国分寺市,令和5,2023,49,38,11,1,－,－,－,1,－,－,－,－,－,36,10,－,－,－,1,－,－,－,－,－,－,20,15
私立,2,国立市,令和5,2023,78,60,18,2,－,2,－,1,－,－,－,－,－,51,17,－,－,－,1,－,－,－,－,4,－,75,53
私立,2,福生市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,狛江市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,東大和市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,清瀬市,令和5,2023,18,11,7,1,－,－,－,－,1,－,－,－,－,9,5,－,－,－,1,－,－,－,－,1,－,6,8
私立,2,東久留米市,令和5,2023,27,12,15,1,－,－,－,2,－,－,－,－,－,9,8,－,－,－,1,－,－,－,－,－,6,7,3
私立,2,武蔵村山市,令和5,2023,69,43,26,1,－,－,－,2,－,－,－,9,－,31,26,－,－,－,－,－,－,－,－,－,－,14,17
私立,2,多摩市,令和5,2023,44,26,18,1,1,－,－,1,－,1,－,2,－,20,16,－,－,－,1,－,－,－,－,1,－,24,34
私立,2,稲城市,令和5,2023,29,13,16,－,1,－,－,－,1,－,－,－,－,13,13,－,－,－,1,－,－,－,－,－,－,6,18
私立,2,羽村市,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,あきる野市,令和5,2023,59,45,14,1,－,2,－,2,－,1,－,－,－,33,7,－,－,－,1,－,－,－,－,6,6,20,7
私立,2,西東京市,令和5,2023,73,33,40,1,－,1,－,1,1,－,－,－,－,29,31,－,－,－,3,－,－,－,－,1,5,29,23
私立,1,郡部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,瑞穂町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,日の出町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,檜原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,奥多摩町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,1,島部,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,大島町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,利島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,新島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,神津島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,三宅村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,御蔵島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,八丈町,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,青ヶ島村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,2,小笠原村,令和5,2023,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
私立,0,総数のうち全日制（再掲）,令和5,2023,9822,6585,3237,184,35,81,10,188,43,84,31,50,16,5645,2680,－,－,1,197,－,－,－,－,352,225,3933,3657
私立,0,総数のうち定時制（再掲）,令和5,2023,74,51,23,1,－,－,－,4,－,－,－,－,－,30,13,－,－,－,4,－,－,－,－,16,6,42,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
令和５年度　学校基本統計（学校基本調査報告）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
７－１０　高等学校（全日制・定時制）　区市町村、職名別教員数,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部　2:区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
