 3-(2)海上出入貨物品種別表,,,,,,,,,,,,,,,(単位：トン）
品種,,合計,,輸出,,,,輸入,,,,移出,,移入,
30,非鉄金属,"18,815","209,399","5,899","72,829","5,899","72,822","10,741","109,365","10,732","109,270",160,990,"2,015","26,215"
31,金属製品,"113,372","1,120,871","18,349","190,677","18,349","190,661","90,722","888,148","90,592","874,113","3,269","29,704","1,032","12,342"
32,鉄道車両,212,"2,917",34,443,34,443,178,"2,474",178,"2,470",-,-,-,-
33,完成自動車,"1,099,760","9,397,517","7,443","56,437","7,293","56,085","1,580","16,455","1,476","15,530","598,994","5,237,320","491,743","4,087,305"
34,その他輸送用車両,"11,388","85,457",207,"1,995",207,"1,995","9,992","73,069","9,731","68,064","1,165","9,209",24,"1,184"
35,二輪自動車,"5,601","59,265","2,205","18,146","2,205","18,146","3,376","40,754","3,376","40,754",6,270,14,95
36,自動車部品,"145,223","1,297,154","85,867","811,975","85,867","811,975","55,475","453,506","55,469","453,415","1,200","12,325","2,681","19,348"
37,その他輸送機械,"56,416","490,083","5,026","46,258","5,026","46,258","29,120","248,454","29,120","248,454","6,500","55,150","15,770","140,221"
38,産業機械,"247,922","2,299,793","123,130","1,145,275","121,245","1,133,717","107,832","1,025,712","107,790","1,025,249","14,843","108,231","2,117","20,575"
39,電気機械,"345,110","3,101,635","51,663","460,205","51,663","460,168","288,972","2,596,801","288,802","2,595,581","3,808","37,766",667,"6,863"
40,測量・光学・医療用機械,"70,333","465,872","21,626","171,731","21,626","171,262","31,178","257,833","30,407","256,381","6,413","19,683","11,116","16,625"
41,事務用機器,"14,642","149,678","2,076","18,085","2,076","18,085","10,562","103,093","10,562","103,093","1,914","27,780",90,720
42,その他機械,"3,824","38,133",515,"5,538",515,"5,538","1,915","16,896","1,915","16,896",787,"8,898",607,"6,801"
化学工業品,,"893,316","8,674,588","198,647","1,679,628","198,640","1,679,602","260,209","2,566,374","259,584","2,539,908","27,500","308,478","406,960","4,120,108"
43,陶磁器,"12,341","100,770","1,052","5,697","1,052","5,697","11,274","95,058","11,274","95,058",15,15,-,-
44,セメント,"194,059","1,714,250",112,"1,270",112,"1,270","1,335","12,539","1,335","12,539","2,869","23,208","189,743","1,677,233"
45,ガラス類,"15,732","171,176","3,153","45,609","3,153","45,609","11,739","116,508","11,739","116,508",790,"8,599",50,460
46,窯業品,"23,659","258,632","7,409","70,468","7,409","70,452","12,844","139,584","12,844","139,584","1,786","32,205","1,620","16,375"
47,重油,"21,456","285,288",-,-,-,-,-,-,-,-,"10,129","136,737","11,327","148,551"
48,揮発油,133,"1,073",-,4,-,4,15,358,15,358,118,711,-,-
49,その他の石油,"191,003","2,147,941","1,949","17,377","1,949","17,377","1,207","13,515","1,207","13,515",782,"6,962","187,065","2,110,087"
50,LNG/液化天然ガス,5,96,-,-,-,-,-,86,-,86,5,10,-,-
51,LPG/液化石油ガス,397,"4,933",-,-,-,-,15,180,15,180,382,"4,738",-,15
52,その他石油製品,"9,909","116,860",375,"3,301",375,"3,301","1,450","29,726","1,450","12,436","1,368","13,331","6,716","70,502"
53,コークス,"1,178","26,498",-,-,-,-,"1,158","17,709",540,"8,595",-,"1,610",20,"7,179"
54,石炭製品,88,"3,173",-,"2,726",-,"2,726",88,447,88,447,-,-,-,-
55,化学薬品,"70,881","680,850","23,917","196,933","23,917","196,933","39,769","422,125","39,769","422,125","3,166","26,284","4,029","35,508"
56,化学肥料,"4,610","45,666",178,"2,526",178,"2,526","4,157","37,735","4,157","37,735",135,"2,815",140,"2,590"
57,その他化学工業品,"347,865","3,117,382","160,502","1,333,717","160,495","1,333,707","175,158","1,680,804","175,151","1,680,742","5,955","51,253","6,250","51,608"
軽工業品,,"581,379","5,292,960","57,406","474,561","57,387","474,371","373,585","3,452,499","373,576","3,452,395","51,095","452,353","99,293","913,547"
58,紙・パルプ,"154,121","1,347,457","17,761","159,321","17,761","159,321","64,179","544,584","64,174","544,578","5,292","47,728","66,889","595,824"
59,糸及び紡績半製品,"4,585","42,642",614,"4,063",614,"4,063","3,971","38,564","3,971","38,564",-,15,-,-
60,その他繊維工業品,"31,898","276,362","5,298","41,596","5,279","41,406","26,479","232,764","26,479","232,764",111,"1,844",10,158
61,砂糖,"10,097","99,535",18,402,18,402,"2,625","34,700","2,625","34,700","1,701","14,179","5,753","50,254"
62,製造食品,"248,198","2,284,282","27,581","218,152","27,581","218,152","199,869","1,854,660","199,865","1,854,641","13,863","137,310","6,885","74,160"
63,飲料,"81,908","736,904","5,709","46,418","5,709","46,418","46,430","415,141","46,430","415,062","22,528","201,211","7,241","74,134"
64,水,"22,524","195,199",330,"3,277",330,"3,277","15,094","154,351","15,094","154,351","5,285","23,501","1,815","14,070"
65,たばこ,"8,081","72,476",60,334,60,334,"6,696","62,607","6,696","62,607",570,"6,305",755,"3,230"
66,その他食料工業品,"19,967","238,103",35,998,35,998,"8,242","115,128","8,242","115,128","1,745","20,260","9,945","101,717"
雑工業品,,"1,097,607","8,669,521","88,412","814,834","88,412","814,770","973,179","7,504,307","973,086","7,503,763","28,380","280,022","7,636","70,358"
67,がん具,"49,053","396,404","2,848","21,940","2,848","21,940","46,200","374,384","46,200","374,384",5,80,-,-
68,衣服・身廻品・はきもの,"500,483","3,508,040","11,300","113,433","11,300","113,433","488,203","3,380,448","488,203","3,380,444",965,"13,840",15,319
69,文房具・運動娯楽用品・楽器,"72,194","635,489","9,692","92,818","9,692","92,818","61,391","530,434","61,379","530,237",236,"2,057",875,"10,180"
70,家具装備品,"193,263","1,613,559","6,817","60,552","6,817","60,552","184,988","1,534,155","184,988","1,534,152","1,128","15,567",330,"3,285"
71,その他日用品,"64,285","619,740","7,499","62,567","7,499","62,567","36,153","350,432","36,153","350,431","18,356","181,716","2,277","25,025"
72,ゴム製品,"71,912","576,422","31,975","280,715","31,975","280,715","37,938","282,729","37,938","282,729",745,"5,884","1,254","7,094"
73,木製品,"84,971","824,916",330,"7,053",330,"7,053","82,666","800,745","82,598","800,473","1,655","15,723",320,"1,395"
74,その他製造工業品,"61,446","494,951","17,951","175,756","17,951","175,692","35,640","250,980","35,627","250,913","5,290","45,155","2,565","23,060"
特殊品,,"997,562","9,107,862","224,380","2,246,616","179,981","1,826,957","172,621","1,635,749","165,434","1,603,942","409,877","3,617,522","190,684","1,607,975"
75,金属くず,"57,576","557,698","50,335","483,773","6,307","67,381","4,202","44,785","4,202","42,929","1,904","15,543","1,135","13,597"
76,再利用資材,"175,418","1,809,242","151,015","1,520,140","151,015","1,520,140","1,769","35,767","1,769","35,767","19,091","220,799","3,543","32,536"
77,動植物性製造飼肥料,"85,598","867,652","1,185","18,671","1,185","18,671","80,621","805,262","80,621","805,262","3,432","39,539",360,"4,180"
78,廃棄物,"1,418","13,811",-,-,-,-,-,-,-,-,200,"2,810","1,218","11,001"
79,廃土砂,"149,744","1,325,621",-,-,-,-,-,-,-,-,"149,704","1,325,284",40,337
80,輸送用容器,"121,736","1,088,096","14,033","135,904","13,662","132,637","80,290","695,685","73,103","665,734","5,615","56,137","21,798","200,370"
81,取合せ品,"406,072","3,445,742","7,812","88,128","7,812","88,128","5,739","54,250","5,739","54,250","229,931","1,957,410","162,590","1,345,954"
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-
