,2021年,,,,,,,,,2022年,,,
赤塚保育園,,,,,,2,,,1,1,,,4
前野町六丁目集会所,,,1,,1,,,,2,,,,4
前野福祉園,,,1,,,,,1,1,,,1,4
大原町緑の広場,,,2,,1,,1,,,,,,4
大山町クロスポイント周辺地区,,,,,,,,,,,,4,4
大谷口小学校通学区域,,,,4,,,,,,,,,4
大和屋,,2,,1,,1,,,,,,,4
男女平等推進センター,,,,1,,,,,,,3,,4
智清寺,,,1,1,,,,,,1,,1,4
中台小学校,,,,,,3,1,,,,,,4
仲宿児童遊園,,,2,,,,,,,2,,,4
田?病院,,,4,,,,,,,,,,4
都立板橋高等学校（給水拠点）,,,,,,4,,,,,,,4
東京都民銀行　板橋支店,,1,,1,1,,1,,,,,,4
東坂下一丁目児童遊園,1,,1,,,,,1,,,,1,4
東武鉄道東上本線,,,,,,,,,4,,,,4
東武東上線  中板橋駅,,,,1,,1,,1,,,,1,4
道路補修工事(3),,,,,1,,,,,,3,,4
道路補修工事（４４）,,,,,,,,,,,4,,4
道路補修工事(8),,,,,,,,,,,4,,4
道路補修工事（8）,,,,,,,,1,1,2,,,4
徳丸ヶ丘公園内集会所,,1,,1,,,1,,,1,,,4
徳丸ヶ原公園内集会所,,1,,1,,,,1,1,,,,4
徳丸ヶ原野球場,,,,4,,,,,,,,,4
徳丸本町公園,1,,,,,,,1,,2,,,4
徳石公園,,1,,,,1,,,,2,,,4
板橋ルート　１０文殊院,,,2,,,,,,,2,,,4
板橋警察署中板橋交番,,,,,,,1,1,,1,1,,4
板橋小茂根郵便局,,,,,4,,,,,,,,4
板橋大山公園,,1,,,,,,,,1,,2,4
不動通り児童遊園,,,1,2,1,,,,,,,,4
富士見街道にぎわい広場,3,,,1,,,,,,,,,4
富士見西児童遊園,,,,,1,,1,,,1,,1,4
富士大山道道標,,,,,,,,,,4,,,4
平和保育園,,,1,,,,1,,,,1,1,4
本蓮沼駅,,1,,,,,,,,2,,1,4
野村医院,,,,,,,,,2,2,,,4
薬師の泉,,1,2,1,,,,,,,,,4
友和の森保育園,,,,,1,,,1,,,,2,4
龍神,,,2,,,,,,2,,,,4
龍福寺,1,1,,,1,1,,,,,,,4
緑ケ丘第一公園,,,,,,,,1,,3,,,4
蓮根PCR検査センター（令和4年2月８日から）,,,,,,,,,,,4,,4
蓮根みなみ公園,,,,1,,,,2,,,,1,4
和田屋食品,3,,,,,1,,,,,,,4
圓福寺,,,1,1,,,,,,1,,1,4
【集団接種会場】高島平区民館,,,,,,,,,1,2,,,3
【集団接種会場】仲町地域センター,,,,,,,,,1,2,,,3
16F084_,,,,,,3,,,,,,,3
17D910_,,,,,,3,,,,,,,3
A1397_,,,,,3,,,,,,,,3
A2804_,,,,,1,1,,,1,,,,3
AK5[sanitize]77[sanitize]R030517,,3,,,,,,,,,,,3
AK5[sanitize]77[sanitize]R030531,,1,2,,,,,,,,,,3
AS1[sanitize]11[sanitize]06,,,,3,,,,,,,,,3
AS1[sanitize]20[sanitize]105,,,,,3,,,,,,,,3
AS3[sanitize]20[sanitize]06,,,,,,,,,3,,,,3
AZ2[sanitize]11[sanitize]26,,1,2,,,,,,,,,,3
AZ3[sanitize]11[sanitize]04,,1,1,,,,1,,,,,,3
AZ4[sanitize]77[sanitize]15,,,,,,,1,2,,,,,3
D1086_,,,,3,,,,,,,,,3
D1380_,,,,3,,,,,,,,,3
D2985_,,,,,,,,3,,,,,3
D4555_,,,,,,,3,,,,,,3
D4844_,,,,,,,3,,,,,,3
FJC[sanitize]88[sanitize]04,,,1,,,,,1,,,1,,3
FN1[sanitize]11[sanitize]10,,,,,,,1,,,,,2,3
FTC[sanitize]20[sanitize]20,2,1,,,,,,,,,,,3
HOC[sanitize]15[sanitize]17[sanitize]3,,,,,,,,2,,1,,,3
HYC[sanitize]11[sanitize]05,,,,2,,,,,1,,,,3
HYC[sanitize]77[sanitize]02,,,,1,,,,,2,,,,3
IND[sanitize]14[sanitize]270114,,,,,,,,,,,,3,3
IND[sanitize]20[sanitize]26,,,,3,,,,,,,,,3
IT3[sanitize]11[sanitize]29,,,,,,,,2,,1,,,3
KG2[sanitize]11[sanitize]06,,,,,,3,,,,,,,3
KG2[sanitize]77[sanitize]01,3,,,,,,,,,,,,3
KM1[sanitize]15[sanitize]17,,,,,,3,,,,,,,3
KM4[sanitize]15[sanitize]02,,3,,,,,,,,,,,3
KN2[sanitize]11[sanitize]14,,,1,,2,,,,,,,,3
KNC[sanitize]11[sanitize]21,,,,,,,,,3,,,,3
ME3[sanitize]15[sanitize]09,,,,,,,,,,3,,,3
MH1[sanitize]77[sanitize]15,,,,,,,,,3,,,,3
MMC[sanitize]11[sanitize]02,3,,,,,,,,,,,,3
MMC[sanitize]20[sanitize]18,3,,,,,,,,,,,,3
MT1[sanitize]11[sanitize]22,,,,,,,,,,2,,1,3
NJK[sanitize]11[sanitize]04,,,1,,1,,,1,,,,,3
NJK[sanitize]20[sanitize]03,,,,,,,,,,3,,,3
NJK[sanitize]20[sanitize]104,,,,,,1,1,1,,,,,3
NJK[sanitize]20[sanitize]28,,1,,,,2,,,,,,,3
NJK[sanitize]20[sanitize]72,,,,,,2,,1,,,,,3
NJK[sanitize]20[sanitize]78,,,,,,,,3,,,,,3
NKC[sanitize]11[sanitize]32,,,,,,,,,,,3,,3
NKC[sanitize]20[sanitize]101,,,,,,,,,,,3,,3
NKC[sanitize]20[sanitize]14,,,,2,,1,,,,,,,3
nnn,,,,,,,,,3,,,,3
No.106遺跡,,2,,,,,,,,,1,,3
No.123遺跡,,2,,1,,,,,,,,,3
No.13遺跡,,1,1,1,,,,,,,,,3
No.48遺跡,,1,,,,,,,2,,,,3
NR1[sanitize]11[sanitize]31,,,,,,,,,3,,,,3
NR1[sanitize]15[sanitize]36,,,,,,,,3,,,,,3
NR2[sanitize]11[sanitize]24,,,,,,,,,,3,,,3
NR2[sanitize]88[sanitize]01,3,,,,,,,,,,,,3
NR4[sanitize]15[sanitize]28,,,,,,,,,3,,,,3
NR4[sanitize]77[sanitize]15 20220203,,,,,,,,,,,3,,3
NR5[sanitize]14[sanitize]06,,,,,1,,,,,,,2,3
OOC[sanitize]20[sanitize]04,,,,,2,,,,,1,,,3
ORC[sanitize]15[sanitize]06[sanitize]2,,,,,,2,,,,,,1,3
ORC[sanitize]20[sanitize]01,,,,,,1,,,1,,,1,3
P2708_,,,,,3,,,,,,,,3
P2922_,,,,,,3,,,,,,,3
P3801_,,,,,,3,,,,,,,3
P4310_,,,,1,,2,,,,,,,3
P4311_,,,,2,,1,,,,,,,3
P7299_,,,,1,,2,,,,,,,3
P7671_,,,,,,2,,,,,1,,3
P7723_,2,,1,,,,,,,,,,3
S549_,,,,,,,,3,,,,,3
S869_,,,,,3,,,,,,,,3
SEC[sanitize]11[sanitize]04,,,,,,,,,,3,,,3
SM3[sanitize]11[sanitize]02,,,,3,,,,,,,,,3
SMC[sanitize]15[sanitize]21,,,,,,,,3,,,,,3
SMC[sanitize]20[sanitize]58,,,,,,3,,,,,,,3
SS1[sanitize]11[sanitize]01,,,2,,,1,,,,,,,3
SS3[sanitize]77[sanitize]01,,,,,,,,,,,3,,3
SWC[sanitize]13[sanitize]02,,,,,,,,,,,,3,3
TC1[sanitize]15[sanitize]20[sanitize]2,,,,,,,3,,,,,,3
TC2[sanitize]13[sanitize]02,,,,,,2,1,,,,,,3
TK2[sanitize]15[sanitize]01,,,,,,,3,,,,,,3
TK2[sanitize]9,,,,,,,3,,,,,,3
TM1[sanitize]11[sanitize]32,3,,,,,,,,,,,,3
TM3[sanitize]11[sanitize]43,,1,,1,,1,,,,,,,3
TM3[sanitize]15[sanitize]18,,,3,,,,,,,,,,3
TM6[sanitize]11[sanitize]01,,,,,,,,,,3,,,3
TS3[sanitize]11[sanitize]15,,3,,,,,,,,,,,3
WK1[sanitize]11[sanitize]21,,,,,3,,,,,,,,3
YMC[sanitize]15[sanitize]08[sanitize]3,,,3,,,,,,,,,,3
YT1[sanitize]11[sanitize]37,,,2,,,1,,,,,,,3
YT1[sanitize]20[sanitize]102,,,,,3,,,,,,,,3
あけぼの薬局　中板橋店,,,,,,1,2,,,,,,3
アコレ　成増1丁目店,,,2,,,,,,,1,,,3
アスク板橋本町保育園（A型）,,,,,,,2,,,1,,,3
アトリエまえの,1,,,,,,,,2,,,,3
イクトスマイム,,,1,,,,,,2,,,,3
うぃず成増保育園,,,,2,,,,,,,1,,3
カッチャトーレ（CACCIATORE),,,,,,,,,2,1,,,3
カフェ桜,,1,,,,,,,2,,,,3
かみいた調剤薬局,,,,,,,1,2,,,,,3
キッチンときわ,,,1,,,,,,,2,,,3
けやきの公園,,,,,1,,,1,,1,,,3
コーヒーショップピノキオ,,,,,,,,,2,1,,,3
コモディイイダ　ハッピーロード大山店,,,,,1,1,,,,,,1,3
サイゼリヤ　四葉店,,,,1,,,,,,,,2,3
サイゼリヤ　板橋大山駅前店,,,,,1,,,,,1,1,,3
すみれ薬局,,,,,,,,,1,2,,,3
どのう32,3,,,,,,,,,,,,3
にしたか薬局,,,,,,,,,1,2,,,3
にたば児童遊園,1,,,,1,,,,1,,,,3
にりんそう保育園（公設民営）,,,,,1,1,,,1,,,,3
ハートダイニングホール・スマイル,1,1,1,,,,,,,,,,3
ヒカリ薬局大山店,,,1,2,,,,,,,,,3
ぴっころきっず下赤塚小規模保育園,1,,,,,,,,,,,2,3
ブ[sanitize]ランジェリ[sanitize]　アンティーム,,1,,,2,,,,,,,,3
ベネッセ前野町保育園,2,,,,,,,,,,,1,3
ほっぺるランド板橋小豆沢,,,1,1,,,1,,,,,,3
まい薬局,,,,,,,,,,1,2,,3
マテリエル(materiel),,,,,,,,,2,1,,,3
マルエツ　浮間舟渡店,,,,,,,,1,2,,,,3
マルフク,1,,,,,,,,1,1,,,3
ミアヘルサ保育園ひびき中板橋,,,,,,,3,,,,,,3
みどり薬局(小豆沢）,,,,,,,1,2,,,,,3
みなみ児童遊園,,,1,,1,1,,,,,,,3
メディコール小規模保育園富士見台,,,,,,,,1,,2,,,3
やよい児童遊園,,,2,,,1,,,,,,,3
ゆ～らんど,,,,,,,,,3,,,,3
ゆみ薬局坂上店,,,,,1,2,,,,,,,3
ラーメン慶次郎 本店,,,,,,,,,3,,,,3
ローズ薬局,,,,,,,,,,1,2,,3
愛染湯,,,2,,,,,,1,,,,3
圧磨機圧輪記念碑,,,,,,3,,,,,,,3
安楽亭　坂下店,2,,,,,,1,,,,,,3
稲荷神社,,,,,1,,,,,2,,,3
稲荷台遺跡,,,,,,,,,3,,,,3
稲垣薬局徳丸店,,,,,,,1,2,,,,,3
株式会社エー・ジー・クルー,,,,,,,1,,,2,,,3
丸福,,,,,,,,,1,2,,,3
喫茶グティ　オールウェイズ,2,,1,,,,,,,,,,3
宮本公園,,,,1,,1,1,,,,,,3
旧志村役場跡地,,,1,,,,,,,2,,,3
旧赤塚村役場跡地,,,,,,,,1,,,,2,3
共創未来 幸町薬局,,,,,,,,,1,2,,,3
業務スーパー　蓮根店,,,1,,1,,,,,,1,,3
戸田一般野球場3面,1,1,,,,,1,,,,,,3
戸田一般野球場6面,,,,,,,1,1,,1,,,3
戸田橋少年野球場Ｂ面,,2,,,,1,,,,,,,3
五本けやき,,,3,,,,,,,,,,3
功泉湯,,,1,,,,,,1,,,1,3
向原小学校通学区域,,,,1,,,,,,,,2,3
溝下東公園,1,,,,,,,,,2,,,3
紅梅公園,,,,,,,,,,2,,1,3
高島第三小学校,3,,,,,,,,,,,,3
高島平一丁目第三公園内集会所,,,1,,,,1,,,,1,,3
高島平九丁目第二公園,,,,,1,,1,,1,,,,3
高島平警察署松月院前交番,,1,,,,,,1,1,,,,3
高島平警察署成増駅前交番,,1,1,,,,,,,,1,,3
高島平四丁目公園,1,,1,1,,,,,,,,,3
高島平歴史ルート　区立城北交通公園～稲荷神社,,,,,,,,,,3,,,3
合資会社　田中屋,1,,,2,,,,,,,,,3
桜川三丁目駐在所【24時間利用可】,,,,,1,2,,,,,,,3
山岡調剤薬局,,,,,,,,1,2,,,,3
志村警察署中台交番,,,,,1,,,2,,,,,3
志村坂公園,,1,,,,,,1,,,1,,3
志村城山公園内集会所,,1,,,1,,,,,,1,,3
志村第三公園,,,,1,,1,,,1,,,,3
七軒家公園,1,,1,,,,,,,,1,,3
芝蘭（ちーらん）,,,2,,1,,,,,,,,3
若木児童遊園,,,,,3,,,,,,,,3
若木東第一児童遊園,,,,,3,,,,,,,,3
初音湯,,,1,,1,,,,,1,,,3
小規模保育園生活クラブ保育園ぽむ・徳丸,,,,1,,,,,,1,1,,3
小桜児童遊園,,,,,,,,,,,,3,3
小豆沢公園（グランド南）（スタンド1階）,,,,,3,,,,,,,,3
小豆沢庭球場,,,1,1,1,,,,,,,,3
小茂根三丁目いこいの森,,,,,1,1,,,,1,,,3
上板橋小学校通学区域,,,,3,,,,,,,,,3
上板富士公園,1,1,,,,,,,,,1,,3
常盤台ルート　６長命寺,,,,,,,,,,,,3,3
常盤台ルート　茂呂遺跡～御嶽神社,,,1,,,,1,,1,,,,3
新板橋駅,,1,,,,,,,2,,,,3
成増駅北口第４自転車駐車場（有料コイン式）,2,,,1,,,,,,,,,3
成増二丁目緑の広場,1,1,,,,,,1,,,,,3
清水町みどりの公園,,,,,,1,1,,,,,1,3
清水町第二集会所,,,1,,,,,,,2,,,3
西台二丁目児童遊園,2,1,,,,,,,,,,,3
西台二丁目集会所,,,,,,,,,,,,3,3
石成公園,,,1,,,,,1,,1,,,3
赤塚ルート　１１旧粕谷家住宅,,,,,1,1,1,,,,,,3
赤塚ルート　５竹の子公園,,,,,1,,,2,,,,,3
赤塚ルート　６不動の滝,,,,,1,,,2,,,,,3
赤塚ルート　旧粕谷家住宅～徳丸北野神社（田遊び）,,,,,,,,3,,,,,3
赤塚ルート　東京大仏（乗蓮寺）～松月院,,1,,,,1,1,,,,,,3
赤塚三丁目原公園,2,,,,,1,,,,,,,3
赤塚七丁目児童遊園,,,,,,,,1,1,,1,,3
赤塚城跡,,,,,1,,,1,,1,,,3
赤塚新町公園,,,3,,,,,,,,,,3
赤塚新町三丁目児童遊園,1,,1,,,,,,,,,1,3
赤塚新町小学校,,,,,,,3,,,,,,3
赤塚六丁目緑地,1,,,1,,,,1,,,,,3
赤徳公園,,,1,,2,,,,,,,,3
泉福寺,,,1,,,1,,,,,,1,3
前野ホール公園,,,,,,1,,,,,,2,3
前野公園,,1,,,1,,1,,,,,,3
前野町ベビールーム,,,,,,,,,,2,1,,3
前野二丁目児童遊園,,,,,,,,,,1,,2,3
大原公園,,1,,,,1,,,,1,,,3
大原第二公園,,,,,,,,,3,,,,3
大山町クロスポイント周辺地区第一種市街地再開発事業,,,,,,,,,,,,3,3
大山町地区第一種市街地再開発事業,,,,,,,,,,,,3,3
大山東町児童遊園,,1,,,,,,,,1,,1,3
大谷口公園,,,1,,,1,1,,,,,,3
大谷口上町児童遊園,,,,1,,1,,,,,1,,3
大谷口二丁目緑地,,,,2,,,,1,,,,,3
大門の森,,,2,,,,1,,,,,,3
第一金乗湯,3,,,,,,,,,,,,3
竹内薬局,2,,,,,,,,,,,1,3
中丸なかよし児童遊園,,1,,,2,,,,,,,,3
中丸児童遊園,,,,,1,,,,2,,,,3
中宿脇本陣跡,,,,,,,,,1,,2,,3
中台三丁目集会所,,,1,,,,,,,,1,1,3
中台二丁目集会所,,1,,,,,2,,,,,,3
中台馬場崎貝塚,,,1,,1,,,,1,,,,3
中板さくら公園,1,1,,,,,,,1,,,,3
天神下公園,,,,,,,,,,2,,1,3
都営三田線  志村坂上駅,,,,,,1,,,,1,1,,3
都営三田線  新高島平駅,,,,,,3,,,,,,,3
都営三田線  西高島平駅,,,,,,3,,,,,,,3
都営三田線  板橋区役所前駅,,,,1,1,,,,,1,,,3
都営三田線  板橋本町駅,,,,,,,1,1,1,,,,3
都市高速鉄道東武鉄道東上本線付属街路第４号線,,,,,,,,,3,,,,3
都市高速鉄道東武鉄道東上本線付属街路第５号線,,,,,,,,,3,,,,3
都市高速鉄道東武鉄道東上本線付属街路第6号線,,,,,,,,,3,,,,3
都立城北中央公園,,,,1,,1,,,,,1,,3
土のうステーション 赤18,3,,,,,,,,,,,,3
土のうステーション 赤31,3,,,,,,,,,,,,3
土のうステーション 板21,1,,,1,1,,,,,,,,3
東山はたけ公園,,,,,,2,,1,,,,,3
東新児童遊園,,,,,,,,1,,,,2,3
東日本銀行　中板橋支店,,,,1,,,,,,,2,,3
道路補修工事（１４）,1,,,,,,,,,,2,,3
道路補修工事（2107）,1,,1,1,,,,,,,,,3
道路補修工事（４）,,,,,,,,,,,3,,3
徳丸一丁目緑地,,,,,,,,1,,,,2,3
徳石通り南広場,,,,,,1,,,1,,1,,3
南ときわ台公園,1,1,,,,,,,,,,1,3
南部公園事務所,,1,,,,,,,2,,,,3
南部土木サービスセンター,,,,,,,,,,,1,2,3
南條薬局,,,,,,,,,1,2,,,3
認定こども園板橋向原幼稚園,2,1,,,,,,,,,,,3
板橋ルート　４観明寺,,,,1,,,1,1,,,,,3
板橋ルート　８遍照寺,,,,2,,,,,,1,,,3
板橋ルート　板橋宿本陣跡～文殊院,1,,,,,,,,,2,,,3
板橋ルート　遍照寺～板橋宿本陣跡,,,,,,,1,,,2,,,3
板橋区赤塚新町三丁目31～32番地先,3,,,,,,,,,,,,3
板橋警察署上板橋駅前交番,,2,1,,,,,,,,,,3
板橋警察署養育院前交番,,,,,1,1,,,,,,1,3
板橋西郵便局,,,,,,,,2,,1,,,3
板橋第十小学校あいキッズ,,,,,,3,,,,,,,3
板橋第二公園,,2,,,,,,1,,,,,3
氷川土合公園,,,,,1,,,,,,,2,3
武蔵野銀行　板橋支店,,,,,,,,,,3,,,3
北部土木サービスセンター,,,,,,,,,,,,3,3
本町児童遊園,,,1,,,1,,,,,,1,3
本蓮沼公園,,1,,,,,,1,1,,,,3
茂呂山公園,,,,,,1,1,,,,,1,3
野川公園,,,3,,,,,,,,,,3
鈴薬局板橋二丁目店,,,,,,,,1,2,,,,3
蓮根ねっぱ公園,,,,,,,,1,,,,2,3
蓮根公園,,,,,1,,1,,,,,1,3
蓮根二丁目公園,,,,,,1,,2,,,,,3
和菓子とくたけ,,,,,,,,,2,1,,,3
&amp;eacute; mulsion／エミュルション,,,,,,,,2,,,,,2
(株)伊藤園　板橋支店,2,,,,,,,,,,,,2
16B069_,,,,,,,,,2,,,,2
16B070_,,,,,,,,,2,,,,2
16B705_,,,2,,,,,,,,,,2
16C040_,,,,,,,,2,,,,,2
17B109_,1,,,,,,,,1,,,,2
2017.11.16,,,,,,,,,,2,,,2
42[sanitize]1[sanitize]5指定予定,2,,,,,,,,,,,,2
A2069_,,,,,2,,,,,,,,2
A3153_,,,,,1,1,,,,,,,2
A3265_,,,,,2,,,,,,,,2
A3274_,,,,,2,,,,,,,,2
A4345_,,,,,2,,,,,,,,2
A4996_,,,,,,,,,2,,,,2
A5056_,,,,,,,2,,,,,,2
A5359_,,,,,,,,,,,2,,2
A7615_,,,2,,,,,,,,,,2
AIC[sanitize]11[sanitize]21,,,,,,,,2,,,,,2
AK1[sanitize]12[sanitize]20220104,,,,,,,,,,2,,,2
AK1[sanitize]15[sanitize]R021013,,,,,2,,,,,,,,2
AK2[sanitize]11[sanitize]18,,,,,,,2,,,,,,2
AK2[sanitize]11[sanitize]270420,,,,2,,,,,,,,,2
AK2[sanitize]13[sanitize]04,,,,,,,,,,,,2,2
AK2[sanitize]15[sanitize]08,,2,,,,,,,,,,,2
AK3[sanitize]11[sanitize]05,,,,,,,,2,,,,,2
AK4[sanitize]11[sanitize]22,,,,2,,,,,,,,,2
AK4[sanitize]20[sanitize]09,2,,,,,,,,,,,,2
AK5[sanitize]77[sanitize]01,,,,,,,,,,,2,,2
AK6[sanitize]11[sanitize]01,,,2,,,,,,,,,,2
AK6[sanitize]15[sanitize]51,,,,,1,1,,,,,,,2
AK7[sanitize]15[sanitize]01,,,,,,,2,,,,,,2
AS3[sanitize]20[sanitize]05,,,,,2,,,,,,,,2
AZ2[sanitize]20[sanitize]03,,,2,,,,,,,,,,2
AZ3[sanitize]11[sanitize]01,,,,,,,,,,2,,,2
AZ3[sanitize]11[sanitize]02,,1,,,,,1,,,,,,2
AZ4[sanitize]11[sanitize]20,,,,,,,,,,,2,,2
AZ4[sanitize]11[sanitize]21,,,,,,,,,,2,,,2
B1192_,,,,,,2,,,,,,,2
B3529_,,,,,,2,,,,,,,2
B4268_,,,,,2,,,,,,,,2
B5738_,,,,,,,,,2,,,,2
B5891_,,,,,,,,,,,2,,2
B6235_,,,,,,,2,,,,,,2
C1356_,,,,2,,,,,,,,,2
C1590_,,,,,,,,2,,,,,2
C1758_,,,,,,,,,2,,,,2
C2242_,,,,2,,,,,,,,,2
C2466_,,,,,,,,,2,,,,2
C2662_,,,,2,,,,,,,,,2
C7094_,,,,1,,1,,,,,,,2
D1083_,,,,2,,,,,,,,,2
D1383_,,,,2,,,,,,,,,2
D1513_,,,,2,,,,,,,,,2
D2022_,,,,,,,2,,,,,,2
D2030_,,,,,,,2,,,,,,2
D2365_,,,,1,,,,,,,,1,2
D2406_,,,,,,2,,,,,,,2
D2960_,,,,,,,,2,,,,,2
D3608_,,,,,,,2,,,,,,2
D4552_,,,,,,,2,,,,,,2
D4553_,,,,,,,2,,,,,,2
D5207_,,,,1,,,1,,,,,,2
D5471_,,,,2,,,,,,,,,2
D5488_,,,,,,,2,,,,,,2
D7067_,,,,,,,2,,,,,,2
D7118_,,,,,,1,,1,,,,,2
D7738_,,,,,,,,1,,1,,,2
D7763_,2,,,,,,,,,,,,2
D7855_,,,,2,,,,,,,,,2
D8078_,,,,2,,,,,,,,,2
E111_,,,,2,,,,,,,,,2
E168_,,,,,,,,2,,,,,2
eiyou,,,,,,,,,2,,,,2
eiyou2,,,,,,,,,2,,,,2
FJC[sanitize]11[sanitize]03,,,1,1,,,,,,,,,2
FJC[sanitize]11[sanitize]04,,2,,,,,,,,,,,2
FJC[sanitize]15[sanitize]26[sanitize]1,,,2,,,,,,,,,,2
FN1[sanitize]11[sanitize]06,,,,,2,,,,,,,,2
FN1[sanitize]11[sanitize]22,,,,,,2,,,,,,,2
FN2[sanitize]11[sanitize]14,,,,2,,,,,,,,,2
FN2[sanitize]15[sanitize]07,2,,,,,,,,,,,,2
HKC[sanitize]11[sanitize]01,,,,,,1,1,,,,,,2
HKC[sanitize]11[sanitize]02,,,,,,1,,1,,,,,2
HNC[sanitize]11[sanitize]05,,,,,,,,,,,2,,2
HNC[sanitize]15[sanitize]07,,,,,,2,,,,,,,2
HNC[sanitize]15[sanitize]32,,,,,,,,,,,,2,2
HNC[sanitize]20[sanitize]31,,,,,,,,,2,,,,2
HOC[sanitize]12[sanitize]20210311,,,,2,,,,,,,,,2
HOC[sanitize]20[sanitize]28,,2,,,,,,,,,,,2
HYC[sanitize]15[sanitize]07,,,,,,2,,,,,,,2
IND[sanitize]11[sanitize]09,,,,,,,,,,,2,,2
IT1[sanitize]20[sanitize]13,,,,,2,,,,,,,,2
IT2[sanitize]11[sanitize]62,,,,,2,,,,,,,,2
IT2[sanitize]11[sanitize]67,,,,,,,1,,,,1,,2
IT3[sanitize]11[sanitize]21,,,,,,,,,,2,,,2
IT3[sanitize]11[sanitize]30,,,,1,,,,,,,,1,2
IT3[sanitize]13[sanitize]01,1,,1,,,,,,,,,,2
IT3[sanitize]13[sanitize]05,,,,,,1,,1,,,,,2
IT3[sanitize]15[sanitize]17,1,,,,,,,1,,,,,2
IT3[sanitize]20[sanitize]20,,,,,2,,,,,,,,2
IT4[sanitize]11[sanitize]27,,,,2,,,,,,,,,2
K60_,,,,,,,,,,,,2,2
KG2[sanitize]11[sanitize]03,,,,,,2,,,,,,,2
kikeicho,,,,,,,,2,,,,,2
KM2[sanitize]15[sanitize]15,,,,,,,,,,,,2,2
KM2[sanitize]20[sanitize]01,,,,2,,,,,,,,,2
KM4[sanitize]14[sanitize]300117,,,,2,,,,,,,,,2
KN1[sanitize]11[sanitize]07,2,,,,,,,,,,,,2
KN1[sanitize]15[sanitize]02,,,,,,2,,,,,,,2
KN2[sanitize]15[sanitize]37,,2,,,,,,,,,,,2
KNC[sanitize]11[sanitize]01,,1,,,,,,,,,1,,2
KNC[sanitize]20[sanitize]02,,,,2,,,,,,,,,2
KNC[sanitize]20[sanitize]08,,,2,,,,,,,,,,2
ME2[sanitize]11[sanitize]01,2,,,,,,,,,,,,2
MH1[sanitize]11[sanitize]10,,,,,,2,,,,,,,2
mng2,,,,,,,,,,,2,,2
MS1[sanitize]15[sanitize]10,,,,,,,,,,2,,,2
MT1[sanitize]13[sanitize]01,,,,,,,,1,1,,,,2
MT1[sanitize]15[sanitize]10,,,,,,,2,,,,,,2
MTC[sanitize]15[sanitize]11,,,,,,,,,,,,2,2
MTC[sanitize]20[sanitize]39,,,,,,,,,,,,2,2
ND2[sanitize]20[sanitize]07,,2,,,,,,,,,,,2
ND3[sanitize]11[sanitize]08,,,,,,,,2,,,,,2
ND3[sanitize]11[sanitize]14,,,,2,,,,,,,,,2
ND3[sanitize]13[sanitize]05,,,,,,,,,,,,2,2
ND3[sanitize]15[sanitize]13,,,2,,,,,,,,,,2
NIB[sanitize]15[sanitize]04,,,,,,,,,,,,2,2
NJK[sanitize]13[sanitize]02,,,1,,,,,1,,,,,2
NJK[sanitize]20[sanitize]46,,,,2,,,,,,,,,2
NJK[sanitize]20[sanitize]68,,,,,1,1,,,,,,,2
NJK[sanitize]20[sanitize]85,,,,,2,,,,,,,,2
NKC[sanitize]11[sanitize]06,,,,,,,,,2,,,,2
NKC[sanitize]11[sanitize]10,,,,1,,1,,,,,,,2
NMC[sanitize]11[sanitize]08,,,,,,,,,2,,,,2
No.124遺跡,,1,,,,,,,,,,1,2
NR2[sanitize]20[sanitize]01,,,,2,,,,,,,,,2
NR2[sanitize]20[sanitize]22,,,,,,2,,,,,,,2
NR3[sanitize]11[sanitize]20,,,,,,1,,1,,,,,2
NR4[sanitize]11[sanitize]12,,,,,,,,,,,2,,2
NR4[sanitize]15[sanitize]19,2,,,,,,,,,,,,2
NS1[sanitize]11[sanitize]14,,1,1,,,,,,,,,,2
NS1[sanitize]11[sanitize]39,,2,,,,,,,,,,,2
NS1[sanitize]15[sanitize]11,2,,,,,,,,,,,,2
OGC[sanitize]11[sanitize]04,,,,2,,,,,,,,,2
OGC[sanitize]20[sanitize]22,,,,,,,,,,,,2,2
OHC[sanitize]15[sanitize]10,,,1,,,1,,,,,,,2
OHC[sanitize]20[sanitize]18,,,,,2,,,,,,,,2
OKC[sanitize]11[sanitize]25,,,,,,,,,,,,2,2
OKC[sanitize]15[sanitize]05,2,,,,,,,,,,,,2
OKC[sanitize]69,,1,,,1,,,,,,,,2
ONC[sanitize]11[sanitize]29,,,,,,,2,,,,,,2
OOC[sanitize]11[sanitize]13,,,1,,,1,,,,,,,2
ORC[sanitize]15[sanitize]06[sanitize]1,,,,,,,,,,,,2,2
OY1[sanitize]14[sanitize]01,,2,,,,,,,,,,,2
OY2[sanitize]11[sanitize]26,2,,,,,,,,,,,,2
P1023_,,,,,,,,,,,,2,2
P1079_,,,,,,2,,,,,,,2
P1232_,,,,,,2,,,,,,,2
P1391_,,,,,,,,,,,1,1,2
P1531_,,,,,,,,,,1,,1,2
P1814_,,,,,,,,,1,,1,,2
P1817_,,,,,,,,,2,,,,2
P2840_,,,,,,,,,,,2,,2
P3602_,,,,,,2,,,,,,,2
P3752_,,,,,,,2,,,,,,2
P3876_,,,,2,,,,,,,,,2
P4507_,,,,2,,,,,,,,,2
P5374_,,,,2,,,,,,,,,2
P5802_,1,,,1,,,,,,,,,2
P5861_,,,,1,,1,,,,,,,2
P5966_,,,,,,2,,,,,,,2
