,2019年,,,,,,,,,2020年,,,
ぬくもりのおうち保育蓮根小規模保育園,,,8,,,,,,,,3,,11
ひばり薬局,,,1,3,4,1,2,,,,,,11
ほっぺるランド成増,,2,,,,1,,,,1,7,,11
戸田橋少年野球場Ｆ面,1,,,2,2,,2,1,2,,,1,11
志村ルート　２南蔵院,1,,,,,,,,10,,,,11
志村小学校あいキッズ,,,1,10,,,,,,,,,11
志村清掃事業所,,,,3,2,,5,,,,,1,11
上赤塚公園,1,2,,,2,6,,,,,,,11
上板橋駅周辺放置禁止区域図,1,2,,,,2,1,2,1,1,,1,11
成増図書館,1,,1,1,2,2,,1,,1,1,1,11
成増図書館(アートギャラリー),,3,1,,1,,2,1,2,1,,,11
西台中央通り公園,,2,,,1,5,3,,,,,,11
赤塚第一中学校,1,,1,4,,,5,,,,,,11
大黒屋豆腐店,,,1,,1,1,6,1,,,1,,11
大谷口一丁目４番遊び場（大谷口公園広場部分）,,,1,1,2,5,1,,,,,1,11
大谷口公園,,,,1,,4,4,,1,,,1,11
土のうステーション　板12,,,1,1,,,8,1,,,,,11
土のうステーション　板14,,,,1,,,9,1,,,,,11
土のうステーション　板21,,,,1,,1,8,1,,,,,11
土のうステーション 板5,,,3,1,,,7,,,,,,11
東武東上線  大山駅,1,,,4,,,4,,,1,1,,11
道路補修工事（1908）,4,2,,1,1,3,,,,,,,11
徳丸福祉園,1,,1,1,3,1,4,,,,,,11
板橋雲母（きらら）保育園(A型）,,,,,,1,1,,,,9,,11
平成29年11月26日（日）午後11時10分頃,,4,4,2,,1,,,,,,,11
本町にぎわい広場,1,1,1,,1,,5,,,,,2,11
蓮根みなみ公園,,,,1,6,2,2,,,,,,11
D1538_,,,,,,1,,,,7,1,1,10
IT3-15-17,,,,,,,,,10,,,,10
No.140遺跡,,,,,4,1,5,,,,,,10
No.164遺跡,,,,,3,,2,2,1,,,2,10
No.34遺跡,1,,2,,,1,2,2,1,,1,,10
NPO法人ワーカーズコープ「どんぐりのおうち」,2,1,3,2,,,1,,1,,,,10
あすなろ保育園,,2,4,,,,,,2,1,,1,10
オグマサイクル,,,,,9,,,,1,,,,10
ジョナサン　板橋仲宿店,,1,,6,,,,1,2,,,,10
ソラスト成増保育園,,,1,,,,,,,,9,,10
はぁもにぃ保育園,1,,3,2,1,,2,,,,1,,10
まい薬局,,,,,,,,,,2,8,,10
まんまる薬局,2,1,2,,,,,,1,4,,,10
メリーポピンズ中板橋ルーム,1,,4,,2,1,2,,,,,,10
よこた内科・消化器科,1,9,,,,,,,,,,,10
稲荷神社,,3,,,5,,,1,,,,1,10
戸田一般野球場2面,,,,,7,2,,,,1,,,10
高島第一小学校,2,1,,1,2,1,3,,,,,,10
高島平七丁目第二公園,1,,,,3,5,1,,,,,,10
高島平小規模保育園,1,2,,,1,,,2,,,3,1,10
根ノ上遺跡,2,2,2,,2,,1,,1,,,,10
坂下一丁目公園,,,,1,3,4,2,,,,,,10
坂下三丁目緑地,,,,,2,7,,,,1,,,10
社会福祉法人緑伸会保育園加賀のこども,,,,1,1,2,,1,2,,3,,10
小茂根図書館,1,,,,2,,1,2,,3,,1,10
城北交通公園,3,,2,,,,2,,,,,3,10
新河岸三丁目公園,1,2,1,,1,,,1,,,4,,10
成増北第一公園,,,,,1,6,,,1,1,,1,10
第二たつの子保育園,,1,3,,,,3,2,,,1,,10
仲宿ふれあい広場,2,1,,1,,4,1,1,,,,,10
土のうステーション　板15,,,,,,1,8,1,,,,,10
土のうステーション　板25,,,,,,1,8,1,,,,,10
土のうステーション　板26,,,1,1,,,7,1,,,,,10
土のうステーション　板２９,,,,,,,9,1,,,,,10
道路補修工事（2008）,,,,,,,,,,,,10,10
徳石公園,,,,,1,6,2,,,1,,,10
板橋区小豆沢一丁目5～19番地先,,,,,8,2,,,,,,,10
豊島病院,,1,,2,,1,3,2,1,,,,10
落合幼稚園,1,,4,1,1,1,1,,1,,,,10
蓮根三丁目公衆トイレ,,,,,2,8,,,,,,,10
cucul（美容室）,1,,4,1,,,1,1,,,1,,9
NJK-20-39,,,,,,,,,,,4,5,9
No.100遺跡,,,1,,3,2,,,,3,,,9
No.138遺跡,,3,,,,,1,1,4,,,,9
No.141遺跡,,,,,4,1,1,1,2,,,,9
No.149遺跡,,,3,,,2,,,2,2,,,9
No.158遺跡,,,1,,,1,2,,2,1,1,1,9
No.9遺跡,3,,,1,1,,,2,,,2,,9
イオンスタイル板橋前野町店,,,3,1,2,,1,,,,,2,9
イトーヨーカドー上板橋店,,3,3,,,1,,,,1,1,,9
えび山広場,1,,,,,2,4,,,2,,,9
えび山広場（ポケットパーク（公園））,,,1,,,7,,,1,,,,9
カフェ・タプロ-,,,,9,,,,,,,,,9
こじか保育園,1,,5,1,,,1,1,,,,,9
シエル小規模保育園・加賀,,2,3,,,,,,,,4,,9
ソラスト成増（A型）,,,4,,,1,1,3,,,,,9
とうふ工房・小豆沢の家,1,,,2,,,,6,,,,,9
どんぐり山公園,,1,,,4,3,1,,,,,,9
ほけんの窓口　大山ハッピーロード,,,3,,1,1,,1,1,,2,,9
ポピンズナ－サリ－スク－ルときわ台（A型）,,,,,,,1,,,,8,,9
みどり薬局（小豆沢）,1,3,,,,,,1,1,2,,1,9
ミヤモト薬局大山東町店,2,,,,,,,,,,1,6,9
株式会社アズマ,,,,2,1,2,1,1,1,,,1,9
元祖つけそば　大勝軒（ヤスバ）,4,,,,,,,,,,,5,9
戸田一般野球場5面,1,1,,,,1,1,1,,,1,3,9
戸田硬式軟式兼用野球場Ａ面,1,1,1,,,1,1,,1,1,1,1,9
向原公園,,1,1,,1,5,,1,,,,,9
高島平もみじ保育園,,1,4,,,,1,,,,,3,9
坂下三丁目緑の広場,,,,,,,5,2,2,,,,9
志村坂上駅,3,1,,1,,1,2,,,1,,,9
志村第三中学校,,,,2,,,6,,,,,1,9
志村第二中学校,1,,,1,,,7,,,,,,9
松野薬局,1,2,,,,,,1,1,4,,,9
新板橋駅,,,1,,,,8,,,,,,9
親和児童遊園,,,1,,2,5,1,,,,,,9
仁天堂薬局,3,,1,2,,,,,,,1,2,9
成増駅,1,2,,1,3,,1,,,,1,,9
成増公園,,,,,3,1,2,1,1,,1,,9
西台三丁目公園,,,,,2,3,4,,,,,,9
西台中学校,,,,,,1,6,,,,,2,9
太陽の子保育園分園,,,1,,1,,,1,,2,4,,9
中台小学校,,1,,1,2,,4,1,,,,,9
都営三田線  本蓮沼駅,,1,,1,1,1,,2,,,3,,9
土のうステーション　板19,,,,,,,8,1,,,,,9
東京高齢協　ふじみ,1,2,4,,,,,,,,2,,9
東原公園,,,,1,2,6,,,,,,,9
東板橋公園運動場,1,2,,1,,1,,,,2,2,,9
道路補修工事(4)及び橋りょう維持工事(1),,,,,3,1,3,,1,1,,,9
徳丸タウンブリッジ緑地,,2,,1,1,4,,1,,,,,9
板橋第六小学校,1,,1,1,,2,3,1,,,,,9
板橋郵便局,,2,,1,1,1,,,4,,,,9
番号無し,,,9,,,,,,,,,,9
氷川つり堀公園,2,2,,,,4,,,,,1,,9
平成29年11月29日（水）午後７時頃,1,2,5,,,1,,,,,,,9
平成29年7月18日午後２時頃,2,4,2,,1,,,,,,,,9
茂呂山公園,,5,1,,2,,,,1,,,,9
弥生公園,,1,,,,1,2,,1,1,2,1,9
理化学研究所　板橋分室,,1,,2,2,2,,1,,,,1,9
（有）マルミヤモータース,,,,,4,,,,4,,,,8
AK5-12-011001,,,,,,,2,,,6,,,8
D1228_,,,,,,,,,,,8,,8
dawntest,,,5,1,2,,,,,,,,8
HOC-20-105,,,,,8,,,,,,,,8
IT2-11-63,1,,2,,,2,1,1,,,1,,8
IT2-11-64,,1,,2,3,,,1,1,,,,8
JHC赤塚,2,2,,1,1,,,1,,,1,,8
No.137遺跡,,,,,,1,2,,2,1,,2,8
No.154遺跡,,1,,,1,2,,1,,,2,1,8
No.166遺跡,2,,1,,,,2,,,1,1,1,8
No.168遺跡,,1,1,,5,,,,,,,1,8
No.173遺跡,,,1,1,,,1,2,3,,,,8
No.1遺跡,,1,,,1,3,,2,,,1,,8
No.4遺跡,,2,,,,,,2,,1,1,2,8
No.87遺跡,,,,,,2,,1,1,3,1,,8
さくらさくみらい　本町,,,,,,,,,,,8,,8
サミットストア　板橋弥生町店,,,,,,1,3,1,,2,1,,8
ソラストときわ台（A型）,,,,,,,1,,,,7,,8
ソラスト前野町保育園,,,1,,,,,,,,7,,8
ベネッセ板橋三丁目保育園,1,,1,,,,1,,,1,4,,8
ゆりの木公衆トイレ,,,,1,1,6,,,,,,,8
わかたけ保育園,,,4,3,1,,,,,,,,8
伊藤内科小児科クリニック,6,2,,,,,,,,,,,8
栄町１９番遊び場,,1,,2,2,,1,,1,,1,,8
下赤塚駅,2,,,,,1,3,1,1,,,,8
加賀第二公園,,,,1,,4,1,1,,,,1,8
宮前公園,,,,,1,5,2,,,,,,8
幸町2～8番地先　外1路線,,8,,,,,,,,,,,8
高島平二丁目10～20番地先,,,,,,,2,1,,4,1,,8
昆虫公園,2,,1,,1,1,1,,,1,,1,8
坂下三丁目第二公園,,1,,1,3,3,,,,,,,8
桜川小学校,,2,,,2,1,1,,,1,1,,8
志村城山公園,,,1,1,1,4,1,,,,,,8
志村第三小学校,,,,2,1,,4,,1,,,,8
志村第六小学校,,,,,1,,5,2,,,,,8
事業所内バジリッコ保育園,1,2,,,,,1,,2,,2,,8
舟渡三丁目24～28番地先,,,,,7,,1,,,,,,8
上板橋第三中学校,,,1,1,,1,1,,1,1,2,,8
植村冒険館,,,,,,,1,,,4,2,1,8
成増うめの里公園,1,,,2,1,3,,,,,1,,8
石神井川緑道,1,,,1,,,6,,,,,,8
赤塚公園,,,,1,2,3,,,,2,,,8
赤塚四丁目公園,2,,,,1,4,,1,,,,,8
赤塚支所・区民事務所・地域センター・福祉事務所,,,,2,2,,2,1,,,,1,8
前野福祉園,,,,,4,,1,1,,,1,1,8
双葉町ひだまり公園,1,,,1,,6,,,,,,,8
大山西町公園,,,,,,1,1,,,3,3,,8
大谷口北町宮ノ下公園,,,,,2,6,,,,,,,8
地域ケアセンター　ビオラ,,,4,1,,1,,,1,,,1,8
稚竹幼稚園,1,2,4,,1,,,,,,,,8
竹の子公園,,3,,,1,2,1,,,,,1,8
中台公園,,,,,3,5,,,,,,,8
土のうステーション 赤24,,,,,,,8,,,,,,8
土のうステーション 赤26,,,,,,,7,1,,,,,8
土のうステーション　板24,,,,,1,1,5,1,,,,,8
土のうステーション　板31,,,1,,,,6,1,,,,,8
土のうステーション　板6,,,3,,,,4,1,,,,,8
東京都健康長寿医療センター（旧東京都老人医療センター）,,1,,,,,2,3,2,,,,8
東武東上線  中板橋駅,1,,,1,,4,1,,1,,,,8
日生中板橋保育園ひびき,,,2,,,,,,,,6,,8
日暮台公園,1,1,,,1,4,1,,,,,,8
板橋ルート　１０文殊院,,1,2,,,1,,1,,1,2,,8
板橋区東新町一丁目6～17番地先　外1橋(山崎橋),,,,,6,,,1,,1,,,8
板橋消防署,,,,1,,,1,,6,,,,8
板橋東いこいの森,3,,1,1,,2,,,,1,,,8
板谷公園,,,,1,,3,,2,2,,,,8
富士見街道にぎわい広場,1,,,,1,3,2,,,,1,,8
浮間公園,,,,,3,5,,,,,,,8
平成29年11月14日（火）午後11時５分,1,2,3,1,1,,,,,,,,8
平成29年11月26日（日）午後10時58分頃,,2,4,2,,,,,,,,,8
平成３０年２月２１日（水）午後８時頃,1,1,1,,2,3,,,,,,,8
平成３０年５月１７日午後６時２０分頃,1,1,2,1,2,1,,,,,,,8
蓮根かとう接骨院,1,2,3,1,,,,,,,,1,8
蓮沼薬局,2,,,,,,,1,2,,1,2,8
和敬保育園,1,2,4,,,,,,1,,,,8
A1643_,,,,,,,,,7,,,,7
A3249_,,,,,,7,,,,,,,7
D2959_,,,,,,1,,,,1,5,,7
D3778_,,,,,,,,,,,3,4,7
D4609_,,,,,,,,,,,5,2,7
JAあおばファーマーズショップにりん草,,,,,6,,,1,,,,,7
No.103遺跡,1,,2,,,,,,,,3,1,7
No.125遺跡,1,,,,,2,2,,1,1,,,7
No.159遺跡,,,1,,,,,2,2,1,,1,7
No.161遺跡,,,,,1,,,1,,1,1,3,7
No.176遺跡,,1,1,1,2,,,,,,,2,7
No.22遺跡,2,,,,,2,,1,1,,1,,7
No.25遺跡,,,,,,,,1,5,1,,,7
No.58遺跡,,2,,2,,,,,2,1,,,7
No.76遺跡,,,1,,4,,1,,,,1,,7
No.83遺跡,2,,1,,,,,,,2,2,,7
No.93遺跡,7,,,,,,,,,,,,7
OHC-13-02,,,,,,,,1,3,1,,2,7
TC1-13-02,,,,,,,,,,7,,,7
TM1-15-04-2,,,,,,,,7,,,,,7
エンゼルベア・ナーサリー大山（A型）,,,1,1,,,,,,,5,,7
さくらさくみらい　中板橋,,,,,,,,,,,6,1,7
ダイエー成増店,,,4,,,,1,,,2,,,7
ダイエー西台店,,,3,2,,,,,,1,1,,7
ときわ台薬局,,,,,,,,,,1,3,3,7
ナラオカサイクルモーター,,,,,5,,,,2,,,,7
ベネッセ板橋保育園（A型）,,,,,2,,,,,,5,,7
メリーポピンズ成増ルーム（A型）,1,1,,,1,,,1,,,3,,7
やまと保育園,,3,4,,,,,,,,,,7
下赤塚児童遊園,,1,2,2,,1,,,,,1,,7
旧高島第七小学校,,,7,,,,,,,,,,7
向原小学校,1,,,,,,5,1,,,,,7
向台保育園,,1,3,,,,,,,,,3,7
高島第二小学校,2,,,1,,,4,,,,,,7
高島平警察署下赤塚交番,2,,1,,1,,1,,,,2,,7
高島平少年サッカー場,,,2,2,1,,,,1,,1,,7
根ノ上遺跡緑地,,,,,4,,2,1,,,,,7
桜川三丁目１８番遊び場,,,1,,1,1,,1,1,1,1,,7
三園一丁目１番地先,,,,3,,1,1,2,,,,,7
志村第二公園,,,,,1,3,,,3,,,,7
若木公園,,1,1,,2,,3,,,,,,7
舟渡保育園,,,3,1,,,1,,,1,1,,7
淑徳短期大学ボランティアセンター,,,4,,,1,,,,,2,,7
小茂根公園,1,,1,1,1,,1,1,,,1,,7
小茂根四丁目公園,,,,,1,6,,,,,,,7
城北中央公園一帯,,,5,,,,2,,,,,,7
水久保公園,,1,,1,1,2,,2,,,,,7
清水町91～本町11番地先　外2路線,,3,4,,,,,,,,,,7
生活クラブ保育園ぽむ,,,3,,,1,1,,,,2,,7
赤塚新町公園,1,,,,2,3,,,,,,1,7
大谷口北町緑地,,,,,2,3,2,,,,,,7
大門調剤薬局,,,,,,,,,1,3,3,,7
男女平等推進センター,,,,1,2,1,,,1,,2,,7
中宿脇本陣跡,,3,,,,,,2,,1,1,,7
中島自転車商会,,,,,7,,,,,,,,7
土のうステーション　赤２７,,,,,,,6,1,,,,,7
土のうステーション 赤32,,,,,,,,7,,,,,7
土のうステーション 赤7,,1,,,,1,4,,,1,,,7
土のうステーション 赤8,,,,1,,1,5,,,,,,7
土のうステーション 板2,,1,,,,,4,,2,,,,7
土のうステーション　板23,,,,,,1,4,2,,,,,7
土のうステーション　板28,,,1,,,,5,1,,,,,7
東武東上線  下板橋駅,6,,,,,,,,,1,,,7
道路補修工事(4)及び橋りょう維持工事(1）,,,,,1,1,2,1,2,,,,7
徳丸橋公園,,,,,4,3,,,,,,,7
南ときわ台公園,,,,,1,3,,,,1,1,1,7
板橋,,5,,,,,,,,1,,1,7
板橋ルート　４観明寺,2,,,,,1,1,1,,1,1,,7
板橋税務署,,4,,,1,,1,,,1,,,7
板橋都税事務所,,1,,4,,,1,,,1,,,7
板橋富士見幼稚園,,,3,,1,1,2,,,,,,7
武蔵野音楽大学第二幼稚園,,,3,1,,,2,,1,,,,7
平成27年6月17日（水）午後0時頃,,,,1,3,1,1,1,,,,,7
平成29年11月26日（日）午後11時７分頃,1,1,4,,,1,,,,,,,7
平成29年7月18日午前0時頃,,1,3,3,,,,,,,,,7
平成茶屋　板橋区役所前店,,,,,,,,,,,6,1,7
北野保育園,,1,4,,,2,,,,,,,7
本町公衆トイレ,,,,,1,4,,1,,,1,,7
薬膳食堂Beans,,,,,,,,,,,,7,7
友和保育園,,,3,,,,,2,,1,,1,7
有限会社　川島紙器工芸,,,6,,,,,,,1,,,7
緑ケ丘第一公園,,5,,,1,,1,,,,,,7
蓮根図書館,,2,1,,1,1,,1,1,,,,7
蓮根川緑道,,,,1,1,5,,,,,,,7
蓮根二丁目公園,,,,2,1,2,2,,,,,,7
（有）昇林社,,,,,6,,,,,,,,6
30.7.12,,,,,,,,,,,,6,6
A5003_,,,,,,,2,4,,,,,6
AK1-11-08,1,,,,,,,,,,,5,6
B6005_,,,,,,,6,,,,,,6
D1137_,,,,,,,,,,,6,,6
D1713_,,,,,,,,,,6,,,6
D1818_,,,,,,,,,,,3,3,6
D2799_,,,,,,,,,,,1,5,6
D3769_,,,,,,,,,,,5,1,6
icoi-hair&amp;relaxation-,,3,1,,1,,,,,,,1,6
IT2-11-65,,,,1,,,1,,2,,2,,6
IT2-11-69,,,1,1,,2,,,,1,,1,6
IZC-15-05-2,,6,,,,,,,,,,,6
MTC-20-20,,,,,,,,,,,,6,6
ND1-11-01,,,5,,,,1,,,,,,6
No.104遺跡,,,,,,,1,1,,,,4,6
No.110遺跡,,1,1,2,1,,,,,,1,,6
No.120遺跡,,,,,,,,2,2,,2,,6
No.121遺跡,,,2,2,,2,,,,,,,6
No.128遺跡,,,,,,,2,,3,,,1,6
No.133遺跡,,1,,1,1,,,,2,,1,,6
No.139遺跡,,,2,,1,,,,3,,,,6
No.146遺跡,2,1,,1,,,,,,1,1,,6
No.155遺跡,1,,2,1,,1,,,,1,,,6
No.167遺跡,1,3,,,,,1,,,,,1,6
No.44遺跡,,,,,,,,,1,,5,,6
No.53遺跡,,,2,,,2,1,1,,,,,6
No.77遺跡,,,1,,,,,2,1,,2,,6
No.86遺跡,,1,,1,1,2,,1,,,,,6
No.92遺跡,,1,,,,3,,,1,1,,,6
NR4-88-20190423,6,,,,,,,,,,,,6
OkC-15-20190523,,6,,,,,,,,,,,6
Seeq,,,,,,,,,,,1,5,6
X5512_,,,,,,,,,4,2,,,6
コアラ保育園（A型）,,,,1,,1,1,,,,3,,6
コウシン薬局,1,2,,,1,2,,,,,,,6
こぶし保育園（公設民営）,,1,1,,,,2,1,,1,,,6
サイクルショップ　タマノ,,,,,3,,,,2,,,1,6
サイクルショップヤナギヤ,,,,,4,,,,2,,,,6
サクラ ・ナーサリー成増（A型）,,,,,,,,,,,6,,6
ソラストときわ台第二（A型）,,,5,,,,1,,,,,,6
たつの子保育園,,1,,,,,3,,1,,1,,6
ときわ台駅,,,,2,,1,2,,,1,,,6
ときわ通り星薬局,,,,,,,,,,1,3,2,6
ヒルマ薬局下板橋店,,,,,,,,1,2,,1,2,6
ほっぺるランド板橋本町（A型）,,,,,,,,1,,,5,,6
むさしの薬局中板橋店,1,2,,,,,,,1,2,,,6
メディスンショップなります薬局,,,,,,,,1,,3,2,,6
やの内科・小児科クリニック,,,,6,,,,,,,,,6
やよい防災ひろば,,,,1,,2,1,1,,1,,,6
ローズ薬局,,1,3,2,,,,,,,,,6
加賀西公園,,,,,1,,3,,,,1,1,6
加賀福祉園,,1,,2,,,1,,,1,,1,6
旧白子川緑地,,,,,3,3,,,,,,,6
教育相談所成増分室,,1,,3,,,1,,,1,,,6
金松湯,,1,1,1,1,,1,,,,1,,6
戸田一般野球場1面,,,,,4,2,,,,,,,6
戸田硬式軟式兼用野球場 B面,2,,,,3,,1,,,,,,6
功泉湯,,3,,,,,3,,,,,,6
向口公園,1,,,,1,,2,,,2,,,6
荒川戸田橋野球場（中流）利用時間帯のみ,,2,1,3,,,,,,,,,6
荒川戸田橋緑地,1,4,,,,,1,,,,,,6
高島第五小学校,2,,1,,2,,1,,,,,,6
高島第三小学校,,,,4,,,2,,,,,,6
高島平一丁目第二公園,,1,1,,,,3,,,1,,,6
高島平九丁目23～39番地先,5,1,,,,,,,,,,,6
高島平七丁目公園,3,,,,,,3,,,,,,6
高島平福祉園・障がい者福祉センター,1,,3,,,,,1,1,,,,6
山中児童遊園,2,,,2,,2,,,,,,,6
志村警察署中台三丁目交番,,1,,,1,,2,,,1,1,,6
志村坂上公衆トイレ,,,,,1,5,,,,,,,6
社会福祉法人紫水会オーネスト成増,1,,3,,1,,,,,1,,,6
小規模保育園おはよう保育園大山西町,,,3,,,,,,,,3,,6
小茂根二丁目公園,,,3,,1,,2,,,,,,6
常盤台ルート　１１安養院,,,,1,,1,1,,1,1,1,,6
常盤台ルート　９氷川神社,6,,,,,,,,,,,,6
成増ヶ丘小学校,1,,,5,,,,,,,,,6
成増すみれ幼稚園,,,5,,1,,,,,,,,6
西台一丁目27～41番地先,,,,4,1,,,1,,,,,6
西台三本けやき広場,,,1,,2,,,3,,,,,6
西徳第二公園,,,,,2,3,1,,,,,,6
赤塚ルート　旧粕谷家住宅～徳丸北野神社（田遊び）,,2,,,1,1,1,,,,1,,6
赤塚新町三丁目３１～３２番地先,,,,,,6,,,,,,,6
赤塚新町三丁目32～33番地先（Ｂ路線）,,,,,,2,1,,,,3,,6
赤塚新町三丁目児童遊園,4,1,,1,,,,,,,,,6
赤塚幼稚園,,1,4,,,,,,,1,,,6
浅野屋,,,,2,,,,,1,,2,1,6
曽根サイクル商会,,,,,6,,,,,,,,6
総合ケアセンター　若葉ゆめの園,1,,3,,,,,,,1,,1,6
大谷口二丁目児童遊園,1,,,,2,1,2,,,,,,6
大谷口北町公園,1,,,,1,3,1,,,,,,6
中台さとやま公園,,,,,5,,,1,,,,,6
中台畠中遺跡,,,,,,,,,,,,6,6
土のうステーション 赤1,,,,,,,3,3,,,,,6
土のうステーション 赤19,,,,,,,6,,,,,,6
土のうステーション 赤25,,,,,,1,4,1,,,,,6
土のうステーション 赤3,,,,,,1,4,1,,,,,6
土のうステーション　板11,,,1,,,1,3,1,,,,,6
土のうステーション　板13,,,,,,,5,1,,,,,6
土のうステーション　板8,,,,,,,4,2,,,,,6
土のうステーション　板9,,,,1,,,4,1,,,,,6
東京法務局　板橋出張所,1,,,3,1,,1,,,,,,6
道路補修工事（103）,,6,,,,,,,,,,,6
道路補修工事（1903）,,3,2,1,,,,,,,,,6
道路補修工事（1915）,,5,1,,,,,,,,,,6
徳丸一丁目28～徳丸二丁目4番地先,2,1,1,2,,,,,,,,,6
徳丸一丁目児童遊園,,1,,1,2,2,,,,,,,6
徳丸東遺跡,,2,,2,,1,,1,,,,,6
板橋ルート　３東光寺,,,,,,1,,,1,1,3,,6
板橋駅前公園,,,,1,,1,3,,,,1,,6
板橋区高島平四丁目23～24番地先　外6路線,,6,,,,,,,,,,,6
板橋区常盤台二丁目1～常盤台三丁目3番地先,,,,,1,,1,,,4,,,6
平尾児童遊園,1,,,,3,,1,,1,,,,6
薬局くすりの福太郎上板橋店,,,3,,,,,,1,1,,1,6
蓮根三丁目自治会,,,6,,,,,,,,,,6
17F936_,,,,,,,,5,,,,,5
AK7-20-109,,,5,,,,,,,,,,5
B1398_,,,,,,5,,,,,,,5
C2445_,,,,,,,,,,5,,,5
C3194_,,,,,,,,,,5,,,5
C3538_,,,,,,,,,,,5,,5
D1134_,,,,,,,,,,,5,,5
D1135_,,,,,,,,,,,5,,5
D1136_,,,,,,,,,,,5,,5
D1427_,,,,,,,,,,,,5,5
D2817_,,,,,,,,,,,5,,5
D4682_,,,,,,,,,,,4,1,5
D5523_,,,,,,,,,,,4,1,5
HYC-13-02,,,,,,,,,,,,5,5
IT3-13-02,,,,,3,,,,1,,,1,5
IT3-15-20,,1,1,3,,,,,,,,,5
ＪＲ埼京線　浮間舟渡駅,,,,,,,,4,1,,,,5
KM5-12-310426,5,,,,,,,,,,,,5
mh2-15-20190621,,,5,,,,,,,,,,5
mng,3,,,,1,,,,,,1,,5
Ｍサイクル,,,,,5,,,,,,,,5
ND3-20-104,,,,5,,,,,,,,,5
NMC-11-02,,,,,,,,,5,,,,5
No.106遺跡,1,,,,,,2,,1,,1,,5
No.11遺跡,,,,2,,,2,1,,,,,5
No.142遺跡,,,1,,,,,2,1,,1,,5
No.143遺跡,,1,,,,,,1,1,1,1,,5
No.23遺跡,,,,,,,,,2,,,3,5
No.35遺跡,,1,,2,,,,,1,1,,,5
No.3遺跡,,1,,,,1,,2,,,1,,5
No.45遺跡,,1,,,,1,,,,,1,2,5
P1134_,,,,,2,,3,,,,,,5
P5720_,,,,,,,,,5,,,,5
SS1-11-07,,,,,,,,,,5,,,5
SS2-11-35,,,5,,,,,,,,,,5
SWC-20-25,,,,,,,,5,,,,,5
X251_,,,,,,,3,,,2,,,5
アスク板橋本町保育園（A型）,,,1,,,,,,,,4,,5
いいよし鍼灸接骨院,,3,,,,,1,,1,,,,5
イトーヨーカドー　上板橋店,1,2,1,,,,,,1,,,,5
こっこ保育園（B型）,,,,,,,,,,,5,,5
サイクルハウス　ヒロ,,,,,5,,,,,,,,5
セブンタウン小豆沢,1,,3,1,,,,,,,,,5
そば処　瀧乃家,,,,,1,,,1,,3,,,5
とも薬局,2,,,,,1,2,,,,,,5
にじいろ保育園蓮根,,1,,,,,,,,,4,,5
ぬくもりのおうち保育園高島平小規模保育園,,,4,,,,,,,,1,,5
ベルクスモール浮間舟渡,,1,1,1,1,1,,,,,,,5
ほっぺるランド板橋小豆沢,,,1,,2,,,2,,,,,5
まきば幼稚園,,,3,,,,,2,,,,,5
むかいはら幼稚園,,,3,,,,,1,,,1,,5
やよい児童遊園,,1,,,,,1,1,1,,1,,5
稲荷台遺跡,,4,,,1,,,,,,,,5
縁切榎,,1,,,1,,,1,,,2,,5
加賀橋公園,,,1,,,,,1,1,,2,,5
加賀二丁目公園,,,,,,,1,1,2,,1,,5
旧赤塚村役場跡地,,,,,4,,,1,,,,,5
桐ヶ丘・赤羽台・西が丘地区,,,4,,,,1,,,,,,5
戸田一般野球場4面,,,,,3,1,1,,,,,,5
公園用地（閉鎖管理）,1,1,,,,,1,,,2,,,5
高島第二中学校,1,,,1,,,2,,,,,1,5
高島平駅,1,,1,,,,2,1,,,,,5
高島平九丁目第二公園,1,1,,,,,1,,,,,2,5
高島平五丁目8～10番地先,,,,,,,,5,,,,,5
高島平五丁目第二公園,,,,,1,3,,,1,,,,5
高島平二・三丁目地区,,,3,,,,2,,,,,,5
高島平緑地,1,,,,1,,,1,,,1,1,5
三園一丁目18～35番地先　外2路線（A路線）,1,,,,2,,2,,,,,,5
三徳　志村店,,,,,,,5,,,,,,5
山岡調剤薬局,2,,,,1,2,,,,,,,5
四葉二丁目公園,,,,1,1,,1,,,1,1,,5
志村ルート　１３龍福寺,,,,,,1,1,1,1,1,,,5
志村消防署赤塚出張所,1,1,,,,,1,,,,,2,5
志村二丁目5～25番地先,,5,,,,,,,,,,,5
初音湯,,,,,5,,,,,,,,5
女性健康支援センター,1,,1,2,,,,,1,,,,5
小規模保育園MIRATZ常盤台保育園,,,,,,,,,,,4,1,5
小原青果店,1,,1,,1,,,,2,,,,5
小高商会,,,,,4,,,,1,,,,5
小豆沢二丁目24～27番地先,,4,1,,,,,,,,,,5
小茂根一丁目児童遊園,1,,,,,,1,1,2,,,,5
松月院,2,,,,1,,,1,,1,,,5
障がい者福祉センター,,,,1,1,1,2,,,,,,5
常盤台駅前公衆トイレ,,,,,2,3,,,,,,,5
成増一丁目21～23番地先　外2路線,5,,,,,,,,,,,,5
成増二丁目児童遊園,,1,,,,,3,,,,,1,5
西台駅,,,,1,1,,2,,1,,,,5
石成公園,1,,,3,,,,,,,1,,5
赤塚しのがやと公園,,1,1,,1,,,2,,,,,5
赤塚五丁目森の広場,1,,,,,,,1,,1,,2,5
赤塚新町三丁目26～練馬区旭町二丁目47番地先　外2路線,,,,,,,,,,,,5,5
前野町六丁目児童遊園,,,,,,1,4,,,,,,5
