,2020年,,,,,,,,,2021年,,,
No.2遺跡,1,7,,,3,25,5,11,5,3,,8,68
下板橋駅第１自転車駐車場（有料）,15,15,3,1,3,2,4,5,5,1,3,11,68
板橋フレンドセンター,5,2,6,5,3,10,6,5,9,8,8,1,68
なります児童館,24,2,2,4,6,2,4,5,4,6,2,6,67
戸田橋下臨時駐車場入口,,4,1,7,10,6,14,8,10,3,2,2,67
清水町第二集会所,17,,,,1,1,47,,,,1,,67
No.99遺跡,2,2,12,1,11,8,1,5,4,1,11,8,66
仲町区民事務所,2,3,3,10,10,4,10,4,7,5,2,6,66
No.24遺跡,1,,3,1,1,6,47,4,1,,,,64
いたばしボローニャ子ども絵本館,1,2,1,4,1,3,34,,9,2,,7,64
戸田橋下臨時駐車場,2,1,6,5,6,7,14,6,1,3,4,9,64
四ツ又公園,,,5,1,1,,55,,2,,,,64
東武練馬駅自転車駐車場（有料）,20,14,2,4,5,3,4,1,8,1,,2,64
赤塚小学校,38,17,3,,1,1,3,,,,,,63
ときわ台駅南口自転車駐車場（有料）,19,7,8,3,,4,8,2,5,4,1,1,62
本町街かど公園,,1,1,,3,1,54,1,,1,,,62
小豆沢体育館,2,3,1,5,2,1,7,27,5,8,,,61
よりふじ医院,1,4,2,5,,14,4,6,2,5,5,12,60
いたばし総合ボランティアセンター,3,2,,3,,1,34,3,7,6,,,59
下赤塚区民事務所,10,6,3,4,4,6,2,3,7,5,5,4,59
志村コミュニティホール,1,1,2,4,5,4,13,5,12,1,5,6,59
前野地域センター,17,10,5,1,2,1,6,4,3,3,5,2,59
YUMEパーク大和町,,,4,2,2,2,42,1,,2,1,2,58
小竹向原駅自転車駐車場（有料ゲート式）,4,7,9,1,8,,5,5,4,5,3,7,58
小竹向原駅周辺放置禁止区域図,1,2,4,2,1,14,11,3,4,10,4,2,58
赤塚植物園,3,3,1,8,7,3,2,4,8,10,4,5,58
赤塚福祉事務所,27,17,4,3,2,2,,1,,,,2,58
東板橋公園,4,2,5,3,2,1,29,2,7,,,3,58
グローバルキッズ板橋園,1,1,1,,3,1,47,1,2,,,,57
ソーシン薬局ときわ台店,3,3,7,3,5,2,,2,21,6,3,2,57
ペンギン薬局,2,5,5,5,4,8,4,7,6,5,3,3,57
志村坂上駅周辺放置禁止区域図,6,3,1,4,4,6,12,1,4,2,9,5,57
志村三丁目駅第２自転車駐車場（有料）,11,4,6,4,2,2,2,4,4,2,11,5,57
板橋第一小学校,8,3,,6,,,36,2,1,1,,,57
No.33遺跡,,6,,11,6,3,,4,5,4,13,4,56
教育科学館,2,2,5,,5,4,5,7,12,7,1,6,56
高島陸橋交差点F自転車駐車場（有料）,13,,8,4,5,4,3,1,9,1,1,7,56
上板橋体育館,1,,1,1,,,27,4,6,9,5,2,56
仲宿集会所,5,5,2,,,5,33,1,2,2,,1,56
板橋いこいの家,4,1,2,8,,14,22,1,1,1,,2,56
板橋区役所前駅,3,1,4,1,1,,38,3,2,2,1,,56
板橋第三中学校,13,2,4,3,1,,32,,,1,,,56
No.59遺跡,10,1,7,,3,12,5,4,,5,3,5,55
金沢小学校,16,4,3,7,2,,20,1,,,,2,55
香川内科小児科医院,4,2,2,1,3,13,8,3,3,4,10,2,55
志村坂上区民事務所,3,9,3,2,3,,5,3,18,4,3,2,55
新河岸一丁目集会所,7,2,14,6,9,3,6,3,2,3,,,55
太陽の子保育園,,,,1,1,1,49,1,,,1,1,55
仲宿児童遊園,,,1,,,,52,,,,2,,55
板橋駅西口自転車駐車場（有料コイン式）,4,4,4,4,8,4,11,3,3,5,2,3,55
板橋税務署,,,,,,1,52,,,,1,1,55
三園小学校,14,30,1,2,1,,,,1,2,,3,54
中央図書館,9,4,3,,5,,10,2,4,2,1,14,54
高島平駅・新高島平駅周辺放置禁止区域図,4,,6,8,10,4,6,1,2,1,7,4,53
No.134遺跡,3,1,5,9,4,3,11,4,3,3,3,3,52
No.49遺跡,1,,1,1,,3,24,14,2,1,,5,52
コスモメイト成増保育園本園,15,12,9,3,4,5,2,2,,,,,52
志村第三小学校,,,,3,,1,44,4,,,,,52
仲宿いこいの家,,,1,,2,,38,3,1,,2,5,52
氷川図書館,3,2,1,,,,30,2,13,1,,,52
本陣児童遊園,,,,1,,,49,,,1,1,,52
清水町あさひ公園,,,,,,,50,,,1,,,51
板橋公園,5,2,4,1,8,,9,4,5,3,5,5,51
氷川つり堀公園,1,4,3,1,,1,39,1,,,,1,51
さかうえ児童館,6,2,8,3,3,4,9,1,5,5,,4,50
七軒家集会所,11,15,8,1,,1,2,2,1,2,5,2,50
南ときわ台耳鼻咽喉科,2,,2,6,1,12,,,1,11,5,10,50
No.133遺跡,2,1,,2,3,9,2,7,9,7,5,2,49
No.170遺跡,2,1,7,3,2,5,4,3,4,2,6,10,49
子ども家庭支援センター,,,3,,3,4,23,3,2,8,2,1,49
上板橋健康福祉センター内集会所,15,3,1,7,3,1,5,5,3,2,1,3,49
清水図書館,,,,2,2,2,35,,3,1,,4,49
板橋区平和公園,6,1,2,2,3,4,8,6,3,7,3,4,49
板橋本町駅,,,,1,,,47,1,,,,,49
蓮根メディカルクリニック,2,,3,,1,4,8,8,5,6,6,6,49
松葉保育園,1,,5,,,1,38,3,,,,,48
富士見台児童館,8,2,2,4,6,2,6,3,5,4,2,4,48
本蓮沼駅第２自転車駐車場（有料ゲート式）,1,1,2,3,3,3,8,2,6,4,8,7,48
No.36遺跡,2,5,,2,1,,,3,,24,9,1,47
はちすクリニック,,4,2,7,1,9,2,6,4,7,3,2,47
栄町集会所,9,5,1,,,6,25,,1,,,,47
郡医院,2,1,2,10,,11,2,4,,6,6,3,47
志村警察署清水町交番,,,,,,,47,,,,,,47
小豆沢公園,1,2,,4,1,,5,23,7,3,,1,47
東新保育園,12,3,,1,,2,26,1,,2,,,47
上板橋児童館,9,,2,3,3,14,1,6,1,3,2,2,46
新高島平駅北自転車駐車場（有料）,24,2,2,,2,3,3,1,4,2,1,2,46
仲宿ふれあい広場,,,,,1,,43,,,1,1,,46
東京自由保育園,3,2,1,1,3,1,34,1,,,,,46
南前野児童館,4,7,4,3,4,2,8,4,4,3,1,2,46
No.79遺跡,,3,4,4,2,1,1,2,5,4,5,14,45
No.98遺跡,4,8,4,7,2,8,4,2,6,,,,45
あいあい保育園,,,,,,1,39,1,1,,1,2,45
あすなろ保育園,,,,1,,1,39,2,1,,,1,45
こども動物園,2,2,2,7,2,,25,4,1,,,,45
紅梅保育園,25,6,,2,2,,,,8,,,2,45
高島平区民事務所,12,,2,4,1,2,5,,12,2,1,4,45
志村三丁目駅第１自転車駐車場（有料）,3,,4,3,7,3,1,2,5,4,4,9,45
小茂根一丁目集会所,24,11,1,1,,,4,1,1,1,,1,45
仲町ふれあい館,,3,6,7,5,6,8,2,2,2,4,,45
東板橋体育館,11,2,3,,,1,17,1,3,5,1,1,45
ゆりの木児童館,7,5,2,2,2,3,4,1,7,6,,5,44
小茂根福祉園,,1,,,,,42,1,,,,,44
東新児童館,7,3,3,4,3,2,15,2,2,1,,2,44
No.111遺跡,,1,6,1,,3,4,1,3,20,3,1,43
No.78遺跡,,1,2,,1,3,13,12,2,,6,3,43
下板橋駅前集会所,16,3,2,2,4,5,3,1,5,,,2,43
高島平児童館,7,3,6,3,5,1,5,3,5,2,,3,43
舟渡ホール,1,5,2,7,3,6,2,6,2,3,,6,43
水道局板橋南営業所,,,,,,,43,,,,,,43
西徳児童館,3,2,2,5,3,6,9,1,5,5,1,1,43
板橋交通公園,4,3,3,2,3,1,11,5,6,,2,3,43
板橋消防署,1,,,2,,2,32,1,1,1,,3,43
大山西町保育園,20,8,,1,,,,9,,,2,2,42
藤田医院,2,,2,10,,6,2,4,3,5,6,2,42
南常盤台一丁目集会所,22,4,2,,1,,9,3,,,,1,42
板橋第二小学校,1,,2,11,,,26,2,,,,,42
桜川中学校,3,,,6,,,32,,,,,,41
ときわ台駅北口第４自転車駐車場（有料ゲート式）,2,4,6,2,8,1,5,3,7,,1,1,40
加賀二丁目緑の広場,,1,,,,,37,,2,,,,40
清水いこいの家,1,,4,,,1,26,1,4,,1,2,40
仲宿千年広場,,,1,,,,38,1,,,,,40
天木診療所,3,2,,4,,6,7,2,1,3,10,2,40
田島クリニック,1,4,3,3,2,6,2,2,,4,11,2,40
本町集会所,12,3,1,,,,22,,,,1,1,40
木村内科クリニック,2,,4,4,1,7,2,6,,8,2,4,40
蓮根三丁目自転車駐車場（有料）,3,6,7,2,2,3,2,2,5,2,2,4,40
蓮根第二児童館,3,1,1,2,2,7,10,3,7,,,4,40
No.109遺跡,2,3,3,8,1,,1,3,2,5,3,8,39
リサイクルプラザ,4,4,1,1,2,,5,3,14,3,,2,39
佐藤クリニック,4,,2,6,2,8,,1,,5,11,,39
杉内医院,2,,2,2,1,14,2,,2,,12,2,39
西台集会所,15,8,3,,,,3,2,3,2,3,,39
大山らる小規模保育園,24,10,2,1,1,,,1,,,,,39
板橋警察署,3,1,,2,,,31,,,,,2,39
No.113遺跡,1,11,4,1,1,9,,1,,,,10,38
ときわ台はしもと小児科アレルギー科,2,2,2,7,,9,4,2,,6,4,,38
ニック向原薬局,4,5,3,3,3,3,3,3,3,5,2,1,38
加賀中学校,16,1,1,,,1,18,,,,1,,38
加賀藩下屋敷跡,,2,2,1,11,3,3,4,5,1,4,2,38
高島陸橋交差点D自転車駐車場（有料）,6,2,6,3,3,2,2,,6,1,4,3,38
常盤台地域集会室,3,1,2,2,1,5,8,5,5,,4,2,38
清水町みどりの公園,,,,,,2,35,,,,,1,38
東板橋図書館,3,2,2,1,,,20,2,5,1,,2,38
クオール薬局中板橋店,4,3,2,2,5,3,3,3,3,3,3,3,37
公文書館,,1,,,2,,29,1,3,,,1,37
紅梅児童館,5,3,3,2,3,3,2,3,6,2,1,4,37
桜川いこいの家,,1,1,1,,,24,,3,3,1,3,37
歯科衛生センター,3,7,2,3,1,1,1,2,6,3,8,,37
道路補修工事（1）,,,,3,6,4,15,4,1,1,3,,37
弥生児童館,6,4,1,2,,5,7,2,1,5,1,3,37
No.42遺跡,16,,,,2,4,1,,4,5,4,,36
志村児童館,5,2,3,1,1,6,6,2,5,1,2,2,36
篠遠医院,,2,5,4,,4,2,2,1,7,5,4,36
水道局北部第二支所技術第二係,,,,,,,36,,,,,,36
赤塚高台集会所,8,12,2,3,1,1,4,1,,,2,2,36
大山東集会所,11,4,1,2,,4,7,3,1,1,1,1,36
平尾児童遊園,,,,1,1,,31,,1,,1,1,36
蓮根区民事務所,3,9,1,1,,,4,3,10,,,5,36
グリーンホール（旧産文ホール）,1,,5,2,1,2,18,2,1,1,,2,35
しらさぎ児童館,6,3,1,,4,,,,5,,9,7,35
稲荷台おなりばし緑地,1,2,,,,,32,,,,,,35
宮下内科医院,2,2,3,2,2,3,9,2,,2,6,2,35
渡邉医院,2,2,2,2,,4,2,5,2,5,6,3,35
東光寺,5,,4,,3,,,2,21,,,,35
東武練馬駅東自転車駐車場（有料コイン式）,14,10,2,1,2,,1,,5,,,,35
板橋三丁目おうぎ小広場,,,1,,,,31,1,1,,,1,35
板橋第一中学校,1,,1,9,,1,22,,,,1,,35
No.172遺跡,2,1,2,1,3,4,2,2,,5,,12,34
栄愛薬局,3,2,1,2,1,3,5,6,3,5,2,1,34
事業所内びおら保育園,17,12,,,,,1,4,,,,,34
太陽の子保育園分園,,,,1,,2,28,2,,1,,,34
平山医院,2,,4,2,4,6,2,2,1,6,2,3,34
えがおこどもクリニック,5,2,2,4,,4,6,2,,4,2,2,33
たにもとクリニック,2,2,4,3,2,6,2,2,2,4,4,,33
成美保育園,22,9,,,1,,,1,,,,,33
板橋都税事務所,2,1,,,,,26,,1,2,,1,33
No.61遺跡,1,1,,1,1,3,,2,4,11,3,5,32
かないくぼ保育園,,1,,,2,2,21,,,1,1,4,32
つばさ薬局,,1,3,3,3,3,3,3,3,3,3,4,32
やまと保育園,1,,2,,1,1,24,1,1,,1,,32
ロータスホール,,1,5,2,2,3,1,3,5,6,2,2,32
高島平診療所堀口内科小児科,2,2,2,2,2,6,2,3,,5,4,2,32
高島平二丁目集会所,13,6,4,2,1,1,,1,,1,2,1,32
四葉集会所,17,1,4,,1,1,2,3,,2,,1,32
小竹向原駅北自転車駐車場（有料）,4,1,4,1,6,,,5,6,1,2,2,32
西高島平駅周辺放置禁止区域図,,1,7,3,1,9,2,,2,,6,1,32
東板橋庭球場,2,,3,1,1,,20,,,3,2,,32
萩原医院,,4,2,,1,7,2,2,2,4,6,2,32
板橋区立板橋こども動物園,,,,,,,12,,5,15,,,32
板橋保育園,2,,3,,4,1,19,2,,,1,,32
文殊院,2,,1,3,3,1,4,3,10,2,1,2,32
No.177遺跡,,,,,,,,,,27,4,,31
ひいらぎ保育園,21,8,,,1,,,1,,,,,31
高島陸橋交差点C自転車駐車場（有料）,3,,5,3,4,1,1,2,5,4,2,1,31
城北公園,3,,4,1,2,1,5,2,3,2,5,3,31
水車公園前自転車保管所,7,1,2,1,2,7,5,1,4,1,,,31
成増生涯学習センター,4,4,2,2,1,3,3,3,3,2,1,3,31
西高島平駅南口自転車駐車場（有料コイン式）,2,1,3,5,2,2,2,2,4,,4,4,31
大和集会所,11,1,,,,1,14,1,2,,,1,31
板橋三丁目縁宿広場,,1,1,,1,2,23,,3,,,,31
No.107遺跡,,13,2,3,,1,1,2,3,2,,3,30
稲荷台児童遊園,,,,2,,,27,,1,,,,30
高島陸橋交差点B自転車駐車場（有料）,3,,3,3,4,2,,1,5,5,3,1,30
成増三丁目集会所,13,11,1,3,1,1,,,,,,,30
赤塚体育館,1,5,4,3,,1,1,3,2,9,,1,30
大久保医院,,2,,4,,6,,3,6,4,3,2,30
徳丸ヶ丘公園内集会所,17,6,3,2,,1,,,,,1,,30
No.14遺跡,,2,2,1,2,6,1,,1,,1,13,29
ときわ台薬局,3,2,1,3,3,2,1,4,5,4,,1,29
めぐみ薬局氷川町店,3,3,2,1,3,2,1,3,3,3,3,2,29
加賀保育園,1,,,,2,1,23,1,,,,1,29
成増駅南口第7自転車駐車場,,,3,2,1,1,1,2,17,1,,1,29
板橋大山公園,,,,2,,,25,1,,,,1,29
本町児童遊園,,,,,,,27,,1,1,,,29
No.104遺跡,,,,5,2,,,7,7,2,1,4,28
ウェルネス保育園成増小規模保育園,14,7,3,,,1,,1,,,,2,28
ときわ台駅北口第２自転車駐車場（有料）,5,5,,2,3,,3,4,4,,2,,28
栄町保育園,,2,1,,2,3,10,1,6,3,,,28
加賀二丁目公園,,2,,,,,25,,,,1,,28
高島平調剤薬局,2,5,3,2,1,3,3,2,1,2,1,3,28
志村橋保育園,18,4,1,,,1,,,4,,,,28
志村第一小学校,,,1,4,,,20,,3,,,,28
成増駅南口第６自転車駐車場,,1,4,1,1,2,2,1,11,3,,2,28
清水町集会所,5,2,,3,1,,15,1,,,,1,28
石神井川緑道,,,,,,,24,1,3,,,,28
赤塚溜池公園,1,,2,2,5,3,1,,1,1,4,8,28
東山公園内集会所,6,3,3,2,,,11,1,1,1,,,28
東新集会所,14,2,,,,,4,,1,7,,,28
徳丸ふれあい館,,,3,,3,1,6,,5,2,6,2,28
No.63遺跡,,4,9,,3,4,,2,1,1,1,2,27
No.94遺跡,,2,2,,3,2,7,8,2,,,1,27
ひまわりキッズガーデン志村,3,,1,,2,1,15,3,1,,,1,27
志村図書館,1,2,,1,,1,8,6,5,3,,,27
水車公園,,1,5,5,,1,6,,1,4,2,2,27
成増一丁目自転車駐車場（有料）,,2,,1,1,2,,1,10,1,2,7,27
前野ホール,1,1,1,6,2,1,5,,1,,4,5,27
中板橋駅北口自転車駐車場（有料）,,,,1,1,2,14,1,6,,,2,27
板橋警察署板橋本町交番,,,,,,,26,1,,,,,27
氷川土合公園,,,,,,,26,,1,,,,27
浮間舟渡駅周辺放置禁止区域図,1,1,3,1,2,,10,1,2,,5,1,27
本町にぎわい広場,,,,,,,26,1,,,,,27
茂呂山公園,,,,,1,,26,,,,,,27
緑ヶ丘第二公園内集会所,8,4,1,,,,12,,,,2,,27
No.101遺跡,,4,4,1,2,,4,5,2,2,1,1,26
まなびの森保育園下赤塚,16,7,1,,,,1,1,,,,,26
山中児童遊園内集会所,12,4,1,,,,9,,,,,,26
志村三丁目駅周辺放置禁止区域図,1,2,1,1,3,3,1,2,2,2,7,1,26
舟渡地域センター,8,1,1,1,,1,5,3,1,3,,2,26
成増駅南口第２自転車駐車場（有料）,,1,1,3,,3,1,3,5,2,1,6,26
前野町六丁目集会所,20,1,,,2,,2,,,,1,,26
多比良医院,2,,2,2,,5,2,2,,4,5,2,26
茂呂塾保育園,,1,1,,1,1,18,1,,,,3,26
No.118遺跡,,,,2,,7,1,7,5,1,1,1,25
はすのみ児童館,5,1,2,3,4,1,1,1,4,,3,,25
愛染児童遊園,,1,,,,1,22,,,1,,,25
宮本児童遊園,,,,,,,24,,1,,,,25
西徳第一公園内集会所,17,1,2,,,,,2,,,2,1,25
中根橋小学校,1,1,,3,,,17,,,3,,,25
東板橋公園運動場,1,1,,1,,,18,3,,,,1,25
東武練馬駅周辺放置禁止区域図,,2,2,1,5,,5,,3,,6,1,25
板橋交通公園内集会所,14,2,1,,1,3,3,,,1,,,25
遍照寺,,,,3,2,,2,2,10,5,,1,25
蓮根自転車保管所,,,1,3,1,3,4,1,7,1,2,2,25
No.15遺跡,,2,7,5,3,1,,4,,,1,1,24
No.164遺跡,1,1,1,3,,4,2,1,3,4,1,3,24
No.47遺跡,,,2,6,1,3,2,,6,1,,3,24
さかうえ保育園,9,4,1,,2,1,6,,1,,,,24
安養院,1,1,3,1,2,3,3,,1,5,3,1,24
郷土資料館,,,,,1,2,3,6,9,1,,2,24
区立文化会館,1,,,2,,3,9,,2,4,,3,24
敬隣保育園,,,,,,1,21,1,,1,,,24
高島平駅西口自転車駐車場（有料コイン式）,1,,2,2,4,1,2,2,3,1,3,3,24
高島平温水プール,,,1,1,1,2,7,4,4,3,,1,24
高島平九丁目集会所,15,2,2,,1,,,,,2,2,,24
高島平四丁目集会所,17,2,1,1,,,,,1,2,,,24
高島陸橋交差点E自転車駐車場（有料）,1,,2,,2,2,,3,6,1,,7,24
桜川二丁目３番遊び場,,,,1,,,19,,,2,2,,24
笑和生活薬局,2,1,2,,,1,3,3,3,3,3,3,24
大山駅,5,3,,2,,2,3,3,2,3,,1,24
男女平等推進センター,,,,,,,24,,,,,,24
中丸いこいの家,4,3,1,3,1,1,2,,,2,5,2,24
東新いこいの家,,1,2,2,,4,3,,1,9,1,1,24
東武練馬駅北口第２自転車駐車場(有料),1,11,1,1,,1,,,9,,,,24
徳山内科外科,2,,2,,,3,2,2,3,6,2,2,24
北角診療所,3,2,,2,,,,,4,2,9,2,24
No.103遺跡,2,4,,,2,,1,3,1,,3,7,23
No.110遺跡,1,5,6,2,,2,1,3,,,1,2,23
No.96遺跡,,1,9,,3,2,,1,2,1,2,2,23
高島平駅東口自転車駐車場（有料コイン式）,1,2,4,1,2,,2,1,5,,1,4,23
斎藤医院,,,2,6,1,6,,2,4,2,,,23
小茂根三丁目緑地,,,,,,,22,1,,,,,23
上板橋第四小学校,4,,,8,1,,6,,2,2,,,23
