"データセット_ID","全国地方公共団体コード","地方公共団体名","データセット_タイトル","データセット_サブタイトル","データセット_概要","データセット_キーワード","データセット_分類","データセット_ユニバーサルメニュー","データセット_公開日","データセット_最終更新日","データセット_バージョン","データセット_言語","データセット_URL","データセット_更新頻度","データセット_準拠する標準","データセット_関連ドキュメント","データセット_来歴情報","データセット_対象地域","データセット_対象期間","データセット_連絡先名称","データセット_連絡先メールアドレス","データセット_連絡先電話番号","データセット_連絡先内線番号","データセット_連絡先FormURL","データセット_連絡先備考（その他、SNSなど）","データセット_備考","ファイル_タイトル","ファイル_アクセスURL","ファイル_ダウンロードURL","ファイル_説明","ファイル形式","ファイル_ライセンス","ファイル_ステータス","ファイル_サイズ","ファイル_公開日","ファイル_最終更新日","ファイル_利用規約","ファイル_関連ドキュメント","ファイル_言語","ファイル_準拠する標準","ファイル_API対応有無"
"131083500011","131083","江東区","江東区の公衆トイレ一覧","","","","社会保障・衛生","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_public_toilet.csv","","CSV","CC BYに準拠。","","","2020-12-07","2023-12-15","","","","","無"
"131083500012","131083","江東区","江東区の消防水利施設一覧","","","","司法・安全・環境","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_fire_hydrant.csv","","CSV","CC BYに準拠。","","","2021-02-25","2023-12-15","","","","","無"
"131083500013","131083","江東区","江東区の食品等営業許可・届出一覧","","","","社会保障・衛生","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_food_business_all.csv","","CSV","CC BYに準拠。","","","2022-05-13","2023-12-15","","","","","無"
"131083500014","131083","江東区","江東区の小中学校通学区域情報","小中学校通学区域情報","","","教育・文化・スポーツ・生活","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_school_district.csv","","CSV","CC BYに準拠。","","","2023-12-15","2023-12-15","","","","","無"
"131083500015","131083","江東区","江東区の防災行政無線設置一覧","","","","行財政","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_emergency_radio.zip","","CSV","CC BYに準拠。","","","2023-12-15","2023-12-15","","","","","無"
"131083500016","131083","江東区","江東区の教育機関一覧","","","","教育・文化・スポーツ・生活","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_educational_institution.csv","","CSV","CC BYに準拠。","","","2023-12-15","2023-12-15","","","","","無"
"131083500017","131083","江東区","江東区の公営駐車場一覧","","","","運輸・観光","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_car_park.zip","","CSV","CC BYに準拠。","","","2023-12-15","2023-12-15","","","","","無"
"131083500018","131083","江東区","江東区の公営駐輪場一覧","","","","運輸・観光","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_bicycle_parking.zip","","CSV","CC BYに準拠。","","","2023-12-15","2023-12-15","","","","","無"
"131083500019","131083","江東区","江東区の投票所一覧","","","","行財政","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_polling_place.zip","","CSV","CC BYに準拠。","","","2023-12-15","2023-12-15","","","","","無"
"131083500020","131083","江東区","江東区の資源・ごみ分別一覧","","","","社会保障・衛生","","","2022-08-19","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_garbage_separation.csv","","CSV","CC BYに準拠。","","","2022-08-19","2022-08-19","","","","","無"
"131083500021","131083","江東区","江東区の観光ポイント","","","","運輸・観光","","","2023-12-15","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_tourist_attraction.zip","","CSV","CC BYに準拠。","","","2023-12-15","2023-12-15","","","","","無"
"131083500022","131083","江東区","江東区の資源回収・ごみ収集日一覧","","","","社会保障・衛生","","","2022-08-19","","","","","","","","","","","","","","","","","","","https://www.city.koto.lg.jp/012107/documents/131083_kotocity_waste_recycle_collectionday.csv","","CSV","CC BYに準拠。","","","2022-08-19","2022-08-19","","","","","無"
"131083500023","131083","江東区","江東区のバス情報","","","","運輸・観光","","","2023-02-03","","","","","","","","","","","","","","","","","","","https://www.odpt.org","","JSON","CC BYに準拠。","","","2023-02-03","2023-02-03","","","","","無"
