"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考"
"131083","131083100027","江東区","旧東京市深川食堂","キュウトウキョウシフカガワショクドウ","","Old Tokyo city Fukagawa cafeteria","国登録文化財","建造物","江東区","131083","","東京都江東区門前仲町1-19-15","東京都","江東区","門前仲町1丁目","19-15","","35.674049","139.794931","","","(03)3647-9819","","","","","1350048","1","棟","6000020131083","江東区","2008-07-08","日火水木金土","10:00:00","18:00:00","月曜日が祝日の場合、翌火曜日が休館日、年末年始、展示替え等のための臨時休館あり","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kenzobutsu/44515.html",""
"131083","131083100028","江東区","石造燈明台　明治31年在銘","セイキゾウトミョウダイ　メイジ３１ネンザイメイ","","Stone Tonmiyo stand Having the maker's name inscribed in 1898","江東区指定文化財","建造物","江東区","131083","","東京都江東区富岡1-14","東京都","江東区","富岡1丁目","14","","35.672811","139.797740","","","(03)3647-9819","","","","","1350047","1","基","6000020131083","江東区","2008-02-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kenzobutsu/15095.html",""
"131083","131083100029","江東区","石造燈籠　明治15年在銘　一対","セキゾウトウロウ　メイジ１５ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1882","江東区登録文化財","建造物","深川不動堂","131083","","東京都江東区富岡1-17-13","東京都","江東区","富岡1丁目","17-13","","35.672853","139.798368","","","(03)3641-8288","","","","","1350047","1","対","","深川不動堂","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100030","江東区","石造玉垣　明治22年在銘","セキゾウタマガキ　メイジ２２ネンザイメイ","","Stone Tamagaki Having the maker's name inscribed in 1889","江東区登録文化財","建造物","深川不動堂","131083","","東京都江東区富岡1-17-13","東京都","江東区","富岡1丁目","17-13","","35.672853","139.798368","","","(03)3641-8288","","","","","1350047","1","基","","深川不動堂","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100031","江東区","深川不動堂旧本堂","フカガワフドウドウキュウホンドウ","","Fukagawa Fudodo old main hall","江東区指定文化財","建造物","深川不動堂","131083","","東京都江東区富岡1-17-13","東京都","江東区","富岡1丁目","17-13","","35.672853","139.798368","","","(03)3641-8288","","","","","1350047","1","棟","","深川不動堂","2008-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html","2016年4月名称変更"
"131083","131083100032","江東区","和倉橋親柱　２基","ワグラバシオヤバシラ　２キ","","2 Wagurabashi bridge main pillars","江東区指定文化財","建造物","江東区","131083","","東京都江東区深川2-1、富岡1-17","東京都","江東区","深川2丁目","1;富岡1-17","","35.673263","139.799212","","","(03)3647-9819","","","","","1350033","2","基","6000020131083","江東区","2017-04-01","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kenzobutsu/88745.html",""
"131083","131083100033","江東区","旧弾正橋（八幡橋）","キュウダンジョウバシ（ハチマンバシ）","","Old Danjiyo Hashi (Hachimanbashi bridge)","国指定重要文化財","建造物","江東区","131083","","東京都江東区富岡1-19～2-7","東京都","江東区","富岡1丁目","19～2-7","","35.671881","139.800612","","","(03)3647-9819","","","","","1350047","1","橋","6000020131083","江東区","1977-06-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100034","江東区","石造燈籠　伊奈忠宥奉納　一対","セキゾウトウロウ　イナタダオキホウノウ　イッツイ","","Stone light basket A pair of Ina tadaoki dedication","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","対","","富岡八幡宮","1982-03-15","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100035","江東区","石造燈籠　買手中奉納","セキゾウトウロウ　カイテチュウホウノウ","","Stone light basket Dedication in the vendee","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","基","","富岡八幡宮","1982-03-15","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100036","江東区","石造燈籠　享保16年在銘　一対","セキゾウトウロウ　キョウホウ１６ネンザイメイ　イッツイ","","Stone light basket A pair of having the maker's name inscribed in 1731","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","対","","富岡八幡宮","1982-03-15","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100037","江東区","石造燈籠　丸屋七右衛門奉納　一対","セキゾウトウロウ　マルヤシチエモンホウノウ　イッツイ","","Stone light basket A pair of Shichiemon Maruya dedication","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","対","","富岡八幡宮","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100038","江東区","石造燈籠　栖原三九郎奉納　一対","セキゾウトウロウ　スハラサンクロウホウノウ　イッツイ","","Stone light basket A pair of Suhara Sankurou dedication","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","対","","富岡八幡宮","1983-03-25","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100039","江東区","石造燈籠　元治元年在銘　一対","セキゾウトウロウ　ゲンジガンネンザイメイ　イッツイ","","Stone light basket A pair of 1864 having the maker's name inscribed","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","対","","富岡八幡宮","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100040","江東区","石造鳥居　文化２年在銘","セキゾウトリイ　ブンカ２ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1805","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","基","","富岡八幡宮","1987-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100041","江東区","石造鳥居　東京肥料商有志奉納","セキゾウトリイ　トウキョウヒリョウショウユウシホウノウ","","Stone Torii Tokyo fertilizer trade applies will dedication","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","基","","富岡八幡宮","1996-03-22","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100042","江東区","石造燈籠　深川浜常燈講奉納　一対","セキゾウトウロウ　フカガワハマジョウトウコウホウノウ　イッツイ","","Stone light basket A pair of Fukagawa hamajyou dedication","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","対","","富岡八幡宮","1998-03-30","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100043","江東区","石造鳥居　昭和９年在銘","セキゾウトリイ　ショウワ９ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1934","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","基","","富岡八幡宮","1998-03-30","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100044","江東区","石造鳥居　昭和９年在銘","セキゾウトリイ　ショウワ９ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1934","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","基","","富岡八幡宮","1998-03-30","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100045","江東区","石造鳥居　昭和12年在銘","セキゾウトリイ　ショウワ１２ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1937","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","基","","富岡八幡宮","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100046","江東区","石造燈籠　市倉秀楽三代目光雄奉納","セキゾウトウロウ　イチクラシュウラクサンダイメミツオホウノウ","","Stone light basket Ichikura shuuraku Kouyu dedication","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","基","","富岡八幡宮","2000-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kenzobutsu/15110.html",""
"131083","131083100047","江東区","石造燈籠　小川治兵衛奉納　一対","セキゾウトウロウ　オガワジヘエホウノウ　イッツイ","","Stone light basket A pair of Jihei Ogawa dedication","江東区登録文化財","建造物","富岡八幡宮","131083","","東京都江東区富岡1-20-3","東京都","江東区","富岡1丁目","20-3","","35.671958","139.799609","","","(03)3642-1315","","","","","1350047","1","対","","富岡八幡宮","2006-10-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kenzobutsu/17218.html",""
"131083","131083100048","江東区","石造燈籠　栖原三九郎・小川市兵衛奉納　一対","セキゾウトウロウ　スハラサンクロウ・オガワジヘエホウノウ　イッツイ","","Stone light basket A pair of Suhara Sankurou Ichibei Ogawa dedication","江東区登録文化財","建造物","住吉神社","131083","","東京都江東区牡丹3-12-2","東京都","江東区","牡丹3丁目","12-2","","35.669482","139.797678","","","","","","","","1350046","1","対","","住吉神社","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100049","江東区","石造鳥居　昭和12年在銘","セキゾウトリイ　ショウワ１２ネンザイメイ","","Stone Torii Having the maker's name inscribed in 1937","江東区登録文化財","建造物","住吉神社","131083","","東京都江東区牡丹3-12-2","東京都","江東区","牡丹3丁目","12-2","","35.669482","139.797678","","","","","","","","1350046","1","基","","住吉神社","1999-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100050","江東区","石造燈籠　板倉重形奉納寛永寺旧蔵","セキゾウトウロウ　イタクラシゲカタホウノウカンエイジキュウゾウ","","Stone light basket Board Kurashige-Itakura shaped, dedication Kanei-ji Temple old stock","江東区登録文化財","建造物","東京木材市場株式会社","131083","","東京都江東区新木場2-1-8","東京都","江東区","新木場2丁目","1-8","","35.640071","139.822574","","","(03)3521-7111","","","","","1360082","1","基","3010601004511","東京木材市場株式会社","2017-04-01","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100051","江東区","明治丸","メイジマル","","Meiji-Maru","国指定重要文化財","建造物","国立大学法人東京海洋大学","131083","","東京都江東区越中島2-1","東京都","江東区","越中島2丁目","1","","35.667878","139.791799","","","(03)5245-7300","","","","","1350044","1","艘","","国立大学法人東京海洋大学","1978-05-31","火・木・第1第3土","10:00:00","16:00:00","10月～翌3月　10：00～15：00","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html","現在は一般公開を中止"
"131083","131083100052","江東区","石造六角宝塔　貞享２年在銘","セキゾウロッカクホウトウ　ジョウキョウ２ネンザイメイ","","Stone hexagonal Buddhist tower Having the maker's name inscribed in 1685","江東区登録文化財","建造物","宇迦八幡宮","131083","","東京都江東区千田12-8","東京都","江東区","千田","12-8","","35.682329","139.815016","","","(03)3640-5043","","","","","1350013","1","基","6010605000165","宇迦八幡宮","1981-03-31","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
"131083","131083100053","江東区","石造燈籠　御作事方・御勘定方・御材木方奉納　一対","セキゾウトウロウ　オサクジカタ・オカンジョウカタ・オザイモクカタホウノウ　イッツイ","","Stone light basket A pair of construction person, bill person and lumber person dedication","江東区登録文化財","建造物","猿江神社内藤森稲荷神社","131083","","東京都江東区猿江2-2-17猿江神社内","東京都","江東区","猿江2丁目","2-17 猿江神社内","","35.685871","139.814147","","","(03)3631-2516","","","","","1350003","1","対","","藤森稲荷神社","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13474.html",""
