"全国地方公共団体コード","ID","地方公共団体名","名称","名称_カナ","名称_通称","名称_英語","文化財分類","種類","場所名称","所在地_全国地方公共団体コード","町字ID","所在地_連結表記","所在地_都道府県","所在地_市区町村","所在地_町字","所在地_番地以下","建物名等(方書)","緯度","経度","高度の種別","高度の値","電話番号","内線番号","連絡先メールアドレス","連絡先FormURL","連絡先備考（その他、SNSなど）","郵便番号","員数（数）","員数（単位）","法人番号","所有者等","文化財指定日","利用可能曜日","開始時間","終了時間","利用可能日時特記事項","画像","画像_ライセンス","概要","概要_英語","説明","説明_英語","URL","備考"
"131083","131083100144","江東区","紙本墨画竹図　佐竹義和筆","シホンボクガタケズ　サタケヨシマサヒツ","","Paper canvas black and white drawing bamboo figure by Satake Yoshimasa","江東区登録文化財","美術工芸","","131083","","東京都江東区亀戸3","東京都","江東区","亀戸3丁目","","","","","","","","","","","","1360071","1","幅","","個人蔵","1986-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100145","江東区","絹本着色親鸞上人坐像","ケンポンチャクショクシンランショウニンザゾウ","","Silk canvas coloring Shinran saint statue of sitting man","江東区登録文化財","美術工芸","法徳寺","131083","","東京都江東区亀戸5-31-8","東京都","江東区","亀戸5丁目","31-8","","35.698503","139.829894","","","","","","","","1360071","1","幅","","法徳寺","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100146","江東区","紙本着色阿弥陀二十五菩薩来迎図　元禄8年裏貼書　附明和5年得誉祐全極状1通","シホンチャクショクアミダニジュウゴボサツライゴウズ　ゲンロク８ネンウラハリガキ　ツケタリメイワ５ネントクヨユウゼンキワメジョウ１ツウ","","Paper canvas coloring Amida twenty-five bodhisattva picture of the welcoming into the Pure Land 1695 nenurachoukakifu 1768 neneyosukezenkyokujouittsuu","江東区指定文化財","美術工芸","","131083","","東京都江東区亀戸9","東京都","江東区","亀戸9丁目","","","","","","","","","","","","1360071","1","幅","","個人蔵","2016-04-01","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/kaiga/15203.html",""
"131083","131083100147","江東区","紙本版刷着色阿弥陀二十五菩薩来迎図","シホンチャクショクアミダニジュウゴボサツライゴウズ","","Paper canvas hansatsu coloring Amitabha twenty-five bodhisattva picture of the welcoming into the Pure Land","江東区登録文化財","美術工芸","","131083","","東京都江東区亀戸9","東京都","江東区","亀戸9丁目","","","","","","","","","","","","1360071","1","幅","","個人蔵","2001-03-29","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13475.html",""
"131083","131083100148","江東区","紙本墨画西誉蓮入像","シホンボクガサイヨレンニュウゾウ","","Paper canvas black and white drawing Saiyo-Rennyu","江東区登録文化財","美術工芸","持宝院","131083","","東京都江東区北砂4-22-6","東京都","江東区","北砂4丁目","22-6","","35.679198","139.831908","","","(03)3644-6974","","","","","1360073","1","幅","","持宝院","1984-03-26","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100149","江東区","木造阿弥陀如来坐像","モクゾウアミダニョライザゾウ","","Sitting Wooden Figure of Amitabha","江東区登録文化財","美術工芸","江月院","131083","","東京都江東区清澄3-4-11","東京都","江東区","清澄3丁目","4-11","","35.681738","139.798363","","","","","","","","1350024","1","躯","","江月院","1992-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100150","江東区","木造阿弥陀三尊像","モクゾウアミダサンゾンゾウ","","Three noble images of wooden Amitabha","江東区登録文化財","美術工芸","常照寺","131083","","東京都江東区清澄3-4-22","東京都","江東区","清澄3丁目","4-22","","35.681311","139.798016","","","","","","","","1350024","1","躯","","常照院","1989-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100151","江東区","石造迦楼羅立像","セキゾウカルラゾウ","","Stone Garuda standing figure","江東区登録文化財","美術工芸","本誓寺","131083","","東京都江東区清澄3-4-23","東京都","江東区","清澄3丁目","4-23","","35.681383","139.797588","","","","","","","","1350024","1","躯","","本誓寺","1982-03-15","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100152","江東区","木造阿弥陀如来立像","モクゾウアミダニョライリュウゾウ","","Wooden Amida-nyorai standing figure","江東区登録文化財","美術工芸","本誓寺","131083","","東京都江東区清澄3-4-23","東京都","江東区","清澄3丁目","4-23","","35.681383","139.797588","","","","","","","","1350024","1","躯","","本誓寺","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100153","江東区","石造神狐像　一対","セキゾウシンコゾウ　イッツイ","","Stone god fox Shouichi vs..","江東区登録文化財","美術工芸","八名川稲荷神社","131083","","東京都江東区新大橋3-1-4","東京都","江東区","新大橋3丁目","1-4","","35.686457","139.795331","","","","","","","","1350007","1","躯","","八名川稲荷神社","2000-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/bunkazaisiseki/chokoku/15210.html",""
"131083","131083100154","江東区","木造神像　3躯","モクゾウシンゾウ　３ク","","Three bodies of wooden image of a deity","江東区登録文化財","美術工芸","深川神明宮","131083","","東京都江東区森下1-3-17","東京都","江東区","森下1丁目","3-17","","35.686682","139.797309","","","(03)3631-5548","","","","","1350004","1","躯","7010605000247","深川神明宮","1989-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100155","江東区","木造日蓮上人坐像","モクゾウニチレンショウニンザゾウ","","Wooden Nichiren saint statue of sitting man","江東区登録文化財","美術工芸","円珠院","131083","","東京都江東区平野1-13-6","東京都","江東区","平野1丁目","13-6","","35.678578","139.800937","","","(03)3641-0491","","","","","1350023","1","躯","","円珠院","1990-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100156","江東区","木造日蓮上人坐像","モクゾウニチレンショウニンザゾウ","","Wooden Nichiren saint statue of sitting man","江東区登録文化財","美術工芸","本立院","131083","","東京都江東区平野1-14-7","東京都","江東区","平野1丁目","14-7","","35.679086","139.800076","","","","","","","","1350023","1","躯","","本立院","1992-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100157","江東区","木造日蓮上人坐像","モクゾウニチレンショウニンザゾウ","","Wooden Nichiren saint statue of sitting man","江東区登録文化財","美術工芸","善応院","131083","","東京都江東区平野1-14-10","東京都","江東区","平野1丁目","14-10","","35.679017","139.800243","","","(03)3641-7100","","","","","1350023","1","躯","","善応院","1992-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100158","江東区","木造日蓮上人坐像","モクゾウニチレンショウニンザゾウ","","Wooden Nichiren saint statue of sitting man","江東区登録文化財","美術工芸","浄心寺","131083","","東京都江東区平野2-4-25","東京都","江東区","平野2丁目","4-25","","35.678433","139.801951","","","(03)3641-3390","","","","","1350023","1","躯","","浄心寺","1992-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100159","江東区","木造六老僧像　6躯","モクゾウロクロウソウゾウ　ロック","","Six bodies of wooden six venerable priest image","江東区登録文化財","美術工芸","浄心寺","131083","","東京都江東区平野2-4-25","東京都","江東区","平野2丁目","4-25","","35.678433","139.801951","","","(03)3641-3390","","","","","1350023","6","躯","","浄心寺","1992-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100160","江東区","木造日朝上人坐像","モクゾウニッチョウショウニンザゾウ","","Wooden saint statue of sitting Nicho-Shonin","江東区登録文化財","美術工芸","浄心寺","131083","","東京都江東区平野2-4-25","東京都","江東区","平野2丁目","4-25","","35.678433","139.801951","","","(03)3641-3390","","","","","1350023","1","躯","","浄心寺","1992-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100161","江東区","木造鬼子母神立像","モクゾウキシボジンリュウゾウ","","Wooden Kishibojin standing figure","江東区登録文化財","美術工芸","浄心寺","131083","","東京都江東区平野2-4-25","東京都","江東区","平野2丁目","4-25","","35.678433","139.801951","","","(03)3641-3390","","","","","1350023","1","躯","","浄心寺","1992-03-27","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100162","江東区","木造三宝本尊像","モクゾウサンポウホンゾンゾウ","","This wooden Sambou noble image","江東区登録文化財","美術工芸","浄心寺","131083","","東京都江東区平野2-4-25","東京都","江東区","平野2丁目","4-25","","35.678433","139.801951","","","(03)3641-3390","","","","","1350023","1","躯","","浄心寺","1995-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100163","江東区","木造四菩薩像　4躯","モクゾウシボサツゾウ　４ク","","Four bodies of wooden four bodhisattva image","江東区登録文化財","美術工芸","浄心寺","131083","","東京都江東区平野2-4-25","東京都","江東区","平野2丁目","4-25","","35.678433","139.801951","","","(03)3641-3390","","","","","1350023","4","躯","","浄心寺","1995-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100164","江東区","木造四天王像　2躯","モクゾウシテンノウゾウ　２ク","","Wooden big four Shouji body","江東区登録文化財","美術工芸","浄心寺","131083","","東京都江東区平野2-4-25","東京都","江東区","平野2丁目","4-25","","35.678433","139.801951","","","(03)3641-3390","","","","","1350023","2","躯","","浄心寺","1995-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100165","江東区","木造文殊・普賢菩薩坐像　2躯","モクゾウモンジュ・フゲンボサツザゾウ　２ク","","Wooden transcendent wisdom and two bodies of Samantabhadra statue of sitting man","江東区登録文化財","美術工芸","浄心寺","131083","","東京都江東区平野2-4-25","東京都","江東区","平野2丁目","4-25","","35.678433","139.801951","","","(03)3641-3390","","","","","1350023","2","躯","","浄心寺","1995-03-28","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100166","江東区","木造阿弥陀如来坐像","モクゾウアミダニョライザゾウ","","Sitting Wooden Figure of Amitabha","江東区登録文化財","美術工芸","法性寺","131083","","東京都江東区三好1-2-8","東京都","江東区","三好1丁目","2-8","","35.679741","139.800038","","","","","","","","1350022","1","躯","","法性寺","1989-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
"131083","131083100167","江東区","木造阿弥陀如来立像","モクゾウアミダニョライリュウゾウ","","Wooden Amida-nyorai standing figure","江東区登録文化財","美術工芸","法性寺","131083","","東京都江東区三好1-2-8","東京都","江東区","三好1丁目","2-8","","35.679741","139.800038","","","","","","","","1350022","1","躯","","法性寺","1989-03-24","","","","","","","","","","","https://www.city.koto.lg.jp/103020/bunkasports/bunka/ichiran/13476.html",""
