"情報の管理主体_全国地方公共団体コード","学校ID","学校コード","学校所在地_都道府県名","学校所在地_郡名","学校所在地_市区町村名","学校所在地_行政区名","学校所在地_全国地方公共団体コード","学校名称","学校名称_カナ","行政サービス拠点種別","通学区域_登録年月日","通学区域_廃止日","通学区域の住所","特記事項","ポリゴン_ファイル名"
"131083","131083H00011","","","","","","","扇橋小学校","オウギバシショウガッコウ","1503","2022-04-01","","千石１丁目;石島;千田１番～１５番;扇橋１丁目;扇橋２丁目(１０番３号を除く）","",""
"131083","131083H00012","","","","","","","元加賀小学校","モトカガショウガッコウ","1503","2022-04-01","","平野３丁目（２番１２号を除く）;平野４丁目（４番２号を除く）;三好３丁目;三好４丁目;白河３丁目;白河４丁目","",""
"131083","131083H00013","","","","","","","毛利小学校","モウリショウガッコウ","1503","2022-04-01","","猿江２丁目１２番～１６番;住吉２丁目８番;住吉２丁目９番;住吉２丁目１５番～２９番;毛利１丁目;毛利２丁目;大島２丁目２番２０号","",""
"131083","131083H00014","","","","","","","東川小学校","トウセンショウガッコウ","1503","2022-04-01","","扇橋２丁目１０番３号;猿江１丁目;猿江２丁目１番～１１番;住吉１丁目;住吉２丁目１番～７番;住吉２丁目１０番～１４番","",""
"131083","131083H00015","","","","","","","豊洲小学校","トヨスショウガッコウ","1503","2022-04-01","","枝川１丁目（１４番２０号を除く）;豊洲４丁目","",""
"131083","131083H00016","","","","","","","豊洲西小学校","トヨスニシショウガッコウ","1503","2022-04-01","","豊洲５丁目;豊洲６丁目","",""
"131083","131083H00017","","","","","","","豊洲北小学校","トヨスキタショウガッコウ","1503","2022-04-01","","豊洲１丁目;豊洲２丁目;豊洲３丁目","",""
"131083","131083H00018","","","","","","","東雲小学校","シノノメショウガッコウ","1503","2022-04-01","","東雲１丁目(５番１８号、９番１１号～４２号、１０番１４号を除く);東雲２丁目","",""
"131083","131083H00019","","","","","","","有明小学校","アリアケショウガッコウ","1503","2022-04-01","","東雲１丁目５番１８号;有明１丁目１番;有明１丁目２番;有明１丁目３番（環二通り以東の区域に限る）;有明１丁目９番～１２番;有明２丁目１番;有明２丁目９番～１１番","",""
"131083","131083H00020","","","","","","","枝川小学校","エダガワショウガッコウ","1503","2022-04-01","","塩浜２丁目(２９番を除く);枝川１丁目１４番２０号;枝川２丁目;枝川３丁目;潮見１丁目;潮見２丁目","",""
"131083","131083H00021","","","","","","","辰巳小学校","タツミショウガッコウ","1503","2022-04-01","","辰巳１丁目１番３４号～４４号;辰巳１丁目５番６号;辰巳１丁目１２号;辰巳１丁目６番１０号;辰巳１丁目７番２８号;辰巳１丁目９番～１２番;辰巳２丁目;辰巳３丁目","",""
"131083","131083H00022","","","","","","","第二辰巳小学校","ダイ２タツミショウガッコウ","1503","2022-04-01","","辰巳１丁目１番１号～３３号;辰巳２番～８番（５番６、１２号、６番１０号、７番２８号を除く）;東雲１丁目９番１１号～４２号;東雲１丁目１０番１４号","",""
"131083","131083H00023","","","","","","","第一亀戸小学校","ダイ１カメイドショウガッコウ","1503","2022-04-01","","亀戸１丁目;亀戸２丁目;亀戸３丁目１番～４６番","",""
"131083","131083H00024","","","","","","","第二亀戸小学校","ダイ２カメイドショウガッコウ","1503","2022-04-01","","亀戸６丁目;亀戸７丁目１番～８番;亀戸７丁目３９番～６８番","",""
"131083","131083H00025","","","","","","","香取小学校","カトリショウガッコウ","1503","2022-04-01","","亀戸３丁目４７番～６２番;亀戸４丁目","",""
"131083","131083H00026","","","","","","","浅間竪川小学校","センゲンタテカワショウガッコウ","1503","2022-04-01","","亀戸７丁目９番～３８番;亀戸９丁目","",""
"131083","131083H00027","","","","","","","水神小学校","スイジンショウガッコウ","1503","2022-04-01","","亀戸５丁目;亀戸８丁目","",""
"131083","131083H00028","","","","","","","第一大島小学校","ダイ１オオジマショウガッコウ","1503","2022-04-01","","大島１丁目（１番３５号を除く）;大島２丁目（２番２０号を除く）","",""
"131083","131083H00029","","","","","","","第二大島小学校","ダイ２オオジマショウガッコウ","1503","2022-04-01","","大島３丁目;大島６丁目１番１号;大島６丁目１番４号;大島６丁目１番５号;大島６丁目１番７号;大島６丁目２番","",""
"131083","131083H00030","","","","","","","第三大島小学校","ダイ３オオジマショウガッコウ","1503","2022-04-01","","大島７丁目;大島９丁目４番～１０番","",""
"131083","131083H00031","","","","","","","第四大島小学校","ダイ４オオジマショウガッコウ","1503","2022-04-01","","大島５丁目６番～１０番;大島５丁目３４番;大島５丁目３５番;大島５丁目４５番～４７番;大島６丁目１番２号;大島６丁目１番３号;大島６丁目１番６号;大島６丁目３番～３０番","",""
"131083","131083H00032","","","","","","","第五大島小学校","ダイ５オオジマショウガッコウ","1503","2022-04-01","","大島８丁目;大島９丁目１番～３番","",""
"131083","131083H00033","","","","","","","大島南央小学校","オオジマナンオウショウガッコウ","1503","2022-04-01","","大島４丁目;大島５丁目１番～５番;大島５丁目１１番～３３番;大島５丁目３６番～４４番;大島５丁目４８番～５３番","",""
"131083","131083H00034","","","","","","","砂町小学校","スナマチショウガッコウ","1503","2022-04-01","","北砂２丁目１番～３番;北砂２丁目１８番～２０番;北砂４丁目;南砂１丁目２５番;南砂５丁目１番～１２番","",""
"131083","131083H00035","","","","","","","第二砂町小学校","ダイ２スナマチショウガッコウ","1503","2022-04-01","","北砂７丁目;東砂４丁目１番～１７番;東砂４丁目２０番;東砂４丁目２４番;東砂５丁目;東砂６丁目１８番（１０号～１３号を除く）;東砂７丁目１１番～１９番;南砂４丁目１２番;南砂５丁目１３番～２４番;南砂６丁目４番～６番","",""
"131083","131083H00036","","","","","","","第三砂町小学校","ダイ３スナマチショウガッコウ","1503","2022-04-01","","南砂３丁目;南砂４丁目１番～１１番;南砂４丁目１３番～１９番;南砂６丁目１番～３番;南砂６丁目７番～１１番;南砂７丁目;新砂３丁目（３番１７号～１８号、４番３号、４番３７号～４４号を除く）","",""
"131083","131083H00037","","","","","","","第四砂町小学校","ダイ４スナマチショウガッコウ","1503","2022-04-01","","南砂１丁目１番～３番;南砂１丁目４番(１０号～１１号、１７号、１９号～２１号、２４号を除く);南砂１丁目６番～２４番;南砂２丁目１番６号～１８号;南砂２丁目４番;南砂２丁目８番～３７番","",""
"131083","131083H00038","","","","","","","第五砂町小学校","ダイ５スナマチショウガッコウ","1503","2022-04-01","","東砂６丁目１番～１７番;東砂６丁目１８番１０号～１３号;東砂６丁目１９番;東砂６丁目２０番;東砂７丁目１番～１０番;東砂８丁目;新砂３丁目３番１７号～１８号;新砂３丁目４番３号","",""
"131083","131083H00039","","","","","","","第六砂町小学校","ダイ６スナマチショウガッコウ","1503","2022-04-01","","北砂５丁目７番～１９番;北砂６丁目","",""
"131083","131083H00040","","","","","","","第七砂町小学校","ダイ７スナマチショウガッコウ","1503","2022-04-01","","東砂１丁目１番;東砂１丁目２番;東砂１丁目５番;東砂１丁目６番;東砂３丁目;東砂４丁目１８番;東砂４丁目１９番;東砂４丁目２１番～２３番","",""
"131083","131083H00041","","","","","","","小名木川小学校","オナギガワショウガッコウ","1503","2022-04-01","","北砂２丁目４番～１７番;北砂３丁目;北砂５丁目１番～６番;北砂３丁目２０番１８号;北砂３丁目２１番;北砂３丁目２２番","",""
"131083","131083H00042","","","","","","","東砂小学校","ヒガシスナショウガッコウ","1503","2022-04-01","","東砂１丁目３番;東砂１丁目４番;東砂２丁目","",""
"131083","131083H00043","","","","","","","北砂小学校","キタスナショウガッコウ","1503","2022-04-01","","大島１丁目１番３５号;北砂１丁目;南砂１丁目４番１０号～１１号;南砂１丁目１７号;南砂１丁目１９号～２１号;南砂１丁目２４号;南砂１丁目５番","",""
"131083","131083H00044","","","","","","","南砂小学校","ミナミスナショウガッコウ","1503","2022-04-01","","南砂２丁目２番;南砂２丁目３番;南砂２丁目３８番;新砂１丁目２番～１３番;新砂２丁目;新砂３丁目４番３７号～４４号;新木場１丁目;新木場２丁目;新木場３丁目;新木場４丁目;夢の島１丁目;夢の島２丁目;夢の島３丁目;若洲１丁目;若洲２丁目;若洲３丁目","",""
"131083","131083H00045","","","","","","","亀高小学校","カメタカショウガッコウ","1503","2022-04-01","","北砂５丁目２０番（１８号を除く）","",""
"131083","131083H00046","","","","","","","有明西学園 前期課程","アリアケニシガクエン ゼンキカテイ","1503","2022-04-01","","有明１丁目３番（環二通り以西の区域に限る）;有明１丁目４番～８番;有明１丁目１３番;有明２丁目２番;有明２丁目３番;有明３丁目;有明４丁目;青海１丁目;青海２丁目;青海３丁目;青海４丁目;海の森１丁目;海の森２丁目;海の森３丁目","",""
"131083","131083H00047","","","","","","","深川第一中学校","フカガワダイ１チュウガッコウ","1504","2022-04-01","","清澄１丁目３番１号;森下２丁目;森下３丁目;森下４丁目;森下５丁目;白河４丁目９番１３号～１７号;高橋","",""
"131083","131083H00048","","","","","","","深川第二中学校","フカガワダイ２チュウガッコウ","1504","2022-04-01","","常盤１丁目;常盤２丁目;新大橋１丁目;新大橋２丁目;新大橋３丁目;森下１丁目;平野１丁目;平野２丁目;佐賀１丁目;佐賀２丁目;永代１丁目１４番;永代１丁目１５番;永代２丁目３４番～３７番;福住１丁目;福住２丁目;深川１丁目;深川２丁目;冬木;門前仲町１丁目１４番～２０番","",""
"131083","131083H00049","","","","","","","深川第三中学校","フカガワダイ３チュウガッコウ","1504","2022-04-01","","永代１丁目１番～１３番;永代２丁目１番～３３番;門前仲町１丁目１番～１３番;門前仲町２丁目;富岡１丁目;富岡２丁目;牡丹１丁目;牡丹２丁目;牡丹３丁目;古石場１丁目;古石場２丁目;古石場３丁目;越中島１丁目;越中島２丁目;越中島３丁目;塩浜１丁目１番;塩浜１丁目２番;塩浜１丁目４番３３号南棟","",""
"131083","131083H00050","","","","","","","深川第四中学校","フカガワダイ４チュウガッコウ","1504","2022-04-01","","千石１丁目;千石２丁目;千石３丁目;石島;千田;海辺;扇橋１丁目;扇橋２丁目（１０番３号を除く）;扇橋３丁目;東陽４丁目７番～１２番;東陽５丁目;東陽６丁目;東陽７丁目;南砂２丁目５番２号;南砂２丁目５番４号;南砂２丁目５番５号;南砂２丁目６番;南砂２丁目７番","",""
"131083","131083H00051","","","","","","","深川第五中学校","フカガワダイ５チュウガッコウ","1504","2022-04-01","","枝川１丁目;豊洲１丁目;豊洲２丁目;豊洲３丁目;豊洲４丁目;豊洲５丁目（１番１３号を除く）","",""
"131083","131083H00052","","","","","","","深川第六中学校","フカガワダイ６チュウガッコウ","1504","2022-04-01","","清澄１丁目（３番１号を除く）;清澄２丁目;清澄３丁目;平野３丁目;平野４丁目;三好１丁目;三好２丁目;三好３丁目;三好４丁目;白河１丁目;白河２丁目;白河３丁目;白河４丁目（９番１３号～１７号を除く）","",""
"131083","131083H00053","","","","","","","深川第七中学校","フカガワダイ７チュウガッコウ","1504","2022-04-01","","扇橋２丁目１０番３号;猿江１丁目;猿江２丁目;住吉１丁目;住吉２丁目;毛利１丁目;毛利２丁目","",""
"131083","131083H00054","","","","","","","深川第八中学校","フカガワダイ８チュウガッコウ","1504","2022-04-01","","塩浜１丁目３番～６番（４番３３号南棟を除く）;塩浜２丁目(２９番を除く);枝川２丁目;枝川３丁目;潮見１丁目;潮見２丁目;木場１丁目;木場６丁目","",""
"131083","131083H00055","","","","","","","有明中学校","アリアケチュウガッコウ","1504","2022-04-01","","東雲１丁目(９番１１号～４２号、１０番１４号を除く);東雲２丁目;有明１丁目１番;有明１丁目２番;有明１丁目３番（環二通り以東の区域に限る）;有明１丁目９番～１２番;有明２丁目１番;有明２丁目９番～１１番","",""
"131083","131083H00056","","","","","","","辰巳中学校","タツミチュウガッコウ","1504","2022-04-01","","辰巳１丁目;辰巳２丁目;辰巳３丁目;東雲１丁目９番１１号～４２号;東雲１丁目１０番１４号","",""
"131083","131083H00057","","","","","","","東陽中学校","トウヨウチュウガッコウ","1504","2022-04-01","","木場２丁目;木場３丁目;木場４丁目;木場５丁目;東陽１丁目;東陽２丁目;東陽３丁目;東陽４丁目１番～６番;塩浜２丁目２９番;南砂２丁目１番１号～５号;南砂２丁目５番１号;南砂２丁目５番３号;南砂２丁目５番６号;新砂１丁目１番","",""
"131083","131083H00058","","","","","","","亀戸中学校","カメイドチュウガッコウ","1504","2022-04-01","","亀戸６丁目３２番～５７番;亀戸６丁目６３番;亀戸７丁目;亀戸９丁目","",""
"131083","131083H00059","","","","","","","第二亀戸中学校","ダイ２カメイドチュウガッコウ","1504","2022-04-01","","亀戸４丁目;亀戸５丁目;亀戸８丁目","",""
"131083","131083H00060","","","","","","","第三亀戸中学校","ダイ３カメイドチュウガッコウ","1504","2022-04-01","","亀戸１丁目;亀戸２丁目;亀戸３丁目;亀戸６丁目１番～３１番;亀戸６丁目５８番～６２番","",""
"131083","131083H00061","","","","","","","大島中学校","オオジマチュウガッコウ","1504","2022-04-01","","大島７丁目;大島８丁目;大島９丁目","",""
"131083","131083H00062","","","","","","","第二大島中学校","ダイ２オオジマチュウガッコウ","1504","2022-04-01","","大島３丁目;大島６丁目","",""
"131083","131083H00063","","","","","","","大島西中学校","オオジマニシチュウガッコウ","1504","2022-04-01","","大島１丁目;大島２丁目;大島４丁目;大島５丁目","",""
"131083","131083H00064","","","","","","","砂町中学校","スナマチチュウガッコウ","1504","2022-04-01","","北砂５丁目７番～１９番;北砂６丁目;東砂１丁目;東砂２丁目","",""
"131083","131083H00065","","","","","","","第二砂町中学校","ダイ２スナマチチュウガッコウ","1504","2022-04-01","","北砂７丁目６番;北砂７丁目７番;東砂３丁目;東砂４丁目;東砂５丁目;東砂６丁目;東砂７丁目（１８番、１９番を除く）;東砂８丁目;新砂３丁目５番～８番","",""
"131083","131083H00066","","","","","","","第三砂町中学校","ダイ３スナマチチュウガッコウ","1504","2022-04-01","","北砂２丁目１番～３番;北砂２丁目１９番;北砂２丁目２０番;東砂７丁目１８番;東砂７丁目１９番;南砂１丁目２５番;南砂３丁目;南砂４丁目;南砂５丁目;南砂６丁目;南砂７丁目;新砂３丁目１番～４番;新砂３丁目９～１１番","",""
"131083","131083H00067","","","","","","","第四砂町中学校","ダイ４スナマチチュウガッコウ","1504","2022-04-01","","北砂２丁目４番～１８番;北砂３丁目;北砂４丁目;北砂５丁目１番～６番;北砂５丁目２０番～２２番;北砂７丁目１番～５番;北砂７丁目８番;北砂７丁目９番","",""
"131083","131083H00068","","","","","","","南砂中学校","ミナミスナチュウガッコウ","1504","2022-04-01","","南砂２丁目２番;南砂２丁目３番;南砂２丁目３８番;新砂１丁目（１番を除く）;新砂２丁目;新木場１丁目;新木場２丁目;新木場３丁目;新木場４丁目;夢の島１丁目;夢の島２丁目;夢の島３丁目;若洲１丁目;若洲２丁目;若洲３丁目","",""
"131083","131083H00069","","","","","","","第二南砂中学校","ダイ２ミナミスナチュウガッコウ","1504","2022-04-01","","北砂１丁目;南砂１丁目（２５番を除く）;南砂２丁目１番６号～１８号;南砂２丁目４番;南砂２丁目８番～３７番","",""
"131083","131083H00070","","","","","","","有明西学園 後期課程","アリアケニシガクエン コウキカテイ","1504","2022-04-01","","豊洲５丁目１番１３号;豊洲６丁目;有明１丁目３番（環二通り以西の区域に限る）;有明１丁目４番～８番;有明１丁目１３番;有明２丁目２番;有明２丁目３番;有明３丁目;有明４丁目;青海１丁目;青海２丁目;青海３丁目;青海４丁目;海の森１丁目;海の森２丁目;海の森３丁目","",""
